episode,is_optimal,surprise
0,1,0.000000
1,0,0.016811
2,0,0.026549
3,0,0.023894
4,0,0.021504
5,0,0.019354
6,0,0.017419
7,0,0.015677
8,1,0.074957
9,0,0.067462
10,1,0.125495
11,1,0.173014
12,0,0.155712
13,1,0.185364
14,1,0.203593
15,1,0.210829
16,0,0.189746
17,0,0.170771
18,1,0.158904
19,1,0.143013
20,1,0.128712
21,0,0.115841
22,1,0.104257
23,0,0.093831
24,1,0.084448
25,1,0.076003
26,1,0.068403
27,1,0.061563
28,0,0.055406
29,0,0.049866
30,1,0.044879
31,1,0.040391
32,0,0.039729
33,0,0.039650
34,1,0.035685
35,1,0.032117
36,1,0.028905
37,0,0.031250
38,0,0.033457
39,0,0.034664
40,1,0.031197
41,1,0.028078
42,1,0.025270
43,1,0.022743
44,0,0.023550
45,1,0.021195
46,0,0.022417
47,0,0.023231
48,1,0.020908
49,1,0.018817
50,1,0.016936
51,1,0.015242
52,1,0.013718
53,1,0.012346
54,0,0.016233
55,1,0.014609
56,1,0.013148
57,1,0.011834
58,1,0.010650
59,1,0.009585
60,0,0.020818
61,0,0.031863
62,1,0.028676
63,1,0.025809
64,1,0.023228
65,1,0.020905
66,1,0.018815
67,0,0.035988
68,1,0.032389
69,1,0.029150
70,0,0.048368
71,1,0.043531
72,1,0.039178
73,1,0.035260
74,1,0.031734
75,0,0.055533
76,1,0.049980
77,1,0.044982
78,1,0.040484
79,1,0.036435
80,1,0.032792
81,0,0.064784
82,1,0.058306
83,1,0.052475
84,1,0.047227
85,1,0.042505
86,0,0.079822
87,1,0.071840
88,1,0.064656
89,1,0.058190
90,1,0.052371
91,1,0.047134
92,1,0.042421
93,1,0.038179
94,1,0.034361
95,1,0.030925
96,1,0.027832
97,1,0.025049
98,1,0.022544
99,1,0.020290
100,1,0.018261
101,1,0.016435
102,1,0.014791
103,1,0.013312
104,1,0.011981
105,1,0.010783
106,1,0.009705
107,0,0.090804
108,1,0.081724
109,1,0.073551
110,1,0.066196
111,1,0.059577
112,1,0.053619
113,1,0.048257
114,1,0.043431
115,1,0.039088
116,0,0.084881
117,1,0.076393
118,1,0.068754
119,1,0.061878
120,1,0.055690
121,1,0.050121
122,1,0.045109
123,1,0.040598
124,1,0.036538
125,1,0.032885
126,1,0.029596
127,1,0.026637
128,1,0.023973
129,1,0.021576
130,1,0.019418
131,1,0.017476
132,1,0.015729
133,1,0.014156
134,1,0.012740
135,1,0.011466
136,1,0.010320
137,0,0.097009
138,1,0.087308
139,1,0.078577
140,1,0.070720
141,1,0.063648
142,1,0.057283
143,1,0.051555
144,1,0.046399
145,1,0.041759
146,1,0.037583
147,1,0.033825
148,1,0.030442
149,1,0.027398
150,1,0.024658
151,1,0.022193
152,1,0.019973
153,1,0.017976
154,1,0.016178
155,1,0.014561
156,0,0.114688
157,1,0.103219
158,1,0.092897
159,1,0.083608
160,1,0.075247
161,1,0.067722
162,1,0.060950
163,1,0.054855
164,1,0.049369
165,1,0.044433
166,1,0.039989
167,0,0.094148
168,1,0.084733
169,1,0.076260
170,1,0.068634
171,1,0.061770
172,1,0.055593
173,1,0.050034
174,1,0.045030
175,1,0.040527
176,1,0.036475
177,1,0.032827
178,1,0.029545
179,1,0.026590
180,1,0.023931
181,1,0.021538
182,1,0.019384
183,1,0.017446
184,1,0.015701
185,1,0.014131
186,1,0.012718
187,1,0.011446
188,0,0.107716
189,1,0.096944
