episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010000,0.376027,0
1,1,1.484206,0.000000,0.049879,0.376027,0
2,1,0.456247,0.000000,0.050000,0.376027,1
3,1,1.800952,0.000020,0.018482,0.376027,0
4,0,0.160628,0.000016,0.050000,0.376310,0
5,0,2.070483,0.000013,0.010002,0.376254,0
6,0,0.105338,0.000010,0.050000,0.376208,1
7,0,1.589265,0.000008,0.010000,0.376172,1
8,1,0.269760,0.000007,0.050000,0.376143,0
9,0,2.203680,0.000005,0.010040,0.376120,1
10,0,0.054475,0.000075,0.050000,0.376101,1
11,1,1.032386,0.000060,0.010000,0.377081,1
12,0,1.266308,0.000076,0.050000,0.376868,1
13,1,0.510783,0.000060,0.050000,0.377083,0
14,1,2.120096,0.000048,0.033207,0.376870,1
15,1,0.101999,0.000039,0.050000,0.376701,1
16,1,1.654106,0.000031,0.010000,0.376565,0
17,1,0.250713,0.000038,0.050000,0.376457,0
18,1,1.706757,0.000163,0.010023,0.376552,1
19,1,0.167865,0.000401,0.050000,0.378333,1
20,1,1.396768,0.000743,0.010002,0.381885,0
21,1,0.282605,0.001173,0.050000,0.387352,1
22,0,1.301309,0.001129,0.010059,0.394917,1
23,1,1.150444,0.001267,0.050000,0.394119,0
24,0,0.461076,0.001045,0.050000,0.396681,0
25,0,2.612964,0.000836,0.019491,0.392582,0
26,0,0.039484,0.000669,0.050000,0.388923,1
27,1,1.407258,0.000535,0.010000,0.386125,1
28,1,0.370829,0.000428,0.050000,0.383967,1
29,0,1.522237,0.000342,0.010813,0.382292,0
30,1,0.599974,0.000274,0.050000,0.380983,0
31,1,1.316560,0.000355,0.048102,0.379957,1
32,1,0.372198,0.000593,0.050000,0.381172,0
33,1,1.351418,0.000959,0.010847,0.384889,0
34,0,0.278198,0.000871,0.050000,0.391065,0
35,1,2.822920,0.000989,0.010051,0.389527,1
36,1,0.010000,0.001271,0.050000,0.391582,0
37,1,0.114866,0.001682,0.010000,0.396755,1
38,0,0.965156,0.001528,0.010000,0.404899,0
39,0,1.987065,0.001223,0.050000,0.401765,0
40,1,0.280137,0.001041,0.050000,0.395847,1
41,1,1.354902,0.001107,0.010055,0.392520,1
42,0,0.269020,0.000886,0.050000,0.393716,0
43,1,2.854502,0.000831,0.010039,0.389786,0
44,1,0.010000,0.001001,0.050000,0.388842,1
45,1,0.100299,0.001343,0.010000,0.391798,1
46,1,0.898989,0.001816,0.010000,0.398134,0
47,1,0.555930,0.002381,0.050000,0.407696,1
48,1,0.856622,0.003010,0.043705,0.420446,1
49,1,0.516007,0.003678,0.049999,0.436281,1
50,1,0.789259,0.004364,0.034712,0.454904,1
51,1,0.505892,0.005052,0.049993,0.475758,0
52,1,0.709692,0.005729,0.031763,0.498041,0
53,1,0.509479,0.006386,0.049926,0.520803,0
54,0,0.633359,0.005847,0.032825,0.543098,0
55,1,3.615160,0.005639,0.049281,0.524815,1
56,1,0.010000,0.005672,0.050000,0.517742,1
57,1,0.010000,0.005877,0.010000,0.518857,0
58,1,0.022791,0.006199,0.010000,0.525808,1
59,1,0.177662,0.006597,0.010000,0.536771,0
60,1,0.603779,0.007039,0.010003,0.550245,1
61,0,0.472414,0.006162,0.048298,0.564973,0
62,1,4.237933,0.005717,0.022166,0.535513,0
63,1,0.010000,0.005586,0.050000,0.520371,0
64,1,0.010000,0.005681,0.010000,0.515960,0
65,1,0.010000,0.005932,0.010000,0.519179,1
66,1,0.014993,0.006284,0.010000,0.527687,0
67,1,0.097851,0.006698,0.010000,0.539662,1
68,1,0.390322,0.007142,0.010000,0.553619,1
69,1,0.502693,0.007593,0.011436,0.568343,0
70,1,0.432921,0.008036,0.030808,0.582886,0
71,0,0.448280,0.006855,0.014716,0.596576,0
72,0,4.856759,0.005484,0.016994,0.558865,0
73,1,0.010000,0.004387,0.050000,0.512500,1
74,0,0.010000,0.003510,0.010000,0.476498,1
75,1,1.268004,0.002808,0.010000,0.450051,0
76,1,0.141338,0.002246,0.050000,0.430998,1
77,1,0.567586,0.001797,0.010001,0.417274,1
78,1,0.504369,0.001758,0.045347,0.407300,0
79,1,0.520059,0.002014,0.031309,0.406475,0
80,1,0.487551,0.002470,0.035842,0.412006,1
81,0,0.484384,0.001976,0.026308,0.422567,0
82,1,4.495799,0.001581,0.025399,0.411161,0
83,1,0.010000,0.001582,0.050000,0.402815,0
84,1,0.010000,0.001871,0.010000,0.402849,1
85,1,0.010000,0.002353,0.010000,0.408890,1
86,1,0.010000,0.002957,0.010000,0.419785,0
87,1,0.025043,0.003627,0.010000,0.434864,1
88,0,0.130570,0.002902,0.010000,0.453428,0
89,1,4.663725,0.002515,0.010001,0.433425,1
90,1,0.010000,0.002507,0.050000,0.423681,0
91,1,0.010000,0.002763,0.010000,0.423486,0
92,1,0.010000,0.003194,0.010000,0.429848,0
93,1,0.010000,0.003734,0.010000,0.441226,1
94,1,0.010000,0.004334,0.010000,0.456562,1
95,1,0.044699,0.004957,0.010000,0.474835,1
96,1,0.182958,0.005577,0.010000,0.494920,1
97,1,0.396586,0.006174,0.010003,0.515639,1
98,1,0.393484,0.006735,0.011720,0.535909,1
99,1,0.381774,0.007253,0.011573,0.554877,1
100,0,0.373129,0.005876,0.011120,0.571984,1
101,1,5.504302,0.005074,0.010870,0.525776,0
102,1,0.010000,0.004692,0.050000,0.498764,1
103,1,0.010000,0.004609,0.010000,0.486231,1
104,1,0.010000,0.004735,0.010000,0.483574,1
105,1,0.010000,0.004998,0.010000,0.487633,0
106,0,0.010000,0.003999,0.010000,0.496272,0
107,1,0.356235,0.003199,0.010000,0.464466,0
108,1,0.430975,0.002756,0.010529,0.441366,1
109,1,0.393518,0.002682,0.014479,0.429678,1
110,1,0.392921,0.002864,0.011575,0.427801,0
111,1,0.380535,0.003216,0.011548,0.432438,1
112,1,0.372127,0.003674,0.011081,0.441823,0
113,1,0.363046,0.004190,0.010845,0.454786,1
114,1,0.354535,0.004728,0.010647,0.470317,1
115,1,0.346268,0.005264,0.010503,0.487415,1
116,1,0.338301,0.005779,0.010393,0.505099,0
117,1,0.330605,0.006262,0.010310,0.522492,0
118,1,0.323173,0.006704,0.010247,0.538897,0
119,1,0.315990,0.007103,0.010198,0.553838,1
120,1,0.309047,0.007454,0.010160,0.567058,1
121,1,0.302332,0.007760,0.010130,0.578469,0
122,0,0.295835,0.006208,0.010106,0.588110,0
123,1,6.299475,0.004966,0.010087,0.537064,1
124,0,0.010000,0.003973,0.050000,0.495211,0
125,1,0.010000,0.003178,0.010000,0.463687,1
126,0,0.010000,0.002543,0.010000,0.440804,0
127,1,0.620746,0.002034,0.010000,0.424347,0
128,1,0.323154,0.001627,0.048959,0.412454,0
129,1,0.427076,0.001302,0.010198,0.403767,0
130,1,0.386085,0.001042,0.014034,0.397340,1
131,1,0.386558,0.000833,0.011270,0.392527,1
132,0,0.374342,0.000667,0.011288,0.388881,0
133,1,5.485611,0.000533,0.010902,0.386093,0
134,1,0.010000,0.000427,0.050000,0.383942,0
135,1,0.010000,0.000341,0.010000,0.382272,0
136,1,0.010000,0.000380,0.010000,0.380968,1
137,1,0.010000,0.000708,0.010000,0.381559,0
138,1,0.010000,0.001225,0.010000,0.386775,0
139,1,0.010000,0.001856,0.010000,0.395885,0
140,1,0.010000,0.002545,0.010000,0.408552,0
141,0,0.013987,0.002036,0.010000,0.424405,0
142,1,3.717206,0.001629,0.010000,0.412497,0
143,1,0.010000,0.001332,0.050000,0.403798,0
144,1,0.010000,0.001397,0.010000,0.397915,1
145,1,0.010000,0.001708,0.010000,0.399162,0
146,1,0.010000,0.002178,0.010000,0.405424,1
147,1,0.022529,0.002744,0.010000,0.415711,0
148,1,0.079197,0.003356,0.010000,0.429363,0
149,1,0.207567,0.003979,0.010000,0.445696,1
150,1,0.318289,0.004590,0.010006,0.463873,1
151,1,0.321727,0.005170,0.010171,0.482943,0
152,1,0.313515,0.005709,0.010189,0.501957,0
153,1,0.306756,0.006199,0.010148,0.520100,0
154,1,0.300108,0.006638,0.010121,0.536774,0
155,1,0.293684,0.007025,0.010099,0.551622,0
156,1,0.287465,0.007359,0.010082,0.564497,1
157,1,0.281444,0.007643,0.010068,0.575408,1
158,0,0.275612,0.006115,0.010057,0.584465,0
159,1,6.520582,0.004892,0.010048,0.533899,1
160,1,0.010000,0.004050,0.050000,0.492759,0
161,1,0.010000,0.003621,0.010000,0.466015,1
162,0,0.010000,0.002897,0.010000,0.453260,0
163,1,0.010000,0.002318,0.010000,0.433304,0
164,1,0.010000,0.001854,0.010000,0.418940,0
165,0,0.010000,0.001483,0.010000,0.408518,0
166,1,3.475931,0.001187,0.010000,0.400865,1
167,1,0.010000,0.000949,0.050000,0.395174,0
168,1,0.010000,0.000759,0.010000,0.390891,1
169,0,0.010000,0.000608,0.010000,0.387633,0
170,1,2.015941,0.000486,0.010000,0.385132,0
171,1,0.010149,0.000389,0.050000,0.383197,0
172,1,0.045023,0.000311,0.010000,0.381691,1
173,1,0.161315,0.000249,0.010000,0.380513,1
174,1,0.338746,0.000299,0.010002,0.379587,0
175,1,0.365168,0.000631,0.010315,0.380337,0
176,1,0.349822,0.001145,0.010688,0.385506,0
177,1,0.343100,0.001768,0.010437,0.394400,0
178,1,0.334999,0.002446,0.010358,0.406686,1
179,1,0.327455,0.003140,0.010281,0.421998,1
180,1,0.320123,0.003821,0.010225,0.439751,0
181,1,0.313043,0.004470,0.010181,0.459116,1
182,1,0.306197,0.005074,0.010146,0.479115,1
183,1,0.299575,0.005627,0.010119,0.498785,0
184,1,0.293168,0.006122,0.010098,0.517321,1
185,1,0.286966,0.006561,0.010081,0.534164,1
186,1,0.280960,0.006942,0.010067,0.549008,1
187,1,0.275143,0.007268,0.010056,0.561757,0
188,1,0.269506,0.007542,0.010047,0.572461,1
189,1,0.264043,0.007767,0.010040,0.581263,0
190,1,0.258745,0.007948,0.010034,0.588344,1
191,1,0.253607,0.008087,0.010029,0.593899,0
192,0,0.248622,0.006469,0.010025,0.598113,0
193,1,6.825157,0.005175,0.010021,0.545924,1
194,1,0.010000,0.004140,0.050000,0.502148,0
195,1,0.010000,0.003540,0.010000,0.468798,1
196,1,0.010000,0.003274,0.010000,0.450929,1
197,1,0.010000,0.003243,0.010000,0.443427,0
198,0,0.010000,0.002594,0.010000,0.442565,0
199,1,0.010000,0.002075,0.010000,0.425614,1
200,1,0.010000,0.001660,0.010000,0.413374,0
201,1,0.025677,0.001328,0.010000,0.404443,0
202,1,0.073332,0.001068,0.010000,0.397843,0
203,1,0.165221,0.001116,0.010000,0.393009,0
204,1,0.252102,0.001374,0.010002,0.393884,1
205,1,0.274378,0.001765,0.010024,0.398719,1
206,1,0.270593,0.002236,0.010046,0.406631,0
207,1,0.265163,0.002744,0.010041,0.417026,1
208,1,0.259835,0.003260,0.010035,0.429360,0
209,1,0.254664,0.003764,0.010030,0.443039,0
210,0,0.249648,0.003011,0.010025,0.457429,0
211,0,6.813369,0.002409,0.010022,0.436302,0
212,1,0.010000,0.001927,0.050000,0.421103,0
213,1,0.010000,0.001542,0.010000,0.410095,1
214,1,0.010000,0.001233,0.010000,0.402029,1
215,0,0.010000,0.000987,0.010000,0.396044,0
216,1,0.871840,0.000789,0.010000,0.391549,0
217,1,0.167862,0.000631,0.049999,0.388136,1
218,1,0.327213,0.000505,0.010002,0.385519,1
219,1,0.350065,0.000404,0.010223,0.383498,1
220,1,0.337175,0.000323,0.010440,0.381926,0
221,1,0.330317,0.000383,0.010300,0.380697,1
222,1,0.322782,0.000704,0.010245,0.381598,0
223,1,0.315626,0.001195,0.010195,0.386714,1
224,1,0.308693,0.001785,0.010158,0.395328,0
225,1,0.301990,0.002424,0.010128,0.407052,0
226,1,0.295505,0.003075,0.010105,0.421473,0
227,1,0.289228,0.003711,0.010086,0.438005,1
228,1,0.283151,0.004315,0.010072,0.455879,1
229,1,0.277265,0.004875,0.010060,0.474226,1
230,1,0.271563,0.005384,0.010050,0.492211,0
231,1,0.266037,0.005839,0.010042,0.509144,0
232,1,0.260679,0.006239,0.010036,0.524544,0
233,1,0.255483,0.006585,0.010030,0.538138,1
234,1,0.250442,0.006879,0.010026,0.549834,1
235,1,0.245550,0.007123,0.010022,0.559664,0
236,1,0.240802,0.007322,0.010019,0.567739,1
237,1,0.236191,0.007479,0.010017,0.574212,1
238,1,0.231713,0.007597,0.010015,0.579249,1
239,1,0.227362,0.007681,0.010013,0.583013,0
240,1,0.223134,0.007734,0.010011,0.585658,0
241,0,0.219024,0.006188,0.010010,0.587320,0
242,1,7.172905,0.004950,0.010009,0.536375,1
243,1,0.010000,0.003960,0.050000,0.494676,1
244,1,0.010000,0.003168,0.010000,0.463295,0
245,1,0.010000,0.002751,0.010000,0.440522,1
246,1,0.010000,0.002611,0.010000,0.429549,0
247,1,0.010000,0.002663,0.010000,0.426028,0
248,1,0.010000,0.002843,0.010000,0.427326,0
249,1,0.010000,0.003104,0.010000,0.431914,1
250,1,0.010000,0.003410,0.010000,0.438795,1
251,1,0.010000,0.003735,0.010000,0.447220,0
252,1,0.010000,0.004060,0.010000,0.456574,0
253,1,0.010000,0.004373,0.010000,0.466330,1
254,1,0.010000,0.004665,0.010000,0.476043,0
255,1,0.010000,0.004930,0.010000,0.485361,1
