episode,reward
5752,-274.4005870109729
5753,-282.22043192871854
5754,-457.72102449020605
5755,-260.12803383611174
5756,-484.64329630215525
5757,-467.9596747362144
5758,-383.45432438433136
5759,-642.6769359237246
5760,-278.7453217239365
5761,-485.24070320532485
5762,-178.47559524435596
5763,-335.7084799577723
5764,-239.24875974687365
5765,-522.245480633331
5766,-301.49558136572955
5767,-219.24930255690424
5768,-327.77604780192587
5769,-399.7592227375522
5770,-281.4486441644822
5771,-346.60681358767977
5772,-368.62804582899275
5773,-431.6883921503
5774,-304.77628073597964
5775,-459.505298163179
5776,-444.2055141252809
5777,-248.59945038729924
5778,-324.2026812011368
5779,-359.3350181187988
5780,-539.3068175967801
5781,-237.47392622409444
5782,-187.6045811628565
5783,-385.9706541636598
5784,-315.8570117278938
5785,-423.9997806329178
5786,-353.91454748236265
5787,-342.3876851794148
5788,-257.69986976441714
5789,-246.13088360410006
5790,-220.4894558114018
5791,-150.24545874074718
5792,-120.78538070407343
5793,-254.95435736010427
5794,-433.5572000909417
5795,-291.3608282361196
5796,-420.58570577722304
5797,-274.95207492991915
5798,-270.9914890088159
5799,-339.72339558632217
5800,-250.27115014759525
5801,-304.935370378735
5802,-421.8986667670386
5803,-529.5725214118388
5804,-200.2650928080273
5805,-272.4048467180842
5806,-458.8654982642458
5807,-409.8566873073032
5808,-284.0708248759337
5809,-208.63161218421953
5810,-347.76885610363973
5811,-174.96566257233212
5812,-437.0005059639465
5813,-429.08044097388284
5814,-403.1009064652036
5815,-415.3274120497047
5816,-177.8922697558499
5817,-212.2846929770873
5818,-268.3823987446085
5819,-305.3615121861702
5820,-381.9760271960733
5821,-471.4986641046039
5822,-389.0545110421385
5823,-405.31782399301335
5824,-458.0916576932793
5825,-230.56032391563073
5826,-361.16113939003714
5827,-301.3126983100969
5828,-394.35764737020537
5829,-265.6656293086032
5830,-287.6980127710777
5831,-437.9361850613454
5832,-464.5140634275424
5833,-557.199111149323
5834,-352.03476767583254
5835,-418.91317498613415
5836,-591.5321534026348
5837,-468.78684578754155
5838,-271.30855821719774
5839,-423.2810951209251
5840,-305.66498447173063
5841,-392.3953068887798
5842,-469.28426174986294
5843,-339.035030984596
5844,-312.60770047831716
5845,-488.1364399468873
5846,-261.16255396089343
5847,-284.85733000746785
5848,-338.2805996425632
5849,-484.80730952152936
5850,-419.0629033788521
5851,-260.0540944605285
5852,-393.0775457740124
5853,-382.13717378228193
5854,-438.26727481276447
5855,-281.89237164246015
5856,-324.3209061354725
5857,-261.6335572188565
5858,-467.92278595713043
5859,-341.23828119203483
5860,-223.54005702918067
5861,-240.16321890198486
5862,-316.614529958826
5863,-463.3531433913347
5864,-242.40470796474958
5865,-406.3650894768144
5866,-557.6933789058086
5867,-310.9804464420608
5868,-408.8655032363594
5869,-494.6974050801638
5870,-450.9619916656892
5871,-334.8234421922981
5872,-445.49526936389157
5873,-585.8380064076915
5874,-241.5036841916586
5875,-296.02914314759323
5876,-470.27125054751417
5877,-461.2273499327472
5878,-398.03049236347175
5879,-152.59345830315766
5880,-222.64638247616128
5881,-283.04298885945263
5882,-519.104340531183
5883,-295.9957668829838
5884,-190.51319584513743
5885,-412.13767171447546
5886,-441.6579656621618
5887,-291.216101874826
5888,-198.09171323667783
5889,-551.3786205554393
5890,-412.2280951341189
5891,-321.70945107133855
5892,-304.91886677744037
5893,-436.6447457313402
5894,-241.43357002897858
5895,-483.2334611194032
5896,-131.12955713330996
5897,-449.98538936987495
5898,-347.30331419911033
5899,-261.30318395048835
5900,-342.3199167053483
5901,-476.7088496136678
5902,-391.2559461462494
5903,-465.94767261399875
5904,-305.422710216235
5905,-253.22400707027475
5906,-468.49472059006507
5907,-453.2945175792594
5908,-493.4337124151801
5909,-209.98665328280737
5910,-61.772235570974374
5911,-114.36752184945894
5912,-42.14347716485145
5913,-267.0418110523342
5914,-477.60844812040455
5915,-473.7824242785649
5916,-26.346515878644283
5917,-95.71713587146118
5918,-412.332055144622
5919,-321.92052227125646
5920,-202.14912840270142
5921,-185.3087239302004
5922,-69.46697503051784
5923,-29.535446550161282
5924,-78.0370538817111
5925,259.06817332324624
5926,-149.15525006197097
5927,-352.2238473895722
5928,-146.2714554413604
5929,-478.00206595382883
5930,-81.0613043646921
5931,-95.27704830180092
5932,-363.8455045925165
5933,-148.6999976239049
5934,-40.06830195945771
5935,-493.60336454533734
5936,-415.2933011533671
5937,-156.7121878862532
5938,-464.7557249604418
5939,-210.46087105653248
5940,-249.76718348879896
5941,-443.06979107449973
5942,-529.7168069840633
5943,-417.3067633706355
5944,-219.24060250832628
5945,-428.4313775308589
5946,-9.300352006786909
5947,-55.184481603929584
5948,-137.56821081157878
5949,-127.02879943237059
5950,-73.80183410255725
5951,-49.96705295881162
5952,-26.082697142455586
5953,-405.4717886340655
5954,-446.30196043184213
5955,-411.5658104052401
5956,-475.6606951824483
5957,-404.69244305294563
5958,-216.438568956169
5959,-435.3003851658266
5960,-359.6548778669478
5961,-120.26909074963275
5962,-414.25445582699524
5963,-79.30631813232692
5964,-453.18957803098857
5965,-436.6989277377474
5966,-123.80401004097968
5967,52.27581913711168
5968,-79.18737978885167
5969,-398.2396147221664
5970,-462.3619444290114
5971,-31.10008659772042
5972,-42.51836137774524
5973,-125.53258471091709
5974,-459.596783990674
5975,-399.603204185629
5976,-132.91305306356134
5977,-66.91267642162418
5978,-416.11429383544663
5979,-438.59785436236064
5980,-388.29594688205054
5981,-482.0691038662018
5982,-395.3070082364883
5983,-409.0805472591365
5984,-77.48876949381868
5985,-108.47245279610365
5986,-421.11359663744435
5987,193.08159708506918
5988,-100.99201315825209
5989,-229.99767115075355
5990,-345.7292147854944
5991,55.99277087931995
5992,-392.23307374207644
5993,221.36219870047998
5994,-25.319494081210337
5995,-388.54138840413214
5996,-390.5532181397689
5997,-429.4372738085173
5998,-408.8913959580281
5999,-331.48635414035493
6000,229.36849689615715
6001,42.79569583812378
6002,-401.63837571744523
6003,-436.4724658948906
6004,-444.83939076192854
6005,-85.92428218437979
6006,-403.07110860078194
6007,-402.48576986438087
6008,-94.72029366877511
6009,-139.34763332101366
6010,-165.0149763405717
6011,-397.4944877888573
6012,-363.34031072690715
6013,-107.9007008521002
6014,-82.21350713944226
6015,-70.00834924376973
6016,7.537142758044013
6017,-146.42316640027514
6018,-135.53789836996958
6019,-423.00083450360364
6020,-487.9773400665338
6021,-417.42886744756964
6022,-261.4951637201427
6023,-112.83100832164133
6024,-214.01820211439997
6025,17.35064661296579
6026,-35.417338743597256
6027,-117.06636386366898
6028,-439.2338924651029
6029,-471.6009648937176
6030,-248.216288490553
6031,-116.81854331808613
6032,-406.93989937807316
6033,-76.1099088148738
6034,-360.961691731734
6035,-28.331500315327006
6036,-407.6344173899027
6037,-10.858511033160951
6038,-431.12147445692653
6039,13.220323748066221
6040,-380.95914669366044
6041,-82.81286283768242
6042,-179.15954038591696
6043,-175.61515103331533
6044,-212.7383463676597
6045,-253.94084992619827
6046,-156.17054538768377
6047,-422.183968087644
6048,-37.18217432238095
6049,-268.9003807175563
6050,-83.86725713165886
6051,8.661738554991288
6052,-79.43181281594354
6053,-98.0776824568817
6054,-101.39055323347185
6055,-412.8937379765971
6056,33.88985383564639
6057,-398.14320609790093
6058,-138.3460219674642
6059,-45.13201697431981
6060,-91.84416899720674
6061,-56.29851085888687
6062,-341.4984188679207
6063,-84.58203760621191
6064,-404.59825137239073
6065,15.54762483217884
6066,-61.47548697426143
6067,-71.84262423183492
6068,-28.542538482478534
6069,-256.51144549412686
6070,-78.4117274733271
6071,-454.2072769626064
6072,-449.0315201487075
6073,-446.6463835251805
6074,-209.78521581814317
6075,-80.84436080852853
6076,-207.12315586797428
6077,-1.2267992870662
6078,-105.6213873652652
6079,-361.6191987937837
6080,-422.2900273344361
6081,-355.2715466727043
6082,-445.6404337913412
6083,-394.0331192551294
6084,-478.17715589548476
6085,-346.16003174543766
6086,25.40945385704275
6087,252.75496663668588
6088,-378.9340517416343
6089,-401.04830656191274
6090,27.554700278018558
6091,-74.38599133560515
6092,-336.6981639773088
6093,-446.5226570292882
6094,-382.59275754122274
6095,-177.11512123935933
6096,17.807587904181943
6097,-174.41266936755665
6098,29.399926565343577
6099,-151.5774361401873
6100,-116.96178286166044
6101,-115.06644253725518
6102,-77.8934070269033
6103,-121.4390961143429
6104,-348.530789913186
6105,-35.342763122442676
6106,-173.28856884015158
6107,-404.5545007609328
6108,-326.73459793357586
6109,12.038382356050818
6110,-70.63740757678983
6111,-328.33439537631887
6112,-123.36588456842796
6113,-364.64960259558853
6114,-152.33982492158475
6115,6.165536788164147
6116,-20.846853647434187
6117,-80.27300178134253
6118,-362.8589878733232
6119,-277.7430956184111
6120,-141.30304371724208
6121,-242.13741412405196
6122,-138.11779537821369
6123,-127.89960191524426
6124,-52.18922497752416
6125,-115.81314095659083
6126,-354.6881801463212
6127,-373.22196155927844
6128,-131.55811723549073
6129,-331.57728441296183
6130,-162.32275727709796
6131,-94.22087635596942
6132,-89.83792664937616
6133,-336.9628662685545
6134,-384.19767668943456
6135,-138.68264402843656
6136,-172.52545457427988
6137,18.25116717070216
6138,-383.99023526270986
6139,-346.91144012232377
6140,-381.78550128713204
6141,-59.36049164650177
6142,-422.7655595190831
6143,-29.727481360979255
6144,-390.8554129861536
6145,-307.5473902540676
6146,-358.1676707709741
6147,-345.4457835290817
6148,-369.4188225747644
6149,-14.220579700718048
6150,-661.2957760236679
6151,-5.093201396084794
6152,51.91158941307495
6153,-355.2682134948367
6154,-164.42969777544567
6155,-126.67575340383073
6156,-374.73925528500337
6157,-225.73244658289872
6158,-366.4652375255297
6159,-84.04560131325134
6160,-357.7289079045714
6161,-97.02158075228732
6162,-412.358125803537
6163,273.9924294283984
6164,-307.57431842525466
6165,169.70546290149935
6166,-115.26373655792077
6167,-357.31414317242604
6168,32.16694217905126
6169,-370.16280053293116
6170,21.37252906495887
6171,-266.65828135536844
6172,55.31427235775507
6173,-413.8930359026443
6174,-302.1912804639344
6175,-125.0574047496132
6176,-337.9492491966498
6177,-404.2309327120616
6178,-103.55128238899826
6179,-140.9402276714361
6180,-35.328343142477195
6181,-32.72211444280887
6182,4.664952791897676
6183,-109.66671245564176
6184,257.1815162905581
6185,19.954627528608896
6186,-334.8256399763289
6187,-333.9031005126356
6188,-181.47266738153505
6189,-74.24200829608091
6190,-290.8815365781674
6191,-32.81948516078168
6192,0.22167057335802554
6193,-132.4019852091666
6194,-387.8588790314976
6195,17.107466243518374
6196,-331.3706736503072
6197,-388.1040186478716
6198,-387.9958907035832
6199,-73.18681048304443
6200,-57.11682201535271
6201,-283.99248559745354
6202,-97.68011646147995
6203,-150.23469266592795
6204,-316.50417396406465
6205,-3.1493465892810946
6206,-90.13872047800871
6207,-54.55379362394937
6208,-61.918972894870734
6209,-148.11917686331358
6210,-52.65518560948635
6211,-17.52663093599618
6212,-354.2208899033234
6213,-90.14264548463532
6214,-6.623020418423408
6215,-61.90568727240999
6216,285.65050826843844
6217,-78.4645260712868
6218,-8.617329281390113
6219,-101.70140432817679
6220,-153.85453113029564
6221,-346.6678508069276
6222,-24.235615554044998
6223,10.119365932080939
6224,-107.53932454362923
6225,-169.52700248727308
6226,-328.1486740099425
6227,-67.76696299745109
6228,-93.99557292136188
6229,-372.67845182958894
6230,19.517072591556968
6231,-185.07600720917915
6232,-170.55138970795028
6233,-437.4044363765267
6234,-96.90207484198568
6235,-13.116793632824212
6236,-283.28765776716295
6237,-79.27099054292154
6238,-353.6896192186691
6239,-381.0986941363745
6240,-9.597687895964938
6241,-209.5562029733219
6242,-367.8335140528537
6243,-340.899548730347
6244,-377.1415454548414
6245,-337.55027742549345
6246,-372.5895310908886
6247,-107.80362395127085
6248,-333.0556391496039
6249,-343.06425587434535
6250,-127.5756675030989
6251,-331.18929744107294
6252,-60.68728145199668
6253,-111.60304819109943
6254,-134.1578225286009
6255,-140.70064641435513
6256,-270.0390663493864
6257,-347.85195534531874
6258,-125.78973344784832
6259,-44.6900237118746
6260,-368.6030203773059
6261,-115.16133559619847
6262,-109.72539473197911
6263,-254.20983652131508
6264,-399.83131386968057
6265,-133.90251851789333
6266,-307.72990690127745
6267,-86.65414481505303
6268,-83.35147577175505
6269,-37.859379656846016
6270,-51.852752420745816
6271,-405.56457819781707
6272,2.490545953285263
6273,-125.45135930628582
6274,-176.7803162667033
6275,-188.82455599648154
6276,-18.619993589027032
6277,-131.13709915665018
6278,-368.73980313258863
6279,3.0760246478646422
6280,-139.16005012114672
6281,-324.6017240292596
6282,-323.0268882096626
6283,-94.1261798581969
6284,-317.1793895872791
6285,-396.1588346514857
6286,-6.477787157812472
6287,6.315942071633458
6288,-395.5012432215943
6289,-113.07126440315692
6290,-164.96060739276544
6291,-82.13511353519476
6292,-374.7684057321352
6293,-109.36622655444319
6294,-367.1836018115748
6295,-11.329152431172062
6296,-277.5664036670861
6297,-190.7578926644111
6298,48.32459653936053
6299,-386.02875852700373
6300,-328.1570210979303
6301,-8.007640949093513
6302,-140.01150800560006
6303,-145.6253287440586
6304,-143.91366005135956
6305,-270.5982909870679
6306,-232.82978634168649
6307,-307.71245845082547
6308,-172.80263938739466
6309,-266.698424409287
6310,-137.93408325017867
6311,36.42119915950008
6312,5.5584567613774
6313,-135.95309551338696
6314,-299.00339087521
6315,-88.96683831162156
6316,-336.5291366515642
6317,6.9236463968903905
6318,-341.34152426752496
6319,8.728402693756948
6320,-98.8036950877524
6321,-401.0832185311642
6322,-112.76022156183252
6323,-62.6687032024629
6324,40.67957230421581
6325,-184.08681073808327
6326,-116.97079081817641
6327,-27.36755841018821
6328,-59.18657613409921
6329,-365.8877162039769
6330,-84.50837338185544
6331,4.480461797602132
6332,-287.11539134948487
6333,-334.26228731943627
6334,6.327971240430728
6335,-342.97160334756046
6336,257.2868220573229
6337,-359.5587528048825
6338,-367.7720818578064
6339,-386.4940916476841
6340,-337.1470625136732
6341,-80.05493271387621
6342,15.71010098542618
6343,-340.9335088349264
6344,-91.16743855630384
6345,-351.58695388999206
6346,-84.26690014793175
6347,-106.24492066876203
6348,-318.9857608292037
6349,-338.07085619146267
6350,-116.44085737281621
6351,-119.94856130223135
6352,259.6068836204752
6353,276.04174387468595
6354,-259.4303641004873
6355,-391.1513001684062
6356,-339.90752052135946
6357,-173.22704312525465
6358,-57.323296810440446
6359,-4.637178099363808
6360,-46.63538268201195
6361,-350.2286386027936
6362,-50.573814635643544
6363,18.982447128805063
6364,-77.45577007977568
6365,-345.1809630434923
6366,-178.61553931959244
6367,-33.54069694276802
6368,-340.2602839089435
6369,-264.5608204707089
6370,-66.17387081960926
6371,-98.66502507789876
6372,-359.8133680404858
6373,-7.400428561651708
6374,-226.7967347974977
6375,-190.9862832862313
6376,-120.96511391093023
6377,-350.54596068562125
6378,-14.978156426090308
6379,-91.61747218333025
6380,48.8517229507344
6381,-338.19212971726836
6382,-330.4349083513261
6383,-131.45091739093374
6384,-69.20434100314314
6385,-56.452548463128096
6386,-270.3722423736806
6387,-532.492176325246
6388,229.11435349975156
6389,-356.11878897968126
6390,-193.51197037398887
6391,-441.63945470528404
6392,5.247813727906262
6393,-80.03479052017806
6394,-408.0913160399336
6395,-327.1910908580852
6396,-89.21012703377639
6397,-362.73109149935897
6398,-140.23960329019798
6399,-16.61269763195162
6400,-372.1257717689823
6401,-384.18748306336596
6402,-429.73051438795284
6403,-349.70226262463575
6404,-10.253392741889584
6405,-264.6003666570813
6406,-199.3937618956071
6407,-369.6046336111545
6408,-278.8251038488931
6409,-39.92641949132093
6410,-19.750492996074613
6411,-257.61356935726826
6412,-499.27126823054306
6413,-368.2627237053412
6414,224.7563572962701
6415,-294.2143013221354
6416,-370.66360479197783
6417,-72.05803925711609
6418,-123.60407419017339
6419,-196.86718129544894
6420,-123.56251567893936
6421,-385.21798960594754
6422,-194.60804759397737
6423,-180.91993788365298
6424,-407.6004930373776
6425,-229.35754989721835
6426,-399.26261063847204
6427,-139.5321222913866
6428,-410.4832786172914
6429,267.29870196841466
6430,12.051461930958695
6431,-111.4073559016657
6432,223.29914680607112
6433,-168.99637320334466
6434,-361.3454410243705
6435,-356.85708559954213
6436,-180.01073885766687
6437,-374.5224254096551
6438,-204.78642319443583
6439,-104.27819714577846
6440,245.95759984368016
6441,13.311603082056607
6442,-183.3651523092201
6443,-397.88401011552656
6444,-193.8591215183352
6445,28.80092011909008
6446,-151.73448360419587
6447,-365.4290126940085
6448,241.6938027260622
6449,-115.25482946628946
6450,-106.09649659469072
6451,-97.7839416975204
6452,20.685935919244614
6453,-471.10200676007526
6454,-167.35717246430482
6455,-407.5300455268228
6456,-430.8063385854063
6457,-71.82450197337596
6458,-383.5022625981836
6459,12.443269086426753
6460,-38.8852134462564
6461,-147.00911244609776
6462,-334.74710631295477
6463,-411.00075121694107
6464,-393.87348510405826
6465,-161.17854384776092
6466,-192.63923087707622
6467,-392.09019857302945
6468,-74.21029431596111
6469,-199.6428009941573
6470,-396.1896604300879
6471,-5.147987193457368
6472,-99.63169509559003
6473,17.050004587446864
6474,-139.82814512759518
6475,-425.20523071222954
6476,-283.29581691591056
6477,-393.16399443173964
6478,-361.9533845073097
6479,269.88247974256205
6480,-423.5909511318244
6481,11.575832745472113
6482,-448.17005563435583
6483,-414.03122658234486
6484,-251.80281138513496
6485,-24.37089002608343
6486,-301.3437686992945
6487,-182.828912441889
6488,-103.46027711401847
6489,-402.06249535817665
6490,-203.15844366357027
6491,-138.1613464810737
6492,-74.32576057992249
6493,-422.23519931730846
6494,-134.14324666032223
6495,-367.6384871023457
6496,-134.1006181133066
6497,-43.15965413372946
6498,-179.7862179509481
6499,-309.10856497984645
6500,-39.372856165028466
6501,-193.20000291046773
6502,-200.11264897769348
6503,-171.25647702865928
6504,-391.00845585391045
6505,-146.23440868626483
6506,-466.22649788282865
6507,-437.2743644200219
6508,-20.553618327231305
6509,34.70029858343099
6510,-64.37037448422126
6511,-450.5417781849115
6512,-116.35008340877788
6513,-420.6188848681207
6514,-83.62076346064381
6515,-103.39791579830572
6516,-107.73538787161253
6517,-455.9582993038361
6518,-25.756878331360497
6519,-386.17593141350505
6520,-41.348352856315316
6521,-295.24795607319203
6522,-64.85778922035084
6523,-424.8856615333354
6524,-364.08046437549
6525,-453.7859268859897
6526,-344.78948933652055
6527,-242.13231918300238
6528,-371.8288445799273
6529,-144.65378131801236
6530,-89.83511067236924
6531,-265.3680294997408
6532,-373.92589962883073
6533,-344.17300409087466
6534,-441.7435816812717
6535,-363.382651011913
6536,-164.47280725650896
6537,-332.83659150526023
6538,-373.3749291230689
6539,-53.47959978261089
6540,-213.39824373122195
6541,-157.9499263071197
6542,-4.184773471044764
6543,-418.091320939514
6544,-376.71568231041056
6545,-372.0251313487394
6546,-352.6312181348927
6547,-103.20716024832433
6548,-356.6542924233584
6549,269.62884390297114
6550,7.768482315427008
6551,-365.0062720905986
6552,-434.0088264992004
6553,-410.986400508696
6554,-53.86246292790865
6555,-294.23844868676883
6556,-256.962964008667
6557,-351.71281715707966
6558,-147.7361412263039
6559,-382.0663559462921
6560,-120.981822820096
6561,-396.43626991162034
6562,-468.2598457849611
6563,244.4318090686769
6564,-380.75074905136427
6565,-110.36144278631852
6566,-343.78253049475245
6567,-372.1383793741914
6568,-300.5707120853456
6569,-115.74533274393335
6570,-102.97857121180112
6571,-119.42986115442869
6572,-427.41081449996705
6573,-429.4113685533929
6574,4.169554348852614
6575,-173.450624989762
6576,-475.13664688602137
6577,-171.93830956206773
6578,-19.305118927791355
6579,-210.17036994140793
6580,-413.2413878407367
6581,-331.3162025901943
6582,-377.7830640468806
6583,-19.581236178872615
6584,-431.18697362101864
6585,-84.99038416773153
6586,-9.550343013039452
6587,50.255521964798504
6588,-426.08459420723096
6589,-394.32909646500394
6590,-354.42542467519354
6591,-342.3108341988295
6592,-261.5483408500302
6593,-85.10191794979926
6594,-19.29218240373916
6595,-161.66605110940105
6596,-52.25972246655299
6597,-420.4874143750181
6598,-17.33949415729475
6599,-77.00414864100136
6600,244.20815136915178
6601,-141.0724962978477
6602,-409.28394582011543
6603,-364.54058358216156
6604,-470.43195882715827
6605,-478.2907233015981
6606,254.09791378277697
6607,-19.466784090763113
6608,-406.70962327845433
6609,-274.00470923484824
6610,-127.91843032119145
6611,-456.68687577732817
6612,-414.8701852796708
6613,265.6447497876522
6614,-160.59441878786646
6615,-9.165667156976497
6616,-400.5457317178565
6617,-180.64033004764923
6618,3.073464044352079
6619,-80.02112279372152
6620,-61.1405672585681
6621,-62.23930420087361
6622,244.64246991006283
6623,-110.34618871040607
6624,-420.3732712773712
6625,270.28042887547133
6626,-341.23542083309343
6627,-153.5695921769557
6628,257.3715731340967
6629,45.534533835547194
6630,-301.9480603683787
6631,-57.484370582877276
6632,-375.79765870998244
6633,-379.0935393066567
6634,-453.1288134674797
6635,-132.6016940744712
6636,-47.961471011874025
6637,-57.59399555973788
6638,16.30210473117306
6639,-19.386275511720555
6640,-111.49831564432219
6641,-79.64597285914749
6642,-357.4878058305448
6643,-380.1607757441604
6644,-387.97495826233484
6645,-338.263041458499
6646,-581.1036248844131
6647,-274.32745650838854
6648,248.0763335334257
6649,-542.1089454918477
6650,-383.0507595008735
6651,-136.51173565109661
6652,-400.19222985919333
6653,-237.26044967171057
6654,-350.99654637230896
6655,-375.73098840116694
6656,-77.35315458967723
6657,-464.496644720396
6658,-121.27488683121406
6659,-77.14036517624737
6660,-193.01714429939724
6661,-113.67286682718232
6662,-348.31300933044565
6663,-409.2955251766092
6664,-425.3127888636994
6665,-326.79653816910604
6666,-76.97434158727606
6667,-128.60031241089274
6668,-356.475871483213
6669,-74.43235849344451
6670,-324.4928997273993
6671,35.535429986602196
6672,-374.85810027939533
6673,-119.26334272397725
6674,-391.8871131274597
6675,-223.91532433737774
6676,-29.518154999977966
6677,-105.7144522247778
6678,-114.3970780791982
6679,-415.5620524776761
6680,-303.69787285349895
6681,-333.84083685443164
6682,-53.841944273842216
6683,33.99876812069499
6684,-120.57471609446283
6685,263.6301714343005
6686,-378.51166461045415
6687,-320.9867076372632
6688,-472.55784557568813
6689,22.644892730289612
6690,5.656650570353989
6691,-366.17146471005685
6692,-159.93135777067317
6693,-355.5434367282286
6694,-123.62813445445829
6695,-84.59555121328614
6696,-141.39733563654116
6697,243.2558241835568
6698,-370.6698022747058
6699,-330.3872701361329
6700,18.162076674249178
6701,-100.90386687385563
6702,-141.60727603711823
6703,-287.4595334281147
6704,-78.6669679704036
6705,-383.6360122301363
6706,-321.3096320990811
6707,-61.68367287402257
6708,-169.83370924578418
6709,-287.92629316098567
6710,3.785367390023339
6711,-131.73060885636392
6712,-141.00410262288563
6713,27.58078561552989
6714,-342.45346440098393
6715,-291.5443989222065
6716,-156.31038661836948
6717,-357.62410972839245
6718,-113.8998619795272
6719,-199.74644268967035
6720,42.293034696908194
6721,-361.86534858276065
6722,-199.32717521715858
6723,-374.80065177177755
6724,-10.796653923063147
6725,-296.1980911150099
6726,-368.53854452794684
6727,-245.6867813087679
6728,-339.475792584083
6729,-136.76090880204657
6730,-443.7445275879565
6731,-460.28273401983665
6732,30.15458613656307
6733,-33.82427814463611
6734,-409.847494344367
6735,-373.1072624533584
6736,-44.28877887848789
6737,-304.45982682539847
6738,-165.17688391108305
6739,-282.52446876275076
6740,-141.23502620888564
6741,-314.22166260660833
6742,-62.503409080971146
6743,-77.60369242085177
6744,-368.6323692031648
6745,8.541575577718675
6746,-357.36023177519877
6747,-139.41503799707374
6748,-99.10738722331476
6749,-81.96955094742621
6750,-150.46630680621968
6751,-132.51337268718635
6752,-98.28651984048196
6753,228.9667207522199
6754,-124.3135405107613
6755,-125.65679761146312
6756,-76.30731476365868
6757,-341.1611342980319
6758,-339.66789191841474
6759,-44.77560301004689
6760,-1.087609857836128
6761,-25.699653964657017
6762,-371.7400630178848
6763,-137.67857509970847
6764,-176.87271313426757
6765,-282.77758266257285
6766,-362.75589313861065
6767,-301.2302852553769
6768,-322.48336080794445
6769,-287.5057886419222
6770,-307.99880802718087
6771,-47.555983292629904
6772,-167.436925606493
6773,-346.76484237561453
6774,-7.719535922724077
6775,-100.69579946535791
6776,147.22509865200053
6777,-371.7608399708372
6778,-16.36148271448816
6779,-393.6459110222192
6780,-354.0460370305608
6781,-164.4883882291853
6782,237.61407486641585
6783,-23.296393542583104
6784,-43.20234355452186
6785,-38.763174727793896
6786,-190.16796356032032
6787,-371.7955185685709
6788,-316.91757933646227
6789,23.027505233937703
6790,266.7534955494168
6791,-91.0180982408651
6792,-413.6529773826237
6793,-99.97324104431962
6794,-413.0817089157074
6795,-67.40449514314653
6796,279.3385452282812
6797,-304.3543230355047
6798,-376.88194628446996
6799,-371.0903075210552
6800,8.56487990344064
6801,-176.2942987467554
6802,-390.8450073034866
6803,-100.42965346462421
6804,-378.025256381039
6805,-19.01705533187402
6806,-286.0841767510021
6807,-119.23197988027883
6808,-365.8345428635942
6809,-209.57655952835745
6810,262.9499993758626
6811,-371.97884970433216
6812,-361.81898302830473
6813,-367.42011544493624
6814,-94.52972553426922
6815,-360.8749314598212
6816,250.2610984084289
6817,-336.2513202103016
6818,-152.77042219371776
6819,-358.246410209833
6820,-183.2563770514774
6821,13.74894064159605
6822,-79.11278021126262
6823,-358.60511540564363
6824,-332.76452778956855
6825,-244.3866439660054
6826,-193.8454959891882
6827,-593.0052318722278
6828,-43.02819327511771
6829,-425.3202758728268
6830,-254.58864286981398
6831,-198.14713176299244
6832,-299.3599121826073
6833,-67.36470027883925
6834,-334.89879870134985
6835,-329.6669956968026
6836,-282.2560455924073
6837,-14.017248306762411
6838,-219.43683322764133
6839,-13.175802105326284
6840,-45.62851451678391
6841,-329.30663347721304
6842,-74.88120774777067
6843,-89.78652737230036
6844,-166.8744456878344
6845,-520.3645494653167
6846,-363.021352253367
6847,-343.8335715693942
6848,-369.68517142229706
6849,-226.61866086290672
6850,267.8747040987902
6851,-60.89787980314941
6852,-348.6767266943293
6853,-343.1702570470202
6854,-128.10375863310122
6855,-380.95067399462704
6856,247.45005277572227
6857,-292.485782704155
6858,8.803662694440362
6859,-101.24604246024667
6860,22.592241497225586
6861,-431.4580240500409
6862,0.5600256782476407
6863,-27.269266445218648
6864,-49.91162312011234
6865,24.127960342505062
6866,51.328211891827664
6867,-222.17145345414542
6868,-148.431488413784
6869,-57.91263524185031
6870,-388.55160184865815
6871,-122.55437542605887
6872,-159.0233159716014
6873,-45.68543824112136
6874,-108.96146899332939
6875,-363.1140753698083
6876,-124.08878426172146
6877,-350.48212388317177
6878,-99.04338169467302
6879,-22.039796005858392
6880,-4.669746345072525
6881,-103.44120975076022
6882,-141.43403802954697
6883,-140.65483331243382
6884,-336.1156722572483
6885,-40.45395693667018
6886,-128.04141749763448
6887,-268.2870515016615
6888,8.756745586222763
6889,-96.19491067808531
6890,-71.85410975563849
6891,-315.83058473390156
6892,-225.264028320021
6893,-101.90101908192949
6894,-143.78228807944674
6895,-65.1697726993182
6896,-118.0416023725706
6897,-98.18568778017656
6898,-162.83723082062357
6899,-307.9071739286171
6900,-14.114659604036518
6901,-319.9008461160894
6902,-0.1125162073713426
6903,-364.5433382308038
6904,-21.645687344397672
6905,-8.409674220151345
6906,-336.3693551053774
6907,-111.90299651769354
6908,55.14505165710074
6909,-343.6112253407075
6910,-324.82882736973926
6911,-350.84779324374114
6912,-174.99008425908116
6913,-115.9423422322871
6914,-129.2446315722811
6915,-117.83730545006173
6916,-75.92392487518576
6917,-165.00472312135844
6918,-10.53265132478002
6919,-143.75365717526444
6920,-288.2276229335893
6921,41.30422310497812
6922,-141.35286369741718
6923,-104.43369065166101
6924,-348.6021339774119
6925,-384.5968477760713
6926,-236.2167272133161
6927,-359.61005707509213
6928,-362.0113289647668
6929,-338.020675938085
