episode,reward
494,-80.56549399777154
495,-232.54430890250512
496,-63.663319234187725
497,-277.2730186758006
498,-217.82085130572983
499,-126.17977192555874
500,-18.25930964788097
501,-137.23858607306875
502,-114.57167448954573
503,-108.04676630837903
504,-122.66866918442199
505,-17.830302291132682
506,-251.34526564908893
507,-136.28985751361856
508,-64.46206391928872
509,-56.80566229456788
510,-110.75810048738893
511,-106.8862461365408
512,-163.76346263207577
513,-109.19749280696769
514,-109.12391184087305
515,-68.27919729951192
516,-54.92126088908381
517,-103.56649227820438
518,-135.4102039077644
519,-105.14522718659683
520,-6.6571523943030115
521,-123.11053136272517
522,-104.4760515459033
523,-87.01536913259068
524,-113.2228345146818
525,9.28928152025108
526,-75.95905703692486
527,-119.6977779722009
528,-80.42470097871013
529,-109.76625578952996
530,-47.785267239787274
531,-111.28973030504929
532,-54.493929261282304
533,-157.86387469161326
534,-42.66408663122166
535,-73.09677654995241
536,-167.6162868798163
537,-165.18185538334205
538,-53.5252707473975
539,-120.0737749268631
540,-122.05545159827852
541,-100.40878501120666
542,-97.15711712808982
543,-94.21975323716056
544,-60.382811653908746
545,-107.12472298627011
546,-109.15003165178948
547,-82.12648066002923
548,-119.7065871414857
549,-66.46511545791203
550,-94.83897815834058
551,-17.188206706212867
552,-40.06341482671493
553,-82.31104726518
554,-66.25637871655114
555,-23.193801804981035
556,-54.79311811593132
557,-89.99943236843183
558,-109.61672419577593
559,-157.09987598922504
560,-144.13594472822888
561,-186.36655236633413
562,-95.63187178185042
563,-73.51222867624176
564,-94.68155081760696
565,-107.12388689198443
566,-46.871528544436785
567,-86.80127783028264
568,-24.896223549156346
569,-80.55414826524351
570,-19.3531533974311
571,-83.82520218799559
572,-98.95941787201016
573,-80.00289421626205
574,-172.91577973392526
575,-1.282683185063462
576,-99.87208422065261
577,-53.64758172132729
578,-103.09820866286944
579,-65.55008015726415
580,-61.907921729959085
581,-61.1873600258079
582,-86.34264403697648
583,-44.437262860267296
584,-21.545744831176776
585,-83.22634984845382
586,-27.78571062344109
587,-32.649452276110466
588,-94.76015523799556
589,-45.45499078661464
590,-156.068566426279
591,-89.05913183573178
592,-77.31806325689409
593,-54.841379824425886
594,-81.22243794704247
595,-14.171543190525298
596,-140.30116017966844
597,-107.56394091951645
598,-330.9498301545481
599,-93.29799955965171
600,-123.76073779596328
601,-76.27529289393568
602,-34.13886302190255
603,-77.65742726866948
604,-119.49812668947418
605,-99.88043891061939
606,-6.566144871188328
607,-53.396662002831775
608,-284.2877429076472
609,-109.12354098197076
610,-62.92952151756861
611,-5.802441627865576
612,-52.19030327966793
613,-101.60833821761435
614,-203.0477505194167
615,-81.2948211192664
616,-26.48419183614439
617,-116.61177048451485
618,-51.01328413659022
619,-79.35003502090416
620,-66.3792545484605
621,-80.8707213333986
622,-131.1693046394016
623,-80.70467180017336
624,-173.11255330624755
625,3.825367953886058
626,-108.93083666715036
627,-35.32235740834612
628,-119.2262011013544
629,-54.08788340675993
630,-90.15920660616324
631,-216.72234714742947
632,-97.7215623542852
633,-50.5946919484156
634,1.7521424926573559
635,-34.42487914361267
636,-8.927593595772152
637,-67.2681889661156
638,-46.64983228971193
639,-60.93881078270941
640,-25.806277148132637
641,-61.28832214476941
642,-47.87397923314015
643,-85.21105137991734
644,-75.76771639669703
645,-55.468417780764725
646,-94.25207043102334
647,-102.34060597752143
648,-79.80786682349611
649,-14.653754761346505
650,-50.2704623642648
651,-51.35190206289017
652,-77.8996373669398
653,-58.87663886207045
654,-95.22223769098717
655,-149.80697429947386
656,-98.16223114518331
657,-70.06467860525359
658,-52.21691974071011
659,-96.3801775885183
660,-18.0865961628856
661,-93.48601712615081
662,-34.50880040661576
663,-54.65409551159516
664,-50.31749785459955
665,-71.16515285674254
666,-101.97835425132963
667,-125.15095051896877
668,-82.73355164234327
669,-127.83271919384521
670,-79.84413362347229
671,-83.71471325737356
672,-42.68247809873101
673,-42.740990414193725
674,-154.53721625214638
675,-10.868020221451602
676,-33.11202838900758
677,-48.24685193407294
678,-33.74791850158829
679,-172.41582424139762
680,-47.77059652925354
681,-90.98413407729498
682,-335.3073011865391
683,-149.3023002212735
684,-279.3512522662537
685,-55.67498774200797
686,-28.770206136669714
687,-68.23025668742332
688,-60.2862550819199
689,-53.191672364001505
690,-11.502010321449006
691,-176.81203233288556
692,-47.7152548687678
693,-11.979373648704382
694,-2.1807065883042753
695,-57.46887669480978
696,-78.03625937174753
697,-58.725797191818494
698,-24.046630548944677
699,-56.66046767266288
700,-36.39186549948987
701,-59.78380243616385
702,-33.8350174854896
703,-72.386619898157
704,-10.276447817082428
705,-19.22740923444617
706,-122.48209760294972
707,-28.816510721886402
708,26.32432849470004
709,5.438198342086139
710,-36.19329887813625
711,-128.08844844221017
712,-47.869773354300875
713,-105.84289635489532
714,-86.84673998813247
715,-93.87331092483531
716,-83.83858238375785
717,-25.248479381148684
718,-198.41660592414
719,-145.357800160306
720,-36.216627788686665
721,-39.36292332087814
722,-106.3294250916677
723,-12.6523760499054
724,-10.950193358045965
725,-34.53096079198545
726,-126.34674628202622
727,-4.484326116266885
728,-22.533245930405855
729,-80.11314400917257
730,-51.85886000173468
731,18.507250539331537
732,-47.37320827058242
733,-58.565314300427666
734,-106.17779923063112
735,-139.32291693363973
736,-112.86207566380736
737,-63.93571014728532
738,3.168200368218578
739,-166.46038317341686
740,-58.73275510947279
741,-56.44575635545209
742,-378.62984622498067
743,37.279782710519214
744,-69.93647521876221
745,-27.15406578189183
746,-196.02795630333827
747,-261.3801718491178
748,-46.94960501178593
749,-79.51505490756716
750,11.755642050162265
751,-59.88257576353569
752,-16.1545451677882
753,-56.20583416432395
754,-150.3714073134345
755,-41.82967039353734
756,-65.19852579507297
757,8.887814554078801
758,-197.72385225297927
759,-35.94204354812673
760,-69.07623589545133
761,-45.214241331429044
762,11.056710838449575
763,-93.6770272885937
764,-36.34993223315918
765,-94.55387073720195
766,-184.22303996075146
767,-13.2135867173685
768,16.03047150341531
769,10.944094680497884
770,15.143533786696892
771,-173.50917740856738
772,-193.54509952832422
773,-11.69374465298121
774,-31.582600336430673
775,-78.91482572865358
776,-32.68732202221024
777,-80.9522915630789
778,26.359646737757856
779,-213.6049808758949
780,-14.475816839383668
781,45.26000497603593
782,-39.97327460623403
783,-98.77747368592988
784,-82.02506647658669
785,-98.53366460504472
786,-57.63848118563119
787,-12.188789955830302
788,46.24825242824019
789,-21.49222349837818
790,26.523956289131732
791,-1.4364240616016417
792,-85.50013459766467
793,-130.76782562486488
794,-80.91192357682256
795,-24.80435412101039
796,-11.265178821486032
797,-27.493317093950395
798,6.7728157762876435
799,-51.73419555450932
800,-54.810944634542366
801,-44.79949584041506
802,-62.563410724407795
803,-144.36919586042467
804,-73.6018852442033
805,-94.58767651183868
806,-29.872555979339808
807,-18.19755016663835
808,-34.28045309653608
809,0.8525466898754246
810,-14.160840469480348
811,-60.75806094623769
812,31.519895929740073
813,-33.28049105339356
814,-51.4009238063671
815,-15.835027516169248
816,-51.83530993946687
817,-45.37218027747284
818,-32.18514528971886
819,9.992513466999782
820,-27.15378292898795
821,28.49059780969111
822,0.0894004288456074
823,23.856752568491345
824,-96.25684463245895
825,-37.26885884597529
826,-84.5520072641812
827,21.443219894852945
828,20.413361912797924
829,-108.33442027445915
830,-69.60478119065853
831,-4.324990127751306
832,-23.872147059160326
833,-234.34904899838844
834,-165.50131872491897
835,-120.0572092932271
836,-210.90218555610795
837,-115.19420385094764
838,-262.671799952528
839,-287.7269741019534
840,-333.0075904905751
841,6.170061054413395
842,-52.71639462944468
843,-295.4777142573506
844,-185.88814867827523
845,-220.41836088930506
846,-154.9846438970363
847,-199.38816122662297
848,-136.0878308916346
849,-361.96127411875364
850,-390.0547819103131
851,-249.48275056067865
852,-39.546363036899976
853,-32.10402589456264
854,-252.85416696588646
855,-124.9155153377998
856,-101.60445656879206
857,-138.04131866986242
858,-59.303214600622816
859,-148.60633901321174
860,-382.98946268981865
861,-70.08127356115632
862,-228.72577729333074
863,-100.10393309619442
864,-82.19111973183924
865,-85.2044897943455
866,-92.13511695014421
867,-7.273721375210698
868,-45.0812859108472
869,-35.422535303499686
870,-3.4448738761664686
871,-31.11200748450281
872,-211.50704197091346
873,-38.779478042515805
874,-54.25943130403526
875,-16.293487118627922
876,-163.32620690281104
877,-38.332793349901834
878,-47.95935305220726
879,7.533740006080507
880,27.94602393704723
881,49.36793443821449
882,-43.66958097760224
883,-50.020355029811014
884,19.83276596783
885,-105.03456450072926
886,21.66552383116739
887,-106.40868061000211
888,42.035711034222686
889,-44.1808678939679
890,-18.683002669587808
891,10.255469112467509
892,24.091779957771934
893,-8.045724555880781
894,-31.227479520862687
895,49.35295511897766
896,-90.53435520137214
897,12.6678305753925
898,48.13387560684683
899,-35.28948403099078
900,16.22055460473365
901,-58.32961000336391
902,-3.5373449377926676
903,6.511898452020276
904,1.1639535108102166
905,-14.468327036781275
906,8.80516162776604
907,-58.47299711508866
908,17.585489619326765
909,-9.644102071914489
910,-51.24909438499673
911,-55.63576709499486
912,-47.18040894266882
913,-41.67826579289667
914,-9.184047558019913
915,-15.619604664871005
916,-0.2124721574205779
917,-142.82833445366992
918,-18.65339972602088
919,-70.6901690763738
920,22.28096233733622
921,-46.74346482677275
922,-32.10238858006548
923,31.613274477321568
924,-164.98876048187
925,-78.83522127629195
926,-53.86940798983153
927,-369.22520165409543
928,-25.71104019116602
929,-258.11084315211053
930,15.620482306244156
931,18.0192407582728
932,-190.85215341541635
933,21.089709030690017
934,-99.03589533425824
935,-265.7479934712238
936,36.727829667656835
937,-172.86086867094414
938,-185.06512218476456
939,5.5003690544312605
940,-86.25042734822847
941,-35.48876305658246
942,3.65505727781769
943,-39.95375252626788
944,-162.1147880331681
945,-16.086112938250707
946,43.05356196013423
947,-68.87916805618102
948,-32.33327338581543
949,26.55790458230277
950,-275.49533285649767
951,-186.03277094953728
952,-28.565695612193963
953,23.744976699040848
954,-32.055395228240485
955,-174.5503834678256
956,-4.313398574954263
957,14.229517004948079
958,-164.83736670370448
959,2.366749119592736
960,7.968137076582579
961,16.759311701390843
962,25.528939541610157
963,-8.99196192877372
964,-15.15313987312841
965,-12.552547394155738
966,34.1585076203088
967,-219.8832653936264
968,28.66671079429588
969,-15.163361545962374
970,2.3848483724403735
971,26.665431481357928
972,-18.4287962472454
973,-2.9898507130580896
974,-23.533011585619718
975,21.673527941041783
976,-142.1635073023464
977,23.199071900881563
978,38.416389263399026
979,12.546259664903275
980,-178.39923444854924
981,-53.574343586266956
982,-10.42235212052475
983,-58.58474214414928
984,8.530736069896477
985,4.963738157725771
986,-56.09981033246777
987,19.32818748258194
988,-31.974109357701963
989,-51.98588024991544
990,-16.117992303576358
991,-22.140503801951596
992,-137.78309247945248
993,6.008410515656692
994,-14.517597892342224
995,-9.434182928066235
996,-26.74975943937835
997,-43.636955839292725
998,-11.132975880615504
999,-7.154320979015793
1000,-64.9023860647429
1001,-3.4516368585038606
1002,-9.112955879138681
1003,18.939706237380662
1004,-47.20316984402042
1005,-52.91978007123511
1006,-34.86382620375285
1007,-108.48255521159491
1008,-24.38035275783588
1009,-62.32611079089066
1010,30.397720835117184
1011,-29.15415150642133
1012,-36.563588509966536
1013,17.097786842863087
1014,9.553543962423703
1015,-7.625080881246021
1016,-30.984687090243852
1017,-7.11638410983106
1018,-23.564427283217967
1019,24.277878044848563
1020,-28.503832016441194
1021,-18.898570271457075
1022,-39.04919599774343
1023,1.5521045933440831
1024,18.598126382776684
1025,-10.937812592882707
1026,-15.088401187961964
1027,-11.381097319248738
1028,-290.18607168089403
1029,-3.7680089277298663
1030,-2.525133869511336
1031,-41.917907372797075
1032,-54.74235312245324
1033,7.0336452619305305
1034,-23.77888414286477
1035,22.233569573169774
1036,-23.47652102417156
1037,15.683440681148127
1038,6.538361624772705
1039,-16.141924277302067
1040,44.46272067575791
1041,4.203790729838104
1042,32.74732112109274
1043,-29.775294909653255
1044,-9.164658448697566
1045,-26.146647110688562
1046,-181.55956624575765
1047,14.784808978849867
1048,-8.093465868256843
1049,55.917872873873165
1050,-65.74919068694652
1051,18.757503692337963
1052,47.98195886475318
1053,-36.226628098068716
1054,-126.92600787040759
1055,-63.99758910150437
1056,-199.81145232387362
1057,-69.72605136116678
1058,-67.54658583450458
1059,6.895320502491586
1060,-169.29999256596068
1061,-78.24394238561864
1062,-98.2469916564695
1063,36.472614376850544
1064,-186.65480277780355
1065,-158.03628752450254
1066,-363.8410300623802
1067,-159.58477050473158
1068,-222.54906025906197
1069,-281.43102143955196
1070,-85.7533835826304
1071,-104.47112773991081
1072,-39.70914508998153
1073,-31.213642528279877
1074,4.219860170074878
1075,-61.8000567429365
1076,-134.2625925175137
1077,-268.6072322635905
1078,-235.13076568804348
1079,-91.05668034755536
1080,-10.669972510717756
1081,-16.005666643562186
1082,-237.42894795347271
1083,31.019015922169274
1084,-50.83217217317588
1085,16.080598877956263
1086,47.972936897180745
1087,-4.65673152362784
1088,-100.35666279733591
1089,-27.355667568487192
1090,-16.036788418998984
1091,-181.1811970681425
1092,-269.7627928354757
1093,-297.8950598176448
1094,-68.14515352345401
1095,-37.330344903782304
1096,-209.00363667031698
1097,41.057497748865785
1098,38.89332226922693
1099,-56.81488489039315
1100,-8.78261616227897
1101,-111.00148134539913
1102,6.425406358593136
1103,-31.412940031999142
1104,-26.04163559786302
1105,-58.587076342349924
1106,-78.7364168344993
1107,38.04294326031513
1108,20.94309143813186
1109,-23.76523916324922
1110,27.103346585764953
1111,11.052467951628406
1112,-164.74308893782973
1113,-40.137086270560744
1114,-15.24688959807093
1115,29.78765523493024
1116,-74.00539576692356
1117,-36.10753848530763
1118,25.792919557588974
1119,-39.633333456390616
1120,28.322773219080943
1121,-131.88026648237178
1122,-8.911483484917497
1123,36.40626862528774
1124,-81.59227706333658
1125,-22.855360491692743
1126,-5.644855168416786
1127,-89.82218224753107
1128,-84.06320113044154
1129,-13.079586612650559
1130,-58.39357407394034
1131,6.570260585871794
1132,-36.573155637811
1133,16.799787785250842
1134,-91.779586622269
1135,-135.7257070656294
1136,-26.034804095863286
1137,-16.59080293899737
1138,-74.05830900575918
1139,-9.563703759610302
1140,-21.110639553326862
1141,-60.622306083123505
1142,-99.19077211729774
1143,-20.64847905352594
1144,-30.655645056452734
1145,-83.07785653621792
1146,27.230769993721708
1147,-54.745588308399846
1148,-41.80898480546812
1149,-221.18573250063804
1150,-20.41535198347251
1151,-164.7323259957549
1152,-83.58054121826346
1153,-38.203250631978236
1154,-60.118508203664646
1155,-6.464867625979239
1156,-19.201267481612533
1157,-66.0982064344536
1158,-89.91766060568119
1159,-298.8975223905254
1160,-84.61204733521065
1161,-6.598804824064956
1162,-98.43912073490912
1163,12.738303936990604
1164,-10.623972396221294
1165,0.5025011932480368
1166,-10.792314656419876
1167,45.1301395317017
1168,-37.85973665591794
1169,-39.059661194842676
1170,31.730896616951277
1171,20.27497999091692
1172,-117.95606440513635
1173,37.22034505994651
1174,16.120226122792797
1175,-34.035327362231165
1176,47.49448683236841
1177,6.228871699460683
1178,-52.55081402194284
1179,26.69662660304246
1180,-74.21705201261453
1181,-28.70799602478954
1182,24.477003724547785
1183,-16.356394005567253
1184,40.424568451882806
1185,-72.49618057944605
1186,-170.567611057085
1187,-19.659440098726744
1188,11.73460278214796
1189,-260.3201020098005
1190,35.19701253585538
1191,-52.45614637792735
1192,54.576156462674504
1193,-88.27233920787337
1194,18.08721045386028
1195,19.67855482624202
1196,-70.40707698828932
1197,-37.93255887598382
1198,-105.29706406682752
1199,-65.12037325929768
1200,33.608093927059514
1201,-5.230201405028989
1202,-108.84216526264484
1203,-104.99501231263808
1204,-70.22745707560674
1205,47.875103664824906
1206,10.159028535996498
1207,47.73831981948979
1208,-38.29455480241525
1209,-71.41023923759869
1210,-0.6178969355982851
1211,-243.80737100625626
1212,-49.296724993264434
1213,-28.530282563729553
1214,-46.907390947053145
1215,-17.92747303736831
1216,22.685625525720255
1217,-4.918651800062972
1218,2.0374249464841725
1219,-17.67495327661973
1220,46.31181344259579
1221,-17.606628288057273
1222,33.74513054405031
1223,-27.97819698535957
1224,47.25191520829725
1225,-31.820820704052334
1226,2.7473163825416265
1227,-41.557551809251635
1228,-8.956071193490416
1229,21.498686376450593
1230,-45.721541964190756
1231,26.129975801563432
1232,-38.8164044383002
1233,-27.132680689011607
1234,-64.04446936728093
1235,51.38915478200013
1236,-25.25850233106895
1237,-13.13202291299865
1238,32.90085323203883
1239,-56.1246177550087
1240,1.770582476292965
1241,39.93305915979215
1242,28.67871271358061
1243,16.133364247248437
1244,-24.09874348550638
1245,23.63324009536457
1246,7.499749623403048
1247,-267.0886986700416
1248,58.16108515375575
1249,-63.59892049885515
1250,-33.722359638711424
1251,-4.253123559904383
1252,11.71257814637039
1253,42.14213366571141
1254,-1.4333987873645773
1255,-62.461242058679545
1256,-65.06591807316165
1257,-8.871805828829736
1258,-46.38783272013295
1259,-3.4797227192445472
1260,-83.09596878665369
