episode,reward,unexpected_uncertainty,expected_uncertainty,mean_variance,mean_td_error_sq,mean_delta_var,mean_actor_lr,mean_abs_td
0,19.0,7.155648928601567e-06,1.6695477904090694,0.6954314144034135,0.9955114869177607,9.144278737323539e-05,0.00010000000000000003,0.997727842707383
1,16.0,2.0141361155277584e-07,1.671733910910827,0.6993072181940079,0.9869819993790261,8.665696202059725e-05,0.00010000000000000003,0.9933971203863621
2,18.0,0.0006246121680945978,1.6747818121204814,0.7006924086146884,0.9981175710365411,8.918103052613269e-05,0.00010000000000000003,0.9989516569508446
3,12.0,4.292302135439927e-05,1.678152044161322,0.7041496286789576,0.9858048168851395,8.372039128208039e-05,0.00010000000000000003,0.9926316738128662
4,13.0,2.3597180539219795e-06,1.6806941820637857,0.7067266748501704,0.9791488597895946,8.054973871783899e-05,0.00010000000000000003,0.9891330370536218
5,26.0,0.0003013308384867273,1.6873167583180184,0.7113068860310775,0.9825111050017187,7.905039855479967e-05,9.999999999999998e-05,0.9907498428454766
6,14.0,0.0011470059626545839,1.6888191124806862,0.7130489987986428,0.9917167984715137,8.115761120241365e-05,0.00010000000000000003,0.9950247875281742
7,15.0,4.0356684578147856e-05,1.6899753965281616,0.7153075178464253,0.9835451661053731,7.746632479021307e-05,0.00010000000000000003,0.9910071174303691
8,11.0,3.4666128087626535e-06,1.695530671401131,0.7194608287377791,0.9480424974113411,6.667001644517967e-05,0.00010000000000000003,0.9722850702025674
9,13.0,1.9057905461158795e-07,1.6968206091719091,0.7231617203125587,0.9404152703381291,6.276010662857099e-05,0.00010000000000000003,0.9684137931236854
10,14.0,8.381755462239936e-09,1.695493490463826,0.7206603373800006,0.9621286395784517,6.909323474548248e-05,0.00010000000000000003,0.9799032126154218
11,23.0,0.00609503742890646,1.7024732034652637,0.7259522209996763,0.9890287969494667,7.489089413715023e-05,0.0001,0.9926824751107589
12,16.0,0.0001715600518352024,1.701785477133552,0.7271900959312916,0.9641921427633435,6.691740873410914e-05,0.00010000000000000003,0.98049695789814
13,23.0,0.002474491417892981,1.7053413022610366,0.7328607284504435,0.9896234153250228,7.203292268232406e-05,0.0001,0.9925704183785812
14,17.0,5.572059313777165e-05,1.7082377510539035,0.7347367300706751,0.9508752460073628,6.219449581896566e-05,0.00010000000000000003,0.9722874515196857
15,47.0,0.025214178451551328,1.7160139874116322,0.738301934079921,0.9807940305603621,6.655733463858467e-05,9.999999999999999e-05,0.9884504878774603
16,12.0,0.0017327051495187346,1.7167864258419407,0.7459071179231008,0.9196009263353462,5.107478692588637e-05,0.00010000000000000003,0.9547601093848547
17,21.0,1.598138422418538e-05,1.7187005813882674,0.7482951028006417,0.9177325891926028,4.785575821985502e-05,0.00010000000000000002,0.955181116149539
18,27.0,0.01595185510253955,1.7224159544580178,0.7476035798037494,0.9831353246395567,6.3962515787713e-05,9.999999999999998e-05,0.988070218651383
19,20.0,0.00018391236786090317,1.7265928532101786,0.7558017700910569,0.9243628053457469,5.0364995171046455e-05,0.00010000000000000002,0.9551950126886368
20,44.0,0.00405980586806304,1.7312261120247578,0.7535280896858736,0.9639743025267581,5.623690450607846e-05,9.999999999999996e-05,0.9784195138649507
21,22.0,0.03540849610800757,1.7442091307914385,0.7626798125830564,0.9892564558526764,5.884937469579541e-05,0.0001,0.985650360584259
22,26.0,0.001201177880304589,1.7388884777693412,0.7615757492872385,0.9429205685240716,4.705208648508324e-05,9.999999999999998e-05,0.965678157714697
23,19.0,1.731079761326539e-05,1.7434101053258464,0.7702319433814601,0.9242153163555558,4.1972734451373095e-05,0.00010000000000000003,0.952659547328949
24,9.0,2.323415925520305e-06,1.7394682923231315,0.765134592851003,0.9213130353688174,4.638442326366428e-05,0.00010000000000000002,0.9437746273146735
25,23.0,1.371502686555332e-08,1.7493754417667535,0.7730866566948269,0.9037725351317137,3.8882524938488075e-05,0.0001,0.9392473438511724
26,12.0,9.424894696210074e-10,1.7434195763147962,0.7713688661654791,0.8738546533883241,3.0041940152428865e-05,0.00010000000000000003,0.9231432924667994
27,26.0,0.010552578723571774,1.7470405135963414,0.7787666297875918,0.9540971921496462,4.42161022884868e-05,9.999999999999998e-05,0.9683912763228784
28,20.0,0.016782260026967828,1.7517503074522016,0.7760981351137162,0.9414690102973836,4.369497741840913e-05,0.00010000000000000002,0.9567395329475403
29,34.0,0.10878272448749693,1.7651221770694625,0.7831545998068417,0.9778975887113098,4.6846780676780496e-05,9.999999999999994e-05,0.9753300933276906
30,46.0,0.029534192088973378,1.754028288801627,0.788791157629179,0.9634526005633895,5.194675214577147e-05,9.999999999999998e-05,0.9677900749704113
31,10.0,0.003171209728398066,1.7568502246560143,0.7836625099182128,0.8630064655696963,1.9283604333066508e-05,0.00010000000000000002,0.9066974282264709
32,17.0,0.04930693166839048,1.7585054844274504,0.7918942185009227,1.0048727569326417,5.686242432256538e-05,0.00010000000000000003,0.980330600458033
33,17.0,0.0018282467661410778,1.7611241344258586,0.7911209674442515,0.8998485141983764,2.9108150995132918e-05,0.00010000000000000003,0.9288293579045463
34,33.0,0.027748607768578282,1.7671714367970002,0.800483970931082,0.9475923227471125,4.130535441468854e-05,9.999999999999995e-05,0.9542811512947083
35,17.0,0.005889352909565222,1.7689458895760728,0.7951223324326908,0.9160095682931262,1.8783074148683578e-05,0.00010000000000000003,0.9337179169935339
36,17.0,0.00013261643784485654,1.7703523373899233,0.7983450468848733,0.8415652026581102,7.596014989158273e-06,0.00010000000000000003,0.8976703145924736
37,51.0,0.08691087457239666,1.7711502716091472,0.806831975777944,0.9801362737180886,5.877397669792647e-05,0.0001,0.9639552819962595
38,23.0,0.24967442118669042,1.77940270525635,0.8063425318054531,1.0674246035482189,5.665492894921255e-05,0.0001,1.0029225841812466
39,27.0,0.06869996121415127,1.7763690625270916,0.8101963776129263,0.9592762308522509,3.7777970006170114e-05,9.999999999999998e-05,0.9550783854943735
40,21.0,0.0015954843592407963,1.7845051449851739,0.8085147255942935,0.8969016349866052,6.954957477355315e-06,0.00010000000000000002,0.9162915831520444
41,12.0,0.00010964085030749983,1.7822791565016163,0.8076474070549011,0.8243613782196103,-1.2295284107038576e-05,0.00010000000000000003,0.8717375248670578
42,25.0,0.05611729132580652,1.788367483013691,0.8136554718017578,0.9765149357641372,3.186745327111879e-05,9.999999999999999e-05,0.9559675979614258
43,15.0,0.011326405544590407,1.7853430370042587,0.8155347466468811,0.9089899346834718,-5.256088341679064e-06,0.00010000000000000003,0.9186318318049113
44,52.0,0.1643174995700993,1.785489326968039,0.8219396896087207,0.9121067093600203,2.548452688095612e-05,0.00010000000000000002,0.9251829385757446
45,23.0,0.010402132392324593,1.791000459370765,0.8212112784385681,0.8922050697629268,1.4774329129328658e-05,0.0001,0.909686689791472
46,11.0,0.0008935363686739279,1.7872154394735977,0.8130395141514865,0.8195083081322682,-2.581851911388258e-05,0.00010000000000000003,0.8633281751112505
47,18.0,0.0013755343998299203,1.7911175616740063,0.8213753766483731,0.9053706114567225,1.4586104154203617e-05,0.00010000000000000003,0.9177185561921861
48,14.0,6.049664268075521e-05,1.7842940536728333,0.8199119056974139,0.7333550160633229,-3.1689096309092084e-05,0.00010000000000000003,0.8084986124719892
49,18.0,1.0898106297368615e-06,1.7884978535818723,0.8235611187087165,0.8539807667729602,1.443271926623642e-05,0.00010000000000000003,0.8820537063810561
50,23.0,0.24953451729681475,1.7899405256184395,0.8199766874313354,1.0199462825822845,4.539771185186041e-05,0.0001,0.9793004574983016
