episode,reward,unexpected,expected,variance,td2,delta_var,actor_lr,abs_td
0,-500.0,0.09714714132139016,0.9797250079340971,0.908594020485878,1.0030781150634431,1.816556143043531e-05,0.0001000000000000008,0.998774624466896
1,-500.0,0.038716094489056996,0.9762555120017211,0.9597758841514588,0.9824055167360666,3.7812833203107698e-06,0.0001000000000000008,0.983462864279747
2,-500.0,0.016753674111919678,0.9989983258595971,0.9894239238500595,1.0033875342078273,-8.841382136937579e-07,0.0001000000000000008,0.9886164776086808
3,-500.0,0.03885018644099929,0.9872469579183382,0.9838033100366592,0.9971584518766093,-2.1403227529106557e-06,0.0001000000000000008,0.9831943838596344
4,-500.0,0.2396472806500436,0.9752385923958197,0.9887191153764725,0.993607721090653,-1.2263571624747879e-06,0.0001000000000000008,0.9805957615375519
5,-500.0,0.00012701903885819043,0.9730343395788659,0.9941187931299209,1.009021179364117,-8.714547614709504e-06,0.0001000000000000008,0.9823312864303589
6,-500.0,0.2408458026089534,0.993174082679782,0.9831394945383072,1.0141317896724613,2.3579803995097057e-06,0.0001000000000000008,0.9807561860084534
7,-500.0,0.010020753062981473,0.9976926716636497,0.9942285771369934,0.9898554882618416,-1.2439919075037286e-05,0.0001000000000000008,0.9670228493213654
8,-500.0,0.33575063319691134,0.9867259219825786,1.0010584042072297,1.0485230362392977,-4.689821929095503e-06,0.0001000000000000008,0.9978498740196228
9,-500.0,0.03883273807969883,0.9799115725130931,0.9910292801260948,0.965925832518371,-1.3328744561020318e-05,0.0001000000000000008,0.9527779371738434
10,-500.0,0.09506459844772137,0.9981441344028682,1.007224418759346,1.0355195890626319,-8.91468898435639e-06,0.0001000000000000008,0.9880996215343475
11,-500.0,0.00209732258052258,1.0179642279302972,1.0278398563861848,1.0363183656340862,-1.582857779393706e-05,0.0001000000000000008,0.9886158096790314
12,-420.0,0.15765487160119304,0.9966779206148421,1.0112588314290851,1.0155259123722857,-1.3679359961045679e-05,0.00010000000000000042,0.9745619339501207
13,-500.0,0.06387353061753481,0.9967259606939204,0.9872248697280884,1.0153881770122681,-3.082052202905327e-06,0.0001000000000000008,0.9778409717082978
14,-500.0,0.13472820200696362,1.029390516251255,1.060241217136383,1.089705401061793,-2.3687108188946075e-05,0.0001000000000000008,1.006181200027466
15,-500.0,0.009478166752124989,1.011080497086626,1.0398036481142043,1.0251252976067053,-3.413184127209102e-05,0.0001000000000000008,0.975554164648056
16,-500.0,0.143317892890938,1.0098382902811038,1.0402783738970756,1.0677405692607744,-1.795332026217929e-05,0.0001000000000000008,0.9985001678466797
17,-500.0,0.24977611877152972,1.0225627828086228,1.0208207420110702,1.0538456535749547,-1.7086077473266272e-05,0.0001000000000000008,0.986805332660675
18,-500.0,0.5848369166395708,1.0031636675731248,1.001251038312912,1.0155019124650397,-1.0235912201000645e-05,0.0001000000000000008,0.9739764137268067
19,-500.0,0.35748567674676446,1.0187452857496455,1.034014971971512,1.0570674895020455,-2.298047183087008e-05,0.0001000000000000008,0.9869267838001251
