Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -239.89; Last 100 Avg Ret: -215.36; Var: 0.00091615; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -495.24; Last 100 Avg Ret: -228.54; Var: 0.00341563; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -519.69; Last 100 Avg Ret: -220.16; Var: 0.00260978; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -463.50; Last 100 Avg Ret: -217.11; Var: 0.00219540; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -298.71; Last 100 Avg Ret: -231.30; Var: 0.00341218; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -449.02; Last 100 Avg Ret: -245.30; Var: 0.00198792; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -426.22; Last 100 Avg Ret: -257.43; Var: 0.00204980; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -178.99; Last 100 Avg Ret: -256.91; Var: 0.00017248; NE: 1.142; ACh: 0.000; ActLR: 0.00006475; Solved: N
90: Ret: -38.45; Last 100 Avg Ret: -242.91; Var: 0.00124524; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -264.85; Last 100 Avg Ret: -232.38; Var: 0.00281376; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -539.26; Last 100 Avg Ret: -229.13; Var: 0.00104698; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -304.07; Last 100 Avg Ret: -230.11; Var: 0.00459460; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -89.94; Last 100 Avg Ret: -218.94; Var: 0.00150324; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -61.99; Last 100 Avg Ret: -214.35; Var: 0.00013803; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -213.55; Last 100 Avg Ret: -203.63; Var: 0.00284038; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -206.18; Last 100 Avg Ret: -195.24; Var: 0.00023961; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -64.64; Last 100 Avg Ret: -170.92; Var: 0.00038895; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -399.18; Last 100 Avg Ret: -159.28; Var: 0.00246212; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -148.21; Last 100 Avg Ret: -164.33; Var: 0.00144596; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -179.04; Last 100 Avg Ret: -170.82; Var: 0.00124957; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -109.16; Last 100 Avg Ret: -168.95; Var: 0.00231695; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
