episode,reward,unexpected_uncertainty,expected_uncertainty,ne,ach,actor_lr,mean_td2,mean_abs_td
64,13.0,0.0024945538047263967,0.09487270582661336,0.4866532521673974,5.5e-05,0.005499998149213722,0.004000107757747173,0.020232513546943665
65,16.0,0.0016004686153091906,0.09486962218815703,0.48662900811349225,5.5e-05,0.005499998439892309,0.004000107757747173,0.020232513546943665
66,37.0,0.0005816098138407362,0.09486918169931555,0.4866013854758634,5.5e-05,0.005499998935141334,0.004000107757747173,0.020232513546943665
67,29.0,0.0007016429918732186,0.09486918175287287,0.4866046394726261,5.5e-05,0.005499999212323655,0.004000107757747173,0.020232513546943665
68,17.0,0.0012268008880978443,0.094869401930188,0.4866188768853194,5.5e-05,0.005499999342673255,0.004000107757747173,0.020232513546943665
69,16.0,0.001486832683606422,0.0948696221629503,0.48662592703753793,5.5e-05,0.0054999994459109,0.004000107757747173,0.020232513546943665
70,10.0,0.00314834777361742,0.09489737149270766,0.4866709829577285,5.5e-05,0.005499999503902836,0.004000107757747173,0.020232513546943665
71,27.0,0.0007875721709849278,0.09486918191427995,0.48660696898258277,5.5e-05,0.005499999625585908,0.004000107757747173,0.020232513546943665
72,16.0,0.0013000868823927433,0.09486962216127172,0.4866208638295736,5.5e-05,0.005499999684390196,0.004000107757747173,0.020232513546943665
73,15.0,0.001598025255259103,0.09487006263015556,0.4866289418646082,5.5e-05,0.005499999731271584,0.004000107757747173,0.020232513546943665
74,22.0,0.0009222310786405645,0.09486918858143185,0.4866106196113055,5.5e-05,0.005499999786733297,0.004000107757747173,0.020232513546943665
75,45.0,0.0006249831513425099,0.09486918169910634,0.4866025612817765,5.5e-05,0.005499999865679602,0.004000107757747173,0.020232513546943665
76,30.0,0.0007713010805034715,0.0948691817259892,0.48660652787623615,5.5e-05,0.005499999901636729,0.004000107757747173,0.020232513546943665
77,37.0,0.0007668624858681716,0.09486918169931555,0.4866064075469567,5.5e-05,0.005499999932861709,0.004000107757747173,0.020232513546943665
78,11.0,0.002482164001119963,0.09488327648837153,0.4866529161781183,5.5e-05,0.005499999940489639,0.004000107757747173,0.020232513546943665
79,29.0,0.0008924522890888263,0.094869181752886,0.48660981229496547,5.5e-05,0.005499999955980174,0.004000107757747173,0.020232513546943665
80,11.0,0.0025774099984849884,0.0948832764883846,0.4866554990983167,5.5e-05,0.005499999960981495,0.004000107757747173,0.020232513546943665
81,13.0,0.0027888093174346746,0.09487270625669968,0.48666123207125933,5.5e-05,0.005499999966102843,0.004000107757747173,0.020232513546943665
82,18.0,0.001526143547833327,0.09486929182136922,0.4866269928882938,5.5e-05,0.005499999971995239,0.004000107757747173,0.020232513546943665
83,15.0,0.0017568025825771085,0.09487006262511498,0.4866332469892628,5.5e-05,0.005499999976155134,0.004000107757747173,0.020232513546943665
84,11.0,0.0029647296105562554,0.0948832767034413,0.4866660030499076,5.5e-05,0.0054999999788642746,0.004000107757747173,0.020232513546943665
85,20.0,0.0012166725618332089,0.09486920923471183,0.48661860228622406,5.5e-05,0.00549999998288582,0.004000107757747173,0.020232513546943665
86,14.0,0.0017374509267077697,0.09487094354860409,0.4866327222774317,5.5e-05,0.00549999998528081,0.004000107757747173,0.020232513546943665
87,10.0,0.003247957225862962,0.09489737213791549,0.4866736845347302,5.5e-05,0.00549999998682135,0.004000107757747173,0.020232513546943665
88,15.0,0.0019712297150393044,0.0948700630535866,0.4866390612118198,5.5e-05,0.00549999998877894,0.004000107757747173,0.020232513546943665
89,15.0,0.0016309613849626674,0.09487006263688305,0.4866298348921667,5.5e-05,0.0054999999904457465,0.004000107757747173,0.020232513546943665
90,12.0,0.0022281923718574966,0.09487622920127485,0.4866460290885273,5.5e-05,0.005499999991615945,0.004000107757747173,0.020232513546943665
91,34.0,0.0005481165858226269,0.09486918170078595,0.4866004775157241,5.5e-05,0.005499999994102265,0.004000107757747173,0.020232513546943665
92,24.0,0.0007282988223572269,0.09486918341966086,0.48660536209897975,5.5e-05,0.0054999999954126215,0.004000107757747173,0.020232513546943665
93,17.0,0.0011473883018145675,0.09486940193019436,0.4866167238654588,5.5e-05,0.005499999996171773,0.004000107757747173,0.020232513546943665
94,20.0,0.0009897686052119184,0.09486920922809582,0.486612450600068,5.5e-05,0.005499999996900184,0.004000107757747173,0.020232513546943665
95,37.0,0.0006116170390338919,0.09486918169931555,0.48660219893943724,5.5e-05,0.005499999997884216,0.004000107757747173,0.020232513546943665
96,13.0,0.0016724991154682437,0.09487270539642202,0.48663096115042603,5.5e-05,0.005499999998161925,0.004000107757747173,0.020232513546943665
97,22.0,0.0009832812083220136,0.0948691885817469,0.48661227472130786,5.5e-05,0.005499999998541284,0.004000107757747173,0.020232513546943665
98,13.0,0.0018695261047428674,0.09487270539684209,0.48663630347565323,5.5e-05,0.005499999998732751,0.004000107757747173,0.020232513546943665
99,21.0,0.0010336186888533453,0.09486919546438828,0.4866136394179585,5.5e-05,0.005499999998984142,0.004000107757747173,0.020232513546943665
100,14.0,0.0016616875412510993,0.09487094354818384,0.4866306680034853,5.5e-05,0.005499999999126307,0.004000107757747173,0.020232513546943665
101,24.0,0.0008371531039401528,0.09486918341971336,0.48660831312080033,5.5e-05,0.005499999999320429,0.004000107757747173,0.020232513546943665
102,17.0,0.0011969955208441367,0.09486940193019436,0.4866180688038957,5.5e-05,0.005499999999432894,0.004000107757747173,0.020232513546943665
103,44.0,0.0006238527100966843,0.09486918169910716,0.486602530636577,5.5e-05,0.005499999999639227,0.004000107757747173,0.020232513546943665
104,13.0,0.0017329917832315427,0.09487270539642201,0.4866326013699336,5.5e-05,0.005499999999686582,0.004000107757747173,0.020232513546943665
105,14.0,0.0020609122694395573,0.09487094365529847,0.4866414930341252,5.5e-05,0.005499999999730446,0.004000107757747173,0.020232513546943665
106,26.0,0.0008368120614903822,0.09486918212925748,0.48660830387510423,5.5e-05,0.005499999999794516,0.004000107757747173,0.020232513546943665
107,17.0,0.0012651924308625909,0.09486940193018945,0.48661991776107083,5.5e-05,0.005499999999828523,0.004000107757747173,0.020232513546943665
108,14.0,0.0018293714747036186,0.09487094355448468,0.48663521467995197,5.5e-05,0.005499999999852524,0.004000107757747173,0.020232513546943665
109,17.0,0.0014389288462314592,0.09486940193690874,0.4866246282124108,5.5e-05,0.005499999999876935,0.004000107757747173,0.020232513546943665
110,24.0,0.0008446418751523314,0.09486918341966741,0.4866085161423045,5.5e-05,0.005499999999904285,0.004000107757747173,0.020232513546943665
111,13.0,0.0017799228416360223,0.09487270539652702,0.48663387388755946,5.5e-05,0.005499999999916851,0.004000107757747173,0.020232513546943665
112,23.0,0.0009036337843417193,0.09486918514042621,0.48661011542980626,5.5e-05,0.005499999999934679,0.004000107757747173,0.020232513546943665
113,14.0,0.0016076164140890648,0.09487094354786879,0.486629201917964,5.5e-05,0.005499999999943823,0.004000107757747173,0.020232513546943665
114,15.0,0.0016638408466594784,0.09487006265031832,0.4866307263885442,5.5e-05,0.005499999999952172,0.004000107757747173,0.020232513546943665
115,10.0,0.003101540125529007,0.09489737170778939,0.48666971347188204,5.5e-05,0.00549999999995718,0.004000107757747173,0.020232513546943665
116,20.0,0.001123722343091053,0.09486920924143286,0.4866160822441976,5.5e-05,0.005499999999965332,0.004000107757747173,0.020232513546943665
117,16.0,0.0012817191224946576,0.0948696221614802,0.4866203658367886,5.5e-05,0.005499999999970782,0.004000107757747173,0.020232513546943665
118,10.0,0.002737860294387315,0.09489737149270694,0.4866598503562478,5.5e-05,0.005499999999973843,0.004000107757747173,0.020232513546943665
119,16.0,0.0015812611931047098,0.09486962237634114,0.48662848732722674,5.5e-05,0.005499999999977956,0.004000107757747173,0.020232513546943665
120,35.0,0.0005209258051020188,0.09486918169994564,0.48659974041121357,5.5e-05,0.005499999999984658,0.004000107757747173,0.020232513546943665
121,22.0,0.0007803796771088892,0.09486918858132684,0.4866067739952027,5.5e-05,0.005499999999987831,0.004000107757747173,0.020232513546943665
122,19.0,0.0009898263717240097,0.09486923675688265,0.48661245216616744,5.5e-05,0.005499999999990052,0.004000107757747173,0.020232513546943665
123,19.0,0.0010275433406195973,0.0948692367569286,0.4866134747088687,5.5e-05,0.005499999999991869,0.004000107757747173,0.020232513546943665
124,18.0,0.0011128234991995794,0.09486929181475168,0.4866157867603692,5.5e-05,0.005499999999993288,0.004000107757747173,0.020232513546943665
125,12.0,0.0020700279593147126,0.09487622910718035,0.4866417402163822,5.5e-05,0.005499999999994114,0.004000107757747173,0.020232513546943665
126,13.0,0.002186260156450755,0.09487270582656165,0.4866448920198293,5.5e-05,0.005499999999994891,0.004000107757747173,0.020232513546943665
127,14.0,0.0018767425165303925,0.0948709436553116,0.4866364991500204,5.5e-05,0.005499999999995611,0.004000107757747173,0.020232513546943665
128,17.0,0.0012604763520843573,0.09486940193690913,0.48661978989783194,5.5e-05,0.005499999999996342,0.004000107757747173,0.020232513546943665
129,9.0,0.003002578410096637,0.0949255610712453,0.48666702953357865,5.5e-05,0.005499999999996695,0.004000107757747173,0.020232513546943665
130,12.0,0.0027207462994477344,0.09487623597598607,0.48665938623511984,5.5e-05,0.005499999999997103,0.004000107757747173,0.020232513546943665
131,12.0,0.0024345781732986555,0.09487622995485628,0.48665162574271636,5.5e-05,0.005499999999997461,0.004000107757747173,0.020232513546943665
132,11.0,0.002673888568331698,0.09488327820913703,0.48665811548932525,5.5e-05,0.005499999999997753,0.004000107757747173,0.020232513546943665
133,14.0,0.001774172334565752,0.09487094397795512,0.4866337179641874,5.5e-05,0.0054999999999980715,0.004000107757747173,0.020232513546943665
134,16.0,0.0011874186481931391,0.0948696221747152,0.48661780915719394,5.5e-05,0.005499999999998379,0.004000107757747173,0.020232513546943665
135,13.0,0.001529467944443928,0.0948727054233065,0.48662708302430036,5.5e-05,0.005499999999998595,0.004000107757747173,0.020232513546943665
136,32.0,0.00040121760806232043,0.09486918170582685,0.486596495330476,5.5e-05,0.0054999999999990005,0.004000107757747173,0.020232513546943665
137,13.0,0.0012489805648860652,0.09487270539642242,0.4866194782222859,5.5e-05,0.005499999999999137,0.004000107757747173,0.020232513546943665
138,25.0,0.000587307415986737,0.09486918255943569,0.48660153993138455,5.5e-05,0.005499999999999342,0.004000107757747173,0.020232513546943665
139,11.0,0.0017386738883183625,0.09488327648858151,0.48663275543745577,5.5e-05,0.00549999999999942,0.004000107757747173,0.020232513546943665
140,20.0,0.0008820462975701951,0.09486920923471173,0.4866095301848947,5.5e-05,0.0054999999999995365,0.004000107757747173,0.020232513546943665
141,12.0,0.0016928056474240461,0.09487622909709978,0.48663151174688546,5.5e-05,0.005499999999999596,0.004000107757747173,0.020232513546943665
142,18.0,0.0010321157954229138,0.09486929182808851,0.48661359867291776,5.5e-05,0.005499999999999672,0.004000107757747173,0.020232513546943665
143,24.0,0.0006061013950717341,0.09486918341966413,0.4866020494159352,5.5e-05,0.005499999999999752,0.004000107757747173,0.020232513546943665
144,30.0,0.0005079011356910047,0.0948691817259892,0.4865993873317003,5.5e-05,0.005499999999999827,0.004000107757747173,0.020232513546943665
145,31.0,0.0005574534172520098,0.09486918171254735,0.4866007306251654,5.5e-05,0.005499999999999883,0.004000107757747173,0.020232513546943665
146,23.0,0.000761523454329287,0.09486918514021618,0.486606262807168,5.5e-05,0.005499999999999913,0.004000107757747173,0.020232513546943665
147,18.0,0.00107099735082198,0.09486929181465323,0.48661465279684146,5.5e-05,0.005499999999999929,0.004000107757747173,0.020232513546943665
148,22.0,0.0008718028602772406,0.09486918858133997,0.48660925248224485,5.5e-05,0.005499999999999949,0.004000107757747173,0.020232513546943665
149,23.0,0.0008222895731333422,0.09486918514021658,0.48660791016947613,5.5e-05,0.00549999999999997,0.004000107757747173,0.020232513546943665
150,13.0,0.0017413961670965936,0.09487270539663203,0.4866328292507799,5.5e-05,0.005499999999999982,0.004000107757747173,0.020232513546943665
151,27.0,0.0007394176928537306,0.09486918191418806,0.4866056635270789,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
152,11.0,0.002127744338985457,0.09488327648842398,0.48664330527086297,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
153,55.0,0.0006324807614801188,0.09486918169910552,0.48660276453509843,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
154,23.0,0.0009342968241826573,0.09486918514021618,0.48661094672031724,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
155,32.0,0.000790792062436905,0.09486918170582644,0.48660705627341694,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
156,27.0,0.0008925052833718629,0.09486918191417494,0.4866098137316604,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
157,28.0,0.0008971034858300016,0.09486918180664022,0.4866099383907083,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
158,33.0,0.0008556471065245972,0.09486918170246597,0.48660881449597326,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
159,44.0,0.0008603925586082496,0.09486918169910716,0.4866089431461589,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
160,12.0,0.0025135992219026577,0.0948762290937385,0.4866537686464635,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
161,22.0,0.00131705227814831,0.09486918858216696,0.4866213238024689,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
162,12.0,0.0027739644066089404,0.09487622909457871,0.4866608294825161,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
163,10.0,0.004629161729090652,0.0948973747187485,0.4867111501606062,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
164,11.0,0.004594260141086736,0.09488328337143291,0.48671020332820414,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
165,18.0,0.0017216160831438493,0.09486929184154347,0.48663229292382204,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
166,21.0,0.0011095233205889647,0.09486919546357442,0.4866156972877457,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
167,27.0,0.0008317581385328158,0.09486918191417498,0.4866081668627984,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
168,14.0,0.0017310318045671588,0.09487094354777033,0.4866325482260999,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
169,19.0,0.0012849938320130363,0.09486923675855632,0.48662045462167547,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
170,18.0,0.0012899268225457306,0.09486929181475168,0.486620588366464,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
171,41.0,0.0006944864417035942,0.09486918169911865,0.48660444546269166,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
172,15.0,0.0015436357039342434,0.09487006262343464,0.48662746716236605,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
173,18.0,0.0014066928310071958,0.09486929181632689,0.48662375419802784,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
174,27.0,0.0008572329957867108,0.09486918191417534,0.48660885748974625,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
175,16.0,0.0014664587235096128,0.09486962216127172,0.4866253746334154,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
176,11.0,0.0029262922548282146,0.09488327659590617,0.4866649606114136,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
177,18.0,0.0015186302364451926,0.09486929184153053,0.4866267891763727,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
178,12.0,0.0024175866771971363,0.09487622910718362,0.48665116496897454,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
179,27.0,0.0007974071931806382,0.09486918191420118,0.4866072356089018,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
180,13.0,0.0017781133760699846,0.09487270539643514,0.4866338248243951,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
181,40.0,0.0006486214455803015,0.09486918169913178,0.48660320209515007,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
182,20.0,0.0010393052943112311,0.0948692092279908,0.4866137935879863,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
183,18.0,0.0012687089600472146,0.09486929181469916,0.48662001310196046,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
184,42.0,0.0007095351243165641,0.09486918169911208,0.4866048534240619,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
185,37.0,0.0007925358628388746,0.09486918169931555,0.4866071035476379,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
186,15.0,0.00169003768811407,0.09487006262343464,0.48663143669561537,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
187,20.0,0.001313999823233626,0.09486920922841086,0.48662124104293225,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
188,21.0,0.0011713047135259971,0.09486919546355473,0.4866173722796859,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
189,32.0,0.0008350193202172475,0.09486918170582645,0.48660825527371276,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
190,13.0,0.002054763280176908,0.09487270539642242,0.4866413262975464,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
191,40.0,0.000797632228583459,0.09486918169913178,0.48660724170959113,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
192,31.0,0.0008941158345190075,0.09486918171254735,0.4866098573943134,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
193,9.0,0.003606701482694719,0.09492556085618245,0.4866834146900433,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
194,14.0,0.002891736974419165,0.0948709452683191,0.4866640234627516,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
195,60.0,0.0008246356991011496,0.09486918169910552,0.48660797377303755,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
196,21.0,0.0012343398160103195,0.09486919546354816,0.48661908128099557,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
197,39.0,0.0009085362098813924,0.09486918169915803,0.486610248336731,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
198,26.0,0.001084662865951661,0.09486918212924436,0.4866150232865195,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
199,15.0,0.0020206938597260846,0.0948700626234412,0.4866404024712576,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
200,19.0,0.001586354104843249,0.0948692367577162,0.4866286254152568,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
201,22.0,0.0012394734619933432,0.0948691885813334,0.48661922046474393,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
202,13.0,0.002428333007697438,0.09487270539684206,0.4866514563867571,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
203,70.0,0.0009014866794293263,0.09486918169910552,0.4866100572208796,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
204,11.0,0.003031802098231471,0.09488327648837147,0.4866678221035188,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
205,24.0,0.0012750617395166355,0.09486918342008091,0.4866201853400269,5.5e-05,0.005499999999999988,0.004000107757747173,0.020232513546943665
