episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010000,0.376027,0
1,0,1.484206,0.000047,0.049879,0.376027,0
2,0,0.350547,0.000167,0.050000,0.376678,0
3,1,1.638274,0.000133,0.010447,0.378383,0
4,1,0.417985,0.000107,0.050000,0.377904,1
5,0,2.091075,0.000085,0.013147,0.377523,0
6,1,0.077835,0.000068,0.050000,0.377221,1
7,1,1.656163,0.000055,0.010000,0.376980,1
8,1,0.291406,0.000044,0.050000,0.376788,0
9,1,1.852911,0.000039,0.010076,0.376635,1
10,0,0.132910,0.000031,0.050000,0.376566,1
11,1,2.041338,0.000025,0.010001,0.376458,0
12,0,0.081933,0.000020,0.050000,0.376371,0
13,1,1.760282,0.000016,0.010000,0.376302,1
14,1,0.176339,0.000087,0.050000,0.376247,0
15,1,1.559464,0.000275,0.010002,0.377240,1
16,1,0.224715,0.000571,0.050000,0.379969,1
17,0,1.407056,0.000521,0.010010,0.384543,0
18,0,0.848666,0.000417,0.050000,0.383749,1
19,1,1.685017,0.000353,0.049999,0.382121,0
20,1,0.178625,0.000453,0.050000,0.381148,0
21,1,1.420644,0.000693,0.010003,0.382674,0
22,1,0.268795,0.001053,0.050000,0.386531,1
23,1,1.304296,0.001509,0.010039,0.392728,1
24,1,0.286042,0.002041,0.050000,0.401374,1
25,1,1.147046,0.002629,0.010065,0.412599,0
26,1,0.337628,0.003256,0.050000,0.426472,0
27,1,1.005085,0.003906,0.010304,0.442918,1
28,0,0.386214,0.003681,0.050000,0.461654,1
29,1,3.393444,0.003710,0.011275,0.455006,0
30,1,0.010000,0.003927,0.050000,0.455841,0
31,0,0.010000,0.003400,0.010000,0.462297,0
32,0,1.266435,0.002720,0.010000,0.446932,1
33,0,1.505805,0.002176,0.050000,0.428755,1
34,1,0.895227,0.001741,0.050000,0.415651,0
35,0,0.680246,0.001393,0.050000,0.406113,1
36,1,2.398342,0.001114,0.049821,0.399084,1
37,1,0.017567,0.000891,0.050000,0.393839,1
38,1,0.320573,0.000906,0.010000,0.389878,0
39,1,1.150398,0.001157,0.010183,0.390129,0
40,1,0.338152,0.001584,0.050000,0.394633,0
41,1,1.011140,0.002134,0.010309,0.402874,0
42,1,0.384496,0.002767,0.050000,0.414689,1
43,1,0.879381,0.003451,0.011213,0.429954,0
44,1,0.430254,0.004160,0.050000,0.448384,0
45,1,0.760821,0.004874,0.014394,0.469413,1
46,1,0.467849,0.005578,0.049984,0.492187,1
47,1,0.660666,0.006258,0.021039,0.515660,0
48,0,0.490566,0.005687,0.049680,0.538767,0
49,1,3.960058,0.005464,0.027188,0.519376,0
50,1,0.010000,0.005493,0.050000,0.511817,1
51,1,0.010000,0.005702,0.010000,0.512808,0
52,1,0.010000,0.006032,0.010000,0.519864,1
53,1,0.056474,0.006440,0.010000,0.531089,0
54,1,0.321956,0.006892,0.010000,0.544939,0
55,0,0.592876,0.005983,0.010191,0.560110,0
56,1,4.144143,0.005520,0.047677,0.529411,0
57,1,0.010000,0.005383,0.050000,0.513706,1
58,0,0.010000,0.004306,0.010000,0.509089,0
59,1,0.189497,0.003632,0.010000,0.473951,1
60,1,0.655197,0.003394,0.010004,0.453583,1
61,1,0.467717,0.003467,0.049623,0.446759,1
62,1,0.566972,0.003758,0.021007,0.448835,1
63,1,0.480763,0.004194,0.045270,0.457263,1
64,1,0.509844,0.004719,0.024384,0.470452,1
65,1,0.471885,0.005292,0.032932,0.487126,0
66,1,0.471960,0.005882,0.022032,0.506048,0
67,1,0.452855,0.006466,0.022051,0.525984,1
68,0,0.443959,0.005435,0.017822,0.545799,1
69,1,4.838695,0.004901,0.016277,0.510864,1
70,0,0.010000,0.003921,0.050000,0.493053,1
71,1,0.010000,0.003136,0.010000,0.462104,1
72,0,0.026534,0.002509,0.010000,0.439665,0
73,1,2.983820,0.002007,0.010000,0.423526,1
74,1,0.010000,0.001606,0.050000,0.411858,0
75,1,0.010000,0.001301,0.010000,0.403328,0
76,0,0.070923,0.001041,0.010000,0.397327,1
77,1,3.773954,0.000833,0.010000,0.392517,1
78,1,0.010000,0.000666,0.050000,0.388873,1
79,1,0.010000,0.000722,0.010000,0.386087,1
80,1,0.010000,0.001073,0.010000,0.387010,1
81,1,0.053659,0.001622,0.010000,0.393098,1
82,0,0.276497,0.001297,0.010000,0.403651,0
83,0,4.603500,0.001038,0.010049,0.397254,0
84,1,0.010000,0.000830,0.050000,0.392462,0
85,1,0.010000,0.000664,0.010000,0.388832,0
86,1,0.057727,0.000531,0.010000,0.386054,0
87,1,0.344396,0.000725,0.010000,0.383913,1
88,1,0.614824,0.001174,0.010372,0.387060,1
89,1,0.444667,0.001791,0.048763,0.394946,0
90,1,0.523583,0.002507,0.016390,0.407166,1
91,1,0.459529,0.003274,0.036794,0.423480,0
92,1,0.473634,0.004054,0.019159,0.443431,1
93,1,0.447940,0.004821,0.022478,0.466162,1
94,1,0.442260,0.005556,0.016936,0.490455,0
95,1,0.428109,0.006246,0.016012,0.514940,1
96,1,0.418216,0.006883,0.014148,0.538364,1
97,0,0.407222,0.005743,0.013167,0.559802,1
98,0,5.172462,0.004595,0.012329,0.521275,0
99,1,0.010000,0.003676,0.050000,0.483104,0
100,1,0.010000,0.002941,0.010000,0.454844,1
101,1,0.010815,0.002530,0.010000,0.434443,1
102,1,0.065463,0.002504,0.010000,0.424043,0
103,1,0.280298,0.002744,0.010000,0.423390,0
104,1,0.485118,0.003161,0.010055,0.429358,1
105,1,0.409941,0.003690,0.025608,0.440342,1
106,0,0.425865,0.002952,0.012515,0.455260,0
107,1,5.058459,0.002377,0.013904,0.434743,0
108,1,0.010000,0.002237,0.050000,0.420351,1
109,1,0.010000,0.002402,0.010000,0.417064,1
110,1,0.010000,0.002774,0.010000,0.420949,1
111,1,0.010000,0.003277,0.010000,0.430132,1
112,1,0.010000,0.003856,0.010000,0.443516,1
113,1,0.010000,0.004469,0.010000,0.460172,1
114,1,0.035210,0.005086,0.010000,0.479092,0
115,1,0.133996,0.005685,0.010000,0.499170,1
116,1,0.316854,0.006252,0.010001,0.519311,1
117,1,0.371569,0.006778,0.010164,0.538577,1
118,1,0.351698,0.007255,0.010831,0.556287,1
119,1,0.345900,0.007682,0.010462,0.572040,0
120,1,0.337514,0.008057,0.010389,0.585680,1
121,0,0.329916,0.006446,0.010303,0.597235,0
122,1,5.939476,0.005380,0.010242,0.545135,1
123,1,0.010000,0.004789,0.050000,0.509001,1
124,1,0.010000,0.004541,0.010000,0.489404,0
125,1,0.010000,0.004535,0.010000,0.481396,0
126,0,0.010000,0.003628,0.010000,0.481201,0
127,1,0.017657,0.002903,0.010000,0.453461,0
128,1,0.074502,0.002322,0.010000,0.433449,1
129,1,0.229852,0.002051,0.010000,0.419044,1
130,1,0.369769,0.002102,0.010012,0.412823,1
131,0,0.355782,0.001681,0.010788,0.413965,0
132,1,5.666522,0.001345,0.010522,0.404877,1
133,1,0.010000,0.001076,0.050000,0.398166,1
134,1,0.010000,0.000861,0.010000,0.393149,1
