episode,is_optimal,surprise
0,0,0.000000
1,1,0.037872
2,1,0.059861
3,1,0.058089
4,1,0.052280
5,0,0.070041
6,1,0.063037
7,0,0.093595
8,0,0.122019
9,0,0.144411
10,1,0.129970
11,1,0.116973
12,0,0.126833
13,1,0.114150
14,1,0.102735
15,1,0.092461
16,1,0.083215
17,1,0.074894
18,1,0.067404
19,0,0.073311
20,1,0.065980
21,1,0.059382
22,1,0.053444
23,0,0.062852
24,1,0.056567
25,0,0.066475
26,0,0.074678
27,0,0.080070
28,1,0.072063
29,0,0.072978
30,0,0.071108
31,0,0.065953
32,1,0.059358
33,1,0.053422
34,1,0.048080
35,1,0.043272
36,1,0.038945
37,1,0.035050
38,0,0.032383
39,0,0.031642
40,1,0.028478
41,0,0.030027
42,0,0.031671
43,1,0.028504
44,0,0.029738
45,1,0.026764
46,0,0.027515
47,1,0.024763
48,0,0.025001
49,1,0.022501
50,0,0.022227
51,1,0.020005
52,0,0.019243
53,0,0.017784
54,1,0.016006
55,1,0.014405
56,1,0.012965
57,1,0.011668
58,1,0.010502
59,0,0.012802
60,0,0.016004
61,0,0.018985
62,1,0.017086
63,1,0.015377
64,0,0.018177
65,1,0.016360
66,1,0.014724
67,1,0.013251
68,0,0.018972
69,0,0.024594
70,1,0.022135
71,0,0.026966
72,1,0.024270
73,1,0.021843
74,1,0.019658
75,1,0.017693
76,0,0.025585
77,1,0.023027
78,1,0.020724
79,1,0.018652
80,1,0.016786
81,1,0.015108
82,1,0.013597
83,1,0.012237
84,0,0.041698
85,0,0.070272
86,1,0.063245
87,1,0.056920
88,1,0.051228
89,1,0.046105
90,1,0.041495
91,1,0.037345
92,1,0.033611
93,0,0.078907
94,1,0.071016
95,0,0.113591
96,1,0.102232
97,0,0.137002
98,1,0.123301
99,1,0.110971
100,1,0.099874
101,1,0.089887
102,1,0.080898
103,1,0.072808
104,1,0.065527
105,1,0.058975
106,1,0.053077
107,1,0.047769
108,1,0.042993
109,1,0.038693
110,1,0.034824
111,1,0.031342
112,1,0.028207
113,1,0.025387
114,1,0.022848
115,1,0.020563
116,0,0.133855
117,1,0.120470
118,1,0.108423
119,1,0.097581
120,1,0.087823
121,1,0.079040
122,0,0.142678
123,1,0.128410
124,1,0.115569
125,1,0.104012
126,1,0.093611
127,1,0.084250
128,1,0.075825
129,1,0.068242
130,1,0.061418
131,1,0.055276
132,1,0.049749
133,1,0.044774
134,1,0.040296
135,1,0.036267
136,1,0.032640
137,1,0.029376
138,1,0.026439
139,1,0.023795
140,0,0.137273
141,1,0.123545
142,1,0.111191
143,0,0.184065
144,1,0.165658
145,1,0.149093
146,1,0.134183
147,1,0.120765
148,0,0.151952
149,1,0.136757
150,1,0.123081
151,1,0.110773
152,1,0.099696
153,1,0.089726
154,1,0.080753
155,1,0.072678
156,1,0.065410
157,1,0.058869
158,1,0.052982
159,1,0.047684
160,1,0.042916
161,1,0.038624
162,1,0.034762
163,1,0.031286
164,1,0.028157
165,1,0.025341
166,1,0.022807
167,1,0.020526
168,1,0.018474
169,1,0.016626
170,1,0.014964
171,1,0.013467
172,1,0.012121
173,1,0.010909
174,0,0.131941
175,1,0.118747
176,1,0.106872
177,1,0.096185
178,1,0.086566
179,1,0.077910
180,1,0.070119
181,1,0.063107
182,1,0.056796
183,1,0.051117
184,1,0.046005
185,1,0.041404
186,1,0.037264
187,1,0.033538
188,1,0.030184
189,1,0.027165
190,1,0.024449
191,1,0.022004
192,1,0.019804
193,0,0.104512
194,1,0.094060
195,1,0.084654
196,1,0.076189
197,1,0.068570
198,1,0.061713
199,1,0.055542
200,1,0.049988
201,1,0.044989
202,1,0.040490
203,1,0.036441
204,1,0.032797
205,1,0.029517
206,1,0.026565
207,1,0.023909
208,1,0.021518
209,1,0.019366
210,1,0.017430
211,1,0.015687
212,1,0.014118
213,1,0.012706
214,1,0.011436
215,1,0.010292
216,0,0.103099
217,1,0.092789
218,1,0.083510
219,1,0.075159
220,1,0.067643
221,1,0.060879
222,1,0.054791
223,1,0.049312
224,1,0.044381
225,1,0.039943
226,1,0.035948
227,1,0.032354
228,1,0.029118
229,1,0.026206
230,1,0.023586
231,1,0.021227
232,1,0.019104
233,1,0.017194
234,1,0.015475
235,1,0.013927
236,1,0.012534
237,1,0.011281
238,1,0.010153
239,1,0.009138
240,1,0.008224
241,1,0.007401
242,1,0.006661
243,1,0.005995
244,1,0.005396
245,1,0.004856
246,1,0.004370
247,1,0.003933
248,1,0.003540
249,1,0.003186
250,0,0.096531
251,1,0.086877
252,1,0.078190
253,1,0.070371
254,1,0.063334
255,1,0.057000
256,0,0.118437
257,1,0.106594
258,1,0.095934
259,1,0.086341
260,1,0.077707
261,1,0.069936
262,1,0.062942
263,1,0.056648
264,1,0.050983
265,1,0.045885
266,1,0.041297
267,1,0.037167
268,0,0.098348
269,1,0.088513
270,1,0.079662
271,1,0.071695
272,1,0.064526
273,1,0.058073
274,1,0.052266
275,1,0.047039
276,1,0.042335
277,1,0.038102
278,1,0.034292
279,1,0.030863
280,1,0.027776
281,1,0.024999
282,1,0.022499
283,1,0.020249
284,1,0.018224
285,1,0.016402
286,1,0.014761
287,1,0.013285
288,1,0.011957
289,1,0.010761
290,1,0.009685
291,1,0.008716
292,1,0.007845
293,1,0.007060
294,1,0.006354
295,1,0.005719
296,1,0.005147
297,1,0.004632
298,1,0.004169
299,1,0.003752
300,1,0.003377
301,1,0.003039
302,1,0.002735
303,1,0.002462
304,1,0.002216
305,1,0.001994
306,1,0.001795
307,1,0.001615
308,1,0.001454
309,1,0.001308
310,1,0.001177
311,1,0.001060
312,1,0.000954
313,0,0.096430
314,1,0.086787
315,1,0.078108
316,1,0.070298
317,1,0.063268
318,1,0.056941
319,1,0.051247
320,1,0.046122
321,1,0.041510
322,1,0.037359
323,1,0.033623
324,1,0.030261
325,1,0.027235
326,1,0.024511
327,1,0.022060
328,1,0.019854
329,1,0.017869
330,1,0.016082
331,1,0.014474
332,1,0.013026
333,1,0.011724
334,1,0.010551
335,1,0.009496
336,1,0.008547
337,1,0.007692
338,0,0.115993
339,1,0.104393
340,1,0.093954
341,1,0.084559
342,1,0.076103
343,1,0.068493
344,1,0.061643
345,1,0.055479
346,1,0.049931
347,1,0.044938
348,1,0.040444
349,1,0.036400
350,1,0.032760
351,1,0.029484
352,1,0.026535
353,1,0.023882
354,1,0.021494
355,1,0.019344
356,1,0.017410
357,1,0.015669
358,1,0.014102
359,1,0.012692
360,1,0.011423
361,1,0.010280
362,1,0.009252
363,1,0.008327
364,1,0.007494
365,1,0.006745
366,1,0.006070
367,1,0.005463
368,1,0.004917
369,1,0.004425
370,1,0.003983
371,1,0.003585
372,1,0.003226
373,1,0.002903
374,1,0.002613
375,1,0.002352
376,1,0.002117
377,1,0.001905
378,1,0.001714
379,0,0.102627
380,1,0.092364
381,1,0.083128
382,1,0.074815
383,1,0.067333
384,1,0.060600
385,1,0.054540
386,1,0.049086
387,1,0.044178
388,1,0.039760
389,1,0.035784
390,1,0.032205
391,1,0.028985
392,1,0.026086
393,1,0.023478
394,1,0.021130
395,1,0.019017
396,1,0.017115
397,1,0.015404
398,1,0.013863
399,1,0.012477
400,1,0.011229
401,1,0.010106
402,1,0.009096
403,1,0.008186
404,1,0.007368
405,1,0.006631
406,1,0.005968
407,1,0.005371
408,1,0.004834
409,1,0.004350
410,1,0.003915
411,1,0.003524
412,1,0.003171
413,1,0.002854
414,1,0.002569
415,1,0.002312
416,1,0.002081
417,1,0.001873
418,1,0.001685
419,1,0.001517
420,1,0.001365
421,1,0.001229
422,1,0.001106
423,1,0.000995
424,1,0.000896
425,1,0.000806
426,1,0.000726
427,1,0.000653
428,1,0.000588
429,1,0.000529
430,0,0.099539
431,1,0.089585
432,1,0.080626
433,1,0.072564
434,1,0.065307
435,1,0.058777
436,1,0.052899
437,1,0.047609
438,1,0.042848
439,1,0.038563
440,1,0.034707
441,1,0.031236
442,1,0.028113
443,1,0.025301
444,1,0.022771
445,1,0.020494
446,1,0.018445
447,1,0.016600
448,1,0.014940
449,1,0.013446
450,1,0.012102
451,0,0.116068
452,1,0.104461
453,1,0.094015
454,1,0.084614
455,1,0.076152
456,1,0.068537
457,1,0.061683
458,1,0.055515
459,1,0.049963
460,1,0.044967
461,1,0.040470
462,1,0.036423
463,1,0.032781
464,1,0.029503
465,1,0.026553
466,1,0.023897
467,1,0.021508
468,1,0.019357
469,1,0.017421
470,1,0.015679
471,1,0.014111
472,1,0.012700
473,1,0.011430
474,1,0.010287
475,1,0.009258
476,1,0.008332
477,1,0.007499
478,1,0.006749
479,1,0.006074
480,1,0.005467
481,1,0.004920
482,1,0.004428
483,1,0.003985
484,1,0.003587
485,1,0.003228
486,1,0.002905
487,1,0.002615
488,1,0.002353
489,1,0.002118
490,1,0.001906
491,1,0.001716
492,1,0.001544
493,1,0.001390
494,1,0.001251
495,1,0.001126
496,1,0.001013
497,1,0.000912
498,1,0.000821
499,1,0.000739
500,1,0.000665
501,1,0.000598
502,1,0.000538
503,1,0.000485
504,1,0.000436
505,1,0.000392
506,1,0.000353
507,1,0.000318
508,1,0.000286
509,1,0.000258
510,1,0.000232
511,1,0.000209
512,1,0.000188
513,1,0.000169
514,1,0.000152
515,1,0.000137
516,1,0.000123
517,1,0.000111
518,1,0.000100
519,1,0.000090
520,1,0.000081
521,1,0.000073
522,1,0.000065
523,1,0.000059
524,1,0.000053
525,1,0.000048
526,1,0.000043
527,1,0.000039
528,1,0.000035
529,1,0.000031
530,1,0.000028
531,1,0.000025
532,1,0.000023
533,1,0.000021
534,1,0.000018
535,1,0.000017
536,1,0.000015
537,1,0.000013
538,1,0.000012
539,1,0.000011
540,1,0.000010
541,1,0.000009
542,1,0.000008
543,1,0.000007
544,1,0.000006
545,1,0.000006
546,1,0.000005
547,1,0.000005
548,1,0.000004
549,1,0.000004
550,1,0.000003
551,1,0.000003
552,1,0.000003
553,1,0.000002
554,1,0.000002
555,1,0.000002
556,1,0.000002
557,1,0.000002
558,1,0.000001
559,1,0.000001
560,1,0.000001
561,1,0.000001
562,1,0.000001
563,1,0.000001
564,1,0.000001
565,1,0.000001
566,1,0.000001
567,1,0.000001
568,1,0.000001
569,1,0.000000
570,1,0.000000
571,1,0.000000
572,1,0.000000
573,1,0.000000
574,1,0.000000
575,1,0.000000
576,1,0.000000
577,1,0.000000
578,1,0.000000
579,1,0.000000
580,1,0.000000
581,1,0.000000
582,1,0.000000
583,1,0.000000
584,1,0.000000
585,1,0.000000
586,1,0.000000
587,1,0.000000
588,1,0.000000
589,1,0.000000
590,1,0.000000
591,1,0.000000
592,1,0.000000
593,1,0.000000
594,1,0.000000
595,1,0.000000
596,1,0.000000
597,1,0.000000
598,1,0.000000
599,1,0.000000
600,1,0.000000
601,1,0.000000
602,1,0.000000
603,1,0.000000
604,1,0.000000
605,1,0.000000
606,1,0.000000
607,1,0.000000
608,1,0.000000
609,1,0.000000
610,1,0.000000
611,1,0.000000
612,1,0.000000
613,1,0.000000
614,1,0.000000
615,1,0.000000
616,1,0.000000
617,1,0.000000
618,1,0.000000
619,1,0.000000
620,1,0.000000
621,1,0.000000
622,1,0.000000
623,1,0.000000
624,1,0.000000
625,1,0.000000
626,1,0.000000
627,1,0.000000
628,1,0.000000
629,1,0.000000
630,1,0.000000
631,1,0.000000
632,1,0.000000
633,1,0.000000
634,1,0.000000
635,1,0.000000
636,1,0.000000
637,1,0.000000
638,1,0.000000
639,1,0.000000
640,1,0.000000
641,1,0.000000
642,1,0.000000
643,1,0.000000
644,1,0.000000
645,1,0.000000
646,1,0.000000
647,1,0.000000
648,1,0.000000
649,1,0.000000
650,1,0.000000
651,1,0.000000
652,1,0.000000
653,1,0.000000
654,1,0.000000
655,1,0.000000
656,1,0.000000
657,1,0.000000
658,1,0.000000
659,1,0.000000
660,1,0.000000
661,1,0.000000
662,1,0.000000
663,1,0.000000
664,1,0.000000
665,1,0.000000
666,1,0.000000
667,1,0.000000
668,1,0.000000
669,1,0.000000
670,1,0.000000
671,1,0.000000
672,1,0.000000
673,1,0.000000
674,0,0.103161
675,1,0.092844
676,0,0.167330
677,1,0.150597
678,1,0.135537
679,1,0.121983
680,1,0.109785
681,1,0.098806
682,1,0.088926
683,1,0.080033
684,1,0.072030
685,1,0.064827
686,1,0.058344
687,1,0.052510
688,1,0.047259
689,1,0.042533
690,1,0.038280
691,1,0.034452
692,1,0.031007
693,1,0.027906
694,1,0.025115
695,1,0.022604
696,1,0.020343
697,1,0.018309
698,1,0.016478
699,1,0.014830
700,1,0.013347
701,1,0.012013
702,1,0.010811
703,1,0.009730
704,1,0.008757
705,1,0.007881
706,1,0.007093
707,1,0.006384
708,1,0.005746
709,1,0.005171
710,1,0.004654
711,1,0.004189
712,1,0.003770
713,1,0.003393
714,1,0.003053
715,0,0.099223
716,1,0.089301
717,1,0.080371
718,1,0.072334
719,1,0.065100
720,1,0.058590
721,1,0.052731
722,1,0.047458
723,1,0.042712
724,1,0.038441
725,1,0.034597
726,1,0.031137
727,1,0.028024
728,1,0.025221
729,1,0.022699
730,1,0.020429
731,1,0.018386
732,1,0.016548
733,1,0.014893
734,1,0.013404
735,1,0.012063
736,1,0.010857
737,1,0.009771
738,1,0.008794
739,1,0.007915
740,1,0.007123
741,1,0.006411
742,1,0.005770
743,1,0.005193
744,1,0.004674
745,1,0.004206
746,1,0.003786
747,1,0.003407
748,1,0.003066
749,1,0.002760
750,1,0.002484
751,1,0.002235
752,1,0.002012
753,1,0.001811
754,1,0.001630
755,1,0.001467
756,1,0.001320
757,1,0.001188
758,1,0.001069
759,1,0.000962
760,1,0.000866
761,1,0.000779
762,1,0.000701
763,1,0.000631
764,1,0.000568
765,1,0.000511
766,1,0.000460
767,1,0.000414
768,1,0.000373
769,1,0.000336
770,1,0.000302
771,1,0.000272
772,1,0.000245
773,1,0.000220
774,1,0.000198
775,1,0.000178
776,1,0.000160
777,1,0.000144
778,1,0.000130
779,1,0.000117
780,1,0.000105
781,1,0.000095
782,1,0.000085
783,1,0.000077
784,1,0.000069
785,1,0.000062
786,1,0.000056
787,1,0.000050
788,1,0.000045
789,1,0.000041
790,1,0.000037
791,1,0.000033
792,1,0.000030
793,1,0.000027
794,1,0.000024
795,1,0.000022
796,1,0.000020
797,1,0.000018
798,1,0.000016
799,1,0.000014
800,1,0.000013
801,1,0.000012
802,1,0.000010
803,1,0.000009
804,1,0.000008
805,1,0.000008
806,1,0.000007
807,1,0.000006
808,1,0.000006
809,1,0.000005
810,1,0.000004
811,1,0.000004
812,1,0.000004
813,1,0.000003
814,1,0.000003
815,1,0.000003
816,1,0.000002
817,1,0.000002
818,1,0.000002
819,1,0.000002
820,1,0.000002
821,1,0.000001
822,1,0.000001
823,1,0.000001
824,1,0.000001
825,1,0.000001
826,1,0.000001
827,1,0.000001
828,1,0.000001
829,1,0.000001
830,1,0.000001
831,1,0.000000
832,1,0.000000
833,1,0.000000
834,1,0.000000
835,1,0.000000
836,1,0.000000
837,1,0.000000
838,1,0.000000
839,1,0.000000
840,1,0.000000
841,1,0.000000
842,1,0.000000
843,1,0.000000
844,1,0.000000
845,1,0.000000
846,1,0.000000
847,1,0.000000
848,1,0.000000
849,1,0.000000
850,1,0.000000
851,1,0.000000
852,1,0.000000
853,1,0.000000
854,1,0.000000
855,1,0.000000
856,1,0.000000
857,1,0.000000
858,1,0.000000
859,1,0.000000
860,1,0.000000
861,1,0.000000
862,1,0.000000
863,1,0.000000
864,1,0.000000
865,1,0.000000
866,1,0.000000
867,1,0.000000
868,1,0.000000
869,1,0.000000
870,1,0.000000
871,1,0.000000
872,1,0.000000
873,1,0.000000
874,1,0.000000
875,1,0.000000
876,1,0.000000
877,1,0.000000
878,1,0.000000
879,1,0.000000
880,1,0.000000
881,1,0.000000
882,1,0.000000
883,1,0.000000
884,1,0.000000
885,1,0.000000
886,1,0.000000
