episode,is_optimal,surprise
0,1,0.000000
1,1,0.000000
2,0,0.039310
3,1,0.035379
4,1,0.031841
5,0,0.070411
6,0,0.098743
7,1,0.088869
8,1,0.079982
9,1,0.071984
10,0,0.075722
11,1,0.068150
12,0,0.064806
13,1,0.058325
14,0,0.052493
15,0,0.047244
16,1,0.042519
17,0,0.038267
18,1,0.034441
19,0,0.030996
20,1,0.027897
21,1,0.025107
22,1,0.022596
23,1,0.020337
24,1,0.018303
25,0,0.016473
26,1,0.014826
27,1,0.013343
28,1,0.012009
29,1,0.010808
30,1,0.009727
31,1,0.008754
32,1,0.007879
33,0,0.025899
34,0,0.045399
35,1,0.040859
36,1,0.036773
37,0,0.058739
38,1,0.052865
39,1,0.047579
40,1,0.042821
41,1,0.038539
42,1,0.034685
43,1,0.031217
44,1,0.028095
45,1,0.025285
46,1,0.022757
47,1,0.020481
48,1,0.018433
49,1,0.016590
50,0,0.078466
51,0,0.133532
52,0,0.176898
53,1,0.159209
54,1,0.143288
55,1,0.128959
56,1,0.116063
57,0,0.132159
58,0,0.142103
59,1,0.127893
60,1,0.115104
61,1,0.103593
62,0,0.102106
63,1,0.091895
64,1,0.082705
65,0,0.078427
66,0,0.072922
67,1,0.065629
68,1,0.059067
69,1,0.053160
70,1,0.047844
71,1,0.043059
72,1,0.038754
73,1,0.034878
74,1,0.031390
75,1,0.028251
76,1,0.025426
77,1,0.022884
78,1,0.020595
79,1,0.018536
80,1,0.016682
81,1,0.015014
82,1,0.013513
83,0,0.061170
84,1,0.055053
85,0,0.103966
86,1,0.093570
87,1,0.084213
88,1,0.075791
89,1,0.068212
90,1,0.061391
91,1,0.055252
92,1,0.049727
93,0,0.102052
94,1,0.091846
95,1,0.082662
96,1,0.074396
97,1,0.066956
98,1,0.060260
99,1,0.054234
100,1,0.048811
101,0,0.099129
102,1,0.089216
103,1,0.080295
104,1,0.072265
105,1,0.065039
106,1,0.058535
107,0,0.104579
108,1,0.094121
109,1,0.084709
110,1,0.076238
111,1,0.068614
112,1,0.061753
113,1,0.055578
114,0,0.100431
115,1,0.090388
116,1,0.081349
117,1,0.073214
118,1,0.065893
119,0,0.107834
120,1,0.097050
121,1,0.087345
122,0,0.122136
123,1,0.109923
124,1,0.098930
125,1,0.089037
126,1,0.080134
127,1,0.072120
128,1,0.064908
129,1,0.058417
130,1,0.052576
131,1,0.047318
132,1,0.042586
133,1,0.038328
134,1,0.034495
135,1,0.031045
136,1,0.027941
137,1,0.025147
138,1,0.022632
139,1,0.020369
140,1,0.018332
141,1,0.016499
142,0,0.111273
143,1,0.100146
144,0,0.174903
145,1,0.157412
146,0,0.205400
147,1,0.184860
148,1,0.166374
149,1,0.149736
150,1,0.134763
151,1,0.121286
152,1,0.109158
153,1,0.098242
154,1,0.088418
155,1,0.079576
156,1,0.071618
157,1,0.064457
158,1,0.058011
159,1,0.052210
160,1,0.046989
161,1,0.042290
162,1,0.038061
163,1,0.034255
164,0,0.104784
165,1,0.094306
166,1,0.084875
167,1,0.076388
168,1,0.068749
169,1,0.061874
170,1,0.055687
171,0,0.119020
172,1,0.107118
173,1,0.096406
174,1,0.086766
175,1,0.078089
176,1,0.070280
177,1,0.063252
178,1,0.056927
179,1,0.051234
180,1,0.046111
181,1,0.041500
182,1,0.037350
183,1,0.033615
184,1,0.030253
185,1,0.027228
186,0,0.102118
187,1,0.091906
188,1,0.082716
189,1,0.074444
190,1,0.067000
191,1,0.060300
192,1,0.054270
193,1,0.048843
194,1,0.043958
195,1,0.039563
196,1,0.035606
197,1,0.032046
198,1,0.028841
199,1,0.025957
200,1,0.023361
201,1,0.021025
202,1,0.018923
203,1,0.017030
204,1,0.015327
205,1,0.013795
206,1,0.012415
207,1,0.011174
208,1,0.010056
209,1,0.009051
210,1,0.008146
211,1,0.007331
212,1,0.006598
213,1,0.005938
214,1,0.005344
215,1,0.004810
216,0,0.091662
217,1,0.082496
218,1,0.074246
219,1,0.066822
220,1,0.060140
221,1,0.054126
222,1,0.048713
223,1,0.043842
224,1,0.039458
225,1,0.035512
226,1,0.031961
227,1,0.028765
228,1,0.025888
229,1,0.023299
230,1,0.020969
231,1,0.018872
232,1,0.016985
233,1,0.015287
234,1,0.013758
235,1,0.012382
236,0,0.096377
237,1,0.086740
238,1,0.078066
239,1,0.070259
240,1,0.063233
241,1,0.056910
242,1,0.051219
243,1,0.046097
244,1,0.041487
245,1,0.037339
246,1,0.033605
247,1,0.030244
248,1,0.027220
249,1,0.024498
250,1,0.022048
251,1,0.019843
252,1,0.017859
253,1,0.016073
254,1,0.014466
255,1,0.013019
256,1,0.011717
257,0,0.099201
258,1,0.089281
259,1,0.080353
260,1,0.072318
261,1,0.065086
262,1,0.058577
263,1,0.052720
264,1,0.047448
265,1,0.042703
266,1,0.038433
267,1,0.034589
268,1,0.031130
269,1,0.028017
270,1,0.025216
271,1,0.022694
272,1,0.020425
273,1,0.018382
274,1,0.016544
275,1,0.014890
276,1,0.013401
277,1,0.012061
278,1,0.010855
279,1,0.009769
280,0,0.100132
281,1,0.090119
282,1,0.081107
283,1,0.072996
284,1,0.065697
285,1,0.059127
286,1,0.053214
287,1,0.047893
288,1,0.043104
289,1,0.038793
290,1,0.034914
291,1,0.031423
292,1,0.028280
293,1,0.025452
294,1,0.022907
295,1,0.020616
296,1,0.018555
297,1,0.016699
298,1,0.015029
299,1,0.013526
300,1,0.012174
301,1,0.010956
302,1,0.009861
303,1,0.008875
304,1,0.007987
305,1,0.007188
306,1,0.006470
307,1,0.005823
308,1,0.005240
309,1,0.004716
310,1,0.004245
311,1,0.003820
312,1,0.003438
313,1,0.003094
314,1,0.002785
315,1,0.002506
316,1,0.002256
317,1,0.002030
318,1,0.001827
319,1,0.001644
320,1,0.001480
321,1,0.001332
322,1,0.001199
323,1,0.001079
324,1,0.000971
325,1,0.000874
326,1,0.000787
327,1,0.000708
328,1,0.000637
329,1,0.000573
330,1,0.000516
331,1,0.000464
332,1,0.000418
333,1,0.000376
334,1,0.000339
335,0,0.086051
336,1,0.077446
337,1,0.069702
338,1,0.062731
339,1,0.056458
340,1,0.050812
341,1,0.045731
342,1,0.041158
343,1,0.037042
344,1,0.033338
345,1,0.030004
346,1,0.027004
347,1,0.024303
348,1,0.021873
349,1,0.019686
350,1,0.017717
351,1,0.015945
352,1,0.014351
353,1,0.012916
354,1,0.011624
355,1,0.010462
356,1,0.009416
357,1,0.008474
358,1,0.007627
359,1,0.006864
360,1,0.006178
361,1,0.005560
362,1,0.005004
363,1,0.004503
364,1,0.004053
365,1,0.003648
366,1,0.003283
367,1,0.002955
368,1,0.002659
369,1,0.002393
370,0,0.088726
371,1,0.079854
372,1,0.071868
373,1,0.064681
374,1,0.058213
375,1,0.052392
376,1,0.047153
377,1,0.042437
378,1,0.038194
379,1,0.034374
380,1,0.030937
381,1,0.027843
382,1,0.025059
383,1,0.022553
384,1,0.020298
385,0,0.086329
386,1,0.077696
387,1,0.069926
388,1,0.062933
389,1,0.056640
390,1,0.050976
391,1,0.045879
392,1,0.041291
393,1,0.037162
394,1,0.033445
395,1,0.030101
396,1,0.027091
397,1,0.024382
398,1,0.021944
399,1,0.019749
400,1,0.017774
401,1,0.015997
402,1,0.014397
