episode,is_optimal,surprise
0,0,0.000000
1,0,0.000000
2,1,0.074927
3,0,0.067434
4,0,0.060691
5,0,0.054622
6,0,0.049160
7,0,0.044244
8,0,0.039819
9,0,0.035837
10,0,0.032254
11,1,0.105851
12,1,0.165575
13,0,0.149018
14,0,0.134116
15,1,0.166300
16,1,0.186942
17,1,0.195483
18,1,0.194169
19,1,0.186902
20,1,0.175864
21,1,0.161971
22,1,0.146121
23,1,0.131509
24,0,0.120211
25,1,0.108190
26,0,0.100561
27,0,0.094145
28,0,0.088664
29,0,0.083885
30,0,0.079613
31,1,0.071652
32,1,0.064487
33,1,0.058038
34,1,0.052234
35,1,0.047011
36,0,0.047334
37,1,0.042601
38,1,0.038341
39,1,0.034507
40,1,0.031056
41,1,0.027950
42,1,0.025155
43,1,0.022640
44,0,0.028774
45,1,0.025896
46,1,0.023307
47,0,0.030783
48,1,0.027705
49,1,0.024934
50,1,0.022441
51,1,0.020197
52,1,0.018177
53,1,0.016359
54,1,0.014724
55,1,0.013251
56,1,0.011926
57,1,0.010733
58,0,0.025628
59,1,0.023065
60,1,0.020759
61,1,0.018683
62,1,0.016815
63,1,0.015133
64,1,0.013620
65,1,0.012258
66,1,0.011032
67,1,0.009929
68,1,0.008936
69,1,0.008042
70,1,0.007238
71,1,0.006514
72,1,0.005863
73,1,0.005277
74,1,0.004749
75,1,0.004274
76,1,0.003847
77,1,0.003462
78,1,0.003116
79,0,0.033495
80,1,0.030146
81,0,0.058939
82,0,0.085213
83,1,0.076691
84,1,0.069022
85,0,0.095012
86,1,0.085511
87,1,0.076960
88,1,0.069264
89,1,0.062337
90,0,0.090141
91,1,0.081127
92,1,0.073014
93,1,0.065713
94,1,0.059142
95,1,0.053227
96,1,0.047905
97,1,0.043114
98,1,0.038803
99,1,0.034923
100,1,0.031430
101,1,0.028287
102,1,0.025459
103,1,0.022913
104,1,0.020621
105,1,0.018559
106,1,0.016703
107,0,0.056454
108,1,0.050808
109,1,0.045728
110,1,0.041155
111,1,0.037039
112,1,0.033335
113,1,0.030002
114,1,0.027002
115,0,0.069372
116,1,0.062435
117,1,0.056192
118,1,0.050572
119,1,0.045515
120,1,0.040964
121,1,0.036867
122,1,0.033181
123,1,0.029862
124,1,0.026876
125,1,0.024189
126,1,0.021770
127,1,0.019593
128,1,0.017634
129,1,0.015870
130,1,0.014283
131,1,0.012855
132,1,0.011569
133,1,0.010412
134,1,0.009371
135,0,0.063023
136,1,0.056721
137,1,0.051049
138,1,0.045944
139,1,0.041350
140,1,0.037215
141,1,0.033493
142,1,0.030144
143,0,0.084745
144,1,0.076271
145,1,0.068643
146,1,0.061779
147,1,0.055601
148,1,0.050041
149,1,0.045037
150,1,0.040533
151,1,0.036480
152,1,0.032832
153,1,0.029549
154,1,0.026594
155,1,0.023935
