episode,is_optimal,surprise
0,1,0.000000
1,1,0.000000
2,1,0.000000
3,1,0.000000
4,1,0.000000
5,1,0.000000
6,1,0.000000
7,1,0.000000
8,0,0.113920
9,1,0.102528
10,1,0.092275
11,1,0.083047
12,0,0.131750
13,0,0.161837
14,0,0.173954
15,0,0.170111
16,0,0.153100
17,1,0.137790
18,0,0.124011
19,0,0.111610
20,1,0.100449
21,1,0.090404
22,1,0.081364
23,1,0.073227
24,1,0.065905
25,1,0.059314
26,0,0.053383
27,0,0.048044
28,0,0.043240
29,1,0.038916
30,0,0.035024
31,0,0.031522
32,1,0.028370
33,1,0.025533
34,0,0.022979
35,1,0.020682
36,0,0.018613
37,0,0.016752
38,1,0.015077
39,0,0.013569
40,1,0.012212
41,0,0.010991
42,1,0.009892
43,1,0.008903
44,0,0.008012
45,1,0.007211
46,0,0.006490
47,1,0.005841
48,1,0.005257
49,1,0.004731
50,0,0.004258
51,1,0.003832
52,0,0.003449
53,0,0.003104
54,0,0.002794
55,1,0.002514
56,0,0.002263
57,0,0.002037
58,1,0.001833
59,0,0.001650
60,1,0.001485
61,1,0.001336
62,1,0.001203
63,1,0.001082
64,1,0.000974
65,1,0.000877
66,1,0.000789
67,1,0.000710
68,1,0.000639
69,1,0.000575
70,1,0.000518
71,1,0.000466
72,1,0.000419
73,1,0.000377
74,1,0.000340
75,1,0.000306
76,1,0.000275
77,1,0.000248
78,1,0.000223
79,1,0.000201
80,1,0.000181
81,1,0.000162
82,1,0.000146
83,1,0.000132
84,1,0.000118
85,1,0.000107
86,1,0.000096
87,1,0.000086
88,0,0.000078
89,1,0.000070
90,1,0.000063
91,1,0.000057
92,1,0.000051
93,1,0.000046
94,0,0.000041
95,1,0.000037
96,1,0.000033
97,1,0.000030
98,1,0.000027
99,1,0.000024
100,1,0.000022
101,1,0.000020
102,1,0.000018
103,1,0.000016
104,1,0.000014
105,1,0.000013
106,1,0.000012
107,1,0.000010
108,1,0.000009
109,1,0.000009
110,1,0.000008
111,1,0.000007
112,1,0.000006
113,1,0.000006
114,1,0.000005
115,0,0.000926
116,1,0.000833
117,1,0.000750
118,1,0.000675
119,1,0.000607
120,1,0.000547
121,1,0.000492
122,1,0.000443
123,1,0.000399
124,1,0.000359
125,1,0.000323
126,1,0.000291
127,1,0.000261
128,1,0.000235
129,1,0.000212
130,1,0.000191
131,1,0.000172
132,1,0.000154
133,1,0.000139
134,1,0.000125
135,1,0.000113
136,0,0.014634
137,1,0.013171
138,1,0.011854
139,1,0.010668
140,1,0.009601
141,1,0.008641
142,1,0.007777
143,1,0.006999
144,1,0.006300
145,1,0.005670
146,1,0.005103
147,1,0.004592
148,1,0.004133
149,1,0.003720
150,1,0.003348
151,1,0.003013
152,1,0.002712
153,1,0.002441
154,1,0.002197
155,1,0.001977
156,1,0.001779
157,1,0.001601
158,1,0.001441
159,1,0.001297
160,1,0.001167
161,1,0.001051
162,1,0.000946
163,1,0.000851
164,1,0.000766
165,1,0.000689
166,1,0.000620
167,1,0.000558
168,1,0.000502
169,1,0.000452
170,1,0.000407
171,1,0.000366
172,1,0.000330
173,1,0.000297
174,1,0.000267
175,1,0.000240
176,1,0.000216
177,1,0.000195
178,1,0.000175
179,1,0.000158
180,1,0.000142
181,1,0.000128
182,1,0.000115
183,1,0.000103
184,1,0.000093
185,1,0.000084
186,1,0.000075
187,1,0.000068
188,1,0.000061
189,1,0.000055
190,1,0.000049
191,1,0.000045
192,1,0.000040
193,1,0.000036
194,1,0.000032
195,1,0.000029
196,1,0.000026
197,1,0.000024
198,1,0.000021
199,1,0.000019
200,1,0.000017
201,1,0.000016
202,1,0.000014
203,1,0.000013
204,1,0.000011
205,1,0.000010
206,1,0.000009
207,1,0.000008
208,1,0.000007
209,1,0.000007
210,1,0.000006
211,1,0.000005
212,1,0.000005
213,1,0.000004
214,1,0.000004
215,1,0.000004
216,1,0.000003
217,1,0.000003
218,1,0.000003
219,1,0.000002
220,1,0.000002
221,1,0.000002
222,1,0.000002
223,0,0.055338
224,1,0.049804
225,1,0.044823
226,1,0.040341
227,1,0.036307
228,1,0.032676
229,1,0.029409
230,1,0.026468
231,1,0.023821
232,1,0.021439
233,1,0.019295
234,1,0.017366
235,1,0.015629
236,1,0.014066
237,1,0.012659
238,1,0.011394
239,1,0.010254
240,1,0.009229
241,1,0.008306
242,1,0.007475
243,1,0.006728
244,1,0.006055
245,1,0.005449
246,1,0.004905
247,1,0.004414
248,1,0.003973
249,1,0.003575
250,1,0.003218
251,1,0.002896
252,1,0.002606
253,1,0.002346
254,1,0.002111
255,1,0.001900
256,1,0.001710
257,1,0.001539
258,0,0.063668
259,1,0.057301
260,1,0.051571
261,1,0.046414
262,1,0.041772
263,1,0.037595
264,1,0.033836
265,1,0.030452
266,1,0.027407
267,1,0.024666
268,1,0.022200
269,1,0.019980
270,1,0.017982
271,1,0.016183
272,1,0.014565
273,0,0.076428
274,1,0.068785
275,1,0.061906
276,1,0.055716
277,1,0.050144
278,1,0.045130
279,1,0.040617
280,1,0.036555
281,1,0.032900
282,1,0.029610
283,1,0.026649
284,1,0.023984
285,1,0.021585
286,1,0.019427
287,1,0.017484
288,1,0.015736
289,1,0.014162
290,1,0.012746
291,1,0.011471
292,1,0.010324
293,1,0.009292
294,1,0.008363
295,1,0.007526
296,1,0.006774
297,1,0.006096
298,1,0.005487
299,0,0.070416
300,1,0.063374
301,1,0.057037
302,1,0.051333
303,1,0.046200
304,1,0.041580
305,1,0.037422
306,1,0.033680
307,1,0.030312
308,1,0.027281
309,1,0.024553
310,1,0.022097
311,1,0.019888
312,1,0.017899
313,1,0.016109
314,1,0.014498
315,1,0.013048
316,1,0.011743
317,1,0.010569
318,1,0.009512
319,1,0.008561
320,1,0.007705
321,1,0.006934
322,1,0.006241
323,1,0.005617
324,1,0.005055
325,1,0.004550
326,1,0.004095
327,1,0.003685
328,1,0.003317
329,1,0.002985
330,1,0.002687
331,1,0.002418
332,1,0.002176
333,1,0.001958
334,1,0.001763
335,1,0.001586
336,1,0.001428
337,1,0.001285
338,1,0.001156
339,1,0.001041
340,1,0.000937
341,1,0.000843
342,1,0.000759
343,1,0.000683
344,1,0.000615
345,1,0.000553
346,1,0.000498
347,1,0.000448
348,1,0.000403
349,1,0.000363
350,1,0.000327
351,1,0.000294
352,1,0.000265
353,1,0.000238
354,1,0.000214
355,1,0.000193
356,1,0.000174
357,1,0.000156
358,1,0.000141
359,1,0.000127
360,1,0.000114
361,1,0.000102
362,1,0.000092
363,1,0.000083
364,1,0.000075
365,1,0.000067
366,1,0.000061
367,1,0.000054
368,1,0.000049
369,1,0.000044
370,1,0.000040
371,1,0.000036
372,1,0.000032
373,0,0.074132
374,1,0.066719
375,1,0.060047
376,1,0.054042
377,1,0.048638
378,1,0.043774
379,1,0.039397
380,1,0.035457
381,1,0.031911
382,1,0.028720
383,1,0.025848
384,1,0.023263
385,1,0.020937
386,1,0.018843
387,1,0.016959
388,1,0.015263
389,1,0.013737
390,1,0.012363
391,1,0.011127
392,1,0.010014
393,1,0.009013
394,1,0.008111
395,1,0.007300
396,1,0.006570
397,1,0.005913
398,1,0.005322
399,1,0.004790
400,1,0.004311
401,1,0.003880
402,1,0.003492
