episode,is_optimal,surprise
0,0,0.000000
1,0,0.000000
2,1,0.153333
3,1,0.271426
4,1,0.350436
5,1,0.395231
6,0,0.355708
7,0,0.320137
8,1,0.328129
9,1,0.329612
10,1,0.326457
11,0,0.312946
12,1,0.303909
13,0,0.299146
14,0,0.296625
15,0,0.294929
16,1,0.282007
17,1,0.270037
18,1,0.258334
19,1,0.246314
20,1,0.233607
21,1,0.220009
22,0,0.234702
23,1,0.217428
24,1,0.200438
25,1,0.183547
26,1,0.166629
27,1,0.149966
28,1,0.134969
29,1,0.121472
30,1,0.109325
31,1,0.098392
32,0,0.143905
33,1,0.129514
34,1,0.116563
35,1,0.104907
36,0,0.156713
37,1,0.141042
38,1,0.126937
39,1,0.114244
40,1,0.102819
41,1,0.092537
42,1,0.083284
43,1,0.074955
44,0,0.148698
45,1,0.133829
46,1,0.120446
47,1,0.108401
48,1,0.097561
49,1,0.087805
50,0,0.170851
51,0,0.244286
52,1,0.219857
53,1,0.197872
54,1,0.178084
55,1,0.160276
56,1,0.144248
57,0,0.209200
58,1,0.188280
59,1,0.169452
60,1,0.152507
61,1,0.137256
62,1,0.123530
63,1,0.111177
64,1,0.100060
65,1,0.090054
66,1,0.081048
67,0,0.164016
68,1,0.147614
69,1,0.132853
70,1,0.119568
71,1,0.107611
72,1,0.096850
73,1,0.087165
74,1,0.078448
75,1,0.070604
76,1,0.063543
77,1,0.057189
78,0,0.162791
79,1,0.146512
80,1,0.131861
81,1,0.118675
82,0,0.211207
83,1,0.190087
84,1,0.171078
85,1,0.153970
86,1,0.138573
87,1,0.124716
88,1,0.112244
89,1,0.101020
90,1,0.090918
91,1,0.081826
92,1,0.073643
93,0,0.163406
94,1,0.147065
95,1,0.132359
96,1,0.119123
97,1,0.107210
98,1,0.096489
99,0,0.184303
100,1,0.165872
101,1,0.149285
102,1,0.134357
103,1,0.120921
104,1,0.108829
105,1,0.097946
106,1,0.088151
107,1,0.079336
108,1,0.071403
109,1,0.064262
110,1,0.057836
111,1,0.052053
112,0,0.156087
113,1,0.140479
114,1,0.126431
115,1,0.113788
116,1,0.102409
117,0,0.198590
118,1,0.178731
119,1,0.160858
120,0,0.243623
121,1,0.219261
122,1,0.197335
123,1,0.177601
124,1,0.159841
125,1,0.143857
126,1,0.129471
127,1,0.116524
128,1,0.104872
129,1,0.094385
130,1,0.084946
131,1,0.076452
132,0,0.160204
133,1,0.144184
134,1,0.129765
135,1,0.116789
136,1,0.105110
137,1,0.094599
138,1,0.085139
139,1,0.076625
140,1,0.068963
141,0,0.162481
142,1,0.146232
143,1,0.131609
144,1,0.118448
145,1,0.106603
146,1,0.095943
147,1,0.086349
148,1,0.077714
149,1,0.069943
150,1,0.062948
151,1,0.056653
152,1,0.050988
153,1,0.045889
154,1,0.041300
155,1,0.037170
