Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -156.45; Last 100 Avg Ret: -179.15; Var: 0.00092901; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -300.78; Last 100 Avg Ret: -238.40; Var: 0.00163420; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -112.84; Last 100 Avg Ret: -190.97; Var: 0.00337661; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -113.45; Last 100 Avg Ret: -182.70; Var: 0.00236746; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -260.63; Last 100 Avg Ret: -179.27; Var: 0.00340848; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -183.45; Last 100 Avg Ret: -179.17; Var: 0.00244209; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -250.83; Last 100 Avg Ret: -191.59; Var: 0.00134324; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -248.32; Last 100 Avg Ret: -192.58; Var: 0.00130731; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -487.79; Last 100 Avg Ret: -206.82; Var: 0.00114590; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -372.48; Last 100 Avg Ret: -216.93; Var: 0.00256194; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -93.00; Last 100 Avg Ret: -221.11; Var: 0.00204579; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -292.37; Last 100 Avg Ret: -211.72; Var: 0.00076953; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -112.35; Last 100 Avg Ret: -220.85; Var: 0.00334119; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -29.01; Last 100 Avg Ret: -217.60; Var: 0.00110655; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -77.42; Last 100 Avg Ret: -217.94; Var: 0.00257191; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -77.49; Last 100 Avg Ret: -217.02; Var: 0.00252787; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -337.71; Last 100 Avg Ret: -214.23; Var: 0.00128591; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -197.26; Last 100 Avg Ret: -210.93; Var: 0.00018129; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -194.85; Last 100 Avg Ret: -198.16; Var: 0.00075765; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -127.97; Last 100 Avg Ret: -183.22; Var: 0.00077222; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -38.40; Last 100 Avg Ret: -179.69; Var: 0.00156171; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
220: Ret: -265.33; Last 100 Avg Ret: -178.29; Var: 0.00060409; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
230: Ret: -196.88; Last 100 Avg Ret: -177.12; Var: 0.00035806; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
