episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,1,0.693247,0.000000,0.010000,1.000000,0
1,1,1.484206,0.000047,0.010000,1.000000,1
2,0,0.350547,0.000037,0.010000,1.000000,0
3,1,2.170680,0.000030,0.010000,1.000000,1
4,0,0.060704,0.000024,0.010000,1.000000,0
5,1,1.529328,0.000019,0.010000,1.000000,0
6,0,0.325766,0.000015,0.010000,1.000000,0
7,0,2.149529,0.000012,0.010000,1.000000,1
8,1,0.081699,0.000010,0.010000,1.000000,0
9,1,1.514351,0.000008,0.010000,1.000000,1
10,0,0.342436,0.000006,0.010000,1.000000,0
11,0,2.126539,0.000005,0.010000,1.000000,0
12,1,0.085619,0.000004,0.010000,1.000000,1
13,1,1.553144,0.000003,0.010000,1.000000,1
14,0,0.317051,0.000003,0.010000,1.000000,1
15,1,2.122829,0.000002,0.010000,1.000000,0
16,1,0.073725,0.000037,0.010000,1.000000,1
17,0,1.243938,0.000030,0.010000,1.000000,1
18,0,0.866591,0.000024,0.010000,1.000000,0
19,1,1.361632,0.000019,0.010000,1.000000,0
20,1,0.504890,0.000032,0.010000,1.000000,0
21,1,1.591901,0.000154,0.010000,1.000000,0
22,0,0.231437,0.000123,0.010000,1.000000,0
23,0,2.341463,0.000099,0.010000,1.000000,0
24,0,0.058942,0.000079,0.010000,1.000000,0
25,0,1.391456,0.000063,0.010000,1.000000,0
26,0,0.480612,0.000058,0.010000,1.000000,0
27,1,1.632460,0.000047,0.010000,1.000000,0
28,0,0.379504,0.000037,0.010000,1.000000,1
29,1,1.741984,0.000030,0.010000,1.000000,1
30,1,0.287939,0.000024,0.010000,1.000000,0
31,0,2.033552,0.000019,0.010000,1.000000,0
32,1,0.103506,0.000015,0.010000,1.000000,0
33,0,1.707332,0.000012,0.010000,1.000000,0
34,1,0.242493,0.000010,0.010000,1.000000,1
35,1,2.013533,0.000008,0.010000,1.000000,1
36,0,0.103523,0.000006,0.010000,1.000000,1
37,0,1.753255,0.000005,0.010000,1.000000,1
38,0,0.215369,0.000039,0.010000,1.000000,1
39,0,1.764236,0.000164,0.010000,1.000000,1
40,0,0.157798,0.000386,0.010000,1.000000,0
41,1,1.443029,0.000361,0.010000,1.000000,0
42,0,0.696125,0.000464,0.010000,1.000000,0
43,0,1.193529,0.000685,0.010000,1.000000,1
44,1,0.486806,0.000614,0.010000,1.000000,0
45,0,2.393309,0.000699,0.010000,1.000000,1
46,1,0.023242,0.000560,0.010000,1.000000,0
47,0,1.179854,0.000580,0.010000,1.000000,1
48,1,0.536483,0.000464,0.010000,1.000000,1
49,0,2.237146,0.000449,0.010000,1.000000,0
50,1,0.039254,0.000359,0.010000,1.000000,1
51,1,1.457210,0.000287,0.010000,1.000000,1
52,1,0.571424,0.000230,0.010000,1.000000,1
53,0,1.824810,0.000184,0.010000,1.000000,1
54,1,0.171735,0.000147,0.010000,1.000000,1
55,1,1.973560,0.000118,0.010000,1.000000,0
56,1,0.120760,0.000094,0.010000,1.000000,0
57,0,1.557096,0.000075,0.010000,1.000000,0
58,0,0.436131,0.000060,0.010000,1.000000,1
59,1,1.934739,0.000048,0.010000,1.000000,0
60,1,0.136726,0.000039,0.010000,1.000000,1
61,1,1.628475,0.000123,0.010000,1.000000,0
62,1,0.225109,0.000314,0.010000,1.000000,0
63,1,1.546640,0.000609,0.010000,1.000000,1
64,1,0.214751,0.000995,0.010000,1.000000,0
65,0,1.338740,0.000970,0.010000,1.000000,0
66,1,1.015159,0.001111,0.010000,1.000000,1
67,1,0.637244,0.001390,0.010000,1.000000,0
68,0,1.032948,0.001250,0.010000,1.000000,0
69,1,1.639990,0.001315,0.010000,1.000000,1
70,1,0.150717,0.001547,0.010000,1.000000,0
71,0,1.157118,0.001343,0.010000,1.000000,1
72,0,1.450940,0.001074,0.010000,1.000000,0
73,0,0.792464,0.000860,0.010000,1.000000,1
74,0,1.801032,0.000688,0.010000,1.000000,1
75,0,0.268488,0.000550,0.010000,1.000000,0
76,0,2.101078,0.000440,0.010000,1.000000,0
77,0,0.088360,0.000352,0.010000,1.000000,1
78,1,1.427414,0.000282,0.010000,1.000000,0
79,1,0.560736,0.000225,0.010000,1.000000,0
80,0,1.757806,0.000180,0.010000,1.000000,0
81,0,0.221561,0.000144,0.010000,1.000000,0
82,1,1.804533,0.000115,0.010000,1.000000,1
