Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -401.82; Last 100 Avg Ret: -175.94; Var: 0.00112040; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -108.69; Last 100 Avg Ret: -236.11; Var: 0.00202054; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -337.52; Last 100 Avg Ret: -208.08; Var: 0.00341257; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -78.95; Last 100 Avg Ret: -200.64; Var: 0.00203871; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -83.92; Last 100 Avg Ret: -189.77; Var: 0.00318732; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -94.87; Last 100 Avg Ret: -178.28; Var: 0.00256190; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -105.13; Last 100 Avg Ret: -171.12; Var: 0.00128391; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -253.66; Last 100 Avg Ret: -171.35; Var: 0.00149097; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -163.39; Last 100 Avg Ret: -169.46; Var: 0.00113184; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -127.34; Last 100 Avg Ret: -165.90; Var: 0.00149726; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -255.56; Last 100 Avg Ret: -161.32; Var: 0.00147820; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -333.18; Last 100 Avg Ret: -146.59; Var: 0.00133049; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -83.37; Last 100 Avg Ret: -143.15; Var: 0.00132473; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -240.95; Last 100 Avg Ret: -145.83; Var: 0.00145703; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -174.06; Last 100 Avg Ret: -148.95; Var: 0.00079696; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
