episode,reward,unexpected_uncertainty,expected_uncertainty,mean_variance,mean_td_error_sq,mean_delta_var,mean_actor_lr,mean_abs_td
0,15.0,7.971917028889064e-06,0.11663738221759311,0.6946492552757263,0.9971938341306971,9.239652684236742e-05,0.00010000000000000003,0.9985880613327026
1,10.0,8.559780731376008e-07,0.1852981700692695,0.6967398703098298,0.9948820102396514,9.047500712391568e-05,0.00010000000000000002,0.997400289773941
2,38.0,5.5155580227383465e-06,0.3924344293519836,0.701757129869963,0.9905092882342591,8.629530630548509e-05,9.999999999999994e-05,0.9951507872656772
3,15.0,1.9406144574956863e-07,0.4551582664544411,0.7067415754000346,0.9823416165477987,8.130870468319388e-05,0.00010000000000000003,0.9908449371655782
4,32.0,0.003934163461671242,0.5618328708742378,0.7106549050658941,0.9921530594142399,8.192851052157236e-05,9.999999999999995e-05,0.9957515690475702
5,13.0,0.00021628292358395068,0.596495178384041,0.7137652498025161,0.9848416314432336,7.881120639647131e-05,0.00010000000000000003,0.9915768825090848
6,21.0,1.9948578694334116e-06,0.6444228823670403,0.7198626200358073,0.9809046699712528,7.428822122849795e-05,0.00010000000000000002,0.989650391397022
7,19.0,2.8748931703799758e-08,0.6800627708777798,0.7216624052901017,0.9537571387613324,6.69781553003826e-05,0.00010000000000000003,0.9753385562645761
8,27.0,6.951065164612234e-11,0.72103507774345,0.7269391726564478,0.9662701634208171,6.773343138620217e-05,9.999999999999998e-05,0.9816091656684875
9,11.0,5.9709195108748844e-12,0.7347238389852562,0.7257339575073936,0.9702070667780369,6.998280981209443e-05,0.00010000000000000003,0.9830523404208097
10,14.0,2.626038172288611e-13,0.7505955999426007,0.7323326979364667,0.9585984447282413,6.420290920561582e-05,0.00010000000000000003,0.9767479939120156
11,15.0,9.239550417327889e-15,0.7653409615588314,0.7328631202379863,0.9497052005639937,6.285478615480428e-05,0.00010000000000000003,0.9716538945833842
12,13.0,5.079496559637306e-16,0.7766370524404198,0.7356479534736047,0.9518118034478498,6.242977676808136e-05,0.00010000000000000003,0.9724305822299077
13,18.0,9.150407525284926e-18,0.7901010552666902,0.7363985545105405,0.9784836772614174,6.76559812698281e-05,0.00010000000000000003,0.9865819447570376
14,15.0,0.037037690674074406,0.7996933168865202,0.7373387098312378,1.0095343543722552,7.766532240843442e-05,0.00010000000000000003,1.0006276885668437
15,11.0,0.0031815134032902774,0.8060266443984783,0.7401210069656372,0.9254828672941823,5.7838162418114796e-05,0.00010000000000000003,0.9564125104383989
16,22.0,2.3475425407029005e-05,0.817966251385998,0.7506985881111838,0.9350309184658261,5.4440203220079715e-05,0.0001,0.9617177816954526
17,13.0,1.2905751601008277e-06,0.8237806557154801,0.7492573032012353,0.8875895276763601,4.295621992454211e-05,0.00010000000000000003,0.9375217832051791
18,18.0,2.324893524049484e-08,0.8304014931588146,0.7464867168002658,0.9347978984882074,5.5210831626945925e-05,0.00010000000000000003,0.9620774388313293
19,36.0,0.007714731343766721,0.8416198189171251,0.7527561767233742,0.9815052617708615,6.38400236434927e-05,9.999999999999994e-05,0.9856939696603351
20,10.0,0.0008283629704726055,0.8441411651206628,0.753623366355896,0.8765006801401878,3.8629902626416514e-05,0.00010000000000000002,0.9300323069095612
21,11.0,7.115583734794512e-05,0.8467812476389628,0.7561415379697626,0.8595368051048259,3.7925910388506104e-05,0.00010000000000000003,0.9196087555451826
22,29.0,0.05812205950469057,0.8531038716016796,0.7603013515472412,0.9826295219482766,5.907257439467442e-05,9.999999999999996e-05,0.986010545286639
23,26.0,0.02865425463629235,0.8573281923487431,0.7598055165547591,0.9828312623287435,6.173302607242258e-05,9.999999999999998e-05,0.9841136313401736
24,26.0,8.660217067906516e-05,0.8619091437006483,0.7701202883170202,0.9043633421357514,4.2562544897652813e-05,9.999999999999998e-05,0.941792348256478
25,11.0,7.439069816583904e-06,0.8629039307191455,0.7596040855754506,0.9008005546269534,4.031074052199008e-05,0.00010000000000000003,0.9387730956077576
26,16.0,2.0939120033719006e-07,0.8650625542300614,0.7703186050057411,0.8876188353465475,3.504405631998719e-05,0.00010000000000000003,0.9323854260146618
27,24.0,9.888219862801912e-10,0.8683736020953108,0.7756561661760012,0.8814197884445173,4.0286705405842076e-05,9.999999999999999e-05,0.9232606788476309
