episode,reward,avg_surprise,mean_abs_td
0,31.0,1.914673918506125e-23,0.9962403639670341
1,35.0,2.1991385578519723e-25,0.9981129697390965
2,28.0,2.1991385578519736e-81,0.9866442084312439
3,21.0,7.383319913002436e-23,0.985330269450233
4,12.0,5.343173090595088e-12,0.9832392781972885
5,16.0,1.4749266479373777e-11,0.989448644220829
6,12.0,1.298367644033057e-09,0.97908715903759
7,37.0,0.0001281181883991797,1.0235675460583455
8,10.0,4.061205666473087e-10,0.9721180558204651
9,23.0,4.06120566647309e-56,0.9406952132349429
10,27.0,8.342651565815927e-14,0.9853804221859684
11,13.0,8.34265156581593e-40,0.9315319703175471
12,52.0,0.00012983614627847616,0.9776654140307353
13,37.0,2.328838473909936e-10,0.9843514448887593
14,20.0,1.0638393471921648e-12,0.9552682906389236
15,71.0,1.2140570867725144e-30,0.9669657769337506
16,13.0,0.0002614345275895642,1.005559036364922
17,10.0,2.614345275895642e-24,0.7503826081752777
18,13.0,2.614345275895643e-50,0.9016414330555842
19,21.0,2.6143452758956444e-92,0.9273718254906791
20,18.0,0.00010923034372617954,0.9534767236974504
21,28.0,0.010331555687586721,1.0668240466288157
22,33.0,0.02277270716972997,1.0699163855928364
23,26.0,0.00010989953498747145,1.0011284488898058
24,22.0,0.00011550018402176187,1.013737746260383
25,35.0,1.6758308637233247e-13,0.9540451509611947
26,64.0,2.0224413424612896e-82,0.8257007002830505
27,18.0,0.016393069679119566,1.0213540428214603
28,107.0,2.3959057775321137e-09,0.9871462661529256
29,25.0,0.0005634649714562046,0.9497771692276001
30,25.0,5.081622409942202e-07,0.9015128993988037
31,28.0,7.443369624330547e-47,0.8072355517319271
32,57.0,3.9412156265485115e-34,0.9168082308350948
33,14.0,7.632491617399407e-19,0.8056750638144357
34,14.0,1.5659608012286497e-06,0.9715554629053388
35,13.0,6.507499606704949e-05,0.8655736446380615
36,13.0,2.905608561532868e-14,0.8250381946563721
37,11.0,2.9056085615328683e-36,0.6646964441646229
38,64.0,0.0003664617444227745,0.8997706361114979
39,17.0,6.244701068306059e-19,0.7056084029814776
40,32.0,0.013625489077920591,0.9143038243055344
41,11.0,0.08886139126260861,1.1177589351480657
42,17.0,0.08004844543288504,1.0817405546412748
43,16.0,0.013216084007185923,1.0441257879137993
44,15.0,0.0003004250058420382,0.9170462926228841
45,45.0,9.85086137353602e-19,0.9523558351728652
46,10.0,9.850861373536021e-39,0.7666799426078796
47,42.0,1.2381831776915588e-07,1.0577812762487502
48,38.0,0.0003721897501825665,1.0039222899236178
49,18.0,6.676332277457674e-34,0.7661525474654304
50,17.0,6.676332277457676e-68,0.7759113241644466
51,43.0,1.5765332541198203e-12,1.1402468154596728
52,16.0,0.19853532569603125,1.3182306960225105
53,13.0,2.5341315088977155e-08,0.8800033697715173
54,12.0,3.442241861213171e-12,0.9097325007120768
55,12.0,3.442241861213172e-36,0.8765268921852112
56,10.0,4.68179460042042e-14,0.9209461212158203
57,15.0,0.03980485373201615,0.9853771766026814
58,16.0,0.06137982929804418,1.1437996923923492
59,30.0,1.8778685298901646e-05,1.0090867757797242
60,23.0,0.06134739041080707,1.0896419753199038
61,20.0,6.13473904108071e-42,0.6859670042991638
62,28.0,0.04648715381190129,1.0770319104194641
63,11.0,2.2992361198789095e-09,0.8821362582120028
64,15.0,0.17706500867629077,1.2724570989608766
65,9.0,0.11133477286800342,1.1275493568844266
66,16.0,3.9513596200492294e-10,0.8822319060564041
67,31.0,7.6218226677196714e-31,1.0397042112965738
68,17.0,8.068577995085561e-07,0.9756870620390948
69,10.0,3.450241076445418e-08,0.9373746037483215
70,56.0,0.03523895899754442,1.2488790367330824
71,13.0,0.12249031428266977,1.2504964608412523
72,18.0,0.13519140250664524,1.186834626727634
73,17.0,2.4972702832530812e-08,1.0000611824147843
74,20.0,8.904799653169139e-29,0.8221503615379333
75,22.0,0.0031977704499076996,1.1817462119189175
76,25.0,0.10582242953706257,1.2353940391540528
77,20.0,0.30079075625602797,1.3103626489639282
78,30.0,0.014303891795122106,1.010838540395101
79,11.0,0.0202130989720906,1.2274809750643643
80,30.0,0.09674039918290832,1.1060743888219198
81,15.0,5.052449836384441e-09,1.0505472501118978
82,23.0,0.18100920317323319,1.1850112313809602
83,18.0,2.4188641898167818e-11,1.1477622853385077
84,19.0,0.05921220880421628,1.1483946724941856
85,31.0,7.03700917862834e-22,1.145643780308385
86,13.0,6.7654825539335696e-18,1.067185145158034
87,38.0,0.07267931502844516,1.1106286864531667
88,11.0,0.022594579504966558,1.28705603426153
89,15.0,1.0268026155618892e-23,0.7778515100479126
90,38.0,2.3419966548116327e-08,1.0570913239529258
91,11.0,2.3419966548116336e-30,0.8843328302556818
92,55.0,1.5463438723950018e-80,0.9769556045532226
93,41.0,2.778588291221366e-30,0.9170236064166557
94,31.0,0.044433114167456614,1.081575547495196
95,20.0,0.09064230443229247,1.2131381988525392
96,16.0,0.07155550091163948,1.371969997882843
97,22.0,0.2303867676352267,1.4614918340336194
98,16.0,0.14971242187569272,1.4725109189748764
99,22.0,9.79810299562563e-11,1.084959333593195
100,37.0,0.0547635358267643,1.2249052137941927
101,36.0,0.10791102085359591,1.3873635000652738
102,15.0,0.08486195431598516,1.541582504908244
103,14.0,0.15632857580813792,1.4543891293661935
104,61.0,0.20338764191554917,1.195600763696139
105,13.0,0.16642858813333058,1.628641073520367
106,40.0,0.042531728834188605,1.3913276255130769
107,53.0,3.8977814597030345e-28,1.0597665174952093
108,26.0,0.03445051165743816,1.344137659439674
109,14.0,0.05579417694969846,1.362370388848441
110,13.0,5.579417694969846e-28,0.7404592403998742
111,34.0,1.7963027200543028e-16,1.1935710556366865
112,16.0,9.939043139229448e-12,1.2836591601371765
113,32.0,9.939043139229453e-76,0.8831121399998665
114,21.0,3.242325696082472e-08,1.1230480330330985
115,12.0,2.4599028933673744e-14,0.9348196387290955
116,16.0,0.1658095277544608,1.299018919467926
117,18.0,0.011763074736962982,1.245539493030972
118,24.0,0.18407563909953426,1.4303220907847087
119,17.0,3.5313370775416184e-12,1.1661051441641415
120,16.0,3.531337077541619e-44,0.8505212664604187
121,16.0,7.519579754873768e-14,1.1356043070554733
122,25.0,0.018985983705106974,1.22900541305542
123,18.0,3.016332617050747e-26,0.9164890315797594
124,16.0,0.21507700922493117,1.2588453739881516
125,34.0,5.772743841237966e-11,1.1145504502689136
126,30.0,0.33294489913113356,1.422224267323812
127,24.0,0.08739172774264517,1.2566795547803242
128,37.0,0.42564559959710624,1.5713668062880233
129,19.0,8.175280828275307e-09,1.258791208267212
130,42.0,0.04151052344230731,1.3407375358399891
131,42.0,4.0916858058521964e-18,1.3499569722584315
132,24.0,8.755070976160439e-14,1.244104415178299
