episode,reward,avg_surprise,mean_abs_td
0,12.0,2.444364286030538e-06,0.9991798351208369
1,23.0,4.88182960590759e-10,0.9973058415495831
2,14.0,4.881829605907592e-38,0.9897613780839103
3,11.0,4.8818296059075927e-60,0.9919428608634255
4,24.0,4.881829605907594e-108,0.9897268389662107
5,10.0,4.881829605907595e-128,0.9729939103126526
6,21.0,3.2961050962993386e-14,0.9962324500083923
7,14.0,3.296105096299339e-42,0.9763612236295428
8,33.0,5.0205104635597946e-45,0.9641041845986338
9,12.0,5.020510463559796e-69,0.9579773743947347
10,17.0,9.855889212730694e-05,0.9910188983468449
11,16.0,0.00011612069183023486,0.965036254376173
12,31.0,2.4246394786187305e-17,0.9745869713444864
13,22.0,0.00032765954557566326,0.992559473622929
14,19.0,1.4389720785812668e-30,0.9413815768141496
15,13.0,1.438972078581267e-56,0.8818258459751422
16,13.0,1.4389720785812678e-82,0.9217953773645254
17,23.0,1.0729680147641522e-10,0.9528124772984049
18,53.0,1.6928617934749506e-48,0.9733210464693466
19,11.0,2.783013726089973e-05,0.9676980213685469
20,24.0,4.607994671127016e-05,0.9185145075122515
21,9.0,4.607994671127017e-23,0.861757735411326
22,16.0,4.607994671127018e-55,0.8249558955430984
23,59.0,1.6585698856115598e-14,0.9793633970163637
24,22.0,3.4132747443800944e-09,0.9555182971737601
25,25.0,2.039533209595259e-09,0.9180187249183654
26,23.0,2.7499917917405088e-27,0.8875744990680529
27,16.0,2.958593832911921e-07,0.8770320937037468
28,14.0,0.00032434697512915547,1.0198249348572321
29,12.0,5.017551074403588e-05,0.9133254686991373
30,16.0,0.0003531353136830967,0.9255228638648987
31,16.0,3.531353136830968e-36,0.7099096477031708
32,16.0,0.00038861660577224004,0.9684556946158409
33,29.0,5.728312198817056e-20,0.9575526837644905
34,23.0,2.4026840930708638e-39,0.8705342956211256
35,22.0,8.191532370168021e-13,1.0634212385524402
36,31.0,0.0004409322671053927,0.917648765348619
37,31.0,0.04408996532238079,1.0372408590009135
38,16.0,5.6965301280526e-07,0.9527985826134682
39,16.0,3.515850129100661e-13,0.836677722632885
40,13.0,3.515850129100661e-39,0.7903470076047457
41,19.0,3.5158501291006624e-77,0.5894885251396581
42,20.0,0.061973141455605146,1.105321615934372
43,21.0,4.156643311751412e-20,0.8510747693833851
44,18.0,2.33242514985229e-16,0.9103429052564833
45,20.0,0.03559407051758,1.0427564203739166
46,20.0,0.00038650009125563745,0.8786110162734986
47,18.0,0.05715428577216092,1.0454453693495855
48,26.0,0.03738235278025437,1.1031030416488647
49,23.0,2.60619230014742e-09,0.876807021058124
50,17.0,0.0005579924330370131,0.9356581814148847
51,21.0,3.0415940689733847e-08,0.8703529607682001
52,18.0,3.0415940689733857e-44,0.8200433717833625
53,11.0,3.041594068973386e-66,0.6884430755268444
54,19.0,4.881259414768891e-17,0.9335925390845851
55,14.0,6.114511865996646e-12,0.9044755612100873
