episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,1,0.693247,0.000000,0.010000,0.376027,0
1,0,1.484206,0.000000,0.049879,0.376027,1
2,0,0.456247,0.000000,0.050000,0.376027,1
3,1,1.800952,0.000000,0.018482,0.376027,1
4,1,0.217463,0.000000,0.050000,0.376027,0
5,1,1.879820,0.000000,0.010008,0.376027,1
6,1,0.131380,0.000094,0.050000,0.376027,0
7,1,1.465264,0.000287,0.010001,0.377342,0
8,0,0.285668,0.000230,0.050000,0.380158,1
9,1,2.465780,0.000302,0.010064,0.379307,0
10,0,0.020258,0.000241,0.050000,0.380370,1
11,1,1.042227,0.000245,0.010000,0.379474,0
12,0,0.727851,0.000196,0.050000,0.379530,1
13,1,1.866391,0.000165,0.049957,0.378812,1
14,0,0.115323,0.000132,0.050000,0.378358,1
15,0,2.074606,0.000105,0.010000,0.377884,0
16,1,0.121994,0.000084,0.050000,0.377507,0
17,0,1.567615,0.000067,0.010000,0.377208,0
18,1,0.423450,0.000054,0.050000,0.376970,1
19,0,1.740428,0.000043,0.013657,0.376780,1
20,1,0.278791,0.000035,0.050000,0.376628,0
21,0,1.823314,0.000028,0.010052,0.376507,0
22,1,0.223957,0.000022,0.050000,0.376411,0
23,0,1.811711,0.000018,0.010010,0.376334,1
24,0,0.227603,0.000014,0.050000,0.376272,1
25,1,1.953497,0.000011,0.010011,0.376223,1
26,0,0.136240,0.000009,0.050000,0.376184,1
27,1,1.788921,0.000007,0.010001,0.376152,1
28,1,0.208555,0.000006,0.050000,0.376127,1
29,1,1.807303,0.000065,0.010006,0.376107,1
30,0,0.148732,0.000052,0.050000,0.376936,0
31,1,2.098215,0.000080,0.010001,0.376753,0
32,0,0.069620,0.000064,0.050000,0.377151,0
33,1,1.667691,0.000075,0.010000,0.376925,0
34,1,0.221419,0.000194,0.050000,0.377076,0
35,1,1.610928,0.000421,0.010009,0.378783,0
36,0,0.196867,0.000381,0.050000,0.382180,0
37,1,2.429535,0.000482,0.010004,0.381579,1
38,1,0.022034,0.000710,0.050000,0.383136,1
39,1,0.490061,0.001048,0.010000,0.386804,0
40,1,1.236545,0.001480,0.027040,0.392650,0
41,1,0.352926,0.001988,0.050000,0.400808,1
42,0,1.176494,0.001909,0.010479,0.411429,1
43,0,1.526635,0.001527,0.050000,0.409695,0
44,1,0.755983,0.001396,0.050000,0.401734,0
45,0,0.930994,0.001117,0.049982,0.399151,1
46,0,1.768133,0.000893,0.050000,0.393889,0
47,1,0.362191,0.000715,0.050000,0.389917,0
48,1,1.528656,0.000635,0.010630,0.386887,0
49,1,0.220231,0.000760,0.050000,0.385571,0
50,0,1.328653,0.000608,0.010009,0.387645,0
51,1,1.047249,0.000618,0.050000,0.385141,0
52,0,0.592753,0.000494,0.050000,0.385296,0
53,1,2.356762,0.000443,0.047669,0.383324,1
54,1,0.023262,0.000597,0.050000,0.382532,1
55,1,0.453577,0.000913,0.010000,0.384960,0
56,1,1.173275,0.001357,0.017959,0.390262,0
57,0,0.362212,0.001238,0.050000,0.398389,0
58,0,2.977606,0.000991,0.010631,0.396140,0
59,1,0.017956,0.000836,0.050000,0.391621,1
60,1,0.379456,0.000926,0.010000,0.388931,1
61,0,1.243854,0.000740,0.011047,0.390476,0
62,1,1.288534,0.000704,0.050000,0.387315,0
63,1,0.333537,0.000889,0.050000,0.386709,0
64,1,1.229530,0.001245,0.010269,0.389842,0
65,1,0.313197,0.001728,0.050000,0.396261,0
66,0,1.087221,0.001561,0.010147,0.405854,0
67,1,1.867126,0.001655,0.050000,0.402418,0
68,1,0.061713,0.001947,0.050000,0.404339,1
69,1,0.647821,0.002385,0.010000,0.410535,1
70,1,0.758783,0.002925,0.049531,0.420524,1
71,1,0.602644,0.003533,0.049983,0.434027,1
72,1,0.707427,0.004182,0.048241,0.450719,1
73,1,0.572924,0.004850,0.049921,0.470087,0
74,1,0.651681,0.005518,0.045966,0.491377,0
75,1,0.552538,0.006174,0.049582,0.513651,1
76,1,0.597919,0.006807,0.043146,0.535914,0
77,0,0.534186,0.006184,0.047987,0.557266,0
78,1,3.908001,0.005911,0.039442,0.536242,1
79,1,0.010000,0.005896,0.050000,0.526990,1
80,1,0.010000,0.006063,0.010000,0.526461,0
81,0,0.010000,0.005118,0.010000,0.532145,0
82,1,1.712375,0.004646,0.010000,0.500229,0
83,1,0.049550,0.004521,0.050000,0.484753,0
84,1,0.341947,0.004645,0.010000,0.480747,1
85,1,0.667938,0.004943,0.010346,0.484738,0
86,1,0.446766,0.005354,0.049742,0.494432,0
87,1,0.565087,0.005836,0.016736,0.508135,1
88,1,0.470718,0.006352,0.045029,0.524410,1
89,1,0.503954,0.006879,0.021740,0.541966,1
90,1,0.464960,0.007398,0.031185,0.559680,0
91,1,0.465614,0.007895,0.020360,0.576664,0
92,1,0.446823,0.008362,0.020511,0.592300,1
93,1,0.438042,0.008791,0.016746,0.606241,1
94,1,0.425444,0.009179,0.015394,0.618356,0
95,1,0.415078,0.009526,0.013860,0.628675,0
96,0,0.404424,0.008099,0.012903,0.637320,0
97,1,5.199591,0.007212,0.012152,0.598496,0
98,1,0.010000,0.006723,0.050000,0.570647,0
99,1,0.010000,0.006521,0.010000,0.554450,1
100,1,0.010000,0.006521,0.010000,0.547654,0
101,1,0.010000,0.006661,0.010000,0.547682,1
102,1,0.010000,0.006889,0.010000,0.552366,1
103,0,0.010000,0.005511,0.010000,0.559999,0
104,1,2.162863,0.004607,0.010000,0.513420,1
105,1,0.010000,0.004168,0.050000,0.483504,0
106,1,0.038242,0.004062,0.010000,0.469646,1
107,1,0.157564,0.004189,0.010000,0.466399,0
