Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -322.90; Last 100 Avg Ret: -141.62; Var: 0.00036634; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
520: Ret: -35.93; Last 100 Avg Ret: -6.46; Var: 0.00077174; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
530: Ret: 246.31; Last 100 Avg Ret: 8.56; Var: 0.00046846; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
540: Ret: -75.16; Last 100 Avg Ret: 8.82; Var: 0.00058966; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
550: Ret: 212.94; Last 100 Avg Ret: 17.42; Var: 0.00091344; NE: 1.146; ACh: 0.000; ActLR: 0.00006250; Solved: N
560: Ret: 218.92; Last 100 Avg Ret: 23.70; Var: 0.00046148; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
570: Ret: -145.68; Last 100 Avg Ret: 19.88; Var: 0.00085438; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
580: Ret: 242.36; Last 100 Avg Ret: 25.41; Var: 0.00070398; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
590: Ret: -42.38; Last 100 Avg Ret: 28.49; Var: 0.00024674; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
600: Ret: 9.62; Last 100 Avg Ret: 40.22; Var: 0.00029303; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
610: Ret: -118.44; Last 100 Avg Ret: 45.80; Var: 0.00068607; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
620: Ret: 6.80; Last 100 Avg Ret: 44.80; Var: 0.00084520; NE: 1.146; ACh: 0.000; ActLR: 0.00006250; Solved: N
630: Ret: -94.27; Last 100 Avg Ret: 38.20; Var: 0.00123771; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
640: Ret: 28.16; Last 100 Avg Ret: 37.54; Var: 0.00039912; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
650: Ret: 276.97; Last 100 Avg Ret: 42.83; Var: 0.00076040; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
660: Ret: 239.94; Last 100 Avg Ret: 43.88; Var: 0.00025625; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
670: Ret: 145.93; Last 100 Avg Ret: 56.92; Var: 0.00004036; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
680: Ret: 163.51; Last 100 Avg Ret: 63.10; Var: 0.00086749; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
690: Ret: 273.23; Last 100 Avg Ret: 63.73; Var: 0.00008575; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
700: Ret: 25.81; Last 100 Avg Ret: 60.21; Var: 0.00128313; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
710: Ret: 232.79; Last 100 Avg Ret: 65.78; Var: 0.00037985; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
720: Ret: 168.18; Last 100 Avg Ret: 56.08; Var: 0.00031810; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
730: Ret: 141.99; Last 100 Avg Ret: 61.12; Var: 0.00120240; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
740: Ret: 284.11; Last 100 Avg Ret: 65.34; Var: 0.00040123; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
750: Ret: -2.83; Last 100 Avg Ret: 49.23; Var: 0.00054624; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
760: Ret: 230.52; Last 100 Avg Ret: 49.03; Var: 0.00071584; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
770: Ret: -61.50; Last 100 Avg Ret: 48.05; Var: 0.00059273; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
780: Ret: 189.03; Last 100 Avg Ret: 46.42; Var: 0.00125673; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
790: Ret: 15.40; Last 100 Avg Ret: 48.69; Var: 0.00149481; NE: 1.147; ACh: 0.000; ActLR: 0.00006250; Solved: N
800: Ret: 226.18; Last 100 Avg Ret: 51.54; Var: 0.00007896; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
810: Ret: 185.74; Last 100 Avg Ret: 59.40; Var: 0.00014227; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
820: Ret: 163.28; Last 100 Avg Ret: 69.47; Var: 0.00040346; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
830: Ret: 115.20; Last 100 Avg Ret: 59.97; Var: 0.00013442; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
840: Ret: -43.02; Last 100 Avg Ret: 60.53; Var: 0.00008215; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
850: Ret: -34.33; Last 100 Avg Ret: 65.84; Var: 0.00087476; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
860: Ret: 24.00; Last 100 Avg Ret: 64.94; Var: 0.00029707; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
870: Ret: 94.99; Last 100 Avg Ret: 55.22; Var: 0.00085000; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
880: Ret: -43.20; Last 100 Avg Ret: 52.22; Var: 0.00034617; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
890: Ret: -173.34; Last 100 Avg Ret: 46.84; Var: 0.00006765; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
900: Ret: 120.93; Last 100 Avg Ret: 48.02; Var: 0.00077117; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
910: Ret: 269.06; Last 100 Avg Ret: 40.63; Var: 0.00062532; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
920: Ret: -68.70; Last 100 Avg Ret: 43.08; Var: 0.00178667; NE: 1.151; ACh: 0.000; ActLR: 0.00006250; Solved: N
930: Ret: 213.93; Last 100 Avg Ret: 44.84; Var: 0.00047558; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
940: Ret: -87.56; Last 100 Avg Ret: 32.78; Var: 0.00013493; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
950: Ret: 33.09; Last 100 Avg Ret: 31.82; Var: 0.00040809; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
960: Ret: 134.03; Last 100 Avg Ret: 33.87; Var: 0.00041742; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
970: Ret: -54.72; Last 100 Avg Ret: 34.56; Var: 0.00046027; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
980: Ret: -142.92; Last 100 Avg Ret: 19.31; Var: 0.00049006; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
990: Ret: -66.23; Last 100 Avg Ret: 7.63; Var: 0.00072695; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1000: Ret: -138.89; Last 100 Avg Ret: -9.60; Var: 0.00093680; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1010: Ret: -246.28; Last 100 Avg Ret: -45.76; Var: 0.00153775; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1020: Ret: -501.91; Last 100 Avg Ret: -106.98; Var: 0.00340774; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1030: Ret: -477.97; Last 100 Avg Ret: -171.04; Var: 0.00509069; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1040: Ret: -514.31; Last 100 Avg Ret: -223.62; Var: 0.01008655; NE: 1.144; ACh: 1.000; ActLR: 0.00100000; Solved: N
1050: Ret: 185.65; Last 100 Avg Ret: -276.72; Var: 0.01020743; NE: 1.143; ACh: 1.000; ActLR: 0.00100000; Solved: N
1060: Ret: -871.70; Last 100 Avg Ret: -350.28; Var: 0.00547156; NE: 1.143; ACh: 0.005; ActLR: 0.00076636; Solved: N
1070: Ret: -915.69; Last 100 Avg Ret: -414.78; Var: 0.01025208; NE: 1.143; ACh: 1.000; ActLR: 0.00100000; Solved: N
1080: Ret: -535.75; Last 100 Avg Ret: -467.58; Var: 0.00477761; NE: 1.143; ACh: 0.000; ActLR: 0.00043161; Solved: N
1090: Ret: -440.71; Last 100 Avg Ret: -507.21; Var: 0.01019211; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1100: Ret: -331.14; Last 100 Avg Ret: -550.18; Var: 0.00520772; NE: 1.143; ACh: 0.001; ActLR: 0.00006506; Solved: N
1110: Ret: -731.87; Last 100 Avg Ret: -579.36; Var: 0.00171893; NE: 1.142; ACh: 0.000; ActLR: 0.00059049; Solved: N
1120: Ret: -930.86; Last 100 Avg Ret: -597.43; Var: 0.00522723; NE: 1.142; ACh: 0.001; ActLR: 0.00008425; Solved: N
1130: Ret: -520.33; Last 100 Avg Ret: -609.48; Var: 0.00505579; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1140: Ret: -370.53; Last 100 Avg Ret: -627.53; Var: 0.00151964; NE: 1.143; ACh: 0.000; ActLR: 0.00043047; Solved: N
1150: Ret: -974.21; Last 100 Avg Ret: -676.18; Var: 0.00506753; NE: 1.142; ACh: 0.000; ActLR: 0.00006391; Solved: N
1160: Ret: -355.61; Last 100 Avg Ret: -660.21; Var: 0.00511689; NE: 1.142; ACh: 0.000; ActLR: 0.00014654; Solved: N
1170: Ret: -488.27; Last 100 Avg Ret: -649.03; Var: 0.01013288; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1180: Ret: -851.50; Last 100 Avg Ret: -640.47; Var: 0.00840871; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1190: Ret: -907.17; Last 100 Avg Ret: -649.41; Var: 0.00194201; NE: 1.143; ACh: 0.000; ActLR: 0.00047830; Solved: N
1200: Ret: -383.57; Last 100 Avg Ret: -651.17; Var: 0.00526921; NE: 1.143; ACh: 0.001; ActLR: 0.00006872; Solved: N
1210: Ret: -517.06; Last 100 Avg Ret: -653.61; Var: 0.00403747; NE: 1.142; ACh: 0.000; ActLR: 0.00012158; Solved: N
1220: Ret: -836.90; Last 100 Avg Ret: -642.60; Var: 0.01013259; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1230: Ret: -444.50; Last 100 Avg Ret: -634.28; Var: 0.00104048; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
1240: Ret: -472.70; Last 100 Avg Ret: -613.57; Var: 0.00139631; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1250: Ret: -462.51; Last 100 Avg Ret: -563.03; Var: 0.00355669; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1260: Ret: -490.58; Last 100 Avg Ret: -556.34; Var: 0.00176591; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
1270: Ret: -599.37; Last 100 Avg Ret: -562.87; Var: 0.01016290; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1280: Ret: -429.13; Last 100 Avg Ret: -564.53; Var: 0.00113469; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
1290: Ret: -822.53; Last 100 Avg Ret: -555.78; Var: 0.00097785; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1300: Ret: -848.13; Last 100 Avg Ret: -562.10; Var: 0.00319983; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1310: Ret: -452.31; Last 100 Avg Ret: -546.51; Var: 0.00887067; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1320: Ret: -453.67; Last 100 Avg Ret: -545.47; Var: 0.00191986; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1330: Ret: -446.37; Last 100 Avg Ret: -524.41; Var: 0.01024599; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1340: Ret: -775.82; Last 100 Avg Ret: -520.98; Var: 0.00526563; NE: 1.142; ACh: 0.001; ActLR: 0.00007459; Solved: N
1350: Ret: -696.63; Last 100 Avg Ret: -506.10; Var: 0.00555269; NE: 1.142; ACh: 0.009; ActLR: 0.00016284; Solved: N
1360: Ret: -187.80; Last 100 Avg Ret: -502.59; Var: 0.00511276; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1370: Ret: -798.09; Last 100 Avg Ret: -498.28; Var: 0.01025205; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1380: Ret: -151.62; Last 100 Avg Ret: -477.09; Var: 0.00939197; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1390: Ret: -508.91; Last 100 Avg Ret: -471.16; Var: 0.00149886; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1400: Ret: -202.29; Last 100 Avg Ret: -450.21; Var: 0.01024586; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1410: Ret: -138.06; Last 100 Avg Ret: -440.93; Var: 0.00191042; NE: 1.142; ACh: 0.000; ActLR: 0.00065610; Solved: N
1420: Ret: -198.60; Last 100 Avg Ret: -418.54; Var: 0.00509070; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1430: Ret: -334.92; Last 100 Avg Ret: -405.56; Var: 0.00967896; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1440: Ret: -274.30; Last 100 Avg Ret: -373.76; Var: 0.00513523; NE: 1.143; ACh: 0.000; ActLR: 0.00012314; Solved: N
1450: Ret: -71.03; Last 100 Avg Ret: -353.91; Var: 0.00264922; NE: 1.142; ACh: 0.000; ActLR: 0.00028243; Solved: N
1460: Ret: -258.53; Last 100 Avg Ret: -328.14; Var: 0.00314202; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1470: Ret: -299.66; Last 100 Avg Ret: -288.78; Var: 0.00217659; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1480: Ret: -65.78; Last 100 Avg Ret: -271.85; Var: 0.00591471; NE: 1.142; ACh: 0.090; ActLR: 0.00100000; Solved: N
1490: Ret: -277.86; Last 100 Avg Ret: -246.46; Var: 0.00249554; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1500: Ret: -208.69; Last 100 Avg Ret: -233.31; Var: 0.00121054; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1510: Ret: -141.05; Last 100 Avg Ret: -222.73; Var: 0.00099273; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1520: Ret: -285.30; Last 100 Avg Ret: -212.51; Var: 0.00863033; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1530: Ret: -56.30; Last 100 Avg Ret: -198.38; Var: 0.01001331; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1540: Ret: -121.65; Last 100 Avg Ret: -192.18; Var: 0.00127941; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1550: Ret: -258.72; Last 100 Avg Ret: -186.97; Var: 0.00372164; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1560: Ret: -149.72; Last 100 Avg Ret: -185.89; Var: 0.00138257; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1570: Ret: -129.19; Last 100 Avg Ret: -186.76; Var: 0.00275897; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1580: Ret: -343.24; Last 100 Avg Ret: -187.29; Var: 0.00109046; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1590: Ret: -106.03; Last 100 Avg Ret: -178.37; Var: 0.00193905; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1600: Ret: -248.38; Last 100 Avg Ret: -174.15; Var: 0.00119144; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1610: Ret: -210.67; Last 100 Avg Ret: -168.94; Var: 0.00108903; NE: 1.143; ACh: 0.000; ActLR: 0.00009848; Solved: N
1620: Ret: -287.86; Last 100 Avg Ret: -157.66; Var: 0.00428264; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1630: Ret: -73.20; Last 100 Avg Ret: -154.85; Var: 0.00440202; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1640: Ret: -149.67; Last 100 Avg Ret: -154.09; Var: 0.00455529; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1650: Ret: -234.12; Last 100 Avg Ret: -165.74; Var: 0.00131669; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1660: Ret: -210.69; Last 100 Avg Ret: -165.36; Var: 0.00246413; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1670: Ret: -167.41; Last 100 Avg Ret: -165.76; Var: 0.00324411; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1680: Ret: -145.01; Last 100 Avg Ret: -163.89; Var: 0.00095106; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1690: Ret: -354.83; Last 100 Avg Ret: -169.73; Var: 0.00072741; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1700: Ret: -143.05; Last 100 Avg Ret: -169.58; Var: 0.00156853; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1710: Ret: -217.73; Last 100 Avg Ret: -172.25; Var: 0.01024887; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1720: Ret: -226.08; Last 100 Avg Ret: -183.74; Var: 0.00625208; NE: 1.143; ACh: 0.458; ActLR: 0.00100000; Solved: N
1730: Ret: -215.20; Last 100 Avg Ret: -195.10; Var: 0.00605112; NE: 1.142; ACh: 0.189; ActLR: 0.00100000; Solved: N
1740: Ret: -326.16; Last 100 Avg Ret: -207.94; Var: 0.00341666; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1750: Ret: -293.92; Last 100 Avg Ret: -209.82; Var: 0.00100779; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1760: Ret: -233.99; Last 100 Avg Ret: -218.77; Var: 0.00325249; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1770: Ret: -239.48; Last 100 Avg Ret: -225.75; Var: 0.00307082; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1780: Ret: -226.52; Last 100 Avg Ret: -244.37; Var: 0.00178320; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1790: Ret: -226.01; Last 100 Avg Ret: -250.83; Var: 0.00949516; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1800: Ret: -276.69; Last 100 Avg Ret: -253.53; Var: 0.00130136; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
