episode,mean_reward,std_reward
283,24.619048,12.384615
284,25.380952,17.343796
285,24.952381,13.871781
286,16.809524,6.291484
287,25.428571,13.011246
288,21.904762,12.393949
289,20.571429,10.367401
290,18.761905,7.763803
291,24.714286,14.573763
292,26.523810,13.318870
293,18.000000,7.037316
294,23.904762,15.051989
295,24.285714,9.904991
296,24.904762,10.897377
297,19.904762,11.608309
298,18.428571,6.694500
299,24.571429,12.183406
300,23.047619,10.153471
301,21.142857,10.920866
302,24.380952,14.443572
303,19.285714,7.789754
304,17.714286,5.247610
305,23.380952,14.923539
306,18.714286,6.662924
307,18.809524,6.351746
308,21.095238,8.749992
309,22.714286,11.251001
310,24.333333,14.479323
311,23.428571,14.248046
312,22.333333,11.793191
313,21.904762,13.419619
314,26.333333,12.143324
315,22.952381,14.724376
316,24.666667,15.195028
317,16.761905,6.703977
318,25.714286,12.103297
319,20.047619,7.293025
320,19.142857,7.166627
321,21.285714,13.522971
322,18.047619,8.185214
323,19.333333,8.334286
324,25.047619,19.601934
325,20.761905,11.467988
326,24.476190,11.387625
327,25.523810,17.264384
328,26.238095,19.155764
329,28.285714,16.524564
330,17.666667,7.180220
331,19.619048,10.638995
332,19.523810,9.235640
333,27.857143,12.040747
334,22.952381,9.638594
335,30.285714,16.787589
336,21.857143,11.760652
337,19.190476,6.807692
338,20.857143,12.502517
339,21.285714,9.636947
340,21.238095,10.849203
341,20.761905,10.636437
342,24.238095,14.198943
343,21.190476,9.479899
344,19.190476,6.701947
345,18.047619,9.209086
346,21.285714,12.142577
347,24.380952,12.859964
348,18.714286,11.097588
349,26.857143,16.619798
350,19.809524,7.657048
351,28.285714,16.909121
352,24.190476,16.734962
353,24.190476,14.073342
354,24.809524,11.337334
355,23.904762,14.543546
356,25.047619,9.245211
357,20.619048,8.091596
358,27.619048,18.167150
359,26.476190,12.838258
360,25.333333,14.942217
361,24.047619,11.294652
362,26.952381,19.628638
363,25.761905,19.078546
364,21.523810,9.614568
365,18.571429,7.214875
366,30.238095,15.913171
367,20.047619,9.418706
368,23.190476,12.342798
369,22.047619,10.508392
370,25.857143,13.618215
371,21.142857,11.675313
372,24.190476,15.456911
373,20.809524,12.022277
374,20.476190,9.063895
375,24.761905,14.279205
376,22.952381,16.316735
377,20.238095,12.343901
378,19.476190,6.737380
379,21.095238,7.386634
380,20.619048,9.519285
381,21.333333,10.343313
382,18.190476,7.300483
383,25.000000,16.393959
384,33.190476,19.759552
385,22.857143,10.245955
386,25.809524,18.425187
387,22.047619,9.771076
388,20.904762,11.126565
389,26.714286,17.487799
390,19.904762,6.948140
391,24.333333,14.210437
392,21.476190,13.542241
393,25.952381,16.398247
394,20.380952,9.702607
395,19.285714,11.157500
396,20.904762,8.348965
397,21.000000,17.199114
398,23.190476,7.985815
399,26.333333,14.730381
400,20.523810,7.378341
401,27.190476,16.378322
402,30.238095,31.368630
403,21.238095,9.551389
404,25.476190,11.549558
405,23.333333,20.510934
406,20.095238,10.327516
407,22.476190,14.424249
408,28.809524,17.892853
409,18.476190,7.865652
410,20.666667,8.855094
411,23.380952,11.974084
412,22.714286,11.106167
413,22.666667,8.675819
414,23.761905,6.155948
415,20.571429,8.162466
416,23.809524,9.708215
417,25.523810,14.022496
418,23.952381,13.311206
419,22.952381,14.743768
420,27.380952,18.305545
421,20.238095,12.712591
422,20.809524,9.000630
423,27.380952,18.962309
424,21.571429,10.490683
425,26.904762,12.019448
426,20.619048,7.201033
427,24.571429,12.484548
428,26.000000,13.071233
429,24.000000,12.600076
430,24.285714,14.329932
431,25.333333,10.338708
432,20.333333,8.102518
433,23.952381,10.838539
434,21.761905,12.015485
435,18.809524,7.215189
436,19.285714,8.390146
437,23.952381,11.882264
438,24.333333,14.297297
439,28.714286,22.539157
440,23.952381,12.718476
441,26.714286,17.599088
442,22.285714,9.050877
443,24.380952,10.904242
444,24.047619,11.068945
445,23.285714,9.808368
446,19.000000,13.575187
447,21.380952,11.610653
448,26.761905,16.846378
449,28.190476,17.866220
450,24.142857,13.335544
451,23.714286,18.045294
452,29.666667,16.533756
453,21.000000,11.334734
454,20.000000,7.191265
455,30.523810,22.908969
456,22.476190,9.786380
457,26.666667,12.559699
458,20.809524,8.688356
459,24.476190,11.709252
460,22.952381,12.977916
461,27.380952,15.640230
462,21.428571,9.219913
463,22.428571,19.737736
464,16.809524,4.594189
465,22.904762,13.219411
466,19.809524,9.921689
467,22.428571,13.225414
468,25.333333,9.982524
469,20.238095,7.063688
470,22.000000,12.000000
471,30.952381,17.847172
472,20.619048,14.740538
473,22.047619,11.486954
474,18.714286,11.477277
475,22.095238,14.067540
476,27.190476,16.436368
477,25.809524,13.265132
478,25.047619,12.904323
479,19.476190,8.139375
480,25.142857,9.677100
481,22.809524,7.919951
482,26.666667,16.275407
483,21.142857,8.396630
484,20.476190,11.180847
485,21.095238,9.002141
486,23.523810,15.879364
487,31.857143,26.104708
488,26.142857,13.371205
489,21.619048,10.144087
490,20.380952,11.197262
491,17.000000,6.824326
492,26.000000,19.832633
493,19.523810,7.706639
494,26.000000,15.675276
495,18.190476,6.091517
496,25.476190,14.364702
497,18.095238,7.256555
498,23.952381,13.282556
499,24.761905,13.294842
500,24.380952,12.472737
501,21.142857,10.864033
502,20.809524,11.713318
503,26.666667,15.724816
504,21.523810,9.609613
505,20.285714,7.065293
506,19.857143,8.402300
507,20.190476,11.133900
508,22.190476,12.171861
509,19.571429,9.053131
510,26.000000,11.401754
511,24.190476,11.499975
512,26.285714,11.178819
513,28.333333,19.943571
514,23.380952,10.697023
515,23.714286,9.656692
516,23.476190,12.897468
517,22.095238,8.046915
518,21.047619,11.910284
519,21.666667,13.715939
520,20.000000,8.793937
521,27.047619,19.054999
522,28.333333,19.062137
523,24.714286,15.958705
524,23.476190,11.227598
525,20.523810,8.533514
526,24.619048,16.287524
527,24.714286,13.990278
528,23.380952,8.549443
529,20.571429,12.919426
530,25.857143,16.042461
531,20.333333,9.177267
532,26.904762,21.478460
533,24.714286,14.778178
534,29.095238,13.518611
535,29.285714,21.341091
536,24.380952,12.867368
537,26.190476,17.513584
538,21.666667,9.833535
539,23.142857,11.909523
540,20.428571,13.272138
541,27.095238,14.748381
542,24.523810,15.233481
543,30.714286,22.277776
544,19.095238,8.949088
545,24.904762,13.016125
546,23.142857,17.097161
547,20.857143,9.794487
548,28.476190,13.598386
549,27.000000,11.868325
550,23.285714,13.832821
551,24.666667,9.741093
552,22.000000,12.592515
553,22.428571,10.358210
554,22.476190,8.867378
555,21.952381,9.337463
556,27.142857,18.066770
557,25.904762,16.471923
558,26.809524,14.685980
559,25.761905,17.309245
560,23.190476,9.333090
561,21.904762,11.422220
562,22.190476,8.156908
563,21.333333,11.813363
564,19.047619,6.643838
565,21.809524,11.594823
566,23.619048,16.845167
567,24.523810,9.931283
568,21.190476,6.772627
569,25.285714,12.765813
570,22.571429,7.724860
571,24.047619,14.244385
572,26.333333,10.530379
573,22.000000,13.330952
574,21.095238,12.355468
575,28.333333,22.533221
576,30.428571,21.632364
577,22.571429,10.803753
578,21.190476,7.474522
579,24.571429,14.117100
580,28.047619,26.024670
581,22.047619,15.233035
582,29.666667,22.873010
583,22.523810,13.156997
584,22.476190,11.048030
585,21.190476,7.556889
586,21.285714,9.269216
587,33.761905,19.786731
588,18.476190,8.027447
589,22.333333,11.016582
590,19.857143,7.863634
591,22.571429,10.289021
592,27.095238,13.672721
593,22.666667,12.306922
594,23.333333,10.999278
595,29.666667,20.748685
596,24.238095,14.576252
597,27.523810,14.575318
598,23.238095,12.550488
599,19.714286,12.067835
600,30.238095,30.462944
601,28.238095,15.850206
602,25.476190,17.025524
603,26.142857,10.642617
604,23.952381,17.833826
605,22.809524,10.644109
606,23.190476,10.275348
607,26.000000,13.529509
608,23.238095,8.673467
609,24.380952,12.970575
610,28.333333,15.851493
611,22.952381,9.949760
612,23.000000,15.178305
613,24.047619,16.646110
614,19.285714,8.658290
615,21.047619,11.370288
616,24.523810,15.466151
617,26.095238,17.115587
618,25.523810,14.384579
619,29.142857,13.888281
620,23.619048,9.648470
621,33.190476,19.229489
622,25.142857,14.762519
623,35.333333,27.992062
624,27.619048,13.667745
625,23.714286,12.619497
626,29.761905,15.187416
627,24.238095,12.051101
628,28.952381,26.890388
629,25.523810,17.409956
630,28.523810,13.189531
631,33.380952,18.305545
632,21.952381,11.038790
633,20.809524,10.572287
634,29.857143,14.707581
635,22.761905,13.408969
636,22.523810,11.598929
637,22.285714,13.216666
638,22.428571,14.103601
639,25.047619,10.978230
640,22.952381,13.940268
641,20.619048,7.240601
642,28.619048,20.557645
643,22.761905,10.141404
644,23.285714,11.539344
645,21.523810,12.081545
646,20.809524,9.708215
647,22.809524,16.557602
648,29.333333,25.210227
649,24.761905,9.620933
650,22.190476,12.085485
651,23.095238,8.831247
652,26.952381,13.548770
653,30.047619,14.821080
654,22.000000,10.419761
655,26.714286,17.362090
656,23.904762,11.405532
657,28.619048,16.043026
658,26.571429,16.660679
659,29.000000,15.611351
660,26.000000,14.829186
661,25.809524,12.507594
662,28.857143,27.297803
663,24.666667,12.237076
664,26.761905,13.215809
665,24.380952,17.075396
666,24.761905,16.230203
667,27.333333,19.910115
668,17.761905,5.596808
669,24.285714,14.800717
670,24.238095,16.115372
671,21.476190,9.713119
672,22.571429,12.085298
673,25.476190,14.685980
674,30.000000,21.598060
675,17.952381,6.593476
676,22.619048,11.137565
677,23.714286,10.757690
678,22.285714,9.929000
679,23.285714,10.071851
680,26.142857,12.728991
681,22.238095,13.476275
682,23.428571,10.247283
683,29.714286,18.619352
684,23.428571,11.524597
685,28.000000,22.824381
686,20.333333,10.776223
687,28.142857,24.131161
688,25.904762,19.279658
689,20.000000,11.657820
690,29.476190,16.695078
691,28.857143,16.327849
692,21.809524,11.934819
693,23.809524,14.261567
694,22.523810,10.724334
695,27.809524,20.530161
696,21.047619,5.559001
697,24.142857,14.347011
698,23.714286,10.633025
699,22.095238,9.831460
700,22.952381,11.474511
701,25.761905,14.828880
702,24.952381,16.066754
703,21.904762,11.019052
704,26.285714,11.267918
705,22.047619,8.493562
706,22.476190,11.022138
707,28.000000,17.196345
708,23.000000,9.734573
709,26.285714,11.293246
710,28.000000,21.558337
711,23.047619,12.748394
712,23.000000,14.690457
713,24.238095,16.405298
714,22.952381,13.098441
715,22.333333,10.638355
716,24.238095,9.159459
717,17.666667,5.759740
718,23.952381,12.276482
719,26.380952,17.833826
720,26.714286,20.293426
721,29.142857,11.675313
722,24.428571,15.567278
723,24.857143,18.956807
724,20.619048,6.883218
725,30.000000,17.171405
726,20.619048,10.661351
727,27.476190,20.943505
728,32.666667,29.633207
729,25.047619,11.643417
730,26.380952,13.998218
731,30.476190,24.377232
732,27.571429,13.626205
733,24.428571,10.458860
734,24.809524,14.394506
735,20.523810,11.778184
736,26.857143,17.163876
737,27.238095,14.966327
738,22.428571,13.421984
739,28.523810,17.594964
740,25.142857,11.577012
741,21.285714,7.426740
742,26.000000,12.286268
743,21.571429,9.810448
744,24.857143,16.160757
745,25.857143,20.762342
746,21.142857,8.486885
747,25.904762,14.641444
748,25.952381,11.478660
749,24.285714,20.819274
750,28.809524,16.401565
751,26.857143,13.112283
752,24.476190,11.914853
753,25.714286,15.344125
754,24.619048,16.424361
755,26.476190,19.874892
756,27.523810,14.130747
757,21.428571,10.228678
758,35.809524,20.850075
759,22.714286,9.943377
760,27.523810,15.126826
761,22.285714,10.245291
762,21.380952,13.991413
763,28.476190,18.952620
764,22.238095,8.551829
765,28.666667,17.785316
766,32.095238,23.904382
767,24.428571,13.062383
768,27.476190,16.471097
769,26.333333,12.080418
770,31.095238,19.368371
771,23.380952,11.090434
772,25.571429,14.990700
773,30.571429,20.943396
774,25.857143,12.984554
775,23.047619,10.481168
776,31.523810,20.984391
777,25.761905,15.513143
778,33.285714,26.089850
779,27.142857,15.163508
780,27.238095,18.603391
781,29.285714,17.547603
782,25.142857,12.287375
783,26.952381,14.763134
784,26.904762,13.599386
785,28.000000,17.074068
786,29.523810,17.818180
787,27.190476,19.040356
788,30.904762,17.110021
789,21.809524,11.108208
790,24.619048,14.072859
791,28.523810,23.060209
792,23.476190,10.385975
793,25.809524,13.615884
794,24.190476,14.314891
795,25.095238,12.968477
796,25.666667,9.603240
797,31.761905,22.487890
798,26.714286,15.341021
799,32.333333,22.674368
800,24.857143,16.397694
801,28.666667,17.194499
802,32.809524,15.518404
803,26.857143,15.213671
804,30.285714,15.575142
805,26.523810,16.087910
806,27.095238,18.063129
807,31.714286,17.309900
808,28.238095,22.698657
809,27.142857,14.587293
810,24.142857,16.072116
811,28.714286,17.645026
812,26.714286,11.460669
813,28.523810,20.963958
814,24.380952,10.965210
815,25.142857,14.065445
816,24.809524,14.634008
817,25.714286,15.916876
818,22.809524,9.209824
819,23.095238,9.821768
820,25.523810,16.876637
821,26.523810,13.492922
822,29.666667,18.989554
823,25.190476,17.562457
824,28.952381,13.488889
825,23.190476,10.839166
826,25.238095,11.558978
827,27.761905,17.229280
828,26.380952,14.548691
829,24.238095,16.445885
830,26.238095,12.455271
831,27.000000,14.232759
832,25.142857,13.822982
833,34.428571,20.836258
834,22.952381,8.818143
835,23.619048,10.073427
836,25.428571,13.688965
837,28.285714,17.851618
838,22.523810,13.102595
839,25.190476,16.574849
840,32.333333,24.070004
841,24.523810,13.824130
842,29.142857,26.913062
843,28.285714,12.460004
844,24.285714,13.642172
845,26.380952,16.412760
846,31.000000,18.275667
847,28.809524,14.656768
848,23.095238,13.794080
849,22.428571,11.495637
850,26.619048,12.537472
851,23.523810,10.585790
852,27.904762,22.045202
853,26.761905,13.900684
854,30.238095,16.964683
855,29.000000,15.696527
856,27.095238,13.070886
857,27.428571,11.842504
858,33.238095,19.748188
859,28.333333,13.192109
860,29.047619,19.047500
861,28.666667,14.210437
862,26.380952,14.015217
863,27.190476,14.892053
864,26.000000,18.703196
865,24.904762,10.401029
866,26.285714,14.213149
867,27.619048,16.771507
868,29.761905,16.288777
869,24.619048,14.113405
870,24.857143,16.160757
871,23.476190,11.906857
872,32.047619,18.323745
873,36.666667,21.645044
874,32.095238,27.962398
875,32.476190,18.955133
876,30.904762,22.326377
877,26.190476,10.869876
878,27.047619,15.836895
879,37.095238,27.817269
880,21.380952,11.993952
881,30.761905,16.891544
882,30.428571,20.868229
883,30.142857,18.208543
884,28.238095,26.459141
885,29.857143,19.494287
886,28.571429,15.370260
887,29.904762,18.464650
888,24.190476,13.300981
889,28.380952,11.336734
890,25.952381,10.092318
891,29.428571,15.453683
892,29.095238,28.381592
893,23.142857,12.725249
894,28.000000,16.367796
895,28.809524,19.793263
896,26.523810,20.183961
897,33.904762,22.368994
898,33.190476,24.472762
899,23.666667,9.583385
900,33.714286,21.430159
901,26.476190,20.749341
902,30.047619,19.896102
903,27.761905,14.719293
904,28.285714,16.747830
905,31.285714,14.142617
906,30.904762,20.681035
907,34.761905,23.219255
908,31.000000,20.821235
909,32.000000,21.050959
910,24.095238,13.251791
911,33.428571,25.267279
912,30.857143,18.929155
913,35.428571,29.098472
914,28.476190,20.216964
915,27.809524,12.915915
916,31.047619,21.868604
917,29.047619,18.709499
918,30.714286,17.052141
919,30.571429,25.013466
920,30.142857,17.086017
921,23.428571,9.742257
922,25.761905,25.345056
923,30.857143,17.583233
924,25.285714,10.254583
925,30.333333,13.403387
926,29.190476,17.491819
927,28.666667,21.450571
928,26.666667,14.951774
929,25.000000,13.248540
930,27.238095,12.141643
931,34.380952,27.128400
932,33.238095,23.329737
933,31.047619,19.352559
934,28.238095,19.830003
935,32.190476,21.550868
936,29.571429,24.028894
937,31.142857,20.714122
938,24.714286,18.079567
939,30.761905,22.060317
940,30.333333,15.276291
941,23.857143,14.884590
942,27.476190,16.360868
943,27.238095,14.838511
944,29.666667,16.345477
945,27.333333,14.894337
946,38.095238,28.482083
947,27.333333,14.577652
948,25.380952,13.875213
949,34.428571,17.753796
950,33.238095,25.406982
951,27.238095,15.957995
952,32.714286,26.246347
953,26.952381,12.970575
954,26.714286,14.858516
955,26.333333,14.707735
956,25.666667,12.104046
957,25.142857,16.286967
958,34.619048,26.050274
959,29.714286,17.653120
960,30.000000,25.571562
961,28.714286,13.901500
962,27.761905,16.899999
963,29.857143,16.501907
964,23.476190,13.268721
965,29.476190,12.815984
966,36.476190,27.172498
967,32.809524,27.121629
968,28.285714,22.172791
969,25.047619,14.237697
970,28.380952,11.349328
971,34.190476,25.822875
972,30.476190,18.167525
973,22.523810,8.594677
974,28.476190,14.901643
975,27.714286,10.100178
976,29.000000,16.428778
977,32.666667,14.836677
978,30.142857,14.136362
979,27.190476,12.707774
980,27.952381,15.603651
981,29.619048,24.054454
982,27.333333,12.874239
983,29.000000,27.516229
984,40.666667,22.119445
985,23.714286,11.828709
986,28.095238,17.933488
987,35.000000,15.061778
988,26.238095,13.845765
989,29.380952,16.045994
990,26.428571,12.826949
991,29.571429,17.208999
992,30.952381,19.396799
993,35.095238,21.867359
994,31.952381,19.747155
995,28.857143,15.294835
996,24.904762,14.854548
997,34.619048,23.212222
998,30.333333,20.017453
999,31.619048,19.406617
1000,40.428571,35.917328
1001,26.238095,19.225243
1002,31.428571,26.703971
1003,21.571429,9.673584
1004,35.047619,19.315615
1005,32.619048,18.929635
1006,28.142857,16.101717
1007,22.809524,14.453930
1008,30.095238,19.721646
1009,25.380952,14.116779
1010,33.476190,22.852777
1011,29.809524,18.448433
1012,25.571429,15.132971
1013,25.809524,13.290236
1014,33.523810,17.170348
1015,29.857143,18.362191
1016,32.333333,23.140016
1017,36.380952,31.267625
1018,28.952381,17.387670
1019,34.476190,24.498045
1020,38.000000,30.495901
1021,27.619048,15.145253
1022,26.714286,12.240226
1023,30.809524,15.098467
1024,33.190476,17.491819
1025,34.095238,20.646468
1026,33.904762,34.489342
1027,27.285714,9.774324
1028,31.285714,18.739169
1029,28.809524,17.173121
1030,26.142857,15.391048
1031,26.428571,19.626443
1032,32.904762,25.716226
1033,30.000000,12.979838
1034,34.476190,21.680843
1035,28.000000,16.321181
1036,30.238095,20.491357
1037,32.428571,31.096733
1038,22.000000,7.831560
1039,31.238095,18.327457
1040,34.857143,21.629534
1041,22.571429,10.943889
1042,33.666667,28.539585
1043,23.809524,15.496909
1044,34.333333,18.310375
1045,33.571429,22.544287
1046,29.761905,17.331240
1047,24.619048,11.332533
1048,36.952381,31.275239
1049,31.571429,18.445728
1050,27.761905,16.285854
1051,29.285714,17.926152
1052,32.952381,16.634663
1053,31.952381,16.372091
1054,30.000000,18.338095
1055,39.238095,29.547226
1056,31.666667,20.883654
1057,29.000000,19.213091
1058,30.666667,16.263700
1059,34.190476,26.150879
1060,30.238095,19.093516
1061,33.666667,29.292179
1062,41.857143,20.128837
1063,29.523810,17.412691
1064,34.476190,24.507762
1065,29.523810,15.079532
1066,27.666667,14.616798
1067,23.619048,10.679202
1068,31.428571,21.541922
1069,35.380952,19.059996
1070,27.666667,16.392023
1071,42.761905,34.278835
1072,34.476190,26.192727
1073,26.142857,14.830104
1074,35.523810,24.408467
1075,31.523810,24.100225
1076,38.428571,22.969071
1077,31.047619,28.276654
1078,25.619048,13.457079
1079,32.619048,22.355304
1080,34.571429,20.785919
1081,32.190476,28.152001
1082,36.761905,30.565939
1083,25.904762,11.847864
1084,33.476190,20.982122
1085,40.000000,24.591907
1086,34.761905,23.013257
1087,31.380952,27.392172
1088,33.000000,16.492423
1089,35.000000,24.936109
1090,34.666667,31.389008
1091,37.619048,32.442588
1092,32.095238,20.625700
1093,29.190476,16.305474
1094,31.428571,18.992659
1095,37.000000,34.858899
1096,31.714286,14.690920
1097,35.619048,15.151540
1098,28.857143,11.221942
1099,30.428571,18.719919
1100,26.380952,14.025406
1101,32.238095,19.225243
1102,34.238095,15.402241
1103,39.809524,42.841479
1104,29.571429,18.882018
1105,31.571429,19.706348
1106,33.428571,21.110980
1107,35.190476,24.542711
1108,39.142857,39.538150
1109,28.857143,15.917303
1110,25.380952,8.747659
1111,23.761905,12.478190
1112,35.000000,25.513768
1113,31.952381,18.336734
1114,40.476190,23.318946
1115,30.571429,23.369845
1116,37.285714,21.739021
1117,36.428571,29.127914
1118,36.666667,20.244537
1119,29.428571,18.463791
1120,34.666667,30.485490
1121,29.952381,16.496684
1122,32.952381,24.639257
1123,44.285714,30.806837
1124,29.666667,16.717067
1125,38.714286,30.999451
1126,28.238095,15.249995
1127,34.904762,19.733715
1128,31.571429,23.534314
1129,29.619048,17.694433
1130,31.238095,23.262282
1131,38.047619,32.268924
1132,27.666667,18.203436
1133,34.333333,29.707035
1134,36.238095,21.030374
1135,33.904762,31.123265
1136,32.285714,26.779777
1137,36.571429,25.323754
1138,34.333333,17.910713
1139,36.380952,26.024670
1140,32.476190,32.923604
1141,28.952381,16.433057
1142,30.523810,26.654079
1143,34.476190,20.392854
1144,30.714286,13.870637
1145,37.333333,30.030672
1146,37.666667,28.372242
1147,36.809524,24.546591
1148,32.809524,22.427914
1149,28.904762,19.259889
1150,39.619048,27.872971
