episode,is_optimal,surprise
0,0,0.000000
1,0,0.000000
2,1,0.104404
3,1,0.183918
4,0,0.165527
5,0,0.148974
6,1,0.176524
7,0,0.158872
8,0,0.142985
9,1,0.149086
10,1,0.149631
11,1,0.145151
12,0,0.138055
13,0,0.134541
14,0,0.131972
15,0,0.128548
16,0,0.123032
17,0,0.114640
18,1,0.115802
19,0,0.104222
20,1,0.111431
21,1,0.119058
22,1,0.125723
23,1,0.130466
24,1,0.132666
25,0,0.119399
26,0,0.108825
27,1,0.108281
28,0,0.100705
29,1,0.099293
30,0,0.094006
31,0,0.089513
32,1,0.088285
33,1,0.086951
34,1,0.085105
35,1,0.082432
36,1,0.078677
37,1,0.073613
38,1,0.067027
39,0,0.074278
40,1,0.066850
41,1,0.060165
42,1,0.054149
43,1,0.048734
44,1,0.043860
45,0,0.069382
46,1,0.062444
47,1,0.056199
48,1,0.050579
49,1,0.045521
50,1,0.040969
51,1,0.036872
52,0,0.089685
53,0,0.138870
54,1,0.124983
55,1,0.112484
56,1,0.101236
57,1,0.091112
58,0,0.141589
59,1,0.127430
60,1,0.114687
61,1,0.103218
62,1,0.092897
63,0,0.145635
64,1,0.131072
65,0,0.178226
66,0,0.217294
67,1,0.195565
68,1,0.176008
69,0,0.203989
70,1,0.183590
71,1,0.165231
72,1,0.148708
73,1,0.133837
74,1,0.120454
75,1,0.108408
76,1,0.097567
77,1,0.087811
78,0,0.127081
79,1,0.114373
80,1,0.102936
81,1,0.092642
82,1,0.083378
83,1,0.075040
84,1,0.067536
85,1,0.060782
86,1,0.054704
87,1,0.049234
88,1,0.044310
89,1,0.039879
90,1,0.035891
91,1,0.032302
92,1,0.029072
93,1,0.026165
94,1,0.023548
95,0,0.136753
96,1,0.123078
97,1,0.110770
98,1,0.099693
99,1,0.089724
100,1,0.080751
101,1,0.072676
102,0,0.156732
103,1,0.141058
104,0,0.206640
105,1,0.185976
106,1,0.167378
107,0,0.211160
108,1,0.190044
109,1,0.171039
110,1,0.153935
111,1,0.138542
112,1,0.124688
113,1,0.112219
114,1,0.100997
115,1,0.090897
116,1,0.081808
117,1,0.073627
118,1,0.066264
119,1,0.059638
120,1,0.053674
121,1,0.048307
122,1,0.043476
123,1,0.039128
124,0,0.114509
125,1,0.103058
126,1,0.092752
127,1,0.083477
128,1,0.075129
129,1,0.067616
130,1,0.060855
131,1,0.054769
132,1,0.049292
133,1,0.044363
134,1,0.039927
135,1,0.035934
136,1,0.032341
137,1,0.029107
138,1,0.026196
139,1,0.023576
140,1,0.021219
141,1,0.019097
142,1,0.017187
143,1,0.015468
144,1,0.013922
145,0,0.132883
146,0,0.231743
147,1,0.208568
148,1,0.187712
149,1,0.168940
150,1,0.152046
151,1,0.136842
152,1,0.123158
153,1,0.110842
154,1,0.099758
155,1,0.089782
