Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -97.86; Last 100 Avg Ret: -108.10; Var: 0.00009920; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -318.17; Last 100 Avg Ret: -163.83; Var: 0.00187981; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -363.00; Last 100 Avg Ret: -203.67; Var: 0.00285417; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -84.72; Last 100 Avg Ret: -200.69; Var: 0.00435668; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -459.73; Last 100 Avg Ret: -210.80; Var: 0.00151722; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -181.99; Last 100 Avg Ret: -220.76; Var: 0.00450662; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -72.07; Last 100 Avg Ret: -215.18; Var: 0.00255813; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -98.64; Last 100 Avg Ret: -203.34; Var: 0.00120334; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -86.07; Last 100 Avg Ret: -194.68; Var: 0.00102995; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: 20.66; Last 100 Avg Ret: -187.09; Var: 0.00130258; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -124.43; Last 100 Avg Ret: -204.23; Var: 0.00230029; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -152.50; Last 100 Avg Ret: -204.12; Var: 0.00054100; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -524.45; Last 100 Avg Ret: -206.70; Var: 0.00027101; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -175.72; Last 100 Avg Ret: -206.65; Var: 0.00163166; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
