Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -76.46; Last 100 Avg Ret: -232.65; Var: 0.00077246; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -312.72; Last 100 Avg Ret: -181.18; Var: 0.00147497; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -489.38; Last 100 Avg Ret: -199.53; Var: 0.00328190; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -172.20; Last 100 Avg Ret: -223.70; Var: 0.00235257; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -213.41; Last 100 Avg Ret: -218.91; Var: 0.00450044; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -210.53; Last 100 Avg Ret: -219.08; Var: 0.00342844; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -234.62; Last 100 Avg Ret: -212.26; Var: 0.00200572; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -302.20; Last 100 Avg Ret: -206.86; Var: 0.00320007; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -399.51; Last 100 Avg Ret: -204.23; Var: 0.00209845; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -161.86; Last 100 Avg Ret: -198.62; Var: 0.00093550; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -86.78; Last 100 Avg Ret: -189.72; Var: 0.00082283; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -112.72; Last 100 Avg Ret: -190.76; Var: 0.00278081; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -74.01; Last 100 Avg Ret: -183.56; Var: 0.00059700; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -68.53; Last 100 Avg Ret: -170.57; Var: 0.00254799; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -61.45; Last 100 Avg Ret: -172.08; Var: 0.00069658; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -105.30; Last 100 Avg Ret: -165.69; Var: 0.00151484; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -136.48; Last 100 Avg Ret: -167.76; Var: 0.00203457; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -302.07; Last 100 Avg Ret: -169.35; Var: 0.00059246; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -67.68; Last 100 Avg Ret: -164.02; Var: 0.00127676; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -279.63; Last 100 Avg Ret: -173.64; Var: 0.00128242; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -155.41; Last 100 Avg Ret: -174.03; Var: 0.00111074; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
220: Ret: -221.23; Last 100 Avg Ret: -175.06; Var: 0.00150438; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
230: Ret: -501.82; Last 100 Avg Ret: -180.50; Var: 0.00027515; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
240: Ret: -69.59; Last 100 Avg Ret: -175.80; Var: 0.00138915; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
250: Ret: -325.10; Last 100 Avg Ret: -174.87; Var: 0.00045647; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
260: Ret: -428.07; Last 100 Avg Ret: -172.82; Var: 0.00112981; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
270: Ret: -93.98; Last 100 Avg Ret: -169.97; Var: 0.00017962; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
280: Ret: -91.67; Last 100 Avg Ret: -165.89; Var: 0.00116109; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
290: Ret: -66.90; Last 100 Avg Ret: -163.82; Var: 0.00050093; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
300: Ret: -33.71; Last 100 Avg Ret: -152.02; Var: 0.00084362; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
310: Ret: -33.69; Last 100 Avg Ret: -148.69; Var: 0.00146877; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
