Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -150.43; Last 100 Avg Ret: -145.37; Var: 0.00057969; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
520: Ret: 238.35; Last 100 Avg Ret: 37.60; Var: 0.00127049; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
530: Ret: 251.96; Last 100 Avg Ret: 42.28; Var: 0.00032255; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
540: Ret: 246.97; Last 100 Avg Ret: 52.69; Var: 0.00117111; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
550: Ret: 74.55; Last 100 Avg Ret: 72.12; Var: 0.00040328; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
560: Ret: -73.66; Last 100 Avg Ret: 82.58; Var: 0.00054742; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
570: Ret: -118.08; Last 100 Avg Ret: 74.13; Var: 0.00026782; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
580: Ret: 125.68; Last 100 Avg Ret: 68.06; Var: 0.00039957; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
590: Ret: 183.15; Last 100 Avg Ret: 73.49; Var: 0.00039535; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
600: Ret: -80.86; Last 100 Avg Ret: 79.31; Var: 0.00029481; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
610: Ret: 189.36; Last 100 Avg Ret: 76.78; Var: 0.00031961; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
620: Ret: 168.27; Last 100 Avg Ret: 73.66; Var: 0.00022217; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
630: Ret: 191.11; Last 100 Avg Ret: 77.54; Var: 0.00107833; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
640: Ret: 232.82; Last 100 Avg Ret: 75.19; Var: 0.00038608; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
650: Ret: 225.84; Last 100 Avg Ret: 77.08; Var: 0.00081219; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
660: Ret: 254.50; Last 100 Avg Ret: 69.10; Var: 0.00000100; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
670: Ret: 222.06; Last 100 Avg Ret: 76.77; Var: 0.00069462; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
680: Ret: 149.49; Last 100 Avg Ret: 84.38; Var: 0.00127917; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
690: Ret: 220.51; Last 100 Avg Ret: 83.41; Var: 0.00049139; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
700: Ret: 211.98; Last 100 Avg Ret: 83.60; Var: 0.00056545; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
710: Ret: -73.15; Last 100 Avg Ret: 80.24; Var: 0.00093625; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
720: Ret: 223.60; Last 100 Avg Ret: 78.50; Var: 0.00072352; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
730: Ret: 239.45; Last 100 Avg Ret: 71.51; Var: 0.00044632; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
740: Ret: 221.82; Last 100 Avg Ret: 64.72; Var: 0.00104292; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
750: Ret: -107.61; Last 100 Avg Ret: 46.06; Var: 0.00082964; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
760: Ret: -84.34; Last 100 Avg Ret: 35.25; Var: 0.00046251; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
770: Ret: -141.69; Last 100 Avg Ret: 38.83; Var: 0.00125742; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
780: Ret: 234.86; Last 100 Avg Ret: 35.07; Var: 0.00137746; NE: 1.147; ACh: 0.000; ActLR: 0.00006250; Solved: N
790: Ret: -67.56; Last 100 Avg Ret: 29.86; Var: 0.00120592; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
800: Ret: -136.18; Last 100 Avg Ret: 12.82; Var: 0.00081679; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
810: Ret: -25.69; Last 100 Avg Ret: 7.96; Var: 0.00046836; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
820: Ret: 270.65; Last 100 Avg Ret: 18.70; Var: 0.00007685; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
830: Ret: 75.89; Last 100 Avg Ret: 26.09; Var: 0.00007181; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
840: Ret: -77.27; Last 100 Avg Ret: 25.08; Var: 0.00061845; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
850: Ret: -41.71; Last 100 Avg Ret: 28.55; Var: 0.00028441; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
860: Ret: 167.08; Last 100 Avg Ret: 38.93; Var: 0.00019249; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
870: Ret: 229.07; Last 100 Avg Ret: 40.01; Var: 0.00115048; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
880: Ret: 223.97; Last 100 Avg Ret: 50.45; Var: 0.00010465; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
890: Ret: -49.71; Last 100 Avg Ret: 61.15; Var: 0.00069846; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
900: Ret: 221.89; Last 100 Avg Ret: 75.51; Var: 0.00090690; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
910: Ret: -83.11; Last 100 Avg Ret: 83.72; Var: 0.00089160; NE: 1.146; ACh: 0.000; ActLR: 0.00006250; Solved: N
920: Ret: -51.88; Last 100 Avg Ret: 78.11; Var: 0.00110228; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
930: Ret: 252.95; Last 100 Avg Ret: 77.40; Var: 0.00006291; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
940: Ret: -39.22; Last 100 Avg Ret: 85.08; Var: 0.00079574; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
950: Ret: -34.81; Last 100 Avg Ret: 102.79; Var: 0.00015110; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
960: Ret: 218.89; Last 100 Avg Ret: 121.42; Var: 0.00033082; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
970: Ret: 218.40; Last 100 Avg Ret: 111.56; Var: 0.00096295; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
980: Ret: -216.67; Last 100 Avg Ret: 99.68; Var: 0.00053430; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
990: Ret: 206.75; Last 100 Avg Ret: 95.30; Var: 0.00137350; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
1000: Ret: -74.55; Last 100 Avg Ret: 95.20; Var: 0.00020744; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1010: Ret: -320.07; Last 100 Avg Ret: 68.22; Var: 0.00138436; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1020: Ret: -501.26; Last 100 Avg Ret: 9.80; Var: 0.00326565; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1030: Ret: -721.10; Last 100 Avg Ret: -62.14; Var: 0.01025208; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1040: Ret: -150.45; Last 100 Avg Ret: -110.86; Var: 0.01025099; NE: 1.144; ACh: 1.000; ActLR: 0.00100000; Solved: N
1050: Ret: -511.72; Last 100 Avg Ret: -163.39; Var: 0.01020824; NE: 1.143; ACh: 1.000; ActLR: 0.00100000; Solved: N
1060: Ret: -813.01; Last 100 Avg Ret: -245.67; Var: 0.00725716; NE: 1.143; ACh: 0.998; ActLR: 0.00100000; Solved: N
1070: Ret: -513.20; Last 100 Avg Ret: -306.11; Var: 0.01011052; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1080: Ret: -437.85; Last 100 Avg Ret: -375.89; Var: 0.00793056; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1090: Ret: -594.66; Last 100 Avg Ret: -441.36; Var: 0.00508852; NE: 1.142; ACh: 0.000; ActLR: 0.00021169; Solved: N
1100: Ret: -806.24; Last 100 Avg Ret: -511.55; Var: 0.00989358; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1110: Ret: -982.03; Last 100 Avg Ret: -568.23; Var: 0.00441031; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1120: Ret: -529.13; Last 100 Avg Ret: -572.95; Var: 0.00730024; NE: 1.142; ACh: 0.998; ActLR: 0.00100000; Solved: N
1130: Ret: -335.69; Last 100 Avg Ret: -566.47; Var: 0.00457800; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1140: Ret: -835.00; Last 100 Avg Ret: -585.14; Var: 0.00783519; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1150: Ret: -697.24; Last 100 Avg Ret: -603.98; Var: 0.00544632; NE: 1.143; ACh: 0.004; ActLR: 0.00100000; Solved: N
1160: Ret: -410.39; Last 100 Avg Ret: -605.72; Var: 0.00463650; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1170: Ret: -518.75; Last 100 Avg Ret: -594.58; Var: 0.00419046; NE: 1.142; ACh: 0.000; ActLR: 0.00009854; Solved: N
1180: Ret: -385.02; Last 100 Avg Ret: -590.81; Var: 0.00189831; NE: 1.142; ACh: 0.000; ActLR: 0.00043047; Solved: N
1190: Ret: -844.37; Last 100 Avg Ret: -599.04; Var: 0.00083764; NE: 1.142; ACh: 0.000; ActLR: 0.00090000; Solved: N
1200: Ret: -720.71; Last 100 Avg Ret: -597.04; Var: 0.00308623; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1210: Ret: -616.16; Last 100 Avg Ret: -567.07; Var: 0.00136355; NE: 1.142; ACh: 0.000; ActLR: 0.00059049; Solved: N
1220: Ret: -463.08; Last 100 Avg Ret: -570.28; Var: 0.00510405; NE: 1.143; ACh: 0.000; ActLR: 0.00010684; Solved: N
1230: Ret: -482.86; Last 100 Avg Ret: -567.70; Var: 0.00220896; NE: 1.142; ACh: 0.000; ActLR: 0.00034868; Solved: N
1240: Ret: -409.26; Last 100 Avg Ret: -565.45; Var: 0.00735717; NE: 1.142; ACh: 0.999; ActLR: 0.00100000; Solved: N
1250: Ret: -719.50; Last 100 Avg Ret: -562.99; Var: 0.00446625; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1260: Ret: -408.49; Last 100 Avg Ret: -568.52; Var: 0.00802888; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1270: Ret: -571.05; Last 100 Avg Ret: -580.95; Var: 0.00356036; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1280: Ret: -873.51; Last 100 Avg Ret: -578.44; Var: 0.00186164; NE: 1.142; ACh: 0.000; ActLR: 0.00047830; Solved: N
1290: Ret: -418.00; Last 100 Avg Ret: -564.49; Var: 0.00025104; NE: 1.143; ACh: 0.000; ActLR: 0.00090000; Solved: N
1300: Ret: -415.83; Last 100 Avg Ret: -564.28; Var: 0.00280974; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1310: Ret: -406.11; Last 100 Avg Ret: -576.36; Var: 0.00201833; NE: 1.143; ACh: 0.000; ActLR: 0.00018530; Solved: N
1320: Ret: -616.82; Last 100 Avg Ret: -579.99; Var: 0.00508055; NE: 1.142; ACh: 0.000; ActLR: 0.00021719; Solved: N
1330: Ret: -848.23; Last 100 Avg Ret: -586.31; Var: 0.00414525; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1340: Ret: -536.41; Last 100 Avg Ret: -582.10; Var: 0.00820036; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1350: Ret: -422.10; Last 100 Avg Ret: -585.10; Var: 0.00300170; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1360: Ret: -831.83; Last 100 Avg Ret: -573.85; Var: 0.00521584; NE: 1.142; ACh: 0.001; ActLR: 0.00033870; Solved: N
1370: Ret: -685.31; Last 100 Avg Ret: -568.41; Var: 0.00310357; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1380: Ret: -756.99; Last 100 Avg Ret: -569.29; Var: 0.00910919; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1390: Ret: -544.62; Last 100 Avg Ret: -579.55; Var: 0.00369401; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1400: Ret: -387.86; Last 100 Avg Ret: -575.17; Var: 0.00190559; NE: 1.142; ACh: 0.000; ActLR: 0.00018530; Solved: N
1410: Ret: -399.36; Last 100 Avg Ret: -575.59; Var: 0.00526634; NE: 1.142; ACh: 0.001; ActLR: 0.00036671; Solved: N
1420: Ret: -432.08; Last 100 Avg Ret: -568.37; Var: 0.00426097; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1430: Ret: -405.01; Last 100 Avg Ret: -573.39; Var: 0.00149575; NE: 1.142; ACh: 0.000; ActLR: 0.00007977; Solved: N
1440: Ret: -416.30; Last 100 Avg Ret: -572.01; Var: 0.00512905; NE: 1.143; ACh: 0.000; ActLR: 0.00017046; Solved: N
1450: Ret: -772.99; Last 100 Avg Ret: -570.90; Var: 0.00220488; NE: 1.142; ACh: 0.000; ActLR: 0.00006461; Solved: N
1460: Ret: -508.14; Last 100 Avg Ret: -570.27; Var: 0.00672541; NE: 1.142; ACh: 0.944; ActLR: 0.00100000; Solved: N
1470: Ret: -477.68; Last 100 Avg Ret: -574.54; Var: 0.00417697; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1480: Ret: -819.75; Last 100 Avg Ret: -575.77; Var: 0.01020267; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1490: Ret: -553.94; Last 100 Avg Ret: -574.02; Var: 0.00488949; NE: 1.142; ACh: 0.000; ActLR: 0.00006463; Solved: N
1500: Ret: -480.96; Last 100 Avg Ret: -574.90; Var: 0.00191731; NE: 1.142; ACh: 0.000; ActLR: 0.00015009; Solved: N
1510: Ret: -396.60; Last 100 Avg Ret: -573.21; Var: 0.00135414; NE: 1.143; ACh: 0.000; ActLR: 0.00014485; Solved: N
1520: Ret: -419.02; Last 100 Avg Ret: -568.43; Var: 0.00713313; NE: 1.142; ACh: 0.995; ActLR: 0.00100000; Solved: N
1530: Ret: -817.70; Last 100 Avg Ret: -566.24; Var: 0.00293592; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1540: Ret: -450.46; Last 100 Avg Ret: -569.12; Var: 0.00210783; NE: 1.142; ACh: 0.000; ActLR: 0.00008863; Solved: N
1550: Ret: -480.83; Last 100 Avg Ret: -570.35; Var: 0.00357516; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1560: Ret: -611.18; Last 100 Avg Ret: -564.91; Var: 0.00163814; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1570: Ret: -398.70; Last 100 Avg Ret: -559.86; Var: 0.00340612; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1580: Ret: -454.74; Last 100 Avg Ret: -553.15; Var: 0.00225742; NE: 1.142; ACh: 0.000; ActLR: 0.00007977; Solved: N
1590: Ret: -544.86; Last 100 Avg Ret: -556.38; Var: 0.00714430; NE: 1.142; ACh: 0.995; ActLR: 0.00100000; Solved: N
1600: Ret: -506.90; Last 100 Avg Ret: -554.04; Var: 0.00350386; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1610: Ret: -526.85; Last 100 Avg Ret: -555.33; Var: 0.00238154; NE: 1.142; ACh: 0.000; ActLR: 0.00018530; Solved: N
1620: Ret: -492.96; Last 100 Avg Ret: -568.53; Var: 0.00037213; NE: 1.143; ACh: 0.000; ActLR: 0.00090000; Solved: N
1630: Ret: -779.63; Last 100 Avg Ret: -565.76; Var: 0.00552097; NE: 1.143; ACh: 0.007; ActLR: 0.00100000; Solved: N
1640: Ret: -500.12; Last 100 Avg Ret: -564.63; Var: 0.00364764; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1650: Ret: -399.32; Last 100 Avg Ret: -563.04; Var: 0.00164301; NE: 1.142; ACh: 0.000; ActLR: 0.00047830; Solved: N
1660: Ret: -517.63; Last 100 Avg Ret: -572.38; Var: 0.00409540; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1670: Ret: -458.73; Last 100 Avg Ret: -574.64; Var: 0.00095115; NE: 1.143; ACh: 0.000; ActLR: 0.00081000; Solved: N
1680: Ret: -465.78; Last 100 Avg Ret: -573.11; Var: 0.00512722; NE: 1.142; ACh: 0.000; ActLR: 0.00017210; Solved: N
1690: Ret: -684.32; Last 100 Avg Ret: -565.91; Var: 0.00192103; NE: 1.143; ACh: 0.000; ActLR: 0.00018530; Solved: N
1700: Ret: -327.50; Last 100 Avg Ret: -559.65; Var: 0.00216971; NE: 1.142; ACh: 0.000; ActLR: 0.00047830; Solved: N
1710: Ret: -801.89; Last 100 Avg Ret: -568.21; Var: 0.00333547; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1720: Ret: -770.16; Last 100 Avg Ret: -570.47; Var: 0.00144308; NE: 1.143; ACh: 0.000; ActLR: 0.00072900; Solved: N
1730: Ret: -710.17; Last 100 Avg Ret: -569.83; Var: 0.00410666; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1740: Ret: -483.41; Last 100 Avg Ret: -579.81; Var: 0.01024951; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1750: Ret: -559.53; Last 100 Avg Ret: -579.12; Var: 0.00994763; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1760: Ret: -585.62; Last 100 Avg Ret: -578.46; Var: 0.00514537; NE: 1.142; ACh: 0.001; ActLR: 0.00015725; Solved: N
1770: Ret: -518.67; Last 100 Avg Ret: -575.42; Var: 0.00150015; NE: 1.143; ACh: 0.000; ActLR: 0.00018530; Solved: N
1780: Ret: -397.59; Last 100 Avg Ret: -581.11; Var: 0.00158698; NE: 1.142; ACh: 0.000; ActLR: 0.00043047; Solved: N
1790: Ret: -600.95; Last 100 Avg Ret: -588.31; Var: 0.00311662; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1800: Ret: -450.66; Last 100 Avg Ret: -605.14; Var: 0.00136897; NE: 1.142; ACh: 0.000; ActLR: 0.00034868; Solved: N
