Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -173.69; Last 100 Avg Ret: -183.04; Var: 0.00091076; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -215.66; Last 100 Avg Ret: -217.19; Var: 0.00165867; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -240.75; Last 100 Avg Ret: -265.36; Var: 0.00225666; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -13.96; Last 100 Avg Ret: -291.10; Var: 0.00331575; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -405.68; Last 100 Avg Ret: -297.06; Var: 0.00341951; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -95.52; Last 100 Avg Ret: -281.54; Var: 0.00167148; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -136.22; Last 100 Avg Ret: -270.28; Var: 0.00204993; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -181.43; Last 100 Avg Ret: -253.19; Var: 0.00113180; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -98.50; Last 100 Avg Ret: -242.45; Var: 0.00253193; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -127.42; Last 100 Avg Ret: -229.87; Var: 0.00089847; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -199.40; Last 100 Avg Ret: -221.38; Var: 0.00055927; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -246.84; Last 100 Avg Ret: -212.57; Var: 0.00101457; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -269.41; Last 100 Avg Ret: -192.12; Var: 0.00064964; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -185.38; Last 100 Avg Ret: -174.29; Var: 0.00040259; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -88.02; Last 100 Avg Ret: -154.31; Var: 0.00157379; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -43.26; Last 100 Avg Ret: -147.13; Var: 0.00063659; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -312.92; Last 100 Avg Ret: -146.44; Var: 0.00103034; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -28.15; Last 100 Avg Ret: -146.12; Var: 0.00038856; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -88.03; Last 100 Avg Ret: -146.50; Var: 0.00028214; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -69.87; Last 100 Avg Ret: -146.78; Var: 0.00154202; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -226.16; Last 100 Avg Ret: -155.14; Var: 0.00054394; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
220: Ret: -2.30; Last 100 Avg Ret: -148.47; Var: 0.00047072; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
230: Ret: -28.32; Last 100 Avg Ret: -142.85; Var: 0.00062334; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
240: Ret: -48.14; Last 100 Avg Ret: -134.90; Var: 0.00082199; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
