episode,is_optimal,surprise
0,0,0.000000
1,1,0.000000
2,1,0.000000
3,0,0.000000
4,1,0.000000
5,1,0.000000
6,1,0.000000
7,1,0.000000
8,0,0.005313
9,0,0.013879
10,0,0.021306
11,1,0.019176
12,1,0.017258
13,0,0.020095
14,1,0.018085
15,0,0.017884
16,1,0.016096
17,1,0.014486
18,1,0.013038
19,0,0.011734
20,0,0.010560
21,0,0.009504
22,0,0.008554
23,0,0.007699
24,1,0.006929
25,1,0.006236
26,0,0.005612
27,0,0.005051
28,0,0.004546
29,1,0.004091
30,1,0.003682
31,1,0.003314
32,0,0.002983
33,1,0.002684
34,1,0.002416
35,0,0.002174
36,0,0.001957
37,0,0.001761
38,1,0.001585
39,1,0.001427
40,0,0.001284
41,1,0.001156
42,1,0.001040
43,1,0.000936
44,1,0.000842
45,1,0.000758
46,1,0.000682
47,1,0.000614
48,0,0.000553
49,1,0.000497
50,1,0.000448
51,1,0.000403
52,1,0.000363
53,1,0.000326
54,1,0.000294
55,1,0.000264
56,1,0.000238
57,0,0.000214
58,1,0.000193
59,1,0.000173
60,1,0.000156
61,1,0.000140
62,0,0.001583
63,1,0.001425
64,1,0.001282
65,1,0.001154
66,1,0.001039
67,1,0.000935
68,1,0.000841
69,0,0.013912
70,1,0.012521
71,1,0.011269
72,1,0.010142
73,1,0.009128
74,1,0.008215
75,1,0.007393
76,1,0.006654
77,1,0.005989
78,1,0.005390
79,1,0.004851
80,1,0.004366
81,1,0.003929
82,1,0.003536
83,1,0.003183
84,1,0.002864
85,1,0.002578
86,1,0.002320
87,0,0.100836
88,1,0.090752
89,1,0.081677
90,1,0.073509
91,1,0.066158
92,0,0.127049
93,1,0.114345
94,1,0.102910
95,1,0.092619
96,1,0.083357
97,0,0.115395
98,1,0.103856
99,1,0.093470
100,1,0.084123
101,1,0.075711
102,1,0.068140
103,1,0.061326
104,1,0.055193
105,1,0.049674
106,1,0.044707
107,1,0.040236
108,1,0.036212
109,0,0.069594
110,1,0.062635
111,1,0.056371
112,1,0.050734
113,1,0.045661
114,1,0.041095
115,1,0.036985
116,1,0.033287
117,1,0.029958
118,1,0.026962
119,1,0.024266
120,0,0.079144
121,1,0.071230
122,1,0.064107
123,1,0.057696
124,1,0.051927
125,1,0.046734
126,1,0.042061
127,1,0.037854
128,1,0.034069
129,1,0.030662
130,1,0.027596
131,1,0.024836
132,1,0.022353
133,1,0.020117
134,1,0.018106
135,1,0.016295
136,1,0.014666
137,1,0.013199
138,1,0.011879
139,1,0.010691
140,1,0.009622
141,1,0.008660
142,1,0.007794
143,1,0.007015
144,1,0.006313
145,1,0.005682
146,1,0.005114
147,1,0.004602
148,1,0.004142
149,1,0.003728
150,1,0.003355
151,1,0.003020
152,1,0.002718
153,1,0.002446
154,1,0.002201
155,1,0.001981
156,1,0.001783
157,1,0.001605
158,1,0.001444
159,1,0.001300
160,1,0.001170
161,1,0.001053
162,1,0.000948
163,1,0.000853
164,1,0.000768
165,1,0.000691
166,1,0.000622
167,1,0.000560
168,1,0.000504
169,1,0.000453
170,1,0.000408
171,1,0.000367
172,1,0.000330
173,1,0.000297
174,1,0.000268
175,1,0.000241
176,1,0.000217
177,1,0.000195
178,1,0.000176
179,1,0.000158
180,1,0.000142
181,0,0.081108
182,1,0.072997
183,1,0.065697
184,1,0.059127
185,1,0.053215
186,1,0.047893
187,1,0.043104
188,1,0.038793
189,1,0.034914
190,1,0.031423
191,1,0.028280
192,1,0.025452
193,1,0.022907
194,1,0.020616
195,1,0.018555
196,1,0.016699
197,1,0.015029
198,1,0.013526
199,1,0.012174
200,1,0.010956
201,1,0.009861
202,1,0.008875
203,1,0.007987
204,1,0.007189
205,0,0.090232
206,0,0.160447
207,1,0.144402
208,1,0.129962
209,1,0.116966
210,1,0.105269
211,1,0.094742
212,1,0.085268
213,1,0.076741
214,1,0.069067
215,1,0.062160
216,1,0.055944
217,1,0.050350
218,1,0.045315
219,1,0.040783
220,1,0.036705
221,1,0.033035
222,0,0.079484
223,1,0.071536
224,1,0.064382
225,1,0.057944
226,1,0.052150
227,1,0.046935
228,1,0.042241
229,1,0.038017
230,1,0.034215
231,1,0.030794
232,1,0.027714
233,1,0.024943
234,1,0.022449
235,1,0.020204
236,1,0.018183
237,1,0.016365
238,1,0.014729
239,1,0.013256
240,1,0.011930
241,1,0.010737
242,1,0.009663
243,1,0.008697
244,1,0.007827
245,1,0.007045
246,1,0.006340
247,1,0.005706
248,1,0.005136
249,1,0.004622
250,1,0.004160
251,1,0.003744
252,1,0.003369
253,1,0.003032
254,1,0.002729
255,1,0.002456
256,1,0.002211
257,1,0.001990
258,1,0.001791
