window_end_episode,classic_mean,classic_std,ace_mean,ace_std,only_ne_mean,only_ne_std,only_ach_mean,only_ach_std
4550,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
4600,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4650,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
4700,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4750,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
4800,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4850,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4900,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
4950,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5000,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
5050,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
5100,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5150,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
5200,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5250,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
5300,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5350,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
5400,99.8,0.5999999999999998,100.0,0.0,100.0,0.0,100.0,0.0
5450,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
5500,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
5550,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
5600,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
5650,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
5700,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5750,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5800,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5850,99.9,0.43588989435406733,99.9,0.43588989435406733,99.9,0.43588989435406733,99.9,0.43588989435406733
5900,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5950,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6000,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6050,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
6100,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6150,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6200,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6250,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
6300,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6350,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
6400,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6450,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6500,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
6550,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6600,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6650,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6700,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6750,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6800,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6850,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6900,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6950,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
7000,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7050,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7100,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7150,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7200,99.8,0.5999999999999999,100.0,0.0,100.0,0.0,100.0,0.0
7250,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
7300,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7350,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
7400,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
7450,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
7500,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7550,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7600,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7650,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7700,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7750,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7800,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7850,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7900,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
7950,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
8000,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
8050,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8100,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
8150,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8200,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8250,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8300,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8350,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8400,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8450,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8500,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8550,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
8600,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8650,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8700,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8750,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8800,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
8850,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8900,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
8950,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9000,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9050,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
9100,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9150,99.8,0.5999999999999998,100.0,0.0,100.0,0.0,100.0,0.0
9200,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
9250,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9300,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
9350,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9400,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9450,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9500,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9550,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9600,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9650,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9700,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9750,99.9,0.43588989435406733,100.0,0.0,100.0,0.0,100.0,0.0
9800,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9850,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9900,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9950,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10000,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
10050,0.1,0.43588989435406733,0.2,0.6000000000000001,0.0,0.0,0.0,0.0
10100,0.1,0.43588989435406716,0.5,0.8660254037844386,0.0,0.0,0.0,0.0
10150,0.0,0.0,0.6,1.1135528725660042,0.0,0.0,0.6,1.1135528725660042
10200,0.2,0.6000000000000001,0.7,1.5842979517754863,0.0,0.0,0.2,0.8717797887081344
10250,0.2,0.6000000000000001,1.2,1.6,0.2,0.6000000000000001,1.0,1.4832396974191326
10300,0.1,0.43588989435406733,0.7,1.1445523142259595,0.0,0.0,0.6,0.9165151389911678
10350,0.0,0.0,1.2,1.9390719429665315,0.0,0.0,0.9,1.3379088160259653
10400,0.1,0.4358898943540672,0.6,0.9165151389911678,0.0,0.0,0.5,0.8660254037844386
10450,0.2,0.6000000000000001,1.5,1.5329709716755893,0.2,0.6000000000000001,1.0,1.1832159566199232
10500,0.0,0.0,2.5,2.2693611435820435,0.4,1.019803902718557,2.1,1.9467922333931784
10550,0.0,0.0,1.1,1.8411952639521971,0.1,0.4358898943540671,0.8,1.4696938456699071
10600,0.1,0.4358898943540672,2.3,2.389560629069704,0.2,0.6000000000000001,1.5,2.085665361461421
10650,0.0,0.0,2.3,1.9261360284258222,0.3,0.714142842854285,2.7,2.3043437243605824
10700,0.0,0.0,3.1,3.315116890850156,0.2,0.6000000000000001,2.1,2.718455443813637
10750,0.0,0.0,2.7,2.703701166919155,0.2,0.6000000000000001,1.9,2.8618176042508368
10800,0.2,0.6000000000000001,4.0,4.0,0.1,0.4358898943540672,3.0,3.1937438845342623
10850,0.0,0.0,4.8,3.8157568056677826,0.3,0.7141428428542849,4.4,3.4409301068170506
10900,0.1,0.4358898943540672,6.1,6.307931515164063,0.1,0.43588989435406733,5.0,5.196152422706632
10950,0.1,0.4358898943540671,9.2,7.6000000000000005,0.6,0.9165151389911678,7.8,7.124605252222751
11000,0.1,0.43588989435406733,11.9,13.89208407691229,0.6,1.1135528725660042,9.4,10.219589032832973
11050,0.1,0.4358898943540672,15.6,19.561186058110078,0.3,0.714142842854285,12.8,17.915356541246954
11100,0.0,0.0,20.7,26.96126851615109,0.5,1.0723805294763609,14.7,19.862275801126113
11150,0.1,0.43588989435406733,26.8,28.30830266900508,0.6,1.2806248474865696,19.9,22.81644144032982
11200,0.0,0.0,32.8,32.54781098630137,1.2,1.9390719429665317,25.4,28.622368874710563
11250,0.1,0.4358898943540673,38.9,34.92549212251704,0.7,1.3076696830622019,33.1,33.49313362467
11300,0.2,0.6000000000000001,47.0,35.70714214271425,1.2,2.0396078054371136,41.6,35.98666419661594
11350,0.1,0.43588989435406733,52.5,36.248448242648955,1.2,2.0396078054371136,47.3,38.07505745235324
11400,0.1,0.4358898943540673,59.9,36.64682796641477,1.6,2.4979991993593593,54.7,40.131159963300334
11450,0.2,0.6000000000000001,65.1,32.914890247424495,1.5,2.5199206336708304,59.0,37.817985139348714
11500,0.2,0.6000000000000001,74.4,27.82516846310189,1.5,1.8841443681416772,64.5,36.806928695559485
11550,0.1,0.4358898943540673,81.6,24.719223288768603,3.3,4.013726448077895,70.3,36.26720281466438
11600,0.2,0.6000000000000001,88.1,18.02747902508834,3.0,4.171330722922842,75.6,33.791123094682725
11650,0.0,0.0,89.6,18.810635289643994,3.2,4.621688003316538,77.4,33.23311601400025
11700,0.2,0.6000000000000001,92.4,16.57226598869328,4.2,5.436910887627274,82.0,31.349641146271516
11750,0.1,0.4358898943540673,93.2,14.905032707109365,4.2,5.015974481593781,84.8,28.68727941091661
11800,0.0,0.0,94.1,11.497391008398383,5.0,5.385164807134504,86.1,26.813988886400324
11850,0.0,0.0,97.9,2.998332870112989,5.8,7.997499609252882,88.7,26.85721504549569
11900,0.7,1.1445523142259597,97.4,4.340506882842143,8.5,10.331989159885913,89.9,24.911643863864143
11950,0.1,0.4358898943540672,98.0,3.22490309931942,8.0,9.959919678390987,91.0,23.490423580684958
12000,0.7,1.3076696830622019,98.4,3.261901286060017,11.7,15.469647701224488,93.1,21.683864969142384
12050,0.4,1.019803902718557,99.3,1.3076696830622019,14.3,17.858051405458546,94.1,21.18938413451415
12100,0.2,0.6000000000000001,98.9,2.6438608132804564,17.3,21.552494055213195,93.8,21.17451298141235
12150,0.5,1.2449899597988732,99.4,1.1135528725660042,20.1,25.795154583758553,94.1,21.702304025149033
12200,0.4,1.019803902718557,99.6,1.0198039027185566,23.9,28.428682698992578,94.4,21.694238866574693
12250,0.6,1.42828568570857,99.4,1.42828568570857,28.5,32.75286247032464,94.8,21.31103000795598
12300,0.7,2.304343724360582,99.9,0.4358898943540674,31.3,35.06722116164895,94.6,21.270637037945054
12350,0.8,1.6,99.6,0.7999999999999997,35.1,36.793885361565174,94.4,21.25652840893828
12400,0.4,1.3564659966250532,99.6,1.0198039027185566,36.7,37.832657850063875,94.7,19.952694053686084
12450,1.4,3.039736830714133,99.6,1.0198039027185566,38.8,38.6336640768126,95.1,19.99474931075656
12500,0.8,1.9390719429665317,100.0,0.0,41.6,38.69160115580641,95.3,20.03272322975586
12550,0.9,2.718455443813638,99.8,0.8717797887081346,41.5,39.10434758437992,95.1,20.004749436071428
12600,1.2,2.7129319932501073,99.8,0.8717797887081347,44.8,38.78865813610984,95.2,20.46851240320117
12650,1.7,4.160528812542943,100.0,0.0,49.3,38.85498680993213,96.0,16.52876280911551
12700,1.7,5.701754116059373,100.0,0.0,53.0,39.70642265427597,96.0,16.982343772283023
12750,2.1,5.881326381013044,99.9,0.4358898943540674,53.0,38.88701582790842,96.4,14.8
12800,2.8,8.009993757800315,99.8,0.5999999999999998,56.2,38.91991777997482,97.6,9.562426470305535
12850,2.4,6.651315659326356,100.0,0.0,60.1,37.381680005050605,98.3,7.410128204019147
12900,2.6,7.1860976892886725,99.8,0.5999999999999998,63.4,38.0741382042982,99.1,2.6438608132804564
12950,4.4,12.175385004179542,100.0,0.0,68.0,36.133087330035885,99.9,0.43588989435406733
13000,2.9,7.83517708797957,100.0,0.0,70.1,36.11357085639691,99.5,2.179449471770337
13050,4.0,10.807404868885037,100.0,0.0,72.2,35.72618087621458,100.0,0.0
13100,4.9,12.875946567146045,100.0,0.0,75.2,35.622464822075415,99.5,1.7748239349298849
13150,5.3,14.60513608289906,100.0,0.0,75.3,35.05581264212827,100.0,0.0
13200,6.7,17.009115203325543,99.8,0.5999999999999999,77.2,34.50449246112744,99.7,0.9539392014169459
13250,6.8,17.197674261364526,100.0,0.0,79.1,33.630194766013474,99.9,0.43588989435406733
13300,8.0,20.189105973271822,100.0,0.0,79.5,35.246985686722205,100.0,0.0
13350,7.9,20.439911937187986,100.0,0.0,80.1,33.94392434589731,99.9,0.43588989435406733
13400,9.0,20.923670806051216,100.0,0.0,82.4,33.2060235499525,99.9,0.43588989435406733
13450,9.2,22.166641603995856,99.9,0.4358898943540674,83.2,32.36294176987006,99.9,0.4358898943540674
13500,9.4,21.308214378497322,100.0,0.0,83.8,32.248410813557925,100.0,0.0
13550,11.0,24.53161225847172,100.0,0.0,84.2,31.577840331472952,99.9,0.43588989435406733
13600,10.5,24.24768030142265,100.0,0.0,85.8,30.152280179117465,100.0,0.0
13650,12.1,27.455236294739844,100.0,0.0,86.9,28.916950046642196,100.0,0.0
13700,11.8,27.039970414185,99.9,0.43588989435406733,87.8,28.822907556317077,99.9,0.43588989435406733
13750,13.5,28.452592149046808,100.0,0.0,89.1,25.5693175505331,100.0,0.0
13800,13.8,29.47473494367676,100.0,0.0,89.3,26.572730382856783,99.9,0.43588989435406733
13850,14.2,30.284649576972157,100.0,0.0,89.1,27.140191598439387,100.0,0.0
13900,15.3,31.662438314191785,100.0,0.0,90.2,25.392124763398588,100.0,0.0
13950,15.6,31.270433319671163,100.0,0.0,90.9,26.02671704230097,100.0,0.0
14000,16.2,31.930549635106498,100.0,0.0,90.7,24.82961940908479,100.0,0.0
14050,16.4,33.33226664959945,100.0,0.0,91.0,23.92906182866349,99.9,0.43588989435406733
14100,17.2,31.921152861386446,99.9,0.4358898943540674,91.4,24.19173412552312,99.9,0.4358898943540674
14150,18.8,34.38255371551101,99.9,0.4358898943540674,92.7,20.99785703351653,99.9,0.4358898943540674
14200,18.0,32.51461209979292,100.0,0.0,92.9,18.81993623793662,100.0,0.0
14250,19.2,32.725525205869495,100.0,0.0,95.4,12.823416081528352,100.0,0.0
14300,19.5,34.40857451275772,100.0,0.0,96.6,8.946507698538015,99.9,0.4358898943540674
14350,21.3,33.23416916367852,99.9,0.4358898943540674,97.2,6.584831053261732,99.9,0.4358898943540674
14400,21.0,33.34966266695962,100.0,0.0,96.6,7.876547467006086,100.0,0.0
14450,21.9,33.79630157280527,100.0,0.0,97.9,6.276145313805281,100.0,0.0
14500,24.3,35.33426099411166,100.0,0.0,98.5,4.236744032862972,100.0,0.0
14550,26.3,35.10142447251963,100.0,0.0,98.4,4.363484845854287,100.0,0.0
14600,26.4,36.296556310482124,100.0,0.0,99.1,3.1288975694324024,100.0,0.0
14650,26.7,36.134609448560525,100.0,0.0,98.7,4.484417464955733,100.0,0.0
14700,28.4,37.70198933743417,100.0,0.0,99.4,2.2,100.0,0.0
14750,29.5,37.65036520407206,100.0,0.0,99.2,2.481934729198172,100.0,0.0
14800,28.9,38.447236571696536,100.0,0.0,99.7,0.9539392014169459,100.0,0.0
14850,33.4,40.59605892201852,100.0,0.0,99.6,1.3564659966250536,100.0,0.0
14900,33.6,39.2917294096353,100.0,0.0,99.5,1.7748239349298849,100.0,0.0
14950,33.8,39.04817537350497,100.0,0.0,99.6,1.0198039027185568,100.0,0.0
15000,35.4,39.9204208394651,100.0,0.0,99.5,1.5329709716755893,100.0,0.0
15050,36.9,40.946184193401955,100.0,0.0,99.8,0.5999999999999999,100.0,0.0
15100,38.6,40.993170162845416,100.0,0.0,99.7,0.9539392014169459,100.0,0.0
15150,40.5,41.496385384753694,100.0,0.0,99.9,0.4358898943540674,100.0,0.0
15200,41.8,41.11398788733586,100.0,0.0,99.9,0.4358898943540674,100.0,0.0
15250,43.4,41.752125694388305,100.0,0.0,100.0,0.0,100.0,0.0
15300,44.5,41.789352710947796,100.0,0.0,99.9,0.43588989435406733,100.0,0.0
15350,46.0,40.7332787779231,100.0,0.0,100.0,0.0,100.0,0.0
15400,48.4,41.22426469932484,100.0,0.0,99.8,0.5999999999999999,100.0,0.0
15450,49.6,42.57041226016023,100.0,0.0,100.0,0.0,100.0,0.0
15500,51.7,41.93459192599828,100.0,0.0,100.0,0.0,100.0,0.0
15550,53.1,42.30590975265749,100.0,0.0,100.0,0.0,100.0,0.0
15600,52.6,42.755584430574686,100.0,0.0,100.0,0.0,100.0,0.0
15650,54.3,41.87254470413758,100.0,0.0,100.0,0.0,100.0,0.0
15700,57.1,42.57922028407754,100.0,0.0,100.0,0.0,100.0,0.0
15750,56.5,42.41638834224338,100.0,0.0,99.9,0.43588989435406733,100.0,0.0
15800,58.4,44.18416005764962,100.0,0.0,100.0,0.0,100.0,0.0
15850,59.3,43.31408546881719,100.0,0.0,100.0,0.0,100.0,0.0
15900,60.1,43.82909992231188,100.0,0.0,100.0,0.0,100.0,0.0
15950,62.0,43.785842460777204,100.0,0.0,100.0,0.0,100.0,0.0
16000,62.2,44.40225219513083,100.0,0.0,100.0,0.0,100.0,0.0
16050,63.3,43.53515820575365,100.0,0.0,99.9,0.43588989435406733,100.0,0.0
16100,64.5,43.54250796635398,100.0,0.0,100.0,0.0,100.0,0.0
16150,64.0,43.3589667773576,100.0,0.0,99.9,0.43588989435406733,99.9,0.43588989435406733
16200,65.6,43.866160078128566,100.0,0.0,100.0,0.0,100.0,0.0
