window_end_episode,ach_mean,ach_std,sigma_ne_mean,sigma_ne_std
3050,0.010000000000000002,1.734723475976807e-18,0.37637451699999996,0.00031052600350214425
3100,0.010000000000000002,1.734723475976807e-18,0.376348312,0.00027054219289420107
3150,0.010000000000000002,1.734723475976807e-18,0.37632536899999997,0.00023765153561251925
3200,0.010000000000000002,1.734723475976807e-18,0.376305088,0.0002102526002122104
3250,0.010000000000000002,1.734723475976807e-18,0.37628704700000004,0.00018721273463896223
3300,0.010000000000000002,1.734723475976807e-18,0.37627089599999997,0.00016763827517605418
3350,0.010000000000000002,1.734723475976807e-18,0.376256369,0.0001508968045354401
3400,0.010000000000000002,1.734723475976807e-18,0.376243215,0.0001364451285865563
3450,0.010000000000000002,1.734723475976807e-18,0.37623125600000007,0.00012387233486134907
3500,0.010000000000000002,1.734723475976807e-18,0.37622034000000004,0.00011287537534819829
3550,0.010000000000000002,1.734723475976807e-18,0.376210353,0.00010325113370321325
3600,0.010000000000000002,1.734723475976807e-18,0.376201164,9.473362330239955e-05
3650,0.010000000000000002,1.734723475976807e-18,0.376192708,8.717575153675411e-05
3700,0.010000000000000002,1.734723475976807e-18,0.37618487999999994,8.044603781417358e-05
3750,0.010000000000000002,1.734723475976807e-18,0.37617763099999996,7.441248563918038e-05
3800,0.010000000000000002,1.734723475976807e-18,0.376170886,6.899912611041562e-05
3850,0.010000000000000002,1.734723475976807e-18,0.37616462500000003,6.411954674669656e-05
3900,0.010000000000000002,1.734723475976807e-18,0.376158782,5.971175693278638e-05
3950,0.010000000000000002,1.734723475976807e-18,0.3761533060000001,5.5709269641607204e-05
4000,0.010000000000000002,1.734723475976807e-18,0.37614818800000005,5.207515545824474e-05
4050,0.010000000000000002,1.734723475976807e-18,0.376143391,4.876924214094047e-05
4100,0.010000000000000002,1.734723475976807e-18,0.376138878,4.5737967554332484e-05
4150,0.010000000000000002,1.734723475976807e-18,0.376134636,4.2961297745770304e-05
4200,0.010000000000000002,1.734723475976807e-18,0.376130634,4.0414796349848663e-05
4250,0.010000000000000002,1.734723475976807e-18,0.37612686900000003,3.807693184856253e-05
4300,0.010000000000000002,1.734723475976807e-18,0.3761233,3.59076766165823e-05
4350,0.010000000000000002,1.734723475976807e-18,0.37611993099999996,3.392138350656543e-05
4400,0.010000000000000002,1.734723475976807e-18,0.376116736,3.2070849443064685e-05
4450,0.010000000000000002,1.734723475976807e-18,0.37611372899999995,3.0370507717199587e-05
4500,0.010000000000000002,1.734723475976807e-18,0.37611084499999997,2.8780382120486626e-05
4550,0.010000000000000002,1.734723475976807e-18,0.37610810899999997,2.7310116422316453e-05
4600,0.010000000000000002,1.734723475976807e-18,0.37610552900000005,2.5924459859370328e-05
4650,0.010000000000000002,1.734723475976807e-18,0.37610304400000005,2.466579056101362e-05
4700,0.010000000000000002,1.734723475976807e-18,0.37610070100000004,2.3467739963643067e-05
4750,0.010000000000000002,1.734723475976807e-18,0.37609846700000005,2.232741568116698e-05
4800,0.010000000000000002,1.734723475976807e-18,0.37609631699999996,2.130041715552621e-05
4850,0.010000000000000002,1.734723475976807e-18,0.37609427900000003,2.0323667459373157e-05
4900,0.010000000000000002,1.734723475976807e-18,0.37609231900000006,1.9390113434414465e-05
4950,0.010000000000000002,1.734723475976807e-18,0.37609044,1.852963032548973e-05
5000,0.010000000000000002,1.734723475976807e-18,0.37608865899999994,1.771425242562329e-05
5050,0.010000000000000002,1.734723475976807e-18,0.37608693399999993,1.6962208700518477e-05
5100,0.010000000000000002,1.734723475976807e-18,0.376085313,1.6233223062606572e-05
5150,0.010000000000000002,1.734723475976807e-18,0.37608372400000006,1.5553010769620078e-05
5200,0.010000000000000002,1.734723475976807e-18,0.37608221000000003,1.4909652578091709e-05
5250,0.010000000000000002,1.734723475976807e-18,0.3760807689999999,1.4307291113274675e-05
5300,0.010000000000000002,1.734723475976807e-18,0.37607936200000003,1.373940886649001e-05
5350,0.010000000000000002,1.734723475976807e-18,0.37607803299999987,1.3195405677723729e-05
5400,0.010000000000000002,1.734723475976807e-18,0.37607674299999994,1.2680025670318566e-05
5450,0.010000000000000002,1.734723475976807e-18,0.376075489,1.2194269924836147e-05
5500,0.010000000000000002,1.734723475976807e-18,0.3760742839999999,1.1755784278390556e-05
5550,0.010000000000000002,1.734723475976807e-18,0.37607312499999995,1.1304390076423833e-05
5600,0.010000000000000002,1.734723475976807e-18,0.37607205400000004,1.0858211823331678e-05
5650,0.010000000000000002,1.734723475976807e-18,0.37607097100000003,1.048223921688365e-05
5700,0.010000000000000002,1.734723475976807e-18,0.37606991900000003,1.0132473488745625e-05
5750,0.010000000000000002,1.734723475976807e-18,0.37606892,9.752300241472776e-06
5800,0.010000000000000002,1.734723475976807e-18,0.37606797599999997,9.410004463326125e-06
5850,0.010040000000000002,0.000174355957741627,0.37606667599999993,9.630257732783184e-06
5900,0.010000000000000002,1.734723475976807e-18,0.37658162399999995,0.002244398102463993
5950,0.010000000000000002,1.734723475976807e-18,0.37619114400000003,0.0005463399753852783
6000,0.010000000000000002,1.734723475976807e-18,0.376154411,0.0003900374735060681
6050,0.010000000000000002,1.734723475976807e-18,0.3761411499999999,0.0003357597011852434
6100,0.010000000000000002,1.734723475976807e-18,0.37613040500000006,0.00029262454749219775
6150,0.010000000000000002,1.734723475976807e-18,0.3761215580000001,0.00025722246254167064
6200,0.010000000000000002,1.734723475976807e-18,0.37611400100000003,0.0002278042859540043
6250,0.010000000000000002,1.734723475976807e-18,0.376107646,0.00020308106579395292
6300,0.010000000000000002,1.734723475976807e-18,0.376102116,0.00018212042802499096
6350,0.010000000000000002,1.734723475976807e-18,0.37609729799999986,0.00016419809924600259
6400,0.010000000000000002,1.734723475976807e-18,0.376093071,0.00014872742497266426
6450,0.010000000000000002,1.734723475976807e-18,0.37608938300000005,0.00013530297399170197
6500,0.010000000000000002,1.734723475976807e-18,0.376086004,0.00012355662468681617
6550,0.010000000000000002,1.734723475976807e-18,0.376083121,0.00011328202054607565
6600,0.010000000000000002,1.734723475976807e-18,0.37608034199999996,0.00010421655029792033
6650,0.010000000000000002,1.734723475976807e-18,0.37607801700000004,9.611735853112443e-05
6700,0.010000000000000002,1.734723475976807e-18,0.37607571300000003,8.895721809386694e-05
6750,0.010000000000000002,1.734723475976807e-18,0.37607378,8.250124047550789e-05
6800,0.010000000000000002,1.734723475976807e-18,0.37607185200000004,7.672429795052992e-05
6850,0.010000000000000002,1.734723475976807e-18,0.37607017600000003,7.150817144915357e-05
6900,0.010000000000000002,1.734723475976807e-18,0.37606862800000007,6.677936010477418e-05
6950,0.010000000000000002,1.734723475976807e-18,0.376067096,6.250845050071101e-05
7000,0.010000000000000002,1.734723475976807e-18,0.376065724,5.861559539917505e-05
7050,0.010000000000000002,1.734723475976807e-18,0.37606454300000003,5.5032599893160684e-05
7100,0.010000000000000002,1.734723475976807e-18,0.376063252,5.181525041914832e-05
7150,0.010000000000000002,1.734723475976807e-18,0.37606214599999993,4.882353575888728e-05
7200,0.010000000000000002,1.734723475976807e-18,0.3760611789999999,4.605249329841092e-05
7250,0.010000000000000002,1.734723475976807e-18,0.376060062,4.3562426424609396e-05
7300,0.010000000000000002,1.734723475976807e-18,0.376059166,4.121752593253637e-05
7350,0.010000000000000002,1.734723475976807e-18,0.376058326,3.902454668539203e-05
7400,0.010000000000000002,1.734723475976807e-18,0.37605745600000007,3.704435212014723e-05
7450,0.010000000000000002,1.734723475976807e-18,0.376056579,3.5218003620290205e-05
7500,0.010000000000000002,1.734723475976807e-18,0.37605594100000006,3.345025050729811e-05
7550,0.010000000000000002,1.734723475976807e-18,0.376055212,3.1839265946321915e-05
7600,0.010000000000000002,1.734723475976807e-18,0.3760543860000001,3.0377482515852564e-05
7650,0.010000000000000002,1.734723475976807e-18,0.3760538160000001,2.894848983970782e-05
7700,0.010000000000000002,1.734723475976807e-18,0.376053227,2.76259901360653e-05
7750,0.010000000000000002,1.734723475976807e-18,0.376052549,2.6406211750263795e-05
7800,0.010000000000000002,1.734723475976807e-18,0.37605199100000003,2.526571944355169e-05
7850,0.010000000000000002,1.734723475976807e-18,0.3760514830000001,2.4160006850158626e-05
7900,0.010000000000000002,1.734723475976807e-18,0.3760508600000001,2.3160005181355343e-05
7950,0.010000000000000002,1.734723475976807e-18,0.37605043200000005,2.217515853381463e-05
8000,0.010000000000000002,1.734723475976807e-18,0.37604990699999996,2.127639280986849e-05
8050,0.010000000000000002,1.734723475976807e-18,0.376049483,2.0411949710891894e-05
8100,0.010000000000000002,1.734723475976807e-18,0.376048995,1.960950981028715e-05
8150,0.010000000000000002,1.734723475976807e-18,0.37604856000000003,1.8853047499034705e-05
8200,0.010000000000000002,1.734723475976807e-18,0.37604822299999996,1.8097962620126974e-05
8250,0.010000000000000002,1.734723475976807e-18,0.376047885,1.7414260679090194e-05
8300,0.010000000000000002,1.734723475976807e-18,0.376047423,1.6759081448592106e-05
8350,0.010000000000000002,1.734723475976807e-18,0.37604712100000004,1.6118623359325787e-05
8400,0.010000000000000002,1.734723475976807e-18,0.37604683600000005,1.5523513262138886e-05
8450,0.010000000000000002,1.734723475976807e-18,0.3760464629999999,1.4965194652928167e-05
8500,0.010000000000000002,1.734723475976807e-18,0.37604608100000003,1.4448985396926043e-05
8550,0.010000000000000002,1.734723475976807e-18,0.376045748,1.3953269724334261e-05
8600,0.010000000000000002,1.734723475976807e-18,0.376045486,1.3444798399375953e-05
8650,0.010000000000000002,1.734723475976807e-18,0.37604531499999994,1.2952406533170328e-05
8700,0.010000000000000002,1.734723475976807e-18,0.37604489299999994,1.2564252902560453e-05
8750,0.010000000000000002,1.734723475976807e-18,0.376044579,1.2130631434514875e-05
8800,0.010000000000000002,1.734723475976807e-18,0.376044378,1.1722241935742296e-05
8850,0.010000000000000002,1.734723475976807e-18,0.376044144,1.1351607110881811e-05
8900,0.010000000000000002,1.734723475976807e-18,0.376043835,1.0989636709199036e-05
8950,0.010000000000000002,1.734723475976807e-18,0.3760436049999999,1.061661127668167e-05
9000,0.010000000000000002,1.734723475976807e-18,0.3760432829999999,1.0304583979943142e-05
9050,0.010000000000000002,1.734723475976807e-18,0.3760431299999999,9.989171136778792e-06
9100,0.010000000000000002,1.734723475976807e-18,0.3760428789999999,9.662166371986998e-06
9150,0.010000000000000002,1.734723475976807e-18,0.3760426539999998,9.385007405427185e-06
9200,0.010000000000000002,1.734723475976807e-18,0.3760423899999999,9.10445715022043e-06
9250,0.010000000000000002,1.734723475976807e-18,0.37604230999999994,8.834288879160426e-06
9300,0.010000000000000002,1.734723475976807e-18,0.3760420419999999,8.53477334205458e-06
9350,0.010000000000000002,1.734723475976807e-18,0.3760417279999999,8.336184738820713e-06
9400,0.010000000000000002,1.734723475976807e-18,0.37604156099999997,8.098912210935821e-06
9450,0.010000000000000002,1.734723475976807e-18,0.3760413939999999,7.877350062037815e-06
9500,0.010000000000000002,1.734723475976807e-18,0.37604116200000004,7.655562422205556e-06
9550,0.010000000000000002,1.734723475976807e-18,0.376041009,7.4174941186456e-06
9600,0.010000000000000002,1.734723475976807e-18,0.376040794,7.213254743869061e-06
9650,0.010000000000000002,1.734723475976807e-18,0.376040575,7.026392744495111e-06
9700,0.010000000000000002,1.734723475976807e-18,0.376040451,6.8226460409680924e-06
9750,0.010000000000000002,1.734723475976807e-18,0.376040243,6.6772667312168965e-06
9800,0.010000000000000002,1.734723475976807e-18,0.376040131,6.501438225496708e-06
9850,0.010000000000000002,1.734723475976807e-18,0.37603990200000004,6.352693601927248e-06
9900,0.010000000000000002,1.734723475976807e-18,0.37603965600000006,6.159186959346419e-06
9950,0.010000000000000002,1.734723475976807e-18,0.376039518,5.978902574906782e-06
10000,0.010000000000000002,1.734723475976807e-18,0.37603942,5.8202371085598135e-06
10050,0.031629841000000006,0.001069734946993413,0.445796392,0.0024438542153524647
10100,0.010864233000000001,0.0004711202964965538,0.6351634279999999,0.011853749489574007
10150,0.010200481999999999,0.0003463767209210232,0.47165118,0.010415740205051194
10200,0.010160000000000002,0.00032000000000000013,0.41655489800000006,0.007082482488760264
10250,0.010360016000000001,0.000535200602451081,0.400815067,0.010030894529865783
10300,0.010240000000000003,0.0003666060555964673,0.397818769,0.010004185490888232
10350,0.010296206000000002,0.00045333728534502896,0.39377754699999995,0.011899643726894133
10400,0.010239917000000003,0.00036647942765044827,0.393137116,0.011185905873717355
10450,0.010440004000000003,0.0003979985933442481,0.390900101,0.008157269871895814
10500,0.010640155000000002,0.0005426325243431324,0.393684274,0.011367566169765819
10550,0.010320019000000003,0.0005878672017207632,0.39965182600000004,0.016399209532303796
10600,0.010639790000000001,0.0006971353081719503,0.395596214,0.013992746813413155
10650,0.010600045000000002,0.0006131835161474912,0.400228626,0.01588778146828322
10700,0.010800054000000002,0.0007589761738579157,0.39908261899999997,0.012952197264415771
10750,0.010520368000000002,0.0006827970597300491,0.40417561299999993,0.012138631441425794
10800,0.011038724000000001,0.0010736760069518184,0.40713663,0.021835924777739546
10850,0.011103664000000003,0.0008521224784407466,0.40602771299999996,0.017926047893499848
10900,0.011496387000000002,0.00149621282745838,0.405449033,0.01872989074768381
10950,0.01261102,0.003002317714126871,0.40598208500000005,0.0226559293137385
11000,0.013772685000000002,0.005460116629050611,0.4096003550000001,0.02731775889667736
11050,0.014667880999999999,0.006755348524709811,0.41677688999999996,0.02133312792266478
11100,0.015519294,0.0070809913652428655,0.42336808000000004,0.035529892264441226
11150,0.015827545000000002,0.006383975861952722,0.414305553,0.024153211294084494
11200,0.016318050000000004,0.007098131122137715,0.43386122,0.03714154988402288
11250,0.016586191,0.00737628893109123,0.43439271099999993,0.038444477778219584
11300,0.017185606,0.008096488767190628,0.421724779,0.04984293044089022
11350,0.016883466,0.0068860271135919885,0.43124068599999993,0.03900931983754452
11400,0.01591534,0.006967847627581992,0.43670501400000006,0.03842465812961521
11450,0.0165433,0.006781933406812543,0.422830371,0.03420516054816493
11500,0.017891580000000004,0.008158844708077243,0.432058194,0.04580738837164115
11550,0.016748539,0.008238560007087342,0.43439580400000005,0.035987873814932486
11600,0.014798547,0.006836226297115316,0.443563023,0.03735654707936978
11650,0.012739823000000003,0.0042315922391944856,0.436524652,0.03268916417223995
11700,0.011437511000000003,0.0015885110369207392,0.434193488,0.04303110290256683
11750,0.011579864000000004,0.0023501921712881266,0.4169293090000001,0.024486698205209677
11800,0.011923746000000004,0.005093721614878849,0.41573606199999996,0.03312919857797342
11850,0.011388068000000003,0.003891978359515378,0.4205971730000001,0.031541413971045935
11900,0.010828924000000002,0.0015243419162720674,0.4054595850000001,0.02029090378548071
11950,0.010453962000000002,0.0006711713126437991,0.40574517000000004,0.024614875658777152
12000,0.010409417000000002,0.0009648806244354798,0.40108192900000006,0.027607822649866817
12050,0.010255222000000001,0.00039365948523565405,0.4021889549999999,0.031302151917218024
12100,0.010360039000000001,0.0007366154650148211,0.39258849599999995,0.013644118149555299
12150,0.010120368000000001,0.00028550587800604056,0.39387219900000003,0.02527852377779958
12200,0.010120001000000002,0.0002856595176411948,0.389166955,0.013676919652427408
12250,0.010160000000000002,0.00032000000000000013,0.387329205,0.011625448295426506
12300,0.010040000000000002,0.00017435595774162698,0.38701831999999997,0.010916919538463219
12350,0.010120000000000002,0.00028565713714171403,0.382862565,0.005015488197752534
12400,0.010080000000000002,0.00024000000000000003,0.382905022,0.006398164796864503
12450,0.01012,0.00028565713714171403,0.38343082799999995,0.008093751402654746
12500,0.010000000000000002,1.734723475976807e-18,0.382995554,0.009599004751725256
12550,0.010040000000000002,0.00017435595774162695,0.38031164100000003,0.004435430770896877
12600,0.010040000000000002,0.000174355957741627,0.380418947,0.0063202607065097425
12650,0.010000000000000002,1.734723475976807e-18,0.38033154600000013,0.006172990770451885
12700,0.010000000000000002,1.734723475976807e-18,0.379033877,0.0034942254170632755
12750,0.010040000000000002,0.00017435595774162695,0.37825906299999995,0.002092430908071038
12800,0.010080000000000002,0.00024000000000000003,0.378809485,0.004218627263486896
12850,0.010000000000000002,1.734723475976807e-18,0.37896151299999997,0.004105263042993823
12900,0.010080000000000002,0.00024000000000000003,0.378040525,0.001999192894513945
12950,0.010000000000000002,1.734723475976807e-18,0.37854768200000005,0.0036694310618454167
13000,0.010000000000000002,1.734723475976807e-18,0.377809171,0.002289388908966552
13050,0.010000000000000002,1.734723475976807e-18,0.37744201999999993,0.001510833372241961
13100,0.010000000000000002,1.734723475976807e-18,0.37722220400000006,0.00114995009351885
13150,0.010000000000000002,1.734723475976807e-18,0.377056684,0.0009054971062262043
13200,0.010080000000000002,0.00024000000000000006,0.3772393059999999,0.0011358695747857815
13250,0.010000000000000002,1.734723475976807e-18,0.37775403800000007,0.002802673099424189
13300,0.010000000000000002,1.734723475976807e-18,0.37704334000000006,0.001002014094411838
13350,0.010000000000000002,1.734723475976807e-18,0.376901979,0.000789088217868589
13400,0.010000000000000002,1.734723475976807e-18,0.376798267,0.0006517973102821073
13450,0.010040000000000002,0.00017435595774162698,0.37671094699999996,0.0005483392402254346
13500,0.010000000000000002,1.734723475976807e-18,0.37716655600000004,0.002271586990793907
13550,0.010000000000000002,1.734723475976807e-18,0.376763313,0.0008313768024734642
13600,0.010000000000000002,1.734723475976807e-18,0.3766544990000001,0.0005912530390780203
13650,0.010000000000000002,1.734723475976807e-18,0.376590085,0.0004950571239715753
13700,0.010040000000000002,0.00017435595774162703,0.376903715,0.0015756469314395856
13750,0.010000000000000002,1.734723475976807e-18,0.37674873900000005,0.0011100594199857136
13800,0.010000000000000002,1.734723475976807e-18,0.376567378,0.000535939746385736
13850,0.010000000000000002,1.734723475976807e-18,0.376513708,0.0004483299896014171
13900,0.010000000000000002,1.734723475976807e-18,0.37646988699999995,0.0003839047492946748
13950,0.010000000000000002,1.734723475976807e-18,0.37643249200000006,0.0003322321781164558
14000,0.010000000000000002,1.734723475976807e-18,0.37640015799999993,0.000290059207535291
14050,0.010000000000000002,1.734723475976807e-18,0.3763719779999999,0.0002552515224558178
14100,0.010040000000000002,0.00017435595774162695,0.37656688399999994,0.0009513019765899633
14150,0.010040000000000002,0.00017435595774162695,0.376703758,0.0016338249981427265
14200,0.010000000000000002,1.734723475976807e-18,0.37689623599999994,0.0020446487249950883
14250,0.010000000000000002,1.734723475976807e-18,0.3765654320000001,0.0008410862693065455
14300,0.010000000000000002,1.734723475976807e-18,0.37646265300000004,0.0005549028217003493
14350,0.010040000000000002,0.00017435595774162695,0.376639128,0.001020227202821032
14400,0.010000000000000002,1.734723475976807e-18,0.37676230699999996,0.001654711887190947
14450,0.010000000000000002,1.734723475976807e-18,0.37647662400000004,0.0006065207330207364
14500,0.010000000000000002,1.734723475976807e-18,0.37642716800000003,0.0005013571588159702
14550,0.010000000000000002,1.734723475976807e-18,0.37638955499999993,0.0004300073113273866
14600,0.010000000000000002,1.734723475976807e-18,0.37635790900000005,0.0003727970282861668
14650,0.010000000000000002,1.734723475976807e-18,0.376330876,0.00032613924361230706
14700,0.010000000000000002,1.734723475976807e-18,0.37630752599999995,0.0002875585967485421
14750,0.010000000000000002,1.734723475976807e-18,0.376287143,0.00025528844472673536
14800,0.010000000000000002,1.734723475976807e-18,0.376269219,0.00022800645802038163
14850,0.010000000000000002,1.734723475976807e-18,0.376253329,0.00020475217756840626
14900,0.010000000000000002,1.734723475976807e-18,0.37623916699999993,0.000184767807507171
14950,0.010000000000000002,1.734723475976807e-18,0.376226458,0.00016748577227931384
15000,0.010000000000000002,1.734723475976807e-18,0.37621497800000003,0.00015241508060556856
15050,0.010000000000000002,1.734723475976807e-18,0.37620457700000004,0.00013919283922315636
15100,0.010000000000000002,1.734723475976807e-18,0.376195115,0.00012756189915095564
15150,0.010000000000000002,1.734723475976807e-18,0.376186456,0.00011726093562648633
15200,0.010000000000000002,1.734723475976807e-18,0.376178516,0.00010809906948720841
15250,0.010000000000000002,1.734723475976807e-18,0.37617122299999994,9.990306887677234e-05
15300,0.010000000000000002,1.734723475976807e-18,0.3761644820000001,9.256591249480653e-05
15350,0.010000000000000002,1.734723475976807e-18,0.376158235,8.595936385875657e-05
15400,0.010000000000000002,1.734723475976807e-18,0.37615246199999997,8.001002009748005e-05
15450,0.010000000000000002,1.734723475976807e-18,0.376147072,7.462023114410491e-05
15500,0.010000000000000002,1.734723475976807e-18,0.37614206200000005,6.971836369279105e-05
15550,0.010000000000000002,1.734723475976807e-18,0.376137371,6.525734976997839e-05
15600,0.010000000000000002,1.734723475976807e-18,0.37613299,6.118421937067893e-05
15650,0.010000000000000002,1.734723475976807e-18,0.376128881,5.7461223960163583e-05
15700,0.010000000000000002,1.734723475976807e-18,0.376125006,5.4035148227797014e-05
15750,0.010000000000000002,1.734723475976807e-18,0.376121386,5.088961508990741e-05
15800,0.010000000000000002,1.734723475976807e-18,0.376117949,4.801335459015572e-05
15850,0.010000000000000002,1.734723475976807e-18,0.376114728,4.534114219997688e-05
15900,0.010000000000000002,1.734723475976807e-18,0.376111682,4.286583203436826e-05
15950,0.010000000000000002,1.734723475976807e-18,0.376108795,4.057978702505977e-05
16000,0.010000000000000002,1.734723475976807e-18,0.3761060529999999,3.8456086787383926e-05
16050,0.010000000000000002,1.734723475976807e-18,0.37610346699999997,3.6487157891514145e-05
16100,0.010000000000000002,1.734723475976807e-18,0.37610098700000005,3.4652640462185707e-05
16150,0.010000000000000002,1.734723475976807e-18,0.37609865699999995,3.294510784623169e-05
16200,0.010000000000000002,1.734723475976807e-18,0.376096428,3.1354060917228e-05
16250,0.010000000000000002,1.734723475976807e-18,0.376094308,2.98656614860513e-05
16300,0.010000000000000002,1.734723475976807e-18,0.37609227900000003,2.846779898410645e-05
16350,0.010000000000000002,1.734723475976807e-18,0.37609035199999996,2.7159688068894987e-05
16400,0.010000000000000002,1.734723475976807e-18,0.376088514,2.593254642334026e-05
16450,0.010040000000000002,0.00017435595774162695,0.3760866719999999,2.480768864687423e-05
16500,0.010000000000000002,1.734723475976807e-18,0.376539426,0.0019793004556974262
16550,0.010000000000000002,1.734723475976807e-18,0.3762548980000001,0.0007462941256073164
16600,0.010000000000000002,1.734723475976807e-18,0.3761801880000001,0.00042768920572770227
16650,0.010000000000000002,1.734723475976807e-18,0.3761640519999999,0.0003638387183574529
16700,0.010000000000000002,1.734723475976807e-18,0.37615139999999997,0.0003150136139915287
16750,0.010000000000000002,1.734723475976807e-18,0.37614087799999996,0.0002753006627598307
16800,0.010000000000000002,1.734723475976807e-18,0.37613206300000007,0.00024254676293654942
16850,0.010000000000000002,1.734723475976807e-18,0.37612452199999996,0.00021523607466222844
16900,0.010000000000000002,1.734723475976807e-18,0.3761180140000001,0.0001922244017912406
16950,0.010000000000000002,1.734723475976807e-18,0.376112336,0.00017262820321142127
17000,0.010000000000000002,1.734723475976807e-18,0.37610735400000006,0.00015583036483305022
17050,0.010000000000000002,1.734723475976807e-18,0.3761029290000001,0.00014133786491595546
17100,0.010000000000000002,1.734723475976807e-18,0.376099009,0.0001287185227502164
17150,0.010000000000000002,1.734723475976807e-18,0.37609542199999996,0.00011769936531689613
17200,0.010000000000000002,1.734723475976807e-18,0.376092245,0.0001079739133078043
