Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -193.18; Last 100 Avg Ret: -176.04; Var: 0.00042944; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -471.63; Last 100 Avg Ret: -208.70; Var: 0.00204014; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -111.20; Last 100 Avg Ret: -247.41; Var: 0.00256515; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -165.76; Last 100 Avg Ret: -241.72; Var: 0.00173887; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -289.65; Last 100 Avg Ret: -226.95; Var: 0.00256303; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -147.13; Last 100 Avg Ret: -218.22; Var: 0.00151889; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -118.49; Last 100 Avg Ret: -207.76; Var: 0.00204520; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -160.03; Last 100 Avg Ret: -205.89; Var: 0.00162902; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -503.10; Last 100 Avg Ret: -205.38; Var: 0.00227271; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -394.47; Last 100 Avg Ret: -206.23; Var: 0.00170720; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -165.77; Last 100 Avg Ret: -210.06; Var: 0.00079197; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -100.18; Last 100 Avg Ret: -206.05; Var: 0.00079730; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -157.36; Last 100 Avg Ret: -194.30; Var: 0.00156320; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -104.88; Last 100 Avg Ret: -189.77; Var: 0.00074633; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -133.33; Last 100 Avg Ret: -189.62; Var: 0.00301641; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -7.71; Last 100 Avg Ret: -183.16; Var: 0.00205702; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -123.46; Last 100 Avg Ret: -181.05; Var: 0.00161713; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -139.45; Last 100 Avg Ret: -177.03; Var: 0.00084769; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -144.59; Last 100 Avg Ret: -172.27; Var: 0.00045076; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -149.35; Last 100 Avg Ret: -168.90; Var: 0.00102921; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -231.30; Last 100 Avg Ret: -162.33; Var: 0.00077564; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
220: Ret: -163.89; Last 100 Avg Ret: -155.71; Var: 0.00066121; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
230: Ret: -113.34; Last 100 Avg Ret: -149.34; Var: 0.00040640; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
240: Ret: -133.29; Last 100 Avg Ret: -144.78; Var: 0.00063846; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
250: Ret: -82.01; Last 100 Avg Ret: -137.41; Var: 0.00134995; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
260: Ret: -309.24; Last 100 Avg Ret: -142.54; Var: 0.00027460; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
270: Ret: -42.53; Last 100 Avg Ret: -139.38; Var: 0.00129132; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
280: Ret: -134.67; Last 100 Avg Ret: -143.41; Var: 0.00076973; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
290: Ret: -26.78; Last 100 Avg Ret: -146.47; Var: 0.00139855; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
300: Ret: -65.45; Last 100 Avg Ret: -142.94; Var: 0.00037705; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
310: Ret: -219.85; Last 100 Avg Ret: -140.87; Var: 0.00025973; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
320: Ret: -281.02; Last 100 Avg Ret: -140.66; Var: 0.00504736; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
330: Ret: -80.85; Last 100 Avg Ret: -136.03; Var: 0.00083940; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
340: Ret: -85.82; Last 100 Avg Ret: -138.76; Var: 0.00056929; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
350: Ret: -49.41; Last 100 Avg Ret: -149.12; Var: 0.00114302; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
360: Ret: -86.74; Last 100 Avg Ret: -146.17; Var: 0.00105166; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
370: Ret: -52.88; Last 100 Avg Ret: -150.62; Var: 0.00085647; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
380: Ret: -75.75; Last 100 Avg Ret: -136.55; Var: 0.00090485; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
390: Ret: -35.74; Last 100 Avg Ret: -125.17; Var: 0.00043829; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
400: Ret: -186.91; Last 100 Avg Ret: -122.07; Var: 0.00041452; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
410: Ret: -135.82; Last 100 Avg Ret: -124.82; Var: 0.00084312; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
420: Ret: 2.65; Last 100 Avg Ret: -111.52; Var: 0.00063586; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
430: Ret: -8.84; Last 100 Avg Ret: -107.89; Var: 0.00051813; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
440: Ret: -437.62; Last 100 Avg Ret: -97.58; Var: 0.00058219; NE: 1.148; ACh: 0.000; ActLR: 0.00006250; Solved: N
450: Ret: -21.63; Last 100 Avg Ret: -81.49; Var: 0.00168465; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
460: Ret: -88.01; Last 100 Avg Ret: -80.97; Var: 0.00039952; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
470: Ret: 3.81; Last 100 Avg Ret: -79.63; Var: 0.00057400; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
480: Ret: 186.55; Last 100 Avg Ret: -75.98; Var: 0.00041997; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
490: Ret: 18.89; Last 100 Avg Ret: -81.00; Var: 0.00076156; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
500: Ret: -108.71; Last 100 Avg Ret: -72.29; Var: 0.00101458; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
510: Ret: -206.34; Last 100 Avg Ret: -60.36; Var: 0.00147844; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
520: Ret: 161.33; Last 100 Avg Ret: -62.49; Var: 0.00030572; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
530: Ret: -233.82; Last 100 Avg Ret: -62.96; Var: 0.00033185; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
540: Ret: -0.19; Last 100 Avg Ret: -61.93; Var: 0.00060427; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
550: Ret: -25.83; Last 100 Avg Ret: -65.12; Var: 0.00046130; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
560: Ret: -8.32; Last 100 Avg Ret: -53.50; Var: 0.00036343; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
570: Ret: -217.31; Last 100 Avg Ret: -42.84; Var: 0.00022738; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
580: Ret: 46.44; Last 100 Avg Ret: -42.27; Var: 0.00029579; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
590: Ret: 48.25; Last 100 Avg Ret: -38.27; Var: 0.00096892; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
600: Ret: 73.50; Last 100 Avg Ret: -35.43; Var: 0.00048982; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
610: Ret: -5.46; Last 100 Avg Ret: -33.68; Var: 0.00018482; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
620: Ret: -0.35; Last 100 Avg Ret: -31.73; Var: 0.00017197; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
630: Ret: -31.36; Last 100 Avg Ret: -23.81; Var: 0.00025997; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
640: Ret: 5.68; Last 100 Avg Ret: -23.28; Var: 0.00056587; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
650: Ret: 5.33; Last 100 Avg Ret: -4.59; Var: 0.00052512; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
660: Ret: 205.03; Last 100 Avg Ret: 0.87; Var: 0.00116542; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
670: Ret: 186.22; Last 100 Avg Ret: 10.31; Var: 0.00009933; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
680: Ret: 35.37; Last 100 Avg Ret: 16.00; Var: 0.00061939; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
690: Ret: -5.25; Last 100 Avg Ret: 27.27; Var: 0.00014441; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
700: Ret: 272.63; Last 100 Avg Ret: 35.14; Var: 0.00028989; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
710: Ret: 8.53; Last 100 Avg Ret: 37.06; Var: 0.00011116; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
720: Ret: -75.33; Last 100 Avg Ret: 37.90; Var: 0.00046160; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
730: Ret: -84.07; Last 100 Avg Ret: 41.64; Var: 0.00143060; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
740: Ret: 2.68; Last 100 Avg Ret: 52.80; Var: 0.00019067; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
750: Ret: -0.02; Last 100 Avg Ret: 44.63; Var: 0.00030453; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
760: Ret: 223.60; Last 100 Avg Ret: 58.95; Var: 0.00003080; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
770: Ret: 217.81; Last 100 Avg Ret: 66.58; Var: 0.00025049; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
780: Ret: 153.84; Last 100 Avg Ret: 62.84; Var: 0.00072699; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
790: Ret: 220.87; Last 100 Avg Ret: 60.49; Var: 0.00018906; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
800: Ret: 58.36; Last 100 Avg Ret: 58.01; Var: 0.00039553; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
810: Ret: 215.78; Last 100 Avg Ret: 68.12; Var: 0.00067696; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
820: Ret: 12.62; Last 100 Avg Ret: 75.14; Var: 0.00020531; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
