episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,1,0.693247,0.000000,0.010464,0.376027,0
1,1,1.484206,0.000047,0.010464,0.376027,1
2,0,0.350547,0.000037,0.010464,0.376678,0
3,1,2.170680,0.000030,0.010464,0.376547,1
4,0,0.060704,0.000024,0.010464,0.376443,0
5,1,1.529328,0.000019,0.010464,0.376359,0
6,0,0.325766,0.000015,0.010464,0.376292,0
7,0,2.149529,0.000012,0.010464,0.376239,1
8,1,0.081699,0.000010,0.010464,0.376197,0
9,1,1.514351,0.000008,0.010464,0.376163,1
10,0,0.342436,0.000006,0.010464,0.376135,0
11,0,2.126539,0.000005,0.010464,0.376114,0
12,1,0.085619,0.000004,0.010464,0.376096,1
13,1,1.553144,0.000003,0.010464,0.376082,1
14,1,0.317051,0.000042,0.010464,0.376071,0
15,1,1.704150,0.000189,0.010464,0.376606,0
16,1,0.167905,0.000443,0.010464,0.378712,1
17,0,1.391889,0.000396,0.010464,0.382524,1
18,0,0.824480,0.000317,0.010464,0.381808,0
19,1,1.665692,0.000264,0.010464,0.380604,0
20,1,0.199329,0.000357,0.010464,0.379804,0
21,1,1.497917,0.000584,0.010464,0.381213,1
22,0,0.235671,0.000494,0.010464,0.384750,0
23,0,2.582553,0.000395,0.010464,0.383317,0
24,0,0.037755,0.000316,0.010464,0.381785,0
25,0,1.285364,0.000253,0.010464,0.380586,0
26,0,0.699259,0.000202,0.010464,0.379644,0
27,1,1.491936,0.000162,0.010464,0.378902,0
28,0,0.440903,0.000129,0.010464,0.378315,1
29,1,1.844680,0.000104,0.010464,0.377849,1
30,1,0.188973,0.000083,0.010464,0.377480,0
31,0,1.819343,0.000066,0.010464,0.377186,0
32,1,0.212167,0.000053,0.010464,0.376952,0
33,0,1.856279,0.000042,0.010464,0.376766,1
34,1,0.191610,0.000034,0.010464,0.376617,1
35,0,1.837616,0.000027,0.010464,0.376499,0
36,0,0.199497,0.000022,0.010464,0.376404,1
37,0,1.865589,0.000037,0.010464,0.376328,1
38,0,0.137230,0.000154,0.010464,0.376546,1
39,0,1.487862,0.000374,0.010464,0.378201,1
40,0,0.272202,0.000691,0.010464,0.381460,0
41,1,1.442770,0.000668,0.010464,0.386501,0
42,0,0.782264,0.000795,0.010464,0.386109,0
43,1,0.984155,0.000656,0.010464,0.388237,0
44,1,1.534618,0.000524,0.010464,0.385913,0
45,0,0.538986,0.000420,0.010464,0.383803,1
46,1,1.462759,0.000336,0.010464,0.382169,0
47,1,0.608872,0.000269,0.010464,0.380887,1
48,0,1.847589,0.000215,0.010464,0.379881,0
49,0,0.149558,0.000180,0.010464,0.379089,0
50,1,1.552225,0.000144,0.010464,0.378583,1
51,0,0.486604,0.000115,0.010464,0.378062,0
52,1,1.580869,0.000092,0.010464,0.377649,1
53,0,0.447004,0.000074,0.010464,0.377321,1
54,1,1.642383,0.000059,0.010464,0.377059,1
55,1,0.381095,0.000047,0.010464,0.376851,0
56,1,2.039545,0.000038,0.010464,0.376685,0
57,0,0.101728,0.000030,0.010464,0.376553,0
58,1,1.699153,0.000024,0.010464,0.376447,1
59,1,0.247191,0.000021,0.010464,0.376363,0
60,1,1.789729,0.000121,0.010464,0.376321,1
61,1,0.148173,0.000326,0.010464,0.377729,0
62,1,1.423054,0.000632,0.010464,0.380741,1
63,1,0.286454,0.001028,0.010464,0.385525,1
64,1,1.361180,0.001501,0.010464,0.392279,0
65,0,0.266907,0.001466,0.010464,0.401215,0
66,1,2.845237,0.001612,0.010464,0.400523,1
67,1,0.010000,0.001904,0.010464,0.403457,0
68,0,0.104228,0.001708,0.010464,0.409602,1
69,1,2.553889,0.001743,0.010464,0.405425,1
70,1,0.010839,0.001961,0.010464,0.406161,0
