Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -185.82; Last 100 Avg Ret: -223.75; Var: 0.00103913; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -207.93; Last 100 Avg Ret: -175.18; Var: 0.00338894; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -515.06; Last 100 Avg Ret: -186.25; Var: 0.00199164; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -97.79; Last 100 Avg Ret: -191.73; Var: 0.00171355; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -82.21; Last 100 Avg Ret: -187.33; Var: 0.00170276; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -329.79; Last 100 Avg Ret: -192.67; Var: 0.00017887; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -198.86; Last 100 Avg Ret: -190.11; Var: 0.00203980; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -63.81; Last 100 Avg Ret: -186.29; Var: 0.00108222; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -51.50; Last 100 Avg Ret: -197.65; Var: 0.00444895; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -100.14; Last 100 Avg Ret: -205.48; Var: 0.00328156; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -71.69; Last 100 Avg Ret: -199.01; Var: 0.00262036; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -245.29; Last 100 Avg Ret: -208.13; Var: 0.00414646; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -317.21; Last 100 Avg Ret: -204.88; Var: 0.00251213; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -510.14; Last 100 Avg Ret: -211.35; Var: 0.00395460; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -114.89; Last 100 Avg Ret: -218.85; Var: 0.00316157; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -55.18; Last 100 Avg Ret: -215.13; Var: 0.00206818; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -85.45; Last 100 Avg Ret: -235.73; Var: 0.00257325; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -436.22; Last 100 Avg Ret: -249.16; Var: 0.00262934; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -397.83; Last 100 Avg Ret: -241.19; Var: 0.00280146; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -239.41; Last 100 Avg Ret: -235.30; Var: 0.00403216; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -83.59; Last 100 Avg Ret: -238.88; Var: 0.00507181; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
220: Ret: -262.58; Last 100 Avg Ret: -246.11; Var: 0.00047814; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
230: Ret: -172.71; Last 100 Avg Ret: -252.78; Var: 0.00085445; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
240: Ret: -58.02; Last 100 Avg Ret: -240.96; Var: 0.00310026; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
250: Ret: -235.70; Last 100 Avg Ret: -232.82; Var: 0.00051901; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
260: Ret: -102.14; Last 100 Avg Ret: -226.39; Var: 0.00052267; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
270: Ret: -48.35; Last 100 Avg Ret: -199.33; Var: 0.00153481; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
280: Ret: -63.10; Last 100 Avg Ret: -182.90; Var: 0.00061133; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
290: Ret: -93.50; Last 100 Avg Ret: -173.25; Var: 0.00000100; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
300: Ret: -68.31; Last 100 Avg Ret: -171.14; Var: 0.00131797; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
310: Ret: -81.44; Last 100 Avg Ret: -163.83; Var: 0.00061617; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
320: Ret: -35.23; Last 100 Avg Ret: -146.58; Var: 0.00067781; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
330: Ret: -58.69; Last 100 Avg Ret: -136.91; Var: 0.00144549; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
340: Ret: -145.53; Last 100 Avg Ret: -135.31; Var: 0.00252705; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
350: Ret: -78.68; Last 100 Avg Ret: -129.25; Var: 0.00103682; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
360: Ret: -95.22; Last 100 Avg Ret: -127.55; Var: 0.00130530; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
