episode,is_optimal,surprise
0,1,0.000000
1,1,0.000000
2,0,0.073876
3,0,0.135377
4,0,0.178955
5,1,0.161060
6,1,0.144954
7,0,0.159992
8,0,0.166646
9,1,0.149982
10,1,0.134983
11,1,0.121485
12,0,0.117875
13,0,0.112930
14,1,0.103921
15,0,0.096708
16,1,0.092298
17,0,0.083755
18,1,0.082624
19,0,0.074362
20,1,0.075473
21,1,0.076559
22,1,0.076859
23,1,0.075812
24,0,0.069973
25,1,0.066790
26,1,0.062420
27,0,0.062369
28,1,0.056132
29,1,0.050519
30,1,0.045467
31,1,0.040920
32,0,0.052717
33,1,0.047445
34,1,0.042701
35,1,0.038431
36,1,0.034587
37,0,0.058611
38,0,0.081711
39,0,0.102737
40,0,0.120618
41,0,0.134639
42,0,0.144430
43,1,0.129987
44,1,0.116989
45,0,0.121683
46,1,0.109515
47,1,0.098563
48,1,0.088707
49,1,0.079836
50,1,0.071853
51,1,0.064667
52,1,0.058201
53,1,0.052381
54,1,0.047142
55,1,0.042428
56,1,0.038185
57,1,0.034367
58,1,0.030930
59,1,0.027837
60,0,0.068290
61,1,0.061461
62,1,0.055315
63,0,0.098987
64,1,0.089088
65,1,0.080180
66,1,0.072162
67,1,0.064945
68,1,0.058451
69,0,0.108035
70,1,0.097232
71,0,0.141885
72,1,0.127696
73,0,0.164252
74,1,0.147827
75,1,0.133044
76,1,0.119740
77,0,0.148873
78,1,0.133986
79,1,0.120587
80,1,0.108529
81,1,0.097676
82,0,0.131133
83,1,0.118020
84,1,0.106218
85,1,0.095596
86,1,0.086037
87,1,0.077433
88,1,0.069690
89,0,0.126072
90,1,0.113465
91,1,0.102119
92,0,0.160141
93,1,0.144127
94,1,0.129714
95,1,0.116743
96,1,0.105069
97,1,0.094562
98,1,0.085106
99,1,0.076595
100,1,0.068935
101,1,0.062042
102,0,0.137232
103,1,0.123509
104,1,0.111158
105,1,0.100042
106,1,0.090038
107,1,0.081034
108,1,0.072931
109,1,0.065638
110,1,0.059074
111,1,0.053167
112,1,0.047850
113,1,0.043065
114,1,0.038758
115,1,0.034883
116,1,0.031394
117,1,0.028255
118,1,0.025429
119,1,0.022886
120,1,0.020598
121,1,0.018538
122,1,0.016684
123,1,0.015016
124,0,0.130882
125,1,0.117794
126,1,0.106015
127,1,0.095413
128,1,0.085872
129,1,0.077285
130,1,0.069556
131,1,0.062601
132,1,0.056341
133,1,0.050706
134,1,0.045636
135,1,0.041072
136,1,0.036965
137,1,0.033269
138,1,0.029942
139,1,0.026947
140,1,0.024253
141,1,0.021827
142,1,0.019645
143,1,0.017680
144,1,0.015912
145,1,0.014321
146,1,0.012889
147,1,0.011600
148,1,0.010440
149,1,0.009396
150,1,0.008456
151,1,0.007611
152,1,0.006850
153,1,0.006165
154,1,0.005548
155,1,0.004993
156,1,0.004494
157,1,0.004045
158,1,0.003640
159,1,0.003276
160,1,0.002949
161,1,0.002654
162,1,0.002388
163,1,0.002150
164,1,0.001935
165,1,0.001741
166,1,0.001567
167,1,0.001410
168,1,0.001269
169,1,0.001142
170,1,0.001028
171,1,0.000925
172,1,0.000833
173,0,0.105607
174,1,0.095046
175,1,0.085541
176,1,0.076987
177,1,0.069289
178,1,0.062360
179,1,0.056124
180,1,0.050511
181,1,0.045460
182,1,0.040914
183,1,0.036823
184,1,0.033140
185,1,0.029826
186,1,0.026844
187,1,0.024159
188,0,0.115338
189,1,0.103804
190,1,0.093423
191,1,0.084081
192,1,0.075673
193,1,0.068106
194,1,0.061295
195,1,0.055166
196,1,0.049649
197,1,0.044684
198,1,0.040216
199,1,0.036194
200,1,0.032575
201,1,0.029317
202,1,0.026386
203,1,0.023747
204,1,0.021372
205,1,0.019235
206,1,0.017312
207,1,0.015580
208,1,0.014022
209,1,0.012620
210,1,0.011358
211,1,0.010222
212,1,0.009200
213,1,0.008280
214,1,0.007452
215,0,0.120040
216,1,0.108036
217,1,0.097233
218,0,0.176312
219,1,0.158680
220,1,0.142812
221,1,0.128531
222,1,0.115678
223,1,0.104110
224,1,0.093699
225,1,0.084329
226,1,0.075896
227,1,0.068307
228,1,0.061476
229,1,0.055328
230,1,0.049796
231,1,0.044816
232,1,0.040334
233,1,0.036301
234,1,0.032671
235,1,0.029404
236,1,0.026463
237,1,0.023817
238,1,0.021435
239,1,0.019292
240,1,0.017363
241,1,0.015626
242,1,0.014064
243,1,0.012657
244,1,0.011392
245,1,0.010252
246,1,0.009227
247,1,0.008305
248,1,0.007474
249,1,0.006727
250,1,0.006054
251,1,0.005449
252,1,0.004904
253,1,0.004413
254,1,0.003972
255,1,0.003575
256,1,0.003217
257,1,0.002896
258,1,0.002606
259,1,0.002345
260,1,0.002111
261,1,0.001900
262,1,0.001710
263,1,0.001539
264,1,0.001385
265,1,0.001246
266,1,0.001122
267,1,0.001010
268,1,0.000909
269,1,0.000818
270,1,0.000736
271,1,0.000662
272,1,0.000596
273,1,0.000537
274,1,0.000483
275,1,0.000435
276,1,0.000391
277,1,0.000352
278,1,0.000317
279,1,0.000285
280,1,0.000257
281,1,0.000231
282,1,0.000208
283,1,0.000187
284,1,0.000168
285,1,0.000152
286,1,0.000136
287,1,0.000123
288,1,0.000110
289,0,0.109142
290,1,0.098228
291,1,0.088405
292,1,0.079564
293,1,0.071608
294,1,0.064447
295,1,0.058003
296,0,0.130378
297,1,0.117340
298,1,0.105606
299,1,0.095045
300,1,0.085541
301,1,0.076987
302,1,0.069288
303,1,0.062359
304,1,0.056123
305,1,0.050511
306,1,0.045460
307,1,0.040914
308,1,0.036823
309,1,0.033140
310,1,0.029826
311,1,0.026844
312,1,0.024159
313,1,0.021743
314,1,0.019569
315,1,0.017612
316,1,0.015851
317,1,0.014266
318,1,0.012839
319,1,0.011555
320,1,0.010400
321,1,0.009360
322,1,0.008424
323,1,0.007581
324,1,0.006823
325,1,0.006141
326,1,0.005527
327,1,0.004974
328,1,0.004477
329,1,0.004029
330,1,0.003626
331,1,0.003264
332,1,0.002937
333,1,0.002643
334,1,0.002379
335,1,0.002141
336,1,0.001927
337,1,0.001734
338,1,0.001561
339,1,0.001405
340,1,0.001264
341,1,0.001138
342,1,0.001024
343,1,0.000922
344,1,0.000830
345,1,0.000747
346,1,0.000672
347,0,0.105913
348,1,0.095321
349,1,0.085789
350,1,0.077210
351,1,0.069489
352,1,0.062540
353,1,0.056286
354,1,0.050658
355,1,0.045592
356,1,0.041033
357,1,0.036929
358,1,0.033237
359,1,0.029913
360,1,0.026922
361,1,0.024229
362,1,0.021806
363,1,0.019626
364,1,0.017663
365,1,0.015897
366,1,0.014307
367,1,0.012877
368,1,0.011589
369,1,0.010430
370,1,0.009387
371,1,0.008448
372,1,0.007603
373,1,0.006843
374,1,0.006159
375,1,0.005543
376,1,0.004989
377,1,0.004490
378,1,0.004041
379,1,0.003637
380,1,0.003273
381,1,0.002946
382,1,0.002651
383,1,0.002386
384,1,0.002147
385,1,0.001933
386,1,0.001739
387,1,0.001565
388,1,0.001409
389,1,0.001268
390,1,0.001141
391,1,0.001027
392,0,0.105644
393,1,0.095079
394,1,0.085571
395,1,0.077014
396,1,0.069313
397,1,0.062382
398,1,0.056143
399,1,0.050529
400,1,0.045476
401,1,0.040929
402,1,0.036836
