Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -384.71; Last 100 Avg Ret: -226.07; Var: 0.00037512; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -74.29; Last 100 Avg Ret: -241.99; Var: 0.00222001; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -544.83; Last 100 Avg Ret: -238.74; Var: 0.00255514; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -80.61; Last 100 Avg Ret: -218.28; Var: 0.00255714; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -198.33; Last 100 Avg Ret: -218.64; Var: 0.00206302; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -132.20; Last 100 Avg Ret: -209.71; Var: 0.00333774; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -246.41; Last 100 Avg Ret: -204.15; Var: 0.00203561; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -116.53; Last 100 Avg Ret: -195.77; Var: 0.00132238; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -15.51; Last 100 Avg Ret: -192.89; Var: 0.00112570; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -119.57; Last 100 Avg Ret: -187.42; Var: 0.00083132; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -211.06; Last 100 Avg Ret: -182.65; Var: 0.00089167; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -111.80; Last 100 Avg Ret: -180.81; Var: 0.00121622; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -128.39; Last 100 Avg Ret: -168.84; Var: 0.00081292; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -173.83; Last 100 Avg Ret: -168.39; Var: 0.00096811; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
