episode,reward,unexpected_uncertainty,expected_uncertainty,mean_variance,mean_td_error_sq,mean_delta_var,mean_actor_lr,mean_abs_td
0,14.0,0.00012256641862162486,0.10939288197633518,0.694596643958773,0.9956240238605513,9.196098935393617e-05,1e-05,0.9977976509502956
1,28.0,2.3707793294300447e-07,0.2876908857054347,0.6993023710591453,0.9915685656870378,8.799902760401538e-05,1.0000000000000003e-05,0.9957135766744614
2,26.0,0.001459208045460245,0.41453337855608413,0.7043108573326697,0.9940375571805388,8.609587314510112e-05,1e-05,0.9967537109668438
3,21.0,0.007017598014756832,0.4958957018342604,0.7092383106549581,0.9938261421872324,8.339592294858819e-05,1.0000000000000016e-05,0.9964749898229327
4,24.0,3.313966965514027e-05,0.5708186136264184,0.714834563434124,0.9791081796951898,7.637826987224714e-05,1.0000000000000031e-05,0.988883857925733
5,16.0,9.32798774437945e-07,0.6117342285823295,0.7163422219455242,0.9436547812376752,6.651719228952668e-05,1.0000000000000062e-05,0.9705737940967083
6,11.0,8.012680459919716e-08,0.6365822783117296,0.7211878949945624,0.9226731439911178,5.83347466205666e-05,1.0000000000000086e-05,0.9597979892383922
7,13.0,4.405017667667642e-09,0.6626815157898485,0.7220082328869746,0.9549475792820936,6.797374999958286e-05,1.000000000000011e-05,0.9754017683175894
8,21.0,0.0026130430193905744,0.6983676686111977,0.7230081586610704,0.9714333264834653,7.118496707671878e-05,1.0000000000000153e-05,0.9841904015768141
9,20.0,0.04171215857402443,0.7265991717247229,0.7283157855272293,1.0030544915803579,7.739525797409925e-05,1.0000000000000216e-05,0.9996614903211594
10,12.0,0.013631925379980243,0.7410604479911822,0.7292583684126536,0.9909598303856185,7.475172306607043e-05,1.0000000000000268e-05,0.9926602194706599
11,26.0,0.0017284473749307285,0.7675592520573993,0.733322446162884,0.9657379463632003,6.637752514130718e-05,1.0000000000000336e-05,0.9802152858330653
12,15.0,6.0814335575527704e-05,0.7804068751455352,0.7387554923693339,0.9478599963172144,6.0329070747317575e-05,1.0000000000000412e-05,0.9701055526733399
13,24.0,0.0007978603440116543,0.7971688038697414,0.7375744308034579,0.9695493830021498,6.549645053390204e-05,1.0000000000000487e-05,0.9818290422360102
14,29.0,0.002254168794731112,0.8138044320468799,0.744949640898869,0.9639181604688204,6.0393842070615706e-05,1.000000000000058e-05,0.9787555604145445
15,11.0,0.00019363162506067736,0.8190631217826211,0.7469060637734153,0.8896722451470112,4.5249255740566765e-05,1.0000000000000648e-05,0.93861308964816
16,23.0,1.1429993702626574e-06,0.8286437469120319,0.7494309674138608,0.9430046817749987,5.404820072161467e-05,1.0000000000000706e-05,0.967496439166691
17,56.0,0.0018568395907357937,0.8446178958778828,0.7496149901832853,0.9565245118575424,5.6613363912537266e-05,1.000000000000082e-05,0.9750973582267761
18,49.0,0.0005540400312324123,0.8555911500124533,0.7618069697399529,0.9374659039277675,4.817509417597658e-05,1.0000000000000936e-05,0.9633811286517552
