episode,reward,unexpected_uncertainty,expected_uncertainty,mean_variance,mean_td_error_sq,mean_delta_var,mean_actor_lr,mean_abs_td
0,12.0,8.613488537903369e-05,0.09468261524540177,0.6944710860649744,0.9967288246577471,9.236988423970101e-05,0.00010000000000000003,0.9983521451552709
1,12.0,5.9191442519625355e-06,0.17877509708822242,0.6969287345806757,0.9926719683908155,8.969099247964341e-05,0.00010000000000000003,0.9962979555130005
2,8.0,9.93067616503339e-07,0.22950522952592253,0.6979456543922424,0.9871758592551938,8.745502900420376e-05,0.00010000000000000002,0.9935224056243896
3,23.0,5.862036534248275e-09,0.35508013008625533,0.7021291333696117,0.9902599111948215,8.601249931538623e-05,0.0001,0.9950062839881234
4,39.0,0.0004933342999704129,0.5129719842817673,0.7088291033720359,0.9875854159305769,8.174486933182987e-05,9.999999999999992e-05,0.9934348953075898
5,13.0,2.712133995991013e-05,0.5535702319851699,0.7131575391842768,0.9638242585528337,7.287592995654945e-05,0.00010000000000000003,0.9812241517580472
6,12.0,1.8637642904241927e-06,0.5866759853050424,0.7140250404675802,0.9858604539925055,7.870285052650921e-05,0.00010000000000000003,0.9922202179829279
7,22.0,1.3752153151669603e-08,0.638280142876894,0.7172289490699768,0.9795776981904372,7.537012443770392e-05,0.0001,0.9889637096361681
8,21.0,0.00011972351858205893,0.6785154013787621,0.7220418481599717,0.9749292518842491,7.206794716882417e-05,0.00010000000000000002,0.9862637917200724
9,13.0,6.581870039961497e-06,0.6995954916406414,0.7237358047411993,0.9321580266177839,6.072628357858889e-05,0.00010000000000000003,0.9640290416204013
10,20.0,7.588379509599144e-08,0.7273136109641398,0.7257434517145157,0.9704778879849675,6.949692025104819e-05,0.00010000000000000002,0.9836686879396439
11,9.0,1.0184950569801521e-08,0.738264184444959,0.7293978797064887,0.9177078094184634,5.610838878401126e-05,0.00010000000000000002,0.9554571575588651
12,21.0,9.393958828225555e-11,0.7606182553945603,0.7325070471990676,0.9702938423100063,6.728031096985072e-05,0.00010000000000000002,0.9826837238811311
13,27.0,0.041184780371276236,0.7838054649139603,0.7367473796561912,0.9933049609509335,7.097289848455742e-05,9.999999999999998e-05,0.9944225792531614
14,14.0,0.0018113257962247605,0.7936227517526733,0.7373598601136889,0.9495804444151604,6.155123721477856e-05,0.00010000000000000003,0.9708490414278848
15,24.0,0.002590624168635833,0.8085280190719039,0.745216985543569,0.9673468699847998,6.21487673914641e-05,9.999999999999999e-05,0.9799314240614573
16,13.0,0.00014242106983063164,0.8151355183224482,0.7440823866770818,0.9369173308582537,5.860886022658191e-05,0.00010000000000000003,0.9622309574714074
17,12.0,9.78710139494233e-06,0.8204007159476603,0.7422889620065689,0.970496157046956,6.791602680430902e-05,0.00010000000000000003,0.9787313292423884
18,9.0,1.3136025129347907e-06,0.8240721614106579,0.7447378304269578,0.9172896897666836,5.552673102054308e-05,0.00010000000000000002,0.9500386516253153
19,24.0,6.203312478896601e-09,0.8329930321801418,0.7498325953880945,0.9232256179486019,5.037580295033938e-05,9.999999999999999e-05,0.9567681724826494
20,24.0,0.010821994369275074,0.8406368993977467,0.7550738205512365,0.9541612292924885,5.8226649514243036e-05,9.999999999999999e-05,0.9707508931557337
21,10.0,0.0011620027973383153,0.8431568712800833,0.7517929017543793,0.9261736905257394,5.471219753315176e-05,0.00010000000000000002,0.9530195832252503
22,24.0,0.04755974998255768,0.8492263551760625,0.7598275318741798,0.9651140414641285,6.0541616898685206e-05,9.999999999999999e-05,0.9740891804297765
23,24.0,0.00022459456925129082,0.8543094562556963,0.7623912791411082,0.9184538837844394,4.51167671368314e-05,9.999999999999999e-05,0.9518270368377367
24,25.0,0.008988935877093205,0.8583659409829576,0.7617900395393371,0.9807432181317024,6.250522611172925e-05,9.999999999999999e-05,0.981523129940033
25,16.0,0.0002530160516658393,0.8607414148794943,0.7649073489010334,0.9085889341304196,4.275784008049511e-05,0.00010000000000000003,0.9440258219838142
26,18.0,4.5579319840041166e-06,0.8629312180620923,0.7641566528214349,0.9011942219115101,4.159158882791322e-05,0.00010000000000000003,0.9394007424513499
27,29.0,0.023521898295837052,0.8668804939995448,0.7720616521506474,0.9925847055289874,5.967027336233047e-05,9.999999999999996e-05,0.9858709388765795
28,12.0,0.0016164125427273334,0.8683897478140785,0.7750890652338663,0.8375482710736547,2.705343558589845e-05,0.00010000000000000003,0.9004833797613779
29,26.0,0.0567332792505721,0.8705618288102601,0.7709262027190282,0.9615448877951418,5.101367684375219e-05,9.999999999999998e-05,0.9704351127147675
30,26.0,0.055338457414673074,0.872561766421211,0.7737744450569153,0.9319788928249907,4.186444082172887e-05,9.999999999999998e-05,0.9544309285970834
31,15.0,0.0020557981642571367,0.8741895285699978,0.7821224451065063,0.8993615321046033,3.6298545779263476e-05,0.00010000000000000003,0.924482254187266
32,17.0,4.6292459232486995e-05,0.8756581878366647,0.7810492585687077,0.8646370835085013,2.4651375349884412e-05,0.00010000000000000003,0.9128554638694314
33,18.0,0.036594133087748525,0.8767483492180476,0.778679652346505,0.9438612268579551,4.4534395645824965e-05,0.00010000000000000003,0.9556048976050483
34,14.0,0.1150317252977155,0.8777893123585336,0.7831354098660606,1.0337303125122326,7.351283363669888e-05,0.00010000000000000003,0.9829736564840589
35,12.0,0.007904919970498308,0.8784173781459054,0.780628964304924,0.8522167385872844,2.1152691156209146e-05,0.00010000000000000003,0.8984576116005579
36,40.0,0.17552949550734764,0.8800308339661901,0.7811935544013977,0.9657887746808026,4.751073941089752e-05,9.999999999999994e-05,0.9712261512875557
37,23.0,0.06279443987918679,0.8821556627511337,0.7932799225268157,0.9468446269822408,4.0680529697904974e-05,0.0001,0.9527745298717333
38,18.0,0.0015030405916168486,0.8840514732728647,0.798810601234436,0.8187683851763574,1.7613356298758766e-05,0.00010000000000000003,0.8808178537421756
39,15.0,0.006174441791078686,0.8848239513936146,0.7917771975199381,0.9597446428992863,3.5681859671135384e-05,0.00010000000000000003,0.9545147021611532
40,34.0,0.03662051914448128,0.8861798388241231,0.7918907316292033,0.941703038910894,3.397860798677447e-05,9.999999999999994e-05,0.9504321042229148
41,10.0,0.003932098302202227,0.8867722294373239,0.7966302275657654,0.8616775531910509,3.562793865515701e-06,0.00010000000000000002,0.890702885389328
42,17.0,0.1526019673898553,0.8875069202039508,0.7951559634769664,1.0436194869660027,5.4961249229830565e-05,0.00010000000000000003,0.9893949101952946
43,14.0,0.0067115055026656,0.8883948603366283,0.8002196337495532,0.7960028585577282,-6.149925432766983e-06,0.00010000000000000003,0.8593696270670209
44,12.0,0.0004612111462539648,0.8890951068974108,0.8008112212022146,0.8115906792190962,-5.3142828230384326e-06,0.00010000000000000003,0.8647609700759252
45,34.0,0.09023835311654126,0.8910616426759548,0.8032016228227055,0.9896543410049403,4.441022434105555e-05,9.999999999999994e-05,0.9743445007240071
46,16.0,0.0025399838341886413,0.891849203102904,0.8040102794766426,0.7669589163594663,-1.1442141700168214e-05,0.00010000000000000003,0.8540194258093834
47,28.0,0.023346200450113222,0.8939804553910987,0.8117160073348454,0.9693717653476058,4.008326209608016e-05,9.999999999999996e-05,0.9395448310034615
48,21.0,0.02575314373687844,0.8947018744932704,0.8068584175336928,0.8892181221558727,1.8746235869979018e-05,0.00010000000000000002,0.9121420667285011
49,13.0,0.001523601244481213,0.8950074262718452,0.8053960204124451,0.8634644004396974,-4.05150477365951e-06,0.00010000000000000003,0.8860543645345248
50,21.0,0.10459334397652587,0.895838823187849,0.809392838251023,0.9807810868089211,2.8234630235857592e-05,0.00010000000000000002,0.956039479800633
51,13.0,0.018145108313877913,0.8962280415907867,0.8087002680851862,0.9051366846217912,4.704949164676566e-06,0.00010000000000000003,0.9037979474434485
52,17.0,0.11984319333945646,0.8969618507800652,0.8119447757216061,1.0097687978294942,3.915921393193959e-05,0.00010000000000000003,0.9686167029773488
53,13.0,0.0065884492293269885,0.8973715078015835,0.8110696627543523,0.8270918716718924,-1.5494768841171854e-05,0.00010000000000000003,0.8691388001808753
54,11.0,0.0005659434794263167,0.8975899804998725,0.8094801469282671,0.8447095545515979,-2.647191335864883e-05,0.00010000000000000003,0.8715678019957109
