window_end_episode,mean_reward_rate,std_reward_rate
53500,49.300000,8.420808
53550,47.000000,4.837355
53600,45.900000,6.048967
53650,49.500000,7.586172
53700,48.700000,5.109795
53750,48.900000,6.433506
53800,46.500000,6.062178
53850,49.700000,7.649183
53900,49.700000,7.830070
53950,48.900000,6.276145
54000,49.700000,6.731270
54050,47.500000,7.039176
54100,48.900000,5.743692
54150,44.600000,6.102459
54200,46.400000,6.800000
54250,46.700000,4.702127
54300,48.500000,5.361903
54350,46.400000,7.031358
54400,49.100000,4.624932
54450,46.500000,7.317787
54500,44.300000,6.849088
54550,48.900000,6.677574
54600,49.200000,5.912698
54650,46.800000,6.823489
54700,47.500000,7.870832
54750,46.500000,7.010706
54800,47.300000,5.840377
54850,49.400000,7.512656
54900,47.700000,7.273926
54950,49.100000,6.556676
55000,49.700000,6.173330
55050,48.100000,6.677574
55100,44.700000,8.081460
55150,50.300000,6.964912
55200,46.700000,4.572745
55250,48.000000,7.183314
55300,49.100000,7.361386
55350,47.400000,10.081667
55400,49.600000,5.462600
55450,48.200000,9.526804
55500,50.600000,7.017122
55550,46.700000,6.760917
55600,47.600000,7.282857
55650,47.900000,7.056203
55700,48.700000,6.396093
55750,49.000000,8.520563
55800,47.600000,7.200000
55850,46.700000,6.108191
55900,50.200000,8.170679
55950,46.900000,8.160270
56000,47.400000,8.674099
56050,47.200000,5.670979
56100,46.500000,6.924594
56150,49.400000,7.459222
56200,46.600000,8.811356
56250,48.600000,7.696753
56300,48.100000,6.114736
56350,47.300000,6.108191
56400,49.700000,6.009160
56450,48.300000,9.534674
56500,49.000000,6.496153
56550,48.500000,7.290405
56600,47.500000,8.021845
56650,51.500000,5.652433
56700,47.900000,6.647556
56750,47.500000,8.737849
56800,46.300000,7.078842
56850,46.500000,6.778643
56900,44.900000,7.911384
56950,50.600000,7.296575
57000,47.400000,7.670724
57050,46.300000,6.819824
57100,48.900000,6.081940
57150,45.300000,8.056674
57200,50.700000,7.355950
57250,47.200000,7.884161
57300,46.500000,7.290405
57350,46.600000,6.755738
57400,50.200000,6.384356
57450,49.000000,5.422177
57500,48.000000,7.266361
57550,46.300000,6.878227
57600,49.900000,7.334167
57650,45.800000,5.095096
57700,47.900000,9.109885
57750,51.200000,5.455273
57800,47.100000,6.884040
57850,46.700000,7.022108
57900,47.300000,7.022108
57950,49.300000,6.237788
58000,45.700000,7.078842
58050,47.100000,4.624932
58100,46.200000,7.068239
58150,48.200000,7.039886
58200,49.100000,5.602678
58250,47.700000,7.804486
58300,46.800000,7.304793
58350,46.500000,6.192738
58400,47.300000,6.907243
58450,48.400000,7.445804
58500,49.600000,8.499412
58550,47.200000,8.109254
58600,48.200000,6.257795
58650,47.000000,7.681146
58700,48.900000,7.361386
58750,48.100000,6.147357
58800,50.400000,6.053098
58850,49.400000,6.606058
58900,48.300000,7.981854
58950,47.400000,6.200000
59000,45.400000,8.248636
59050,47.300000,4.439595
59100,49.300000,8.655056
59150,45.300000,7.596710
59200,45.900000,7.601973
59250,48.200000,5.509991
59300,48.300000,5.187485
59350,47.200000,8.255907
59400,49.600000,7.605261
59450,45.900000,7.549172
59500,44.800000,6.368673
59550,47.100000,5.743692
59600,47.700000,5.450688
59650,48.500000,7.971825
59700,47.400000,5.730620
59750,48.000000,6.033241
59800,49.600000,8.935323
59850,48.200000,8.529947
59900,48.100000,6.244197
59950,45.700000,6.489222
60000,43.300000,7.190967
