episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010464,0.376027,0
1,1,1.484206,0.000000,0.010464,0.376027,0
2,0,0.456247,0.000000,0.010464,0.376027,1
3,1,1.811756,0.000000,0.010464,0.376027,0
4,1,0.209216,0.000000,0.010464,0.376027,1
5,0,1.861331,0.000000,0.010464,0.376027,1
6,1,0.187506,0.000000,0.010464,0.376027,1
7,1,1.838958,0.000000,0.010464,0.376027,1
8,1,0.145700,0.000092,0.010464,0.376027,1
9,1,1.503641,0.000287,0.010464,0.377310,1
10,0,0.259999,0.000229,0.010464,0.380146,1
11,1,2.465015,0.000305,0.010464,0.379298,1
12,0,0.020233,0.000244,0.010464,0.380420,0
13,0,1.043925,0.000195,0.010464,0.379514,1
14,1,1.189076,0.000156,0.010464,0.378799,0
15,1,0.628156,0.000174,0.010464,0.378233,0
16,1,1.314810,0.000328,0.010464,0.378487,0
17,0,0.388245,0.000263,0.010464,0.380770,0
18,0,2.461426,0.000210,0.010464,0.379789,1
19,1,0.048586,0.000168,0.010464,0.379016,0
20,1,0.992301,0.000224,0.010464,0.378405,1
21,1,0.767178,0.000421,0.010464,0.379223,1
22,1,0.988375,0.000740,0.010464,0.382186,0
23,0,0.640217,0.000669,0.010464,0.387306,1
24,0,2.320563,0.000535,0.010464,0.386128,0
25,0,0.087613,0.000428,0.010464,0.383969,0
26,1,1.894224,0.000342,0.010464,0.382293,0
27,0,0.113229,0.000274,0.010464,0.380985,1
28,1,2.010600,0.000219,0.010464,0.379958,0
29,0,0.084944,0.000175,0.010464,0.379149,0
30,0,1.824699,0.000140,0.010464,0.378511,0
31,1,0.216435,0.000112,0.010464,0.378005,1
32,1,1.831438,0.000090,0.010464,0.377603,1
33,1,0.142011,0.000141,0.010464,0.377284,1
34,1,1.458320,0.000328,0.010464,0.378021,0
35,1,0.278722,0.000633,0.010464,0.380761,0
36,1,1.405716,0.001040,0.010464,0.385544,1
37,0,0.252725,0.000995,0.010464,0.392503,0
38,1,2.776271,0.001134,0.010464,0.391702,1
39,0,0.010000,0.000926,0.010464,0.394210,0
40,1,0.594474,0.000940,0.010464,0.390485,0
41,0,1.161235,0.000752,0.010464,0.390723,1
42,1,1.291130,0.000703,0.010464,0.387505,1
43,1,0.380746,0.000849,0.010464,0.386692,1
44,1,1.318764,0.001153,0.010464,0.389158,1
45,1,0.290805,0.001580,0.010464,0.394552,1
46,1,1.184239,0.002100,0.010464,0.402797,1
47,0,0.325374,0.001967,0.010464,0.413927,1
48,1,3.117275,0.002070,0.010464,0.410961,1
49,1,0.010000,0.002353,0.010464,0.413250,0
50,1,0.032237,0.002771,0.010464,0.419787,0
51,1,0.399430,0.003285,0.010464,0.430063,0
52,1,0.934019,0.003863,0.010464,0.443730,0
53,0,0.421014,0.003552,0.010464,0.460388,1
54,0,3.448660,0.002842,0.010464,0.451264,0
55,1,0.010000,0.002441,0.010464,0.431869,1
56,0,0.127935,0.001953,0.010464,0.421872,0
57,0,2.909505,0.001562,0.010464,0.410655,0
58,1,0.025200,0.001250,0.010464,0.402442,0
59,1,0.448773,0.001000,0.010464,0.396353,0
60,0,1.121280,0.000800,0.010464,0.391782,1
61,0,1.626683,0.000640,0.010464,0.388313,0
62,1,0.614041,0.000512,0.010464,0.385656,0
63,1,1.117109,0.000410,0.010464,0.383604,1
64,0,0.464112,0.000328,0.010464,0.382009,0
65,1,2.693293,0.000262,0.010464,0.380762,0
66,0,0.010000,0.000210,0.010464,0.379782,0
67,1,0.710343,0.000168,0.010464,0.379011,0
68,0,0.997848,0.000134,0.010464,0.378401,1
69,1,1.625331,0.000107,0.010464,0.377918,0
70,1,0.168742,0.000094,0.010464,0.377534,1
71,0,1.246332,0.000075,0.010464,0.377338,0
72,0,1.214324,0.000060,0.010464,0.377073,1
73,0,1.121784,0.000048,0.010464,0.376862,0
74,1,1.143988,0.000038,0.010464,0.376694,0
75,0,0.629271,0.000031,0.010464,0.376560,0
76,1,1.983170,0.000025,0.010464,0.376453,1
77,1,0.088312,0.000020,0.010464,0.376367,1
78,1,1.195841,0.000077,0.010464,0.376299,0
79,1,0.470689,0.000314,0.010464,0.377109,1
80,0,1.255669,0.000251,0.010464,0.380551,1
81,1,1.168201,0.000337,0.010464,0.379617,1
82,1,0.471562,0.000599,0.010464,0.380896,0
83,0,1.209062,0.000479,0.010464,0.384990,1
84,1,1.308025,0.000566,0.010464,0.383087,0
85,1,0.332884,0.000834,0.010464,0.384458,0
86,0,1.262674,0.000669,0.010464,0.388887,0
87,0,1.257051,0.000535,0.010464,0.386128,0
88,1,1.111888,0.000428,0.010464,0.383970,1
89,0,0.553972,0.000342,0.010464,0.382294,0
90,1,2.342393,0.000274,0.010464,0.380985,1
91,1,0.025874,0.000340,0.010464,0.379958,0
92,1,0.515155,0.000591,0.010464,0.380947,0
93,1,1.155239,0.000987,0.010464,0.384859,0
94,1,0.394399,0.001494,0.010464,0.391551,0
95,1,1.105576,0.002082,0.010464,0.401072,0
96,1,0.366799,0.002726,0.010464,0.413523,1
97,0,0.989803,0.002580,0.010464,0.428918,0
98,0,2.216982,0.002064,0.010464,0.425276,0
99,1,0.203700,0.001823,0.010464,0.413129,1
100,1,1.156269,0.001864,0.010464,0.407844,0
101,1,0.349177,0.002120,0.010464,0.408741,0
102,1,1.039326,0.002532,0.010464,0.414380,0
