episode,reward,unexpected,expected,variance,actor_lr,abs_td
0,0.0,0.0,0.23157183553929422,0.5969674246651786,0.06543275781620249,0.0
1,0.0,0.0,0.29570519479513063,0.4643431305885315,0.09692501619875875,0.0
2,0.0,0.0,0.3654077679613972,0.3657187819480896,0.1445158440574527,0.0
3,0.0,0.0,0.3853739426241834,0.32494182884693146,0.19957753984764104,0.0
4,0.0,0.0,0.44807700982543947,0.2813790508291938,0.32590159944878666,0.0
5,0.0,0.0,0.44709591536082627,0.19585347175598145,0.47632146015293564,0.0
6,0.0,0.0,0.44614798225299535,0.1961858719587326,0.5,0.0
7,1.0,0.094021,0.446131019048004,0.1973763240708245,0.5,0.1111111111111111
8,0.0,0.2560230829444576,0.43782386392710754,0.16170069947838783,0.5,0.025749925523996353
9,0.0,0.270155600846604,0.4241170120930351,0.13226707838475704,0.5,0.02549225464463234
10,0.0,0.2660141944062014,0.4184377488253363,0.13397423923015594,0.5,0.0494944304227829
11,0.0,0.12304786742717047,0.39758420389565674,0.13666579375664392,0.5,0.008985824882984161
12,0.0,0.033767694262299475,0.34669513671479724,0.09467439772561193,0.49888820008774787,0.007260811515152454
13,0.0,0.037708964243089144,0.329012550700685,0.08312856086662837,0.48288334911189607,0.015465601214340754
14,0.0,0.05010698875678643,0.3229162451307459,0.08796936273574829,0.4646793751528019,0.025651466101408005
15,0.0,0.048059716739004575,0.30749746587361315,0.07754822727292776,0.4425936986196295,0.012525565922260284
16,0.0,0.037701645710636666,0.3086505025284186,0.09538985954390632,0.4110109142999806,0.011518913010756174
17,0.0,0.03744803478926786,0.2914779734893568,0.06290233082004956,0.38841385698569797,0.01388186854975564
18,0.0,0.04216613069898525,0.2783795864824177,0.058985164389014244,0.3687458789083442,0.01708357905348142
19,0.0,0.04536661076128899,0.28359198128003726,0.08865440512696902,0.34999223099988797,0.016353105505307514
20,0.0,0.025178647391553528,0.27893719059116556,0.07319659584512313,0.32994283801842733,0.009130309025446573
21,0.0,0.03289992097845991,0.2774669976406503,0.07435068339109421,0.31601011648596444,0.019496767222881316
22,0.0,0.0455198780040066,0.27272615076247053,0.0529027059674263,0.31196288365883096,0.044354282319545746
23,0.0,0.015440795831900328,0.23209025990621132,0.03978380863554776,0.2941829121028561,0.006698645185679197
24,0.0,0.010919660905368882,0.22481696745167384,0.04818838634170019,0.26137436527438923,0.009366690539396726
25,0.0,0.013154483242200029,0.2231113548287452,0.04970270073549314,0.24213790961096376,0.010702574117617174
26,0.0,0.012672120522097676,0.21836479759426244,0.04455327699807557,0.23048097979448573,0.010015507990663702
27,0.0,0.01328535171351011,0.21552353139056524,0.045075730234384534,0.22189348492086952,0.010445303469896316
28,0.0,0.015628047925581937,0.2184265481326351,0.04983334677914778,0.21717082213309064,0.011308030121856265
29,0.0,0.020683949162093124,0.20541408079317264,0.03090574805225645,0.2143801902010957,0.01363994606903621
30,0.0,0.01765786566828698,0.2058228167239502,0.04259192695220312,0.20953988309925659,0.010423759619394938
31,0.0,0.02217311558294345,0.2016639597062571,0.036893359784569056,0.20556158213799497,0.01488985653434481
32,0.0,0.04568907886976178,0.2146952147995973,0.04903177369851619,0.20114736591038201,0.019679486751556396
33,0.0,0.021742193752891964,0.20300381441320745,0.03689443399863584,0.2013684835956025,0.007579104176589421
34,0.0,0.006404668138481199,0.2060486712416486,0.0427397686455931,0.19924823570172165,0.007788646966218948
35,0.0,0.011612231671766192,0.19158760875226422,0.02315487464269002,0.19810814922166586,0.015305633346239725
36,0.0,0.007797035573176328,0.19499555232710725,0.039536981688191496,0.1944610317931987,0.008881278336048126
37,0.0,0.009329414976161025,0.18496979241759243,0.02816649940278795,0.19146160877594146,0.0116375842028194
38,0.0,0.013530635756514996,0.174615415837599,0.022791538121444837,0.18769908975706348,0.012956117945058005
39,0.0,0.004515374853873578,0.1716999110129572,0.027624936116968885,0.18033531028524066,0.007482419557431165
40,0.0,0.0024046231748179724,0.16033658467678524,0.02353802867806875,0.17149999466535976,0.006641711180026715
41,0.0,0.0053707438584032164,0.15258277736297732,0.01953559906946288,0.165569125987873,0.011428664955827925
42,0.0,0.015881831618268512,0.15107946765615468,0.02025380389144023,0.16420243958746236,0.025493962069352467
43,0.0,0.013196138951329215,0.16014582932880586,0.030377176962792872,0.1630765525561813,0.009811811894178391
44,0.0,0.005454003524581337,0.153060381124993,0.02092509557093893,0.16233091439454225,0.008284558675118856
45,0.0,0.014190994866661975,0.15095374582538834,0.017417246475815773,0.16107461818604737,0.03709765151143074
46,0.0,0.023384380371036816,0.15144469683589906,0.023347245218853157,0.16064374055475686,0.014597685386737188
47,0.0,0.021746088068528374,0.15064495936834432,0.022213270887732506,0.15995517798706235,0.012393267026969365
48,0.0,0.009251149857694433,0.1486172066145132,0.021402356292431552,0.15907599543713555,0.009230467801292738
49,0.0,0.010286209396218104,0.1447553946511521,0.01858245155641011,0.1582924358119185,0.012451114399092538
50,0.0,0.013469257480156035,0.14662596857873092,0.023216649889945984,0.15747049599805493,0.014429568002621332
51,0.0,0.03986017891446579,0.15493053558243494,0.024924577268607476,0.1566190353903481,0.017536987057503534
52,0.0,0.049719255382187355,0.15224760600579576,0.016475807409733534,0.1572676862695891,0.035392940044403076
53,0.0,0.05971359234666453,0.14929243993991761,0.014977842569351196,0.1574983767454953,0.035175615921616554
54,0.0,0.033881894616441456,0.13833191114598048,0.014702112413942814,0.15697794081921765,0.00901939757168293
55,0.0,0.003323966531197331,0.14048750858549114,0.01948014641290202,0.1541805117536202,0.007220184320912641
56,0.0,0.0031701933245523,0.1334165061851227,0.013603865435080869,0.1526466884326028,0.01033043595296996
57,0.0,0.007984234139450824,0.13188344515761916,0.015864833490923047,0.1519446938491773,0.019345310516655445
58,0.0,0.015417716006056618,0.13012366081031967,0.01509006042033434,0.15131955125487184,0.017383338883519173
59,0.0,0.024126639382899398,0.1292871156669101,0.014995611272752285,0.15085306046185906,0.033933479338884354
60,0.0,0.03186141203438669,0.12970523502170866,0.01724276381234328,0.1502427806599798,0.016594773158431053
61,0.0,0.02065840801323623,0.12304628974873953,0.011569509681846415,0.14934803912310368,0.01006205433181354
62,0.0,0.004556123662203178,0.1197625778833554,0.013143653473393484,0.14749933613609437,0.0071914829313755035
63,0.0,0.003512235158581801,0.11896084903122138,0.01373003436518567,0.1458139542286781,0.01097602556858744
64,0.0,0.0019186280786741027,0.12465359396618973,0.01711235022438424,0.1447709116628066,0.00856015006346362
65,0.0,0.002652948448775495,0.12168230797061116,0.01402319548651576,0.14486868833078684,0.010283279046416283
66,0.0,0.0044357253885562945,0.11795312148036864,0.011960458276527268,0.14464910357467606,0.012337818741798401
67,0.0,0.007940356880167799,0.12166895099996308,0.017530862397203844,0.14411886334067492,0.013860379656155905
68,0.0,0.006652072304524997,0.12103585536482572,0.014814858531786336,0.14404886918748183,0.010773876474963294
69,0.0,0.004145164333216123,0.11483575103289913,0.010938521267639266,0.1439172177463329,0.009660943100849787
70,0.0,0.0007995292693550386,0.12955638345167425,0.019690239367385707,0.14315851736395724,0.007165547708670298
71,0.0,0.00200754771494324,0.12728094089548983,0.0150490737416678,0.14435642475020016,0.010751750320196152
72,0.0,0.007666389532132849,0.1256399857140122,0.012404716107994318,0.14486783067546877,0.03156454116106033
73,0.0,0.014771708950198489,0.12278452684160336,0.013207946127901474,0.14499037674867096,0.013990634431441626
74,0.0,0.006330754634974466,0.12488486142245941,0.016254783235490324,0.14481772150386327,0.009215189516544342
75,0.0,0.004908542702330575,0.12152350918132133,0.013469839985999797,0.14474907031979184,0.011478711747460894
76,0.0,0.0009808011053640004,0.10722863529042226,0.009474480007257726,0.14340338494918947,0.0069962483313348554
77,0.0,0.002425823137066545,0.10670566229039603,0.010997997410595418,0.14143451205050545,0.012610058486461639
78,0.0,0.0044694726934235065,0.10620530976016376,0.010908951796591283,0.1406874350827243,0.012549877166748047
79,0.0,0.007506533874244235,0.10465190149876728,0.009659137576818466,0.1401185226639653,0.015517872758209705
80,0.0,0.007855456344207668,0.11599457829992064,0.018297235067519877,0.13961853533901392,0.012150558332602182
81,0.0,0.013517557864163029,0.1136402413044234,0.010034453744689623,0.13990763762124747,0.020276943842569988
82,0.0,0.01998292222545594,0.11113772264881784,0.00928658495346705,0.14004757613513844,0.020181375245253246
83,1.0,0.09589976184594923,0.12520355832666902,0.019629682103792827,0.1403019622846095,0.08134881624331076
84,0.0,0.2189741898085419,0.12135079095759793,0.009696697195370993,0.14141385770275613,0.04446556170781454
85,0.0,0.25683223661378257,0.11948370910534183,0.010537638328969479,0.14176963766391826,0.06529058516025543
86,0.0,0.11570277963050278,0.12486157877228306,0.015291020451557068,0.14178711602728383,0.02781215948717935
87,0.0,0.03704925131028284,0.11601931283850596,0.011876037460751832,0.14260315243647173,0.014086197596043348
88,0.0,0.004020132162316061,0.12984558346292294,0.01860318203015547,0.14273278247311882,0.009582861081549996
89,0.0,0.011368397160083983,0.12295366240428036,0.01094383622209231,0.14438883317267706,0.027200847864151
90,0.0,0.024805252365452807,0.1197783028159492,0.012359357827032605,0.14445733139404376,0.024761794755856197
91,0.0,0.04148740331637689,0.11801708012861434,0.010529894847422838,0.14427913403808734,0.060782477259635925
92,0.0,0.054877097717372494,0.11510887566174684,0.011579013507192334,0.14393795863701186,0.024817189822594326
93,0.0,0.06372638529639005,0.11648922518832931,0.015273484867066145,0.1434128924854442,0.03738820366561413
94,0.0,0.07677497890585026,0.11497038204211951,0.010362172964960337,0.1431689460787433,0.05888846144080162
95,0.0,0.08866146675799484,0.11177478741792406,0.008619196712970734,0.14294692489155847,0.039281025528907776
96,0.0,0.08168341029434317,0.10668857877324417,0.00797543190419674,0.14238546684675557,0.02380129396915436
97,0.0,0.03989955455146711,0.10788190311566842,0.011995337717235089,0.140988451617991,0.018190352618694304
98,0.0,0.030207271792784925,0.10797273028804057,0.011962574440985918,0.13992885295091442,0.022419719025492668
99,0.0,0.038356958002442654,0.10793733558187214,0.0117321969786038,0.1395663103947516,0.029704440385103226
100,0.0,0.02964661103833979,0.10551126124075241,0.010178759868722409,0.13916260112802667,0.020625400356948376
101,0.0,0.02695432517693294,0.10385851826890617,0.01017860061256215,0.1386326268205587,0.021823563612997532
102,0.0,0.03415735043385161,0.1018930141901301,0.008164879865944386,0.13827091107363013,0.036678495506445565
103,0.0,0.04684781994505588,0.1024894052482392,0.011450642254203558,0.1380255389309392,0.041572608053684235
104,0.0,0.031054778870820744,0.1038863526994082,0.011414047970902175,0.13762796238959715,0.015828457660973072
105,0.0,0.011208073677566066,0.10526588601128338,0.011711217514756653,0.1373305219258371,0.01531277017460929
106,0.0,0.0106232290238253,0.10236561638499451,0.008947944734245539,0.13732324462508874,0.023496335993210476
107,0.0,0.013851609954890865,0.09965907195311205,0.0081722772680223,0.13714029342461714,0.021449114382266998
108,0.0,0.01666907222285277,0.10380103339169156,0.013493249115223685,0.13678440130725122,0.024255357682704926
109,0.0,0.016066852791162677,0.1032732194373523,0.010371118939171234,0.136708161005647,0.017629864315191906
