episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010464,0.376027,1
1,0,1.484206,0.000047,0.010464,0.376027,1
2,0,0.350547,0.000167,0.010464,0.376678,1
3,1,1.638274,0.000133,0.010464,0.378383,0
4,0,0.417985,0.000162,0.010464,0.377904,0
5,1,1.615968,0.000130,0.010464,0.378318,1
6,1,0.428229,0.000104,0.010464,0.377852,1
7,1,2.055186,0.000083,0.010464,0.377482,0
8,1,0.103302,0.000066,0.010464,0.377188,0
9,1,1.531756,0.000053,0.010464,0.376953,0
10,0,0.294417,0.000042,0.010464,0.376767,1
11,0,2.257554,0.000034,0.010464,0.376618,1
12,1,0.067139,0.000027,0.010464,0.376499,1
13,1,1.327784,0.000022,0.010464,0.376404,0
14,1,0.477846,0.000112,0.010464,0.376329,1
15,1,1.504113,0.000317,0.010464,0.377596,1
16,0,0.252524,0.000255,0.010464,0.380604,0
17,1,2.494266,0.000340,0.010464,0.379674,1
18,0,0.018074,0.000272,0.010464,0.380951,1
19,0,0.996777,0.000218,0.010464,0.379932,0
20,1,1.292085,0.000174,0.010464,0.379129,0
21,0,0.501772,0.000139,0.010464,0.378494,0
22,0,2.090845,0.000111,0.010464,0.377992,0
23,1,0.105938,0.000089,0.010464,0.377593,0
24,1,1.575063,0.000071,0.010464,0.377276,1
25,0,0.274217,0.000057,0.010464,0.377024,0
26,1,2.222944,0.000046,0.010464,0.376823,0
27,1,0.050689,0.000113,0.010464,0.376663,1
28,1,0.983803,0.000302,0.010464,0.377615,1
29,0,0.753641,0.000242,0.010464,0.380382,0
30,1,1.906295,0.000328,0.010464,0.379483,1
31,1,0.095548,0.000547,0.010464,0.380769,0
32,1,1.144760,0.000882,0.010464,0.384163,1
33,1,0.474342,0.001313,0.010464,0.389713,1
34,1,1.172113,0.001823,0.010464,0.397554,0
35,1,0.370505,0.002392,0.010464,0.407847,1
36,1,1.098751,0.003006,0.010464,0.420714,1
37,0,0.363153,0.002869,0.010464,0.436159,0
38,1,3.205551,0.002959,0.010464,0.432565,0
39,1,0.010000,0.003223,0.010464,0.434937,1
40,0,0.021409,0.002827,0.010464,0.442020,0
41,1,1.731977,0.002738,0.010464,0.431485,1
42,0,0.083671,0.002190,0.010464,0.429211,0
43,1,2.643284,0.001964,0.010464,0.415981,1
44,1,0.010000,0.002020,0.010464,0.410912,1
45,0,0.119003,0.001616,0.010464,0.412130,0
46,1,2.884860,0.001476,0.010464,0.403528,0
47,0,0.010000,0.001181,0.010464,0.400730,0
48,1,0.493734,0.000951,0.010464,0.395073,1
49,0,1.081866,0.000760,0.010464,0.390913,1
50,1,1.705574,0.000608,0.010464,0.387650,1
51,1,0.110047,0.000633,0.010464,0.385145,1
52,0,0.950057,0.000506,0.010464,0.385543,0
53,1,2.016391,0.000405,0.010464,0.383517,1
54,0,0.045796,0.000324,0.010464,0.381941,0
55,1,2.015164,0.000259,0.010464,0.380708,1
56,1,0.049233,0.000348,0.010464,0.379740,0
57,1,0.645046,0.000657,0.010464,0.381064,1
58,0,0.854519,0.000526,0.010464,0.385939,1
59,1,2.295651,0.000570,0.010464,0.383823,1
60,1,0.019493,0.000847,0.010464,0.384527,1
61,0,0.298301,0.000677,0.010464,0.389115,1
62,1,3.134204,0.000693,0.010464,0.386272,0
63,1,0.010000,0.000949,0.010464,0.386522,1
64,1,0.030262,0.001384,0.010464,0.390894,0
65,0,0.379009,0.001137,0.010464,0.398919,0
66,1,3.249693,0.001200,0.010464,0.394266,1
67,1,0.010000,0.001493,0.010464,0.395426,1
68,1,0.017422,0.001952,0.010464,0.401057,0
69,1,0.223031,0.002526,0.010464,0.410640,1
70,1,0.889676,0.003175,0.010464,0.423942,1
71,0,0.422477,0.002869,0.010464,0.440715,0
72,0,3.586039,0.002295,0.010464,0.432567,0
73,0,0.010000,0.001836,0.010464,0.418408,0
74,0,0.768522,0.001469,0.010464,0.408129,1
75,1,2.280758,0.001175,0.010464,0.400577,1
76,1,0.023629,0.000940,0.010464,0.394959,0
77,1,0.392161,0.000752,0.010464,0.390728,0
78,1,1.095065,0.000840,0.010464,0.387508,1
79,0,0.369689,0.000672,0.010464,0.389005,1
80,1,3.185515,0.000551,0.010464,0.386188,0
81,1,0.010000,0.000723,0.010464,0.384217,1
82,0,0.023185,0.000579,0.010464,0.387029,0
83,1,1.781230,0.000505,0.010464,0.384666,0
84,1,0.074031,0.000714,0.010464,0.383490,0
85,1,0.691376,0.001130,0.010464,0.386875,1
86,1,0.690576,0.001691,0.010464,0.394129,1
87,1,0.646928,0.002350,0.010464,0.405084,1
88,1,0.646154,0.003067,0.010464,0.419696,0
89,1,0.608407,0.003813,0.010464,0.437787,1
90,1,0.604475,0.004564,0.010464,0.458876,1
91,1,0.574266,0.005304,0.010464,0.482132,0
92,1,0.566218,0.006019,0.010464,0.506451,1
93,1,0.542981,0.006699,0.010464,0.530646,1
94,1,0.531807,0.007338,0.010464,0.553664,0
95,1,0.513671,0.007931,0.010464,0.574728,0
96,0,0.501062,0.007078,0.010464,0.593396,0
97,0,4.327966,0.005663,0.010464,0.566253,1
98,1,0.010000,0.004607,0.010464,0.518539,0
99,1,0.014289,0.004075,0.010464,0.483517,0
100,0,0.124087,0.003260,0.010464,0.466776,0
101,0,3.814821,0.002608,0.010464,0.443029,0
102,1,0.010000,0.002086,0.010464,0.425949,1
103,1,0.054175,0.001669,0.010464,0.413617,0
104,1,0.438900,0.001339,0.010464,0.404621,0
105,1,0.733937,0.001395,0.010464,0.398052,0
106,1,0.474360,0.001724,0.010464,0.399134,1
107,1,0.638671,0.002238,0.010464,0.405763,0
108,1,0.493006,0.002872,0.010464,0.417094,0
109,0,0.566343,0.002297,0.010464,0.432650,0
110,0,4.008827,0.001838,0.010464,0.418468,0
111,1,0.010000,0.001470,0.010464,0.408173,1
112,1,0.033380,0.001176,0.010464,0.400610,0
113,1,0.281312,0.001216,0.010464,0.394983,1
114,1,0.729552,0.001539,0.010464,0.395716,1
115,1,0.439102,0.002056,0.010464,0.401980,0
116,1,0.612749,0.002696,0.010464,0.412933,1
117,0,0.474543,0.002157,0.010464,0.428147,0
118,1,4.198153,0.001988,0.010464,0.415210,0
119,1,0.010000,0.002147,0.010464,0.411422,1
120,1,0.010000,0.002534,0.010464,0.414990,0
121,0,0.010000,0.002027,0.010464,0.424122,0
122,1,0.983416,0.001703,0.010464,0.412291,1
123,1,0.271277,0.001761,0.010464,0.405328,1
124,0,0.660783,0.001409,0.010464,0.406534,0
125,1,3.783534,0.001127,0.010464,0.399396,1
126,1,0.010000,0.001054,0.010464,0.394073,0
127,0,0.010000,0.000843,0.010464,0.392745,0
128,1,0.493869,0.000674,0.010464,0.389047,1
129,1,0.666283,0.000557,0.010464,0.386220,1
130,1,0.504056,0.000788,0.010464,0.384315,1
131,1,0.593313,0.001259,0.010464,0.388108,0
132,1,0.504240,0.001888,0.010464,0.396531,1
133,1,0.537474,0.002612,0.010464,0.409256,1
134,1,0.492653,0.003383,0.010464,0.426061,1
135,1,0.496583,0.004167,0.010464,0.446475,1
136,0,0.473151,0.003461,0.010464,0.469620,0
137,1,4.541296,0.003208,0.010464,0.448666,1
138,0,0.010000,0.002566,0.010464,0.441615,0
139,1,0.010000,0.002053,0.010464,0.424931,1
140,1,0.063576,0.001756,0.010464,0.412878,1
141,1,0.358011,0.001833,0.010464,0.406440,1
142,1,0.597830,0.002170,0.010464,0.408072,1
143,1,0.445716,0.002680,0.010464,0.415525,0
144,1,0.512356,0.003297,0.010464,0.427763,1
145,1,0.456494,0.003972,0.010464,0.444073,0
146,0,0.465962,0.003177,0.010464,0.463642,0
147,1,4.687389,0.002826,0.010464,0.440772,1
148,1,0.010000,0.002837,0.010464,0.431477,1
149,1,0.010000,0.003098,0.010464,0.431741,1
150,1,0.010000,0.003527,0.010464,0.438631,1
151,0,0.010000,0.002822,0.010464,0.450543,0
152,1,1.084905,0.002310,0.010464,0.431352,1
153,1,0.169913,0.002220,0.010464,0.418755,1
154,1,0.496614,0.002426,0.010464,0.416660,1
155,1,0.453339,0.002833,0.010464,0.421516,0
156,1,0.456149,0.003367,0.010464,0.431637,0
157,1,0.437289,0.003973,0.010464,0.446004,1
158,1,0.428926,0.004612,0.010464,0.463696,1
159,1,0.416732,0.005253,0.010464,0.483668,1
160,1,0.406651,0.005876,0.010464,0.504748,0
161,1,0.396344,0.006465,0.010464,0.525782,0
162,0,0.386629,0.005216,0.010464,0.545787,0
163,1,5.371249,0.004525,0.010464,0.503506,1
164,1,0.010000,0.004240,0.010464,0.480883,1
165,0,0.010000,0.003392,0.010464,0.471870,0
166,1,0.010000,0.002713,0.010464,0.446705,1
167,0,0.029466,0.002171,0.010464,0.428592,1
168,0,3.524912,0.001737,0.010464,0.415533,0
169,1,0.021071,0.001389,0.010464,0.406026,0
170,0,0.156007,0.001111,0.010464,0.399020,0
171,1,4.126928,0.000889,0.010464,0.393790,0
172,1,0.010000,0.000711,0.010464,0.389842,0
173,0,0.010000,0.000569,0.010464,0.386830,1
174,1,0.205439,0.000455,0.010464,0.384512,0
175,1,0.716658,0.000364,0.010464,0.382716,1
176,1,0.457430,0.000291,0.010464,0.381315,1
177,0,0.613014,0.000233,0.010464,0.380218,0
178,0,3.835702,0.000186,0.010464,0.379354,0
179,1,0.010000,0.000149,0.010464,0.378673,0
180,1,0.053094,0.000119,0.010464,0.378133,1
181,1,0.410680,0.000095,0.010464,0.377705,1
182,1,0.718035,0.000076,0.010464,0.377365,1
183,1,0.464448,0.000322,0.010464,0.377095,1
184,0,0.618429,0.000258,0.010464,0.380680,0
185,1,3.792400,0.000206,0.010464,0.379718,1
186,1,0.010000,0.000270,0.010464,0.378960,1
187,1,0.010000,0.000642,0.010464,0.379896,1
188,1,0.010561,0.001223,0.010464,0.385697,1
189,0,0.083007,0.000979,0.010464,0.395859,0
190,0,3.774175,0.000783,0.010464,0.391409,0
191,1,0.010000,0.000626,0.010464,0.388029,1
192,1,0.065294,0.000501,0.010464,0.385437,1
193,1,0.449929,0.000508,0.010464,0.383434,1
194,1,0.670752,0.000832,0.010464,0.383547,1
195,0,0.482204,0.000666,0.010464,0.388866,0
196,1,3.974964,0.000533,0.010464,0.386081,1
197,1,0.010000,0.000643,0.010464,0.383933,1
198,0,0.010000,0.000515,0.010464,0.385714,1
199,1,0.315469,0.000412,0.010464,0.383649,1
200,1,0.782021,0.000429,0.010464,0.382044,1
201,0,0.434648,0.000343,0.010464,0.382306,0
202,1,3.877693,0.000274,0.010464,0.380995,1
203,0,0.010000,0.000220,0.010464,0.379966,0
204,1,0.041372,0.000176,0.010464,0.379156,0
205,1,0.386832,0.000141,0.010464,0.378515,1
206,1,0.799255,0.000260,0.010464,0.378009,1
207,1,0.446886,0.000664,0.010464,0.379752,1
208,1,0.685731,0.001259,0.010464,0.386044,0
209,1,0.480662,0.001977,0.010464,0.396537,1
210,1,0.598879,0.002764,0.010464,0.411198,0
211,1,0.492494,0.003579,0.010464,0.429877,1
212,0,0.536585,0.003041,0.010464,0.452040,0
213,0,4.176384,0.002432,0.010464,0.437088,0
214,1,0.010000,0.001946,0.010464,0.421670,0
215,1,0.021440,0.001611,0.010464,0.410507,1
216,1,0.185526,0.001664,0.010464,0.403439,0
217,1,0.657702,0.001989,0.010464,0.404515,1
218,0,0.470406,0.001591,0.010464,0.411444,1
219,1,4.082107,0.001283,0.010464,0.403024,1
220,1,0.010000,0.001362,0.010464,0.396973,1
221,1,0.010000,0.001712,0.010464,0.398484,1
222,1,0.010000,0.002246,0.010464,0.405519,0
223,0,0.032722,0.001797,0.010464,0.417261,0
224,1,3.089577,0.001567,0.010464,0.407291,1
225,1,0.010000,0.001696,0.010464,0.402547,0
226,0,0.010000,0.001357,0.010464,0.405182,1
227,1,1.748722,0.001085,0.010464,0.398393,1
228,1,0.043135,0.001053,0.010464,0.393319,0
