episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010000,0.376027,0
1,0,1.484206,0.000047,0.049879,0.376027,1
2,1,0.350547,0.000037,0.050000,0.376678,0
3,1,2.170680,0.000030,0.010447,0.376547,1
4,1,0.079661,0.000024,0.050000,0.376443,1
5,0,1.436892,0.000019,0.010000,0.376359,1
6,1,0.514625,0.000015,0.050000,0.376292,1
7,1,1.725195,0.000012,0.034318,0.376239,1
8,1,0.193333,0.000104,0.050000,0.376197,0
9,1,1.587729,0.000301,0.010004,0.377484,1
10,1,0.210121,0.000598,0.050000,0.380358,0
11,1,1.396613,0.000986,0.010007,0.384978,0
12,0,0.265142,0.000934,0.050000,0.391531,0
13,1,2.747271,0.001056,0.010035,0.390617,0
14,0,0.010000,0.000845,0.050000,0.392789,1
15,0,0.629907,0.000676,0.010000,0.389080,1
16,1,2.127643,0.000541,0.049204,0.386246,1
17,0,0.051695,0.000433,0.050000,0.384061,0
18,1,1.668626,0.000346,0.010000,0.382364,0
19,1,0.183285,0.000375,0.050000,0.381040,0
20,1,1.415546,0.000570,0.010003,0.381474,1
21,0,0.268396,0.000456,0.050000,0.384528,1
22,0,2.677515,0.000365,0.010038,0.382728,1
23,1,0.031126,0.000292,0.050000,0.381325,0
24,1,0.690053,0.000348,0.010000,0.380225,0
25,1,1.086601,0.000571,0.049867,0.381067,1
26,1,0.530821,0.000931,0.050000,0.384549,0
27,1,1.113791,0.001399,0.038639,0.390573,0
28,1,0.417662,0.001948,0.050000,0.399204,0
29,1,1.068177,0.002557,0.013119,0.410560,1
30,1,0.386158,0.003206,0.050000,0.424704,1
31,1,0.961428,0.003877,0.011273,0.441549,1
32,1,0.409486,0.004555,0.050000,0.460782,1
33,0,0.841993,0.004262,0.012483,0.481842,0
34,0,2.801691,0.003409,0.049999,0.472556,0
35,1,0.052777,0.002993,0.050000,0.447201,0
36,1,0.580487,0.002907,0.010000,0.435830,1
37,1,0.814402,0.003067,0.046717,0.433572,0
38,1,0.541858,0.003404,0.049997,0.437786,1
39,1,0.751514,0.003865,0.041132,0.447045,1
40,1,0.526982,0.004408,0.049979,0.460434,1
41,1,0.680089,0.004999,0.037680,0.477143,0
42,1,0.522986,0.005612,0.049821,0.496280,1
43,1,0.612438,0.006229,0.036635,0.516838,1
44,1,0.517601,0.006833,0.048674,0.537770,1
45,1,0.556274,0.007413,0.035161,0.558122,0
46,0,0.504949,0.006626,0.043760,0.577143,0
47,1,4.188975,0.006232,0.031482,0.551200,1
48,1,0.010000,0.006125,0.050000,0.537875,0
49,0,0.010000,0.004938,0.010000,0.534242,0
50,1,0.170426,0.004303,0.010000,0.494286,0
51,1,0.659369,0.004073,0.010002,0.473848,0
52,1,0.482133,0.004135,0.049667,0.466730,1
53,1,0.577694,0.004401,0.024765,0.468633,1
54,1,0.489965,0.004803,0.046456,0.476936,0
55,0,0.520931,0.003905,0.027012,0.489869,0
56,0,4.272481,0.003124,0.036081,0.461643,0
