episode,reward,avg_surprise,mean_abs_td
0,26.0,1.012381112761873e-31,0.9949980332301214
1,25.0,1.132052864432414e-09,1.0003378129005431
2,56.0,5.684048815552883e-44,0.9911433000649724
3,16.0,5.684048815552884e-76,0.9785277359187603
4,17.0,5.684048815552885e-110,0.9864829603363486
5,18.0,5.684048815552886e-146,0.9640625450346205
6,39.0,5.098288926979719e-05,1.002179252795684
7,12.0,8.741585728707821e-21,0.943257545431455
8,35.0,3.8512555813522696e-05,0.9633476529802595
9,10.0,3.8512555813522705e-25,0.9278329074382782
10,12.0,5.078934441750983e-06,0.9640988757212957
11,21.0,5.498339902886855e-35,0.947815940493629
12,34.0,1.3115899691395732e-12,0.9632375888964709
13,24.0,3.147829646771286e-05,1.0186111827691395
14,24.0,3.147829646771287e-53,0.8817625616987547
15,13.0,9.659351196603985e-11,0.9609092932481033
16,28.0,1.5951211700626727e-12,0.9894218168088368
17,15.0,1.5951211700626734e-42,0.8889875849088033
18,15.0,1.595121170062674e-72,0.8780063112576802
19,17.0,1.5951211700626754e-106,0.8974019885063171
20,16.0,1.595121170062676e-138,0.8862252794206142
21,22.0,7.460210842414344e-29,0.8972029848532244
22,16.0,0.04604507810662717,1.1544270440936089
23,14.0,8.892816712670574e-09,0.916684661592756
24,25.0,0.00048120918948746594,0.9216570854187012
25,16.0,1.0030785650359197e-26,0.8976070061326027
26,22.0,0.00034784450064512945,0.964075733314861
27,21.0,3.13476264712003e-42,0.7421804127239046
28,10.0,3.13476264712003e-62,0.7511631488800049
29,19.0,2.7302174308073987e-08,0.982377761288693
30,31.0,0.00034654704905515805,0.9553669325767025
31,9.0,5.278058008086208e-11,0.869829793771108
32,37.0,1.369043712951291e-07,0.9562898213798935
33,33.0,5.561061274742773e-16,0.9674510811314438
34,19.0,0.0005990162450336815,0.8733446911761635
35,11.0,5.990162450336817e-26,0.5987615368582986
36,42.0,3.9527918796065735e-10,1.0591311426389785
37,18.0,9.463320511225551e-19,0.9247863491376241
38,17.0,9.463320511225557e-53,0.8407857698552749
39,11.0,9.463320511225559e-75,0.783000566742637
40,35.0,0.0008092607780731829,0.9686099427086966
41,18.0,5.595725099875689e-12,0.7637497981389364
42,22.0,1.7120266445206713e-32,0.7861987406557257
43,16.0,3.89510593541516e-18,0.9096893072128296
44,34.0,1.316905952421573e-07,1.0137710325858171
45,9.0,1.316905952421573e-25,0.5542033447159661
46,35.0,0.000223867845913183,0.9876677002225603
47,35.0,6.877799148178315e-07,0.9562548909868512
48,11.0,6.877799148178318e-29,0.7872827811674639
49,26.0,0.021999057098207535,1.113507275397961
50,24.0,1.1496398275079294e-08,1.0502820511658986
51,33.0,0.03548268866080822,0.9209568464394772
52,66.0,0.08044774383535123,1.1082899552403074
53,42.0,0.0001021914077365455,1.2195398523693992
54,22.0,1.0219140773654553e-48,0.7988337278366089
