episode,is_optimal,expected,unexpected,ach,sigma_ne,argmax_fallback
0,0,0.693247,0.000000,0.010000,0.376027,0
1,1,1.484206,0.000000,0.049879,0.376027,1
2,0,0.456247,0.000000,0.050000,0.376027,1
3,0,1.811756,0.000014,0.018482,0.376027,1
4,0,0.157961,0.000113,0.050000,0.376218,0
5,0,1.541343,0.000306,0.010001,0.377612,0
6,1,0.239458,0.000245,0.050000,0.380433,0
7,1,2.445489,0.000196,0.010016,0.379524,1
8,0,0.048523,0.000157,0.050000,0.378806,1
9,0,1.018169,0.000210,0.010000,0.378239,1
10,1,0.754825,0.000168,0.050000,0.379019,1
11,0,1.825531,0.000164,0.049981,0.378408,0
12,0,0.127680,0.000300,0.050000,0.378354,1
13,1,1.323634,0.000240,0.010001,0.380343,0
14,0,0.902202,0.000279,0.050000,0.379453,1
15,0,0.874825,0.000464,0.050000,0.380030,1
16,1,0.834498,0.000371,0.049999,0.382849,1
17,1,1.859729,0.000297,0.049998,0.381419,1
18,1,0.265501,0.000237,0.050000,0.380299,1
19,0,2.226568,0.000190,0.010035,0.379418,0
20,1,0.049912,0.000152,0.050000,0.378723,1
21,0,1.439075,0.000122,0.010000,0.378173,1
22,0,0.387587,0.000097,0.050000,0.377737,1
23,1,1.614518,0.000078,0.011327,0.377391,1
24,0,0.441407,0.000062,0.050000,0.377115,1
25,0,1.593571,0.000162,0.015883,0.376896,0
26,1,0.214850,0.000129,0.050000,0.378314,0
27,1,2.403101,0.000104,0.010008,0.377849,0
28,1,0.053527,0.000083,0.050000,0.377480,1
29,0,1.389037,0.000066,0.010000,0.377186,1
30,0,0.473779,0.000053,0.050000,0.376952,0
31,0,1.621453,0.000126,0.022516,0.376766,0
32,1,0.213909,0.000101,0.050000,0.377802,1
33,0,2.331825,0.000129,0.010007,0.377442,1
34,1,0.032489,0.000103,0.050000,0.377844,0
35,1,1.269822,0.000083,0.010000,0.377476,0
36,0,0.774511,0.000066,0.050000,0.377183,0
37,1,1.270292,0.000053,0.049989,0.376950,1
38,1,0.764661,0.000042,0.050000,0.376764,0
39,0,1.450246,0.000034,0.049986,0.376616,1
40,1,0.453209,0.000027,0.050000,0.376497,0
41,0,1.895342,0.000022,0.017889,0.376403,0
42,0,0.155108,0.000017,0.050000,0.376327,1
43,0,1.697296,0.000094,0.010001,0.376267,0
44,1,0.193300,0.000075,0.050000,0.377348,1
45,0,2.212733,0.000116,0.010004,0.377081,1
46,1,0.049654,0.000093,0.050000,0.377653,1
47,1,1.471449,0.000074,0.010000,0.377324,1
48,1,0.486239,0.000059,0.050000,0.377062,1
49,0,1.803026,0.000047,0.025929,0.376853,0
50,1,0.208382,0.000038,0.050000,0.376687,1
51,0,1.904641,0.000030,0.010006,0.376554,0
52,1,0.159971,0.000024,0.050000,0.376448,0
53,1,1.826476,0.000047,0.010001,0.376364,0
54,0,0.156964,0.000038,0.050000,0.376682,0
55,1,2.020321,0.000051,0.010001,0.376550,0
56,1,0.095141,0.000154,0.050000,0.376738,1
57,1,1.357047,0.000354,0.010000,0.378205,1
58,1,0.381529,0.000650,0.050000,0.381166,1
59,0,1.442883,0.000629,0.011112,0.385821,0
60,0,0.756589,0.000504,0.050000,0.385487,0
61,1,1.796341,0.000473,0.049982,0.383473,1
62,1,0.141342,0.000585,0.050000,0.382999,1
63,1,1.382504,0.000825,0.010001,0.384776,0
64,1,0.306913,0.001175,0.050000,0.388745,1
65,1,1.339551,0.001617,0.010122,0.394965,1
66,1,0.274415,0.002133,0.050000,0.403562,1
67,1,1.175810,0.002704,0.010046,0.414672,0
68,1,0.328443,0.003315,0.050000,0.428364,0
69,1,1.032544,0.003951,0.010231,0.444571,1
70,1,0.376666,0.004599,0.050000,0.463026,1
71,0,0.898613,0.004325,0.010965,0.483239,0
72,1,2.591497,0.004312,0.050000,0.474555,0
73,1,0.010000,0.004492,0.050000,0.474137,0
74,0,0.083914,0.003898,0.010000,0.479829,0
75,0,2.997075,0.003118,0.010000,0.461419,0
76,1,0.027206,0.002547,0.050000,0.439172,0
77,1,0.389025,0.002355,0.010000,0.424449,1
78,1,1.011282,0.002446,0.011383,0.419818,0
79,1,0.395598,0.002746,0.050000,0.422009,0
80,1,0.892895,0.003193,0.011672,0.429420,1
81,1,0.430380,0.003739,0.050000,0.441195,0
82,1,0.776796,0.004347,0.014408,0.456695,1
83,1,0.465764,0.004987,0.049990,0.475220,1
84,1,0.675262,0.005637,0.020546,0.495886,0
85,0,0.489617,0.005078,0.049793,0.517657,1
86,1,3.920046,0.004878,0.026910,0.498922,1
87,1,0.010000,0.004936,0.050000,0.492293,0
88,1,0.010000,0.005179,0.010000,0.494222,1
89,1,0.010000,0.005545,0.010000,0.502251,1
90,1,0.068857,0.005991,0.010000,0.514573,0
91,1,0.373482,0.006481,0.010000,0.529700,1
92,1,0.588067,0.006989,0.010879,0.546325,1
93,1,0.448311,0.007496,0.047341,0.563320,1
94,1,0.507253,0.007986,0.017000,0.579781,1
95,1,0.455920,0.008450,0.032167,0.595071,1
96,1,0.462955,0.008882,0.018417,0.608808,1
97,1,0.441595,0.009276,0.019905,0.620829,0
98,1,0.434154,0.009630,0.015911,0.631133,1
99,1,0.421268,0.009943,0.014872,0.639819,1
100,1,0.411219,0.010215,0.013445,0.647038,0
101,1,0.400660,0.010448,0.012607,0.652960,0
102,1,0.390813,0.010641,0.011933,0.657752,1
103,1,0.381227,0.010798,0.011457,0.661568,0
104,1,0.372024,0.010920,0.011103,0.664541,1
105,0,0.363144,0.009125,0.010842,0.666786,1
106,1,5.602065,0.007941,0.010648,0.627275,1
107,1,0.010000,0.007211,0.050000,0.593707,0
108,1,0.010000,0.006814,0.010000,0.570612,0
