episode,reward,unexpected_uncertainty,expected_uncertainty,mean_variance,mean_td_error_sq,mean_delta_var,mean_actor_lr,mean_abs_td
0,12.0,8.613488537903369e-05,0.09468261524540177,0.6944710860649744,0.9967288246577471,9.236988423970101e-05,0.00010000000000000003,0.9983521451552709
1,12.0,5.9191442519625355e-06,0.17877509708822242,0.6969287345806757,0.9926719683908155,8.969099247964341e-05,0.00010000000000000003,0.9962979555130005
2,8.0,9.93067616503339e-07,0.22950522952592253,0.6979456543922424,0.9871758592551938,8.745502900420376e-05,0.00010000000000000002,0.9935224056243896
3,23.0,5.862036534248275e-09,0.35508013008625533,0.7021291333696117,0.9902599111948215,8.601249931538623e-05,0.0001,0.9950062839881234
4,14.0,0.0002237328436762302,0.418686966186081,0.7050773629120418,0.9910384549775324,8.478089395378545e-05,0.00010000000000000003,0.9952195967946734
5,41.0,0.00042976718017308734,0.5619225015430839,0.7103805120398359,0.9843461099018578,8.003866601762969e-05,9.999999999999995e-05,0.9917301012248527
6,9.0,5.768237449179846e-05,0.5864323415873198,0.7146418491999308,0.9636429380472854,7.240907324715334e-05,0.00010000000000000002,0.9808181789186265
7,22.0,4.256207999256319e-07,0.6380890873142544,0.7172849503430453,0.9775325378755244,7.468646700213244e-05,0.0001,0.9879911839962006
8,40.0,0.01353276141116827,0.708003297055867,0.7214185804128647,0.9973014297240926,7.789591850259702e-05,9.999999999999994e-05,0.9979515612125397
9,25.0,5.112532712701827e-05,0.7404021563455255,0.7291785311698914,0.9557667833732323,6.401136955459039e-05,9.999999999999999e-05,0.976178810596466
10,32.0,0.00238070137995427,0.7726384688516054,0.7357094567269087,0.9786200546580028,6.80272298795276e-05,9.999999999999995e-05,0.9869703091681004
11,31.0,0.001484671238771845,0.7961848992752053,0.740787261916745,0.9909268669987642,6.923438228504403e-05,9.999999999999995e-05,0.9927258549198028
12,13.0,8.162066452271216e-05,0.803992049549692,0.7397513160338769,0.9451940544665403,5.916159536100397e-05,0.00010000000000000003,0.9687774685712961
13,20.0,9.410221934853608e-07,0.8146703930804576,0.7444489985704422,0.9344918870742054,5.3892052106822416e-05,0.00010000000000000002,0.963681361079216
14,34.0,0.03216894648557226,0.829341639171028,0.7492722693611594,0.9626054482993337,5.8682761229010014e-05,9.999999999999994e-05,0.9778369840453652
15,13.0,0.0017685065357095305,0.8338514232757447,0.7505396971335778,0.8699373241632119,3.915112773030726e-05,0.00010000000000000003,0.9272729616898757
16,13.0,9.72246749905241e-05,0.8378325784268833,0.7508669724831214,0.8882981541895082,4.337990845028946e-05,0.00010000000000000003,0.9367861059995798
17,22.0,0.011208378305495089,0.8443273116015901,0.7582518404180353,0.9579626142933766,5.5643696785947296e-05,0.0001,0.9731657586314462
18,10.0,0.001203490456582433,0.846515967578315,0.7522963941097259,0.8967384307988617,4.733096663676229e-05,0.00010000000000000002,0.9381125807762146
19,21.0,1.110024022386401e-05,0.8508759947879105,0.7563115046137855,0.9409624159273525,5.283739954497285e-05,0.00010000000000000002,0.9638001663344247
20,18.0,0.011064880716059763,0.8542436469716087,0.7592658996582031,0.971169568015938,6.0351429617966e-05,0.00010000000000000003,0.9768659538692899
21,27.0,0.01615732900473223,0.8584278649562362,0.7606018825813576,0.9634595944708257,5.303418296490762e-05,9.999999999999998e-05,0.9762158901603134
22,22.0,0.029201318583061776,0.8619705884156187,0.7683325436982241,0.9665582118338261,5.519762688701685e-05,0.0001,0.9736879657615315
23,12.0,0.003345238951394651,0.863648760949347,0.768851175904274,0.9146731276883427,4.5446168416233045e-05,0.00010000000000000003,0.9406739075978597
24,18.0,6.026246757986492e-05,0.8660605282276652,0.7714538872241974,0.9336977096974923,4.602391218539145e-05,0.00010000000000000003,0.9548673133055369
25,12.0,4.141205238908485e-06,0.867302432732284,0.769324948390325,0.9568857229529387,5.457604839609746e-05,0.00010000000000000003,0.9605730772018433
26,29.0,0.0744185136279365,0.8700320152139728,0.7716312613980524,0.989560973552865,5.4605064402497424e-05,9.999999999999996e-05,0.9869130109918529
27,21.0,0.14039987215996017,0.8725857774952649,0.7807752631959461,1.0511242177907987,7.09878014013287e-05,0.00010000000000000002,1.0094864737419855
28,37.0,0.03457340672858008,0.8756464200783562,0.7797581698443439,0.970061857844588,4.7695915834672846e-05,9.999999999999994e-05,0.9759883332896877
29,11.0,0.0029698330242111572,0.8768113878752887,0.7867705063386397,0.797186729611104,1.2133048233339334e-05,0.00010000000000000003,0.875859493559057
30,18.0,5.349975560475991e-05,0.8790352801994179,0.793339964416292,0.820006764243784,1.534587112542833e-05,0.00010000000000000003,0.8912035061253442
31,19.0,7.710127340992309e-07,0.8807766633838641,0.7910209800067701,0.8742177396475364,2.648896459716598e-05,0.00010000000000000003,0.9151370086167988
32,21.0,0.05297450436601634,0.8824895650943418,0.7923628148578462,0.9710138318804413,3.965949729004914e-05,0.00010000000000000002,0.9672749014127822
33,13.0,0.003609140702920198,0.8833774412502489,0.7923013384525592,0.9110965366096975,3.4818328288169975e-05,0.00010000000000000003,0.9230098586816055
34,23.0,2.130460635928869e-05,0.8849618324598779,0.7946694804274518,0.893171298852482,3.366887575233366e-05,0.0001,0.9228201819502789
35,17.0,0.023602740413029,0.8854964054475446,0.7895280368187848,0.9835624888746773,4.717074544184056e-05,0.00010000000000000003,0.9683350920677185
36,17.0,0.0053714396120684545,0.8865224443861293,0.7963198072770062,0.9619334239413261,4.271868727541145e-05,0.00010000000000000003,0.9553348457112032
37,26.0,0.000666451788002243,0.8891837627555087,0.8071846870275644,0.8659135539293419,2.486240872622872e-05,9.999999999999998e-05,0.9075226394029764
38,19.0,9.604582477143378e-06,0.8895953662501049,0.795529516119706,0.8977949693295553,1.9316523810835062e-05,0.00010000000000000003,0.915954241627141
39,15.0,3.379312036336886e-07,0.8900960297001154,0.7984622200330098,0.8354609888800832,6.489962722800398e-06,0.00010000000000000003,0.8838379303614299
40,23.0,0.02311888897771526,0.8905634642473043,0.7972426388574683,0.8991469172778039,1.8580922189626422e-05,0.0001,0.927822760913683
41,33.0,0.10235726982006832,0.8921277336261902,0.8038111581946864,0.9865475622029143,4.813827677662877e-05,9.999999999999995e-05,0.9702749938675852
42,21.0,0.19658427844933996,0.8922328782116318,0.7972764457975116,1.0241788311433022,3.687590929467906e-05,0.00010000000000000002,0.9850524692308336
43,9.0,0.02638509521398978,0.8924097877604801,0.8001211682955424,0.7836807052056298,-2.2456310090566394e-05,0.00010000000000000002,0.8461631536483765
44,25.0,0.002011409343303652,0.894309109441869,0.8125593256950379,0.8773503462440837,1.9713329449508743e-05,9.999999999999999e-05,0.9047910499572754
45,24.0,0.11159774561154628,0.894568761972036,0.8025054459770521,1.0100114569656258,3.599698832328818e-05,9.999999999999999e-05,0.9752455155054728
46,10.0,0.011982716692722975,0.8947388565016926,0.8039358258247375,0.7563428763365895,-3.0248606034174585e-05,0.00010000000000000002,0.8306105673313141
47,19.0,0.0001726891469831471,0.8960174959745635,0.8143683515096966,0.8140150576716618,-8.628291011598958e-06,0.00010000000000000003,0.8656526866712069
48,24.0,0.10399004896163984,0.8975522177094714,0.81663345793883,0.9532281553124863,2.4592959130000476e-05,9.999999999999999e-05,0.9412229458491007
49,12.0,0.0071461417503949146,0.8977507578915886,0.8092359006404877,0.7995712009901107,-2.1000070153085332e-05,0.00010000000000000003,0.863082230091095
50,21.0,6.591152399199297e-05,0.8989938501676137,0.8186150505429223,0.8454491761987365,1.2689268418949459e-06,0.00010000000000000002,0.8844795624415079
51,17.0,0.014609489072980526,0.8997647949573517,0.8177712103899788,0.9451373592804858,3.363530631197205e-05,0.00010000000000000003,0.9212085499482996
52,12.0,0.003090178000460535,0.8997264844771091,0.8094021876653036,0.8832532725479091,-1.2852019372305463e-05,0.00010000000000000003,0.8926780372858047
53,16.0,0.008212328138356867,0.8999479719780061,0.8127011768519878,0.9041425458931069,3.081787738228976e-06,0.00010000000000000003,0.913611501455307
54,18.0,0.11650327798113397,0.9007424521231782,0.8192966481049856,0.9214305719755731,2.083015285091466e-05,0.00010000000000000003,0.9216679533322653
