Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -371.49; Last 100 Avg Ret: -251.73; Var: 0.00064049; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -207.08; Last 100 Avg Ret: -217.69; Var: 0.00218917; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -235.19; Last 100 Avg Ret: -211.06; Var: 0.00253578; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -114.27; Last 100 Avg Ret: -219.15; Var: 0.00312109; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -312.46; Last 100 Avg Ret: -198.93; Var: 0.00206572; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -404.58; Last 100 Avg Ret: -215.45; Var: 0.00157888; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -226.91; Last 100 Avg Ret: -213.16; Var: 0.00339697; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -117.52; Last 100 Avg Ret: -200.90; Var: 0.00150692; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -146.92; Last 100 Avg Ret: -194.50; Var: 0.00236224; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -45.63; Last 100 Avg Ret: -197.64; Var: 0.00156283; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -99.38; Last 100 Avg Ret: -190.98; Var: 0.00126349; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -345.94; Last 100 Avg Ret: -190.01; Var: 0.00088647; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -210.51; Last 100 Avg Ret: -193.55; Var: 0.00087448; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -143.28; Last 100 Avg Ret: -193.78; Var: 0.00100482; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -226.12; Last 100 Avg Ret: -199.31; Var: 0.00351922; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -187.46; Last 100 Avg Ret: -186.60; Var: 0.00166691; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -43.71; Last 100 Avg Ret: -183.83; Var: 0.00101633; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -115.64; Last 100 Avg Ret: -199.96; Var: 0.00285435; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -215.11; Last 100 Avg Ret: -210.99; Var: 0.00055917; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
200: Ret: -111.05; Last 100 Avg Ret: -203.96; Var: 0.00052059; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
210: Ret: -94.16; Last 100 Avg Ret: -204.76; Var: 0.00390363; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
220: Ret: -180.63; Last 100 Avg Ret: -202.22; Var: 0.00202199; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
230: Ret: -63.01; Last 100 Avg Ret: -191.85; Var: 0.00090416; NE: 1.144; ACh: 0.000; ActLR: 0.00006461; Solved: N
240: Ret: -344.13; Last 100 Avg Ret: -189.62; Var: 0.00084117; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
250: Ret: -235.05; Last 100 Avg Ret: -207.09; Var: 0.00003452; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
260: Ret: -214.18; Last 100 Avg Ret: -210.83; Var: 0.00307273; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
270: Ret: -36.23; Last 100 Avg Ret: -204.64; Var: 0.00105690; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
280: Ret: -95.14; Last 100 Avg Ret: -193.54; Var: 0.00027669; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
290: Ret: -87.68; Last 100 Avg Ret: -178.72; Var: 0.00017336; NE: 1.146; ACh: 0.000; ActLR: 0.00006250; Solved: N
300: Ret: -187.44; Last 100 Avg Ret: -176.71; Var: 0.00016510; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
310: Ret: -184.82; Last 100 Avg Ret: -170.98; Var: 0.00012906; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
320: Ret: -62.31; Last 100 Avg Ret: -169.95; Var: 0.00223520; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
330: Ret: -19.38; Last 100 Avg Ret: -164.98; Var: 0.00040303; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
340: Ret: -137.10; Last 100 Avg Ret: -152.28; Var: 0.00073728; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
350: Ret: -174.39; Last 100 Avg Ret: -127.47; Var: 0.00043515; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
360: Ret: 51.18; Last 100 Avg Ret: -117.94; Var: 0.00093592; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
370: Ret: -63.98; Last 100 Avg Ret: -115.09; Var: 0.00111426; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
380: Ret: -80.47; Last 100 Avg Ret: -107.28; Var: 0.00101601; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
390: Ret: -35.84; Last 100 Avg Ret: -100.32; Var: 0.00043313; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
400: Ret: -45.79; Last 100 Avg Ret: -89.88; Var: 0.00090964; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
410: Ret: -65.21; Last 100 Avg Ret: -82.73; Var: 0.00077252; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
420: Ret: 105.66; Last 100 Avg Ret: -77.54; Var: 0.00107124; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
430: Ret: -193.67; Last 100 Avg Ret: -81.69; Var: 0.00103633; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
440: Ret: 20.36; Last 100 Avg Ret: -77.41; Var: 0.00046505; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
450: Ret: 146.36; Last 100 Avg Ret: -70.19; Var: 0.00095266; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
460: Ret: -171.34; Last 100 Avg Ret: -68.62; Var: 0.00076369; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
470: Ret: -73.38; Last 100 Avg Ret: -65.03; Var: 0.00168435; NE: 1.146; ACh: 0.000; ActLR: 0.00006250; Solved: N
480: Ret: -87.35; Last 100 Avg Ret: -68.72; Var: 0.00145108; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
490: Ret: -114.14; Last 100 Avg Ret: -71.49; Var: 0.00073806; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
500: Ret: -40.35; Last 100 Avg Ret: -70.18; Var: 0.00052479; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
510: Ret: -102.27; Last 100 Avg Ret: -68.48; Var: 0.00038873; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
520: Ret: 42.70; Last 100 Avg Ret: -61.77; Var: 0.00056082; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
530: Ret: -5.25; Last 100 Avg Ret: -49.33; Var: 0.00135843; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
540: Ret: 220.63; Last 100 Avg Ret: -46.45; Var: 0.00065239; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
550: Ret: -322.16; Last 100 Avg Ret: -52.34; Var: 0.00032236; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
560: Ret: 52.25; Last 100 Avg Ret: -41.79; Var: 0.00176783; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
570: Ret: 6.15; Last 100 Avg Ret: -41.75; Var: 0.00078031; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
580: Ret: 41.23; Last 100 Avg Ret: -32.34; Var: 0.00114733; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
590: Ret: 89.15; Last 100 Avg Ret: -27.11; Var: 0.00127277; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
600: Ret: -65.76; Last 100 Avg Ret: -32.37; Var: 0.00033993; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
610: Ret: 21.13; Last 100 Avg Ret: -25.91; Var: 0.00032179; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
620: Ret: -139.47; Last 100 Avg Ret: -28.38; Var: 0.00000361; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
630: Ret: -20.62; Last 100 Avg Ret: -27.01; Var: 0.00038296; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
640: Ret: 133.13; Last 100 Avg Ret: -22.07; Var: 0.00061694; NE: 1.148; ACh: 0.000; ActLR: 0.00006250; Solved: N
650: Ret: -19.13; Last 100 Avg Ret: -12.54; Var: 0.00037065; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
660: Ret: 134.39; Last 100 Avg Ret: -12.27; Var: 0.00019447; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
670: Ret: -99.11; Last 100 Avg Ret: -9.32; Var: 0.00028072; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
680: Ret: -44.04; Last 100 Avg Ret: -4.89; Var: 0.00034126; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
690: Ret: -75.53; Last 100 Avg Ret: -3.62; Var: 0.00071777; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
700: Ret: 98.67; Last 100 Avg Ret: -0.06; Var: 0.00083971; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
710: Ret: 123.56; Last 100 Avg Ret: -4.64; Var: 0.00085241; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
720: Ret: -3.29; Last 100 Avg Ret: 5.68; Var: 0.00055435; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
730: Ret: 46.34; Last 100 Avg Ret: 8.10; Var: 0.00015501; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
740: Ret: -11.15; Last 100 Avg Ret: 14.58; Var: 0.00091376; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
750: Ret: -92.95; Last 100 Avg Ret: 16.25; Var: 0.00019393; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
760: Ret: -5.10; Last 100 Avg Ret: 23.71; Var: 0.00067167; NE: 1.146; ACh: 0.000; ActLR: 0.00006250; Solved: N
770: Ret: -173.75; Last 100 Avg Ret: 23.86; Var: 0.00030180; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
780: Ret: 228.35; Last 100 Avg Ret: 23.70; Var: 0.00039161; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
790: Ret: 2.04; Last 100 Avg Ret: 24.92; Var: 0.00025258; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
800: Ret: 227.19; Last 100 Avg Ret: 36.33; Var: 0.00065419; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
810: Ret: 222.28; Last 100 Avg Ret: 49.85; Var: 0.00039410; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
820: Ret: -62.12; Last 100 Avg Ret: 51.50; Var: 0.00016005; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
830: Ret: 244.37; Last 100 Avg Ret: 57.73; Var: 0.00012991; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
840: Ret: 236.99; Last 100 Avg Ret: 60.27; Var: 0.00042230; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
850: Ret: 198.82; Last 100 Avg Ret: 66.29; Var: 0.00068972; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
860: Ret: 215.31; Last 100 Avg Ret: 70.61; Var: 0.00063138; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
870: Ret: 178.01; Last 100 Avg Ret: 78.38; Var: 0.00028455; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
880: Ret: 259.47; Last 100 Avg Ret: 95.96; Var: 0.00093688; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
890: Ret: 221.90; Last 100 Avg Ret: 101.76; Var: 0.00056923; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
900: Ret: 179.61; Last 100 Avg Ret: 103.95; Var: 0.00066190; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
910: Ret: 139.33; Last 100 Avg Ret: 97.62; Var: 0.00091127; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
920: Ret: 232.45; Last 100 Avg Ret: 96.50; Var: 0.00036915; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
930: Ret: -63.35; Last 100 Avg Ret: 99.81; Var: 0.00055674; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
940: Ret: 222.40; Last 100 Avg Ret: 91.97; Var: 0.00044602; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
950: Ret: -43.91; Last 100 Avg Ret: 92.42; Var: 0.00011404; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
960: Ret: 211.72; Last 100 Avg Ret: 87.04; Var: 0.00037309; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
970: Ret: 234.45; Last 100 Avg Ret: 82.46; Var: 0.00081586; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
980: Ret: 198.99; Last 100 Avg Ret: 68.50; Var: 0.00191855; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
990: Ret: 209.24; Last 100 Avg Ret: 65.28; Var: 0.00040239; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1000: Ret: -79.79; Last 100 Avg Ret: 61.53; Var: 0.00012412; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1010: Ret: -468.51; Last 100 Avg Ret: 32.81; Var: 0.00151183; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1020: Ret: -885.10; Last 100 Avg Ret: -18.96; Var: 0.00261331; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1030: Ret: -570.59; Last 100 Avg Ret: -96.78; Var: 0.01025208; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1040: Ret: -242.67; Last 100 Avg Ret: -160.53; Var: 0.01025208; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1050: Ret: -1139.76; Last 100 Avg Ret: -233.33; Var: 0.00341380; NE: 1.145; ACh: 0.000; ActLR: 0.00006250; Solved: N
1060: Ret: -710.64; Last 100 Avg Ret: -320.13; Var: 0.00511797; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1070: Ret: -935.77; Last 100 Avg Ret: -389.01; Var: 0.00350057; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1080: Ret: -405.51; Last 100 Avg Ret: -466.25; Var: 0.00213221; NE: 1.143; ACh: 0.000; ActLR: 0.00053144; Solved: N
1090: Ret: -486.88; Last 100 Avg Ret: -531.79; Var: 0.00309629; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1100: Ret: -758.98; Last 100 Avg Ret: -603.51; Var: 0.00110371; NE: 1.144; ACh: 0.000; ActLR: 0.00006250; Solved: N
1110: Ret: -376.95; Last 100 Avg Ret: -651.73; Var: 0.00506373; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1120: Ret: -716.10; Last 100 Avg Ret: -677.84; Var: 0.00251822; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1130: Ret: -493.71; Last 100 Avg Ret: -678.15; Var: 0.01005337; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1140: Ret: -895.31; Last 100 Avg Ret: -692.45; Var: 0.00347205; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1150: Ret: -561.28; Last 100 Avg Ret: -695.08; Var: 0.00175335; NE: 1.144; ACh: 0.000; ActLR: 0.00053144; Solved: N
1160: Ret: -518.41; Last 100 Avg Ret: -670.81; Var: 0.00337786; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1170: Ret: -728.50; Last 100 Avg Ret: -672.70; Var: 0.00334658; NE: 1.144; ACh: 0.000; ActLR: 0.00025419; Solved: N
1180: Ret: -916.11; Last 100 Avg Ret: -668.60; Var: 0.01022622; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1190: Ret: -980.44; Last 100 Avg Ret: -669.71; Var: 0.00249928; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1200: Ret: -622.36; Last 100 Avg Ret: -670.40; Var: 0.00237590; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1210: Ret: -664.07; Last 100 Avg Ret: -665.91; Var: 0.00166870; NE: 1.143; ACh: 0.000; ActLR: 0.00053144; Solved: N
1220: Ret: -574.22; Last 100 Avg Ret: -667.09; Var: 0.00231444; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1230: Ret: -1049.63; Last 100 Avg Ret: -681.92; Var: 0.01013245; NE: 1.143; ACh: 1.000; ActLR: 0.00100000; Solved: N
1240: Ret: -731.22; Last 100 Avg Ret: -691.42; Var: 0.00512431; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1250: Ret: -961.07; Last 100 Avg Ret: -702.98; Var: 0.00263345; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1260: Ret: -917.47; Last 100 Avg Ret: -731.76; Var: 0.00511782; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1270: Ret: -664.06; Last 100 Avg Ret: -746.11; Var: 0.00973747; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1280: Ret: -783.27; Last 100 Avg Ret: -761.64; Var: 0.00523366; NE: 1.143; ACh: 0.001; ActLR: 0.00006250; Solved: N
1290: Ret: -1011.86; Last 100 Avg Ret: -763.93; Var: 0.00988405; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1300: Ret: -340.02; Last 100 Avg Ret: -745.50; Var: 0.00511770; NE: 1.144; ACh: 0.000; ActLR: 0.00010130; Solved: N
1310: Ret: -569.98; Last 100 Avg Ret: -732.20; Var: 0.00483675; NE: 1.142; ACh: 0.000; ActLR: 0.00034887; Solved: N
1320: Ret: -437.04; Last 100 Avg Ret: -722.72; Var: 0.01024978; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1330: Ret: -452.97; Last 100 Avg Ret: -703.70; Var: 0.00512604; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1340: Ret: -784.82; Last 100 Avg Ret: -683.13; Var: 0.01010646; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1350: Ret: -383.39; Last 100 Avg Ret: -666.62; Var: 0.00331590; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
1360: Ret: -702.08; Last 100 Avg Ret: -633.55; Var: 0.00191258; NE: 1.142; ACh: 0.000; ActLR: 0.00020589; Solved: N
1370: Ret: -396.83; Last 100 Avg Ret: -606.79; Var: 0.00823740; NE: 1.142; ACh: 1.000; ActLR: 0.00100000; Solved: N
1380: Ret: -567.26; Last 100 Avg Ret: -583.14; Var: 0.00384295; NE: 1.142; ACh: 0.000; ActLR: 0.00007179; Solved: N
1390: Ret: -463.11; Last 100 Avg Ret: -570.77; Var: 0.01013065; NE: 1.143; ACh: 1.000; ActLR: 0.00100000; Solved: N
1400: Ret: -565.26; Last 100 Avg Ret: -578.13; Var: 0.00341875; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1410: Ret: -506.91; Last 100 Avg Ret: -581.78; Var: 0.00199216; NE: 1.143; ACh: 0.000; ActLR: 0.00034868; Solved: N
1420: Ret: -560.30; Last 100 Avg Ret: -572.27; Var: 0.00512561; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1430: Ret: -623.99; Last 100 Avg Ret: -567.00; Var: 0.00237740; NE: 1.143; ACh: 0.000; ActLR: 0.00007977; Solved: N
1440: Ret: -568.09; Last 100 Avg Ret: -553.05; Var: 0.00221733; NE: 1.142; ACh: 0.000; ActLR: 0.00025419; Solved: N
1450: Ret: -464.84; Last 100 Avg Ret: -550.56; Var: 0.00586985; NE: 1.142; ACh: 0.069; ActLR: 0.00033278; Solved: N
1460: Ret: -479.08; Last 100 Avg Ret: -553.39; Var: 0.00494903; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
1470: Ret: -389.65; Last 100 Avg Ret: -554.87; Var: 0.00503557; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
