Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
/Users/a../Desktop/Icarus/.venv-tdstdp/lib/python3.11/site-packages/gym/utils/passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
CUDA not available; falling back to CPU.
Input shape: (16, 17)
Initializing ll_std network..
10: Ret: -76.04; Last 100 Avg Ret: -201.83; Var: 0.00204182; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
20: Ret: -79.25; Last 100 Avg Ret: -174.36; Var: 0.00338636; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
30: Ret: -446.86; Last 100 Avg Ret: -195.84; Var: 0.00260307; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
40: Ret: -324.65; Last 100 Avg Ret: -212.00; Var: 0.00194403; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
50: Ret: -313.01; Last 100 Avg Ret: -231.99; Var: 0.00102204; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
60: Ret: -22.87; Last 100 Avg Ret: -218.74; Var: 0.00198255; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
70: Ret: -81.35; Last 100 Avg Ret: -217.38; Var: 0.00136768; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
80: Ret: -60.46; Last 100 Avg Ret: -208.84; Var: 0.00031789; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
90: Ret: -32.45; Last 100 Avg Ret: -221.27; Var: 0.00162199; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
100: Ret: -430.86; Last 100 Avg Ret: -226.63; Var: 0.00120011; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
110: Ret: -287.94; Last 100 Avg Ret: -238.41; Var: 0.00385770; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
120: Ret: -606.90; Last 100 Avg Ret: -263.88; Var: 0.00330113; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
130: Ret: -400.39; Last 100 Avg Ret: -265.07; Var: 0.00216799; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
140: Ret: -372.05; Last 100 Avg Ret: -262.51; Var: 0.00340118; NE: 1.143; ACh: 0.000; ActLR: 0.00006250; Solved: N
150: Ret: -199.66; Last 100 Avg Ret: -254.64; Var: 0.00183800; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
160: Ret: -152.28; Last 100 Avg Ret: -262.58; Var: 0.00333171; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
170: Ret: -128.69; Last 100 Avg Ret: -259.64; Var: 0.00024661; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
180: Ret: -57.36; Last 100 Avg Ret: -255.05; Var: 0.00015304; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
190: Ret: -423.04; Last 100 Avg Ret: -242.20; Var: 0.00116270; NE: 1.142; ACh: 0.000; ActLR: 0.00006250; Solved: N
