episode,reward,unexpected,expected,variance,actor_lr,abs_td
0,0.0,0.0,0.7984625783264637,0.6304065734148026,0.1,0.0
1,0.0,0.0,0.5743454859665629,0.4087103876200589,0.09999999999999999,0.0
2,0.0,0.0,0.5457169282307974,0.3038516541322072,0.10000000000000002,0.0
3,0.0,0.0,0.593988325071359,0.27099907770752907,0.09999999999999999,0.0
4,0.0,0.0,0.546023784219501,0.216482637450099,0.09999999999999999,0.0
5,0.0,0.0,0.5182803018201027,0.21000619232654572,0.1,0.0
6,0.0,0.0,0.39216553126880904,0.15589455834456853,0.09999999999999999,0.0
7,0.0,0.0,0.4214677683997081,0.1515830124417941,0.10000000000000002,0.0
8,0.0,0.0,0.4184608778656607,0.11096144765615464,0.1,0.0
9,0.0,0.0,0.38163282371927204,0.12983845580707898,0.10000000000000003,0.0
10,0.0,0.0,0.32413532722709915,0.07327617606834362,0.10000000000000003,0.0
11,0.0,0.0,0.2648976763186037,0.05968701280653477,0.1,0.0
12,0.0,0.0,0.2624369756182276,0.05866141989827156,0.1,0.0
13,0.0,0.0,0.3220214742163321,0.07491477951407433,0.1,0.0
14,0.0,0.0,0.3184646522744843,0.07328057289123535,0.1,0.0
15,0.0,0.0,0.31486987922483295,0.07171550206840038,0.1,0.0
16,0.0,0.0,0.2526665814620438,0.05168693065643311,0.1,0.0
17,0.0,0.0,0.3273114051310517,0.07215463403951038,0.09999999999999999,0.0
18,0.0,0.0,0.24076973634111093,0.048403263092041016,0.1,0.0
19,0.0,0.0,0.2935570649495189,0.06679208452502887,0.10000000000000002,0.0
20,0.0,0.0,0.3154144504096412,0.0675049789249897,0.1,0.0
21,0.0,0.0,0.23210215033116968,0.04345467065771421,0.10000000000000002,0.0
22,0.0,0.0,0.2813421781073921,0.06650736834853888,0.1,0.0
23,0.0,0.0,0.29576458410246403,0.04768194430149519,0.1,0.0
24,0.0,0.0,0.2692530516763451,0.045342277735471725,0.1,0.0
25,0.0,0.0,0.2588778968199918,0.04521318944171071,0.09999999999999999,0.0
26,0.0,0.0,0.2873514194181262,0.0546960823237896,0.1,0.0
27,0.0,0.0,0.28134249915390913,0.059755838165680565,0.09999999999999999,0.0
28,0.0,0.0,0.20665395299222095,0.03937105163931846,0.1,0.0
29,0.0,0.0,0.27180766022822905,0.05409736212875162,0.09999999999999999,0.0
30,0.0,0.0,0.1981109176265158,0.03117220103740692,0.10000000000000002,0.0
31,0.0,0.0,0.2664765982640843,0.043806378915905955,0.1,0.0
32,0.0,0.0,0.1931982455836846,0.0395317313571771,0.09999999999999999,0.0
33,0.0,0.0,0.19338686150822676,0.03640017053112388,0.1,0.0
34,0.0,0.0,0.2291503031298944,0.03795784451067448,0.09999999999999999,0.0
35,0.0,0.0,0.22270054319518098,0.032962361350655556,0.09999999999999999,0.0
36,0.0,0.0,0.22801111862150208,0.034258232762416206,0.10000000000000002,0.0
37,0.0,0.0,0.24870047662189862,0.035205009703834854,0.09999999999999999,0.0
